Local time in Dongtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 08:00,8.9,766.5,766.9,2.5,66,Wind blowing from the north,4,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Drizzle.,8.5,18.8,,,2500 or more  or no clouds.,,,24.0,2.9,4.0,12,,,,
27.03.2020 05:00,8.7,764.0,764.4,0.8,100,Wind blowing from the north,4,,14,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.5,18.8,,,2500 or more  or no clouds.,,,9.0,8.7,6.0,12,,,,
27.03.2020 02:00,8.7,763.2,763.6,1.0,100,Wind blowing from the north,4,,14,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,18.8,,,2500 or more  or no clouds.,,,3.0,8.7,8.0,12,,,,
26.03.2020 23:00,10.3,762.2,762.6,2.6,100,Wind blowing from the north,6,,12,,Rain (not freezing) not falling as shower(s). ,,,10.3,18.8,,,2500 or more  or no clouds.,,,5.0,10.3,12.0,12,,,,
26.03.2020 20:00,14.1,759.6,760.0,3.0,100,Wind blowing from the north,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.1,18.8,,,300-600,,,2.3,14.1,22.0,12,,,,
26.03.2020 17:00,18.6,756.6,757.0,,100,Wind blowing from the north-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,16.6,20.4,,,600-1000,,,2.9,18.6,8.0,6,,,,
26.03.2020 14:00,18.5,757.0,757.3,-0.8,100,Wind blowing from the south-southwest,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,16.6,20.8,,,600-1000,,,4.4,18.5,20.0,12,,,,
26.03.2020 11:00,18.0,757.8,758.2,,100,Wind blowing from the south,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,,,,,300-600,,,7.0,18.0,16.0,6,,,,
26.03.2020 08:00,17.4,757.4,757.8,0.4,100,Wind blowing from the south-southwest,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,1.6,17.4,5.0,12,,,,
26.03.2020 05:00,17.1,757.0,757.4,,100,Wind blowing from the south,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.3,20.8,,,,,,1.7,17.1,0.1,6,,,,
26.03.2020 02:00,17.2,757.4,757.8,-0.1,100,Wind blowing from the south-east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,20.8,,,2500 or more  or no clouds.,,,1.7,17.2,No precipitation,12,,,,
25.03.2020 23:00,17.4,757.5,757.9,,100,Wind blowing from the south-southeast,4,,,,Mist. ,,,11.3,20.8,,,,,,3.5,17.4,No precipitation,6,,,,
25.03.2020 20:00,17.5,757.4,757.8,,87,Wind blowing from the east,2,,9,100%., ,,,11.3,20.8,,,600-1000,,,8.0,15.3,No precipitation,6,,,,
25.03.2020 17:00,20.4,757.0,757.3,,60,Wind blowing from the east-southeast,2,,9,100%., ,,,11.3,20.8,,,600-1000,,,14.0,12.4,No precipitation,6,,,,
25.03.2020 14:00,18.7,757.6,758.0,-2.7,70,Wind blowing from the south-east,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,21.1,,,600-1000,,,8.0,13.1,2.0,12,,,,
25.03.2020 11:00,15.0,760.3,760.7,,71,Wind blowing from the south-east,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,18.0,9.8,2.0,6,,,,
25.03.2020 08:00,11.9,760.9,761.2,0.5,76,Wind blowing from the east-southeast,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,,,,600-1000,,,12.0,7.8,0.1,12,,,,
25.03.2020 05:00,11.9,760.4,760.8,,58,Wind blowing from the east-southeast,5,,10,, ,,,7.7,21.1,,,,,,28.0,3.9,No precipitation,6,,,,
25.03.2020 02:00,11.9,761.5,761.8,-1.5,56,Wind blowing from the east-southeast,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,21.1,,,2500 or more  or no clouds.,,,29.0,3.4,No precipitation,12,,,,
24.03.2020 23:00,11.7,763.0,763.4,,69,Wind blowing from the east-southeast,4,,,, ,,,6.7,21.1,,,,,,11.0,6.2,No precipitation,6,,,,
24.03.2020 20:00,14.1,763.0,763.4,0.6,48,Wind blowing from the east-southeast,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,21.1,,,2500 or more  or no clouds.,,,19.0,3.3,No precipitation,12,,,,
24.03.2020 17:00,17.9,762.4,762.7,,33,Wind blowing from the east,5,,9,60%., ,,,6.7,21.1,,,2500 or more  or no clouds.,,,24.0,1.4,No precipitation,6,,,,
24.03.2020 14:00,20.1,763.4,763.8,,31,Wind blowing from the east,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,20.4,,,,,,30.0,2.5,No precipitation,12,,,,
24.03.2020 11:00,18.7,765.2,765.6,,30,Wind blowing from the east-southeast,5,,9,no clouds, ,,,6.7,19.5,,,,,,30.0,0.8,No precipitation,6,,,,
24.03.2020 08:00,12.4,765.4,765.7,0.7,45,Wind blowing from the east-southeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,19.5,,,,,,13.0,0.8,No precipitation,12,,,,
24.03.2020 05:00,7.7,764.7,765.1,,59,Wind blowing from the east,2,,7,, ,,,5.2,19.5,,,,,,10.0,0.0,No precipitation,6,,,,
24.03.2020 02:00,8.8,765.1,765.4,-0.6,56,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,19.5,,,2500 or more  or no clouds.,,,13.0,0.5,No precipitation,12,,,,
23.03.2020 23:00,10.4,765.7,766.1,,53,Wind blowing from the south-east,2,,,, ,,,5.2,19.5,,,,,,13.0,1.2,No precipitation,6,,,,
23.03.2020 20:00,12.9,765.3,765.7,0.5,42,Wind blowing from the east,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,19.5,,,2500 or more  or no clouds.,,,20.0,0.3,No precipitation,12,,,,
23.03.2020 17:00,17.7,764.8,765.3,,28,Wind blowing from the east,4,,7,50%., ,,,5.2,19.5,,,2500 or more  or no clouds.,,,30.0,-1.0,No precipitation,6,,,,
23.03.2020 14:00,19.1,765.3,765.7,-1.6,28,Wind blowing from the east-southeast,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,19.4,,,2500 or more  or no clouds.,,,30.0,0.2,No precipitation,12,,,,
23.03.2020 11:00,17.2,766.9,767.3,,41,Wind blowing from the east-southeast,3,,5,70 – 80%., ,,,5.2,17.2,,,2500 or more  or no clouds.,,,30.0,3.8,No precipitation,6,,,,
23.03.2020 08:00,10.4,766.6,767.0,,88,Wind blowing from the east-northeast,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,2500 or more  or no clouds.,,,13.0,8.5,No precipitation,12,,,,
23.03.2020 05:00,5.5,765.0,765.4,,100,Wind blowing from the north,1,,7,,Mist. ,,,5.5,17.2,,,,,,1.6,5.5,No precipitation,6,,,,
23.03.2020 02:00,7.6,765.0,765.4,-0.5,100,Wind blowing from the south-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,17.2,,,2500 or more  or no clouds.,,,17.0,7.6,No precipitation,12,,,,
22.03.2020 23:00,8.9,765.5,765.9,,91,Wind blowing from the north-east,1,,,, ,,,8.9,19.3,,,,,,15.0,7.5,No precipitation,6,,,,
22.03.2020 20:00,10.2,764.7,765.1,1.1,75,Wind blowing from the north-east,3,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,20.8,,,2500 or more  or no clouds.,,,21.0,6.0,No precipitation,12,,,,
22.03.2020 17:00,13.7,763.6,764.0,,53,Wind blowing from the north-northeast,4,,11,90  or more  but not 100%, ,,,10.9,25.7,,,,,,30.0,4.3,No precipitation,6,,,,
22.03.2020 14:00,17.0,763.1,763.5,0.0,38,Wind blowing from the north-east,4,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,27.9,,,600-1000,,,30.0,2.6,No precipitation,12,,,,
22.03.2020 11:00,15.9,763.1,763.5,,51,Wind blowing from the east-northeast,6,,11,90  or more  but not 100%, ,,,10.9,27.9,,,2500 or more  or no clouds.,,,23.0,5.8,No precipitation,6,,,,
22.03.2020 08:00,12.2,762.1,762.4,2.4,73,Wind blowing from the north-east,6,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,27.9,,,2500 or more  or no clouds.,,,13.0,7.5,No precipitation,12,,,,
22.03.2020 05:00,11.4,759.7,760.0,,100,Wind blowing from the north-northeast,3,,9,,Mist. ,,,11.4,27.9,,,,,,3.1,11.4,No precipitation,6,,,,
22.03.2020 02:00,16.1,757.6,758.0,0.7,93,Wind blowing from the north,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,27.9,,,2500 or more  or no clouds.,,,3.1,15.0,No precipitation,12,,,,
21.03.2020 23:00,19.3,756.9,757.3,,67,Wind blowing from the east,2,,,,Haze. ,,,11.7,27.9,,,,,,5.0,13.0,No precipitation,6,,,,
21.03.2020 20:00,20.5,756.4,756.8,,56,Wind blowing from the east,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,27.9,,,600-1000,,,12.0,11.4,No precipitation,12,,,,
21.03.2020 17:00,25.7,755.3,755.7,,44,Wind blowing from the south,1,,7,90  or more  but not 100%, ,,,11.7,27.9,,,,,,15.0,12.5,No precipitation,6,,,,
21.03.2020 14:00,27.4,756.0,756.4,-2.6,34,Wind blowing from the south-southwest,4,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,27.5,,,2500 or more  or no clouds.,,,20.0,10.2,No precipitation,12,,,,
21.03.2020 11:00,24.6,758.6,759.0,,49,Wind blowing from the south-southwest,3,,5,20–30%., ,,,11.7,24.6,,,2500 or more  or no clouds.,,,8.0,13.2,No precipitation,6,,,,
21.03.2020 08:00,16.2,759.0,759.4,0.9,66,Wind blowing from the south,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,22.7,,,,,,7.0,9.8,No precipitation,12,,,,
21.03.2020 05:00,11.9,758.1,758.5,,77,Wind blowing from the south,2,,6,, ,,,6.7,22.7,,,,,,8.0,8.0,No precipitation,6,,,,
21.03.2020 02:00,12.9,758.1,758.5,-0.2,72,Wind blowing from the south,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,22.7,,,2500 or more  or no clouds.,,,10.0,8.0,No precipitation,12,,,,
20.03.2020 23:00,15.0,758.3,758.7,,64,Wind blowing from the south,3,,,, ,,,6.7,22.7,,,,,,10.0,8.3,No precipitation,6,,,,
20.03.2020 20:00,17.1,757.5,757.9,0.2,51,Wind blowing from the south-southeast,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,22.7,,,,,,10.0,6.9,No precipitation,12,,,,
20.03.2020 17:00,22.0,757.3,757.7,,37,Wind blowing from the south,3,,10,no clouds, ,,,6.7,22.7,,,,,,17.0,6.7,No precipitation,6,,,,
20.03.2020 14:00,21.6,759.0,759.4,-2.4,33,Wind blowing from the south,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,21.8,,,,,,18.0,4.7,No precipitation,12,,,,
20.03.2020 11:00,17.3,761.4,761.8,,40,Wind blowing from the south,4,,8,no clouds, ,,,6.7,17.8,,,,,,23.0,3.6,No precipitation,6,,,,
20.03.2020 08:00,10.2,762.7,763.1,0.0,54,Wind blowing from the south,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,,,,19.0,1.1,No precipitation,12,,,,
20.03.2020 05:00,7.4,762.7,763.1,,59,Wind blowing from the south-east,3,,5,, ,,,7.2,17.8,,,,,,16.0,-0.1,No precipitation,6,,,,
20.03.2020 02:00,8.2,763.6,764.0,-0.5,58,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,17.8,,,2500 or more  or no clouds.,,,19.0,0.4,No precipitation,12,,,,
19.03.2020 23:00,9.6,764.1,764.5,,48,Wind blowing from the south-southeast,1,,,, ,,,9.4,17.8,,,,,,23.0,-0.9,No precipitation,6,,,,
19.03.2020 20:00,9.6,763.3,763.8,,68,Wind blowing from the south-west,1,,12,no clouds, ,,,9.6,17.8,,,,,,19.0,4.0,No precipitation,6,,,,
19.03.2020 17:00,17.2,762.1,762.4,,29,Wind blowing from the west-southwest,2,,,no clouds, ,,,11.5,22.8,,,,,,30.0,-1.0,No precipitation,6,,,,
19.03.2020 14:00,17.1,762.4,762.7,,20,Wind blowing from the north,2,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,23.9,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,12,,,,
19.03.2020 11:00,15.3,763.2,763.6,,23,Calm  no wind,0,,,70 – 80%., ,,,11.5,,,,2500 or more  or no clouds.,,,30.0,-5.7,No precipitation,6,,,,
19.03.2020 08:00,12.2,761.4,761.8,3.6,41,Wind blowing from the north,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,23.9,,,2500 or more  or no clouds.,,,18.0,-0.7,No precipitation,12,,,,
19.03.2020 05:00,12.9,757.8,758.2,,68,Wind blowing from the west,2,,4,, ,,,7.2,23.9,,,,,,8.0,7.1,No precipitation,6,,,,
19.03.2020 02:00,13.1,757.1,757.5,-0.5,65,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.9,,,2500 or more  or no clouds.,,,10.0,6.7,No precipitation,12,,,,
18.03.2020 23:00,14.3,757.6,757.9,,61,Wind blowing from the south,2,,,, ,,,7.2,23.9,,,,,,12.0,6.9,No precipitation,6,,,,
18.03.2020 20:00,17.7,757.4,757.8,0.4,51,Wind blowing from the south,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.9,,,,,,8.0,7.4,No precipitation,12,,,,
18.03.2020 17:00,22.8,757.0,757.4,,40,Wind blowing from the west-southwest,2,,9,no clouds, ,,,7.2,23.9,,,,,,18.0,8.5,No precipitation,6,,,,
18.03.2020 14:00,23.6,758.2,758.6,-2.4,38,Wind blowing from the west-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.6,,,,,,18.0,8.5,No precipitation,12,,,,
18.03.2020 11:00,20.8,760.6,760.9,,47,Wind blowing from the south-west,4,,7,no clouds, ,,,7.2,22.6,,,,,,11.0,9.1,No precipitation,6,,,,
18.03.2020 08:00,12.9,761.3,761.7,0.8,76,Wind blowing from the south-southwest,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,22.6,,,2500 or more  or no clouds.,,,3.7,8.8,No precipitation,12,,,,
