Local time in Ruoqiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 17:00,15.6,687.7,765.3,-1.8,11,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,16.2,,,,,,14.0,-14.8,No precipitation,12,,,,
27.03.2020 14:00,12.7,689.5,767.3,-0.9,11,Wind blowing from the north-northwest,2,,4,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,13.8,,,,,,6.0,-17.0,No precipitation,12,,,,
27.03.2020 11:00,6.7,690.4,768.6,0.2,18,Wind blowing from the west-northwest,1,,6,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,13.8,,,2500 or more  or no clouds.,,,3.6,-16.0,No precipitation,12,,,,
27.03.2020 08:00,1.4,690.2,768.7,0.7,35,Wind blowing from the south-west,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,13.8,,,2500 or more  or no clouds.,,,7.0,-12.7,No precipitation,12,,,,
27.03.2020 05:00,2.9,689.5,767.6,1.2,24,Wind blowing from the north,1,,12,,Cloud development not observed or not observable. ,,,2.7,13.8,,,2500 or more  or no clouds.,,,10.0,-15.7,No precipitation,12,,,,
27.03.2020 02:00,5.6,688.3,766.6,-0.3,27,Wind blowing from the north-east,2,,12,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,13.8,,,2500 or more  or no clouds.,,,7.0,-11.9,No precipitation,12,,,,
26.03.2020 23:00,9.4,688.6,766.9,0.6,13,Wind blowing from the north-east,2,,12,,Haze. ,,,2.7,13.8,,,2500 or more  or no clouds.,,,4.4,-17.6,No precipitation,12,,,,
26.03.2020 20:00,12.4,688.0,766.0,-0.1,12,Wind blowing from the east-northeast,5,,12,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,13.8,,,2500 or more  or no clouds.,,,3.0,-16.2,No precipitation,12,,,,
26.03.2020 17:00,13.0,688.1,765.8,,10,Wind blowing from the east-northeast,5,,13,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.5,,,2500 or more  or no clouds.,,,5.0,-17.9,No precipitation,6,,,,
26.03.2020 14:00,8.4,689.5,767.7,0.6,13,Wind blowing from the east-northeast,3,,17,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.6,,,2500 or more  or no clouds.,,,3.4,-18.4,No precipitation,12,,,,
26.03.2020 11:00,4.8,688.9,766.9,,18,Wind blowing from the east-northeast,5,,18,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.6,,,,,,3.4,-17.5,No precipitation,6,,,,
26.03.2020 08:00,2.9,687.7,765.4,2.0,20,Wind blowing from the east-northeast,5,,,,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,15.6,,,2500 or more  or no clouds.,,,1.0,-17.9,No precipitation,12,,,,
26.03.2020 05:00,4.6,685.7,762.7,,22,Wind blowing from the east-northeast,6,,18,,Haze. ,,,4.6,15.6,,,,,,1.2,-15.3,No precipitation,6,,,,
26.03.2020 02:00,6.5,685.3,762.7,0.7,20,Wind blowing from the east-northeast,8,,18,,Severe duststorm or sandstorm has begun or has increased during the preceding hour. ,Storm,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,15.6,,,2500 or more  or no clouds.,,,0.3,-14.9,No precipitation,12,,,,
25.03.2020 23:00,11.3,684.6,761.6,,10,Wind blowing from the east-northeast,8,,18,,Haze. ,,,5.8,15.6,,,,,,0.3,-19.2,No precipitation,6,,,,
25.03.2020 20:00,13.7,683.2,760.0,,11,Wind blowing from the east-northeast,8,,17,,Severe duststorm or sandstorm  no appreciable change during the preceding hour. ,Storm,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,17.3,,,,,,0.3,-16.2,No precipitation,6,,,,
25.03.2020 17:00,15.6,682.2,758.4,,13,Wind blowing from the north-east,6,,16,,Severe duststorm or sandstorm  no appreciable change during the preceding hour. ,Storm,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,21.5,,,,,,0.3,-12.7,No precipitation,6,,,,
25.03.2020 14:00,11.1,683.3,760.0,2.1,12,Wind blowing from the north-east,4,,16,,Severe duststorm or sandstorm  no appreciable change during the preceding hour. ,Storm,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,,,,2500 or more  or no clouds.,,,0.2,-17.3,No precipitation,12,,,,
25.03.2020 11:00,8.0,681.2,757.6,,14,Wind blowing from the east-northeast,8,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,22.7,,,2500 or more  or no clouds.,,,1.6,-17.9,No precipitation,6,,,,
25.03.2020 08:00,6.2,679.8,755.7,0.3,15,Wind blowing from the east-northeast,7,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,22.7,,,2500 or more  or no clouds.,,,10.0,-18.5,No precipitation,12,,,,
25.03.2020 05:00,7.9,679.5,754.6,,15,Wind blowing from the east-northeast,7,,17,,Haze. ,,,1.7,22.7,,,,,,3.8,-17.2,No precipitation,6,,,,
25.03.2020 02:00,10.0,680.1,754.8,0.5,17,Wind blowing from the east-northeast,7,,17,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.7,,,2500 or more  or no clouds.,,,0.9,-13.9,No precipitation,12,,,,
24.03.2020 23:00,13.1,679.6,755.0,,19,Wind blowing from the east-northeast,7,,17,,Haze. ,,,,22.7,,,,,,1.1,-10.0,No precipitation,6,,,,
24.03.2020 20:00,17.4,677.1,753.3,0.5,17,Wind blowing from the north-east,7,,,100%.,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,22.7,,,2500 or more  or no clouds.,,,1.2,-7.9,No precipitation,12,,,,
24.03.2020 17:00,21.4,676.6,752.0,,13,Wind blowing from the east-northeast,6,,13,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,23.9,,,2500 or more  or no clouds.,,,3.8,-8.1,No precipitation,6,,,,
24.03.2020 14:00,22.4,678.0,752.8,-1.6,11,Wind blowing from the east,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,24.4,,,,,,20.0,-9.5,No precipitation,12,,,,
24.03.2020 11:00,14.3,679.6,754.7,,20,Wind blowing from the east-northeast,5,,9,90  or more  but not 100%, ,,,1.7,,,,2500 or more  or no clouds.,,,14.0,-8.4,No precipitation,6,,,,
24.03.2020 08:00,2.0,679.4,755.4,-0.6,43,Wind blowing from the west-southwest,0,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,24.4,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,12,,,,
24.03.2020 05:00,3.3,680.0,755.5,,37,Wind blowing from the south,1,,7,, ,,,3.3,24.4,,,,,,30.0,-10.0,No precipitation,6,,,,
24.03.2020 02:00,7.2,681.1,756.4,-1.3,28,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,24.4,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,12,,,,
23.03.2020 23:00,15.4,682.4,757.8,,15,Wind blowing from the east,2,,7,, ,,,4.8,24.4,,,,,,30.0,-11.1,No precipitation,6,,,,
23.03.2020 20:00,20.6,682.5,758.3,-1.3,12,Wind blowing from the north-northeast,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,24.4,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
23.03.2020 17:00,23.7,683.8,758.7,,10,Wind blowing from the north-northeast,3,,7,no clouds, ,,,4.8,24.4,,,,,,30.0,-9.7,No precipitation,6,,,,
23.03.2020 14:00,21.9,685.6,760.6,-2.1,11,Wind blowing from the north,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,23.5,,,,,,23.0,-9.9,No precipitation,12,,,,
23.03.2020 11:00,14.3,687.7,763.7,,19,Wind blowing from the west-southwest,2,,8,90  or more  but not 100%, ,,,4.8,23.5,,,2500 or more  or no clouds.,,,19.0,-9.0,No precipitation,6,,,,
23.03.2020 08:00,5.5,686.7,763.1,,37,Wind blowing from the west-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,23.5,,,,,,18.0,-8.0,No precipitation,12,,,,
23.03.2020 05:00,10.0,685.8,761.2,,26,Wind blowing from the west,2,,10,, ,,,,23.5,,,,,,18.0,-8.6,No precipitation,6,,,,
23.03.2020 02:00,13.0,685.9,760.9,,19,Wind blowing from the east-southeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.5,,,2500 or more  or no clouds.,,,26.0,-10.1,No precipitation,12,,,,
22.03.2020 23:00,14.7,686.0,762.5,,16,Wind blowing from the east-northeast,3,,11,, ,,,,23.5,,,,,,17.0,-10.9,No precipitation,6,,,,
22.03.2020 20:00,20.0,684.6,761.3,1.1,10,Wind blowing from the north-east,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,23.5,,,2500 or more  or no clouds.,,,19.0,-12.5,No precipitation,12,,,,
22.03.2020 17:00,22.2,683.5,759.8,,9,Wind blowing from the north-east,5,,11,, ,,,0.4,23.7,,,,,,9.0,-12.2,No precipitation,6,,,,
22.03.2020 14:00,22.2,683.8,759.0,-0.8,9,Wind blowing from the east-northeast,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,23.8,,,,,,9.0,-12.2,No precipitation,12,,,,
22.03.2020 11:00,9.6,684.6,760.9,,24,Wind blowing from the north-northwest,2,,3,no clouds, ,,,0.4,,,,,,,22.0,-10.0,No precipitation,6,,,,
22.03.2020 08:00,1.5,683.5,760.0,1.5,34,Wind blowing from the west,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,23.8,,,2500 or more  or no clouds.,,,21.0,-12.7,No precipitation,12,,,,
22.03.2020 05:00,1.6,682.0,757.9,,34,Wind blowing from the south,1,,,, ,,,0.2,23.8,,,,,,22.0,-12.6,No precipitation,6,,,,
22.03.2020 02:00,9.3,682.0,757.3,0.9,15,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.8,,,2500 or more  or no clouds.,,,22.0,-16.0,No precipitation,12,,,,
21.03.2020 23:00,14.5,681.1,756.6,,11,Wind blowing from the east-northeast,2,,8,, ,,,,23.8,,,,,,20.0,-15.6,No precipitation,6,,,,
21.03.2020 20:00,20.1,680.5,757.0,0.2,8,Wind blowing from the east-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.8,,,,,,11.0,-15.2,No precipitation,12,,,,
21.03.2020 17:00,23.5,680.3,755.9,,7,Wind blowing from the east-northeast,3,,8,no clouds, ,,,0.2,23.8,,,,,,14.0,-14.3,No precipitation,6,,,,
21.03.2020 14:00,19.9,681.1,757.2,-0.1,13,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,,,,,,,15.0,-9.3,No precipitation,12,,,,
21.03.2020 11:00,13.6,681.2,757.5,,15,Wind blowing from the north-northwest,2,,4,no clouds, ,,,0.2,,,,,,,10.0,-12.5,No precipitation,6,,,,
21.03.2020 08:00,0.3,680.6,757.1,0.3,46,Wind blowing from the south,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,2500 or more  or no clouds.,,,16.0,-10.0,No precipitation,12,,,,
21.03.2020 05:00,2.5,680.3,756.1,,35,Calm  no wind,0,,,, ,,,0.1,23.7,,,,,,18.0,-11.4,No precipitation,6,,,,
21.03.2020 02:00,4.0,680.5,756.2,0.1,36,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.7,,,2500 or more  or no clouds.,,,18.0,-9.7,No precipitation,12,,,,
20.03.2020 23:00,8.3,680.4,756.9,,20,Wind blowing from the south-east,1,,5,, ,,,,23.7,,,,,,18.0,-13.3,No precipitation,6,,,,
20.03.2020 20:00,19.5,680.2,756.5,-0.2,8,Wind blowing from the north-northeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.7,,,2500 or more  or no clouds.,,,13.0,-15.6,No precipitation,12,,,,
20.03.2020 17:00,22.7,680.4,756.1,,7,Wind blowing from the north-northeast,3,,5,no clouds, ,,,0.1,23.6,,,,,,14.0,-14.9,No precipitation,6,,,,
20.03.2020 14:00,21.1,682.3,758.1,-0.9,7,Wind blowing from the north-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,21.5,,,,,,13.0,-16.1,No precipitation,12,,,,
