Local time in Shijiazhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 20:00,16.9,748.3,756.4,,64,Wind blowing from the west,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,20.9,,,2500 or more  or no clouds.,,,3.8,10.1,No precipitation,6,,,,
25.03.2020 17:00,19.9,747.2,755.2,,49,Wind blowing from the south-southeast,4,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,20.9,,,2500 or more  or no clouds.,,,3.8,8.9,No precipitation,6,,,,
25.03.2020 14:00,20.2,747.8,755.8,-2.0,43,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,20.5,,,2500 or more  or no clouds.,,,3.0,7.2,No precipitation,12,,,,
25.03.2020 11:00,18.0,749.8,757.9,,49,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,18.1,,,2500 or more  or no clouds.,,,3.0,7.1,No precipitation,6,,,,
25.03.2020 08:00,12.4,749.7,757.8,-0.1,78,Wind blowing from the north,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,18.0,,,2500 or more  or no clouds.,,,2.2,8.7,No precipitation,12,,,,
25.03.2020 05:00,12.0,749.8,757.9,,79,Wind blowing from the north-northwest,2,,6,,Mist. ,,,8.6,18.0,,,,,,2.4,8.5,No precipitation,6,,,,
25.03.2020 02:00,12.2,750.7,758.8,,74,Wind blowing from the north,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,18.0,,,2500 or more  or no clouds.,,,2.9,7.7,No precipitation,12,,,,
24.03.2020 20:00,14.6,751.1,759.3,0.3,67,Wind blowing from the west-northwest,1,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,18.0,,,2500 or more  or no clouds.,,,4.3,8.5,No precipitation,12,,,,
24.03.2020 17:00,16.9,750.8,759.0,,55,Wind blowing from the south-east,4,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,20.5,,,2500 or more  or no clouds.,,,4.9,7.8,No precipitation,6,,,,
24.03.2020 14:00,17.5,752.3,760.4,,47,Wind blowing from the south-east,2,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,22.6,,,2500 or more  or no clouds.,,,5.0,6.1,3.0,12,,,,
24.03.2020 11:00,13.0,755.2,763.4,,60,Wind blowing from the north-northwest,3,,7,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,,,,2500 or more  or no clouds.,,,7.0,5.4,2.0,6,,,,
24.03.2020 08:00,9.0,755.7,763.9,,87,Wind blowing from the north-northwest,3,,7,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,22.6,,,2500 or more  or no clouds.,,,4.3,7.0,3.0,12,,,,
24.03.2020 02:00,12.2,755.0,763.1,,51,Wind blowing from the north-northwest,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,22.6,,,2500 or more  or no clouds.,,,8.0,2.4,No precipitation,12,,,,
23.03.2020 20:00,16.8,754.3,762.4,,50,Wind blowing from the south,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,22.6,,,2500 or more  or no clouds.,,,4.3,6.3,No precipitation,12,,,,
23.03.2020 17:00,20.5,753.7,761.8,,33,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,22.6,,,2500 or more  or no clouds.,,,5.0,3.7,No precipitation,6,,,,
23.03.2020 14:00,22.3,754.6,762.7,-2.4,23,Wind blowing from the east-northeast,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,22.3,,,2500 or more  or no clouds.,,,9.0,0.2,No precipitation,12,,,,
23.03.2020 11:00,19.4,757.0,765.1,,29,Wind blowing from the north,3,,6,40%., ,,,8.0,20.8,,,2500 or more  or no clouds.,,,9.0,0.9,No precipitation,6,,,,
23.03.2020 08:00,12.7,756.4,764.6,,38,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,20.8,,,,,,8.0,-1.2,No precipitation,12,,,,
23.03.2020 05:00,8.3,755.5,763.6,,60,Wind blowing from the west-southwest,2,,9,, ,,,5.9,20.8,,,,,,10.0,0.8,No precipitation,6,,,,
23.03.2020 02:00,9.3,755.5,763.6,,56,Wind blowing from the south-southwest,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,20.8,,,2500 or more  or no clouds.,,,11.0,1.0,No precipitation,12,,,,
22.03.2020 20:00,16.1,754.2,762.4,,33,Wind blowing from the south-east,4,,11,no clouds, ,,,5.9,20.8,,,,,,16.0,-0.2,No precipitation,6,,,,
22.03.2020 17:00,19.7,753.2,761.4,,26,Wind blowing from the south-southeast,6,,11,no clouds, ,,,5.9,20.8,,,,,,15.0,-0.3,No precipitation,6,,,,
22.03.2020 14:00,20.1,755.2,763.4,-3.0,26,Wind blowing from the south-southeast,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,20.1,,,,,,12.0,0.0,No precipitation,12,,,,
22.03.2020 11:00,15.5,758.2,766.4,,33,Wind blowing from the south-east,3,,5,no clouds, ,,,5.9,18.0,,,,,,9.0,-0.7,No precipitation,6,,,,
22.03.2020 08:00,7.8,758.4,766.7,1.4,51,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,18.0,,,2500 or more  or no clouds.,,,11.0,-1.7,No precipitation,12,,,,
22.03.2020 05:00,7.0,757.0,765.2,,48,Wind blowing from the north-northwest,2,,7,, ,,,6.9,18.0,,,,,,15.0,-3.5,No precipitation,6,,,,
22.03.2020 02:00,8.0,756.9,765.1,,45,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,18.0,,,2500 or more  or no clouds.,,,12.0,-3.2,No precipitation,12,,,,
21.03.2020 20:00,14.2,754.0,762.1,,31,Wind blowing from the south-east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,20.6,,,2500 or more  or no clouds.,,,11.0,-2.7,No precipitation,12,,,,
21.03.2020 17:00,17.3,751.6,759.7,,32,Wind blowing from the north-east,3,,8,90  or more  but not 100%, ,,,14.1,,,,2500 or more  or no clouds.,,,8.0,0.5,No precipitation,6,,,,
21.03.2020 14:00,17.7,750.5,758.5,0.1,32,Wind blowing from the east-northeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,,,,2500 or more  or no clouds.,,,8.0,0.8,No precipitation,12,,,,
21.03.2020 11:00,16.6,750.4,758.5,,37,Wind blowing from the north-northeast,5,,8,90  or more  but not 100%, ,,,14.1,,,,2500 or more  or no clouds.,,,7.0,1.9,No precipitation,6,,,,
21.03.2020 08:00,14.7,749.5,757.6,2.1,30,Wind blowing from the north-northwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,29.6,,,2500 or more  or no clouds.,,,12.0,-2.7,No precipitation,12,,,,
21.03.2020 05:00,14.7,747.4,755.3,,41,Wind blowing from the north-northwest,3,,8,, ,,,5.7,29.6,,,,,,8.0,1.6,No precipitation,6,,,,
21.03.2020 02:00,15.0,746.8,754.6,,41,Wind blowing from the north-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,29.6,,,2500 or more  or no clouds.,,,8.0,1.9,No precipitation,12,,,,
20.03.2020 20:00,20.6,744.8,752.8,1.7,34,Wind blowing from the south-southeast,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,29.6,,,2500 or more  or no clouds.,,,12.0,4.2,No precipitation,12,,,,
20.03.2020 17:00,25.2,743.1,751.0,,19,Wind blowing from the south,4,,10,20–30%., ,,,5.7,29.6,,,2500 or more  or no clouds.,,,14.0,0.0,No precipitation,6,,,,
20.03.2020 14:00,28.8,743.5,751.4,,9,Wind blowing from the south,1,,10,no clouds, ,,,5.7,28.8,,,,,,15.0,-7.2,No precipitation,6,,,,
20.03.2020 11:00,25.3,745.7,753.7,,10,Wind blowing from the west,5,,10,no clouds, ,,,5.7,25.3,,,,,,16.0,-8.5,No precipitation,6,,,,
20.03.2020 08:00,7.9,746.3,754.5,-0.3,55,Wind blowing from the south-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,19.1,,,,,,13.0,-0.6,No precipitation,12,,,,
20.03.2020 05:00,6.7,746.6,754.7,,60,Wind blowing from the south,2,,11,, ,,,6.7,19.1,,,,,,12.0,-0.5,No precipitation,6,,,,
20.03.2020 02:00,10.1,748.1,756.2,,48,Wind blowing from the east-northeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,19.1,,,2500 or more  or no clouds.,,,13.0,-0.4,No precipitation,12,,,,
19.03.2020 20:00,14.9,750.1,758.2,,29,Wind blowing from the south-southeast,5,,12,no clouds, ,,,7.5,19.1,,,,,,20.0,-3.0,No precipitation,6,,,,
19.03.2020 17:00,18.2,749.9,758.0,,19,Wind blowing from the south-east,6,,12,no clouds, ,,,7.5,27.0,,,,,,26.0,-5.8,No precipitation,6,,,,
19.03.2020 14:00,18.5,751.8,759.9,,14,Wind blowing from the south-southeast,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,,,,30.0,-9.5,No precipitation,12,,,,
19.03.2020 11:00,17.2,754.3,762.4,,13,Wind blowing from the south-southeast,3,,10,no clouds, ,,,7.5,,,,,,,30.0,-11.5,No precipitation,6,,,,
19.03.2020 08:00,11.1,754.3,762.5,1.6,23,Wind blowing from the south-east,2,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,,,,23.0,-9.2,No precipitation,12,,,,
19.03.2020 05:00,11.2,752.7,760.7,,18,Wind blowing from the west,3,,22,, ,,,10.8,29.0,,,,,,30.0,-12.2,No precipitation,6,,,,
19.03.2020 02:00,11.3,753.3,761.2,,19,Wind blowing from the north,2,,22,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,29.0,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
18.03.2020 20:00,17.4,748.2,756.1,6.1,17,Wind blowing from the north,10,,,no clouds,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,29.0,,,,,,3.0,-7.9,No precipitation,12,,,,
18.03.2020 17:00,27.1,742.1,749.8,,5,Wind blowing from the north-west,8,,19,40%., ,,,11.7,29.0,,,2500 or more  or no clouds.,,,13.0,-15.8,No precipitation,6,,,,
18.03.2020 14:00,28.5,742.3,750.1,,4,Wind blowing from the west,7,,19,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,28.5,,,2500 or more  or no clouds.,,,17.0,-17.5,No precipitation,12,,,,
18.03.2020 11:00,25.6,745.5,753.4,,6,Wind blowing from the west-southwest,8,,14,70 – 80%., ,,,11.7,25.8,,,2500 or more  or no clouds.,,,21.0,-14.6,No precipitation,6,,,,
18.03.2020 08:00,21.2,747.6,755.5,0.4,8,Wind blowing from the west,3,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,25.8,,,2500 or more  or no clouds.,,,28.0,-14.4,No precipitation,12,,,,
18.03.2020 05:00,20.7,747.2,755.1,,8,Wind blowing from the west,8,,14,, ,,,,25.8,,,,,,15.0,-14.7,No precipitation,6,,,,
18.03.2020 02:00,20.2,748.4,756.3,,8,Wind blowing from the west,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,25.8,,,2500 or more  or no clouds.,,,19.0,-15.1,No precipitation,12,,,,
17.03.2020 20:00,17.8,750.6,758.8,,26,Wind blowing from the south-southeast,4,,11,no clouds, ,,,6.3,25.8,,,,,,15.0,-1.9,No precipitation,6,,,,
17.03.2020 17:00,22.8,750.7,758.8,,17,Wind blowing from the south,6,,11,no clouds, ,,,6.3,25.8,,,,,,21.0,-3.5,No precipitation,6,,,,
17.03.2020 14:00,25.3,751.6,759.7,-2.7,9,Wind blowing from the north-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,25.3,,,,,,30.0,-9.8,No precipitation,12,,,,
17.03.2020 11:00,22.6,754.3,762.4,,10,Wind blowing from the north-west,3,,6,no clouds, ,,,6.3,22.6,,,,,,30.0,-10.5,No precipitation,6,,,,
17.03.2020 08:00,8.8,755.2,763.5,0.9,52,Wind blowing from the south-southeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,15.6,,,,,,8.0,-0.5,No precipitation,12,,,,
17.03.2020 05:00,7.2,754.3,762.6,,58,Wind blowing from the north-west,1,,8,, ,,,4.3,15.6,,,,,,8.0,-0.7,No precipitation,6,,,,
17.03.2020 02:00,9.4,754.0,762.3,,55,Wind blowing from the north-northeast,4,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,15.6,,,2500 or more  or no clouds.,,,7.0,0.8,No precipitation,12,,,,
16.03.2020 20:00,11.0,753.2,761.5,,52,Wind blowing from the west-northwest,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,15.6,,,2500 or more  or no clouds.,,,10.0,1.5,No precipitation,12,,,,
16.03.2020 17:00,14.9,752.7,760.9,,40,Wind blowing from the south-southeast,6,,9,70 – 80%., ,,,4.3,21.8,,,2500 or more  or no clouds.,,,13.0,1.4,No precipitation,6,,,,
