Local time in Hulin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 08:00,2.7,751.7,761.0,0.2,99,Wind blowing from the south,4,,6,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,,,,2500 or more  or no clouds.,,,0.2,2.6,No precipitation,12,,,,
26.03.2020 05:00,1.9,751.5,760.7,,99,Wind blowing from the south-southeast,3,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-3.3,10.4,,,,,,0.1,1.8,No precipitation,6,,,,
26.03.2020 02:00,1.8,751.6,760.8,,96,Wind blowing from the south-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,10.4,,,2500 or more  or no clouds.,,,8.0,1.2,No precipitation,12,,,,
25.03.2020 20:00,2.5,751.6,761.0,0.0,83,Wind blowing from the south,3,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,10.4,,,2500 or more  or no clouds.,,,30.0,-0.1,No precipitation,12,,,,
25.03.2020 17:00,7.2,751.6,760.9,,51,Wind blowing from the south,5,,10,90  or more  but not 100%, ,,,-3.3,10.4,,,2500 or more  or no clouds.,,,30.0,-2.3,No precipitation,6,,,,
25.03.2020 14:00,10.3,752.1,761.4,-1.7,39,Wind blowing from the south,7,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,10.4,,,2500 or more  or no clouds.,,,30.0,-3.0,No precipitation,12,,,,
25.03.2020 11:00,7.1,753.8,763.2,,56,Wind blowing from the south,5,,7,40%., ,,,-3.3,7.4,,,2500 or more  or no clouds.,,,30.0,-1.1,No precipitation,6,,,,
25.03.2020 08:00,1.1,754.5,763.9,-0.3,74,Wind blowing from the south-east,3,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,6.3,,,2500 or more  or no clouds.,,,30.0,-3.0,No precipitation,12,,,,
25.03.2020 05:00,-3.0,754.8,764.2,,91,Wind blowing from the east,1,,,, ,,,-3.1,,,,,,,30.0,-4.3,No precipitation,6,,,,
25.03.2020 02:00,-2.5,754.6,763.9,,87,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,6.3,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,12,,,,
24.03.2020 20:00,-0.4,754.6,764.1,,65,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,6.3,,,,,,30.0,-6.2,No precipitation,12,,,,
24.03.2020 14:00,5.9,754.3,763.7,-1.0,39,Wind blowing from the east-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,6.3,,,,,,30.0,-7.0,No precipitation,12,,,,
24.03.2020 11:00,3.2,755.3,764.7,,40,Wind blowing from the north-west,3,,7,no clouds, ,,,-2.4,3.3,,,,,,30.0,-9.1,No precipitation,6,,,,
24.03.2020 08:00,0.8,755.8,765.2,,51,Wind blowing from the west-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,3.0,,,,,,30.0,-8.4,No precipitation,12,,,,
24.03.2020 05:00,-1.9,754.8,764.2,,58,Wind blowing from the west-northwest,4,,7,, ,,,-2.4,3.0,,,,,,30.0,-9.1,No precipitation,6,,,,
24.03.2020 02:00,-0.7,754.0,763.5,,53,Wind blowing from the north-west,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,3.0,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,12,,,,
23.03.2020 20:00,0.4,753.0,762.4,1.1,63,Wind blowing from the west-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,3.0,,,,,,30.0,-6.0,Trace of precipitation,12,,,,
23.03.2020 17:00,2.0,751.9,761.2,,53,Wind blowing from the north,3,,11,20–30%., ,,,-1.3,3.0,,,1000-1500,,,30.0,-6.6,No precipitation,6,,,,
23.03.2020 14:00,2.2,751.0,760.4,0.2,47,Wind blowing from the north-west,6,,11,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.8,,,1000-1500,,,30.0,-8.2,Trace of precipitation,12,,,,
23.03.2020 11:00,2.2,750.8,760.2,,55,Wind blowing from the north,5,,10,90  or more  but not 100%,Rain and snow or ice pellets not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,5.1,,,1000-1500,,,30.0,-6.1,No precipitation,6,,,,
23.03.2020 08:00,1.1,751.1,760.5,,48,Wind blowing from the west,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,1000-1500,,,30.0,-8.7,No precipitation,12,,,,
23.03.2020 05:00,-0.8,750.4,759.7,,69,Wind blowing from the north-northwest,4,,7,, ,,,-1.3,5.1,,,,,,30.0,-5.8,No precipitation,6,,,,
23.03.2020 02:00,-0.5,749.5,758.8,,81,Wind blowing from the west-northwest,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,5.1,,,2500 or more  or no clouds.,,,30.0,-3.4,No precipitation,12,,,,
22.03.2020 20:00,0.4,749.5,758.8,1.0,72,Wind blowing from the west,3,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,5.1,,,2500 or more  or no clouds.,,,26.0,-4.2,Trace of precipitation,12,,,,
22.03.2020 17:00,2.9,748.5,757.8,,52,Wind blowing from the west,5,,12,70 – 80%., ,,,-0.4,5.1,,,1000-1500,,,30.0,-6.2,No precipitation,6,,,,
22.03.2020 14:00,4.6,747.5,756.8,0.1,38,Wind blowing from the north-northwest,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,5.1,,,1000-1500,,,30.0,-8.8,0.1,12,,,,
22.03.2020 11:00,4.1,747.4,756.7,,52,Wind blowing from the north-west,6,,10,90  or more  but not 100%, ,,,-0.4,6.8,,,1000-1500,,,30.0,-4.9,0.1,6,,,,
22.03.2020 08:00,0.1,747.4,756.8,0.8,91,Wind blowing from the west-northwest,3,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-0.4,,,,1000-1500,,,5.0,-1.2,0.1,12,,,,
22.03.2020 05:00,0.3,746.6,755.9,,88,Wind blowing from the west-northwest,5,,8,, ,,,-0.4,6.8,,,,,,30.0,-1.5,No precipitation,6,,,,
22.03.2020 02:00,0.5,745.9,755.2,,86,Wind blowing from the west,4,,8,,Rain and snow or ice pellets not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,6.8,,,2500 or more  or no clouds.,,,30.0,-1.6,0.1,12,,,,
21.03.2020 20:00,0.9,746.3,755.6,,89,Wind blowing from the west,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,0.0,6.8,,,1000-1500,,,25.0,-0.7,0.3,12,,,,
21.03.2020 17:00,2.9,745.3,754.6,,79,Calm  no wind,0,,,90  or more  but not 100%,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,6.8,,,1000-1500,,,23.0,-0.4,0.3,6,,,,
21.03.2020 14:00,5.1,744.3,753.5,0.0,58,Wind blowing from the north-northwest,3,,12,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.0,6.8,,,1000-1500,,,30.0,-2.5,0.2,12,,,,
21.03.2020 11:00,5.9,744.3,753.5,,64,Wind blowing from the south-west,4,,7,20–30%., ,,,0.0,5.9,,,1000-1500,,,26.0,-0.4,No precipitation,6,,,,
21.03.2020 08:00,2.6,744.0,753.2,1.1,64,Wind blowing from the west,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,5.8,,,2500 or more  or no clouds.,,,18.0,-3.7,No precipitation,12,,,,
21.03.2020 05:00,0.2,742.9,752.1,,73,Wind blowing from the west-northwest,5,,7,, ,,,-0.9,5.8,,,,,,26.0,-4.1,No precipitation,6,,,,
21.03.2020 02:00,0.5,742.1,751.3,,71,Wind blowing from the west-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,5.8,,,2500 or more  or no clouds.,,,29.0,-4.3,No precipitation,12,,,,
20.03.2020 20:00,0.9,742.4,751.7,,69,Wind blowing from the west,2,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,5.8,,,2500 or more  or no clouds.,,,30.0,-4.3,No precipitation,12,,,,
20.03.2020 17:00,2.8,741.4,750.7,,65,Wind blowing from the north,3,,13,60%., ,,,-0.9,5.8,,,1000-1500,,,30.0,-3.1,No precipitation,6,,,,
20.03.2020 14:00,5.2,740.4,749.5,-0.1,53,Wind blowing from the north-west,7,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,5.2,,,1000-1500,,,30.0,-3.8,No precipitation,12,,,,
20.03.2020 11:00,3.1,740.5,749.8,,60,Wind blowing from the north-northwest,7,,,20–30%., ,,,-0.9,3.1,,,1000-1500,,,30.0,-3.9,No precipitation,6,,,,
20.03.2020 08:00,0.8,740.2,749.4,2.4,67,Wind blowing from the north-west,9,,16,20–30%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,,,,2500 or more  or no clouds.,,,30.0,-4.8,1.0,12,,,,
20.03.2020 05:00,-0.3,737.8,747.1,,74,Wind blowing from the north-west,8,,16,, ,,,-0.4,,,,,,,30.0,-4.5,0.1,6,,,,
20.03.2020 02:00,0.4,735.7,744.9,,84,Wind blowing from the north-northwest,10,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,3.4,,,2500 or more  or no clouds.,,,30.0,-2.1,4.0,12,,,,
19.03.2020 20:00,0.9,736.2,745.3,,94,Wind blowing from the north,7,,,100%.,Rain and snow or ice pellets not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.1,3.8,,,2500 or more  or no clouds.,,,16.0,0.0,3.0,6,,,,
19.03.2020 17:00,0.4,737.3,746.5,,98,Wind blowing from the north,5,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.1,3.8,,,2500 or more  or no clouds.,,,1.3,0.1,1.0,6,,,,
19.03.2020 14:00,2.0,738.0,747.1,,86,Wind blowing from the north-northeast,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.1,3.9,,,2500 or more  or no clouds.,,,21.0,-0.1,0.1,12,,,,
19.03.2020 11:00,2.8,739.7,748.9,,83,Wind blowing from the north,4,,9,100%., ,,,0.1,3.9,,,2500 or more  or no clouds.,,,16.0,0.2,No precipitation,6,,,,
19.03.2020 08:00,2.2,739.9,749.0,,85,Wind blowing from the west,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.9,,,2500 or more  or no clouds.,,,9.0,-0.1,No precipitation,12,,,,
19.03.2020 05:00,0.5,739.4,748.6,,93,Wind blowing from the south,2,,12,, ,,,,3.9,,,,,,15.0,-0.5,No precipitation,6,,,,
19.03.2020 02:00,1.8,739.1,748.3,,93,Wind blowing from the west,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.9,,,2500 or more  or no clouds.,,,11.0,0.8,No precipitation,12,,,,
18.03.2020 20:00,3.6,740.5,749.7,-1.1,70,Wind blowing from the south,6,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.9,,,2500 or more  or no clouds.,,,30.0,-1.5,No precipitation,12,,,,
18.03.2020 17:00,2.6,741.6,751.0,,76,Wind blowing from the east-southeast,3,,8,100%., ,,,-7.8,3.9,,,2500 or more  or no clouds.,,,22.0,-1.2,No precipitation,6,,,,
18.03.2020 14:00,3.6,742.2,751.5,-1.9,78,Wind blowing from the south,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.6,,,2500 or more  or no clouds.,,,15.0,0.0,No precipitation,12,,,,
18.03.2020 11:00,3.0,744.1,753.5,,72,Wind blowing from the south,4,,6,90  or more  but not 100%, ,,,-7.8,3.1,,,2500 or more  or no clouds.,,,17.0,-1.7,No precipitation,6,,,,
18.03.2020 08:00,-2.5,744.8,754.3,0.1,77,Wind blowing from the east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,1.6,,,2500 or more  or no clouds.,,,10.0,-6.0,No precipitation,12,,,,
18.03.2020 05:00,-6.9,744.7,754.1,,79,Wind blowing from the west,1,,5,, ,,,-11.2,1.6,,,,,,21.0,-9.9,No precipitation,6,,,,
18.03.2020 02:00,-5.1,744.6,754.0,,72,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,1.6,,,2500 or more  or no clouds.,,,28.0,-9.5,No precipitation,12,,,,
17.03.2020 20:00,-3.3,745.0,754.6,0.3,68,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,1.6,,,,,,16.0,-8.4,No precipitation,12,,,,
17.03.2020 17:00,-0.8,744.7,754.3,,71,Wind blowing from the south-southeast,3,,5,no clouds, ,,,-11.2,1.6,,,,,,19.0,-5.4,No precipitation,6,,,,
17.03.2020 14:00,0.8,744.8,754.3,-1.1,64,Wind blowing from the south-southeast,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,0.9,,,,,,28.0,-5.4,No precipitation,12,,,,
17.03.2020 11:00,-1.2,745.9,755.5,,59,Wind blowing from the south,2,,5,no clouds, ,,,-11.2,-0.6,,,,,,19.0,-8.2,No precipitation,6,,,,
17.03.2020 08:00,-6.2,746.8,756.4,,77,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-0.6,,,,,,11.0,-9.7,No precipitation,12,,,,
