Local time in Luzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
08.02.2020 05:00,8.9,737.8,771.5,,97,Wind blowing from the north-west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.0,10.2,,,,,,1.7,8.5,0.1,6,,,,
08.02.2020 02:00,9.3,738.4,772.0,,93,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.2,,,2500 or more  or no clouds.,,,6.0,8.2,No precipitation,12,,,,
07.02.2020 20:00,9.7,736.7,770.4,1.8,90,Wind blowing from the north-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,10.2,,,1500-2000,,,10.0,8.1,No precipitation,12,,,,
07.02.2020 17:00,10.0,734.9,768.5,,86,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,1500-2000,,,12.0,7.8,,,,,,
07.02.2020 14:00,9.5,735.1,768.7,-1.6,89,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,12.0,,,1500-2000,,,11.0,7.8,No precipitation,12,,,,
07.02.2020 11:00,8.4,736.7,770.5,,95,Wind blowing from the east,2,,3,100%., ,,,6.9,,,,1500-2000,,,8.0,7.6,No precipitation,6,,,,
07.02.2020 08:00,7.6,735.4,769.0,1.1,97,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,12.0,,,1500-2000,,,9.0,7.2,No precipitation,12,,,,
07.02.2020 05:00,7.6,734.3,767.8,,97,Wind blowing from the east,2,,,, ,,,,,,,,,,8.0,7.2,,,,,,
07.02.2020 02:00,7.7,735.0,768.6,,97,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,12.0,,,2500 or more  or no clouds.,,,5.0,7.3,No precipitation,12,,,,
06.02.2020 20:00,9.9,733.9,767.5,1.7,87,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,12.0,,,1500-2000,,,13.0,7.8,No precipitation,12,,,,
06.02.2020 17:00,11.4,732.2,765.6,,75,Wind blowing from the south-east,3,,,70 – 80%., ,,,,,,,1000-1500,,,21.0,7.1,,,,,,
06.02.2020 14:00,10.1,732.8,766.3,-2.0,85,Wind blowing from the west,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,10.8,,,1500-2000,,,13.0,7.7,0.7,12,,,,
06.02.2020 11:00,9.2,734.8,768.4,,94,Wind blowing from the west,2,,4,100%., ,,,8.0,9.9,,,1500-2000,,,9.0,8.3,0.1,6,,,,
06.02.2020 08:00,8.3,733.3,766.9,1.3,99,Wind blowing from the west-northwest,2,,4,100%.,Mist. ,Rain.,Drizzle.,8.0,,,,1500-2000,,,3.5,8.2,2.0,12,,,,
06.02.2020 05:00,8.1,732.0,765.4,,99,Wind blowing from the north-west,2,,4,,Fog or ice fog. ,,,8.1,9.9,,,,,,1.3,8.0,1.0,6,,,,
06.02.2020 02:00,8.3,732.1,765.6,,99,Wind blowing from the north-west,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,8.2,9.9,,,2500 or more  or no clouds.,,,0.5,8.2,2.0,12,,,,
05.02.2020 20:00,8.5,730.0,763.5,1.8,97,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,11.3,,,1500-2000,,,1.2,8.1,0.2,12,,,,
05.02.2020 17:00,9.7,728.2,761.4,,81,Calm  no wind,0,,,100%., ,,,,,,,1500-2000,,,15.0,6.6,,,,,,
05.02.2020 14:00,9.7,729.0,762.2,-2.8,80,Wind blowing from the north,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,2500 or more  or no clouds.,,,18.0,6.4,No precipitation,12,,,,
05.02.2020 11:00,9.2,731.8,765.2,,89,Wind blowing from the north,2,,6,100%., ,,,8.3,,,,2500 or more  or no clouds.,,,12.0,7.5,No precipitation,6,,,,
05.02.2020 08:00,8.6,731.7,765.0,-0.1,87,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,13.2,,,2000-2500,,,15.0,6.6,No precipitation,12,,,,
05.02.2020 05:00,9.2,731.8,765.0,,81,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,18.0,6.1,,,,,,
05.02.2020 02:00,9.7,733.7,767.0,,78,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,13.2,,,2500 or more  or no clouds.,,,25.0,6.1,No precipitation,12,,,,
04.02.2020 20:00,11.3,733.3,766.9,1.2,69,Wind blowing from the east-northeast,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,13.2,,,2500 or more  or no clouds.,,,28.0,5.8,No precipitation,12,,,,
04.02.2020 17:00,12.6,732.1,765.5,,66,Wind blowing from the north-east,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,29.0,6.4,,,,,,
04.02.2020 14:00,11.8,733.6,767.0,-1.8,74,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,11.8,,,2500 or more  or no clouds.,,,20.0,7.3,No precipitation,12,,,,
04.02.2020 11:00,8.8,735.4,769.0,,93,Wind blowing from the north-northeast,2,,5,100%., ,,,6.8,10.5,,,2500 or more  or no clouds.,,,19.0,7.7,No precipitation,6,,,,
04.02.2020 08:00,7.0,734.2,767.9,0.6,99,Wind blowing from the north-east,1,,5,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,6.8,10.5,,,1500-2000,,,7.0,6.9,Trace of precipitation,12,,,,
04.02.2020 05:00,6.8,733.6,767.2,,99,Wind blowing from the east-southeast,1,,5,,Mist. ,,,6.8,10.5,,,,,,0.5,6.7,No precipitation,6,,,,
04.02.2020 02:00,7.5,734.8,768.5,,96,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.5,,,2500 or more  or no clouds.,,,15.0,6.9,No precipitation,12,,,,
03.02.2020 20:00,8.6,734.8,768.4,0.8,89,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.5,,,1500-2000,,,22.0,6.9,1.0,12,,,,
03.02.2020 17:00,10.4,734.0,767.5,,80,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,,,,,1000-1500,,,21.0,7.1,,,,,,
03.02.2020 14:00,8.9,735.4,769.1,-2.5,91,Wind blowing from the south-east,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.1,,,1500-2000,,,10.0,7.5,5.0,12,,,,
03.02.2020 11:00,7.6,737.9,771.7,,99,Wind blowing from the west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.2,,,,1500-2000,,,4.1,7.5,3.0,6,,,,
03.02.2020 08:00,7.5,736.9,770.6,0.7,99,Wind blowing from the west,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,10.1,,,1500-2000,,,2.4,7.4,4.0,12,,,,
03.02.2020 05:00,7.7,736.2,769.9,,99,Wind blowing from the west-northwest,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.7,10.1,,,,,,3.2,7.6,2.0,6,,,,
03.02.2020 02:00,8.4,736.9,770.5,,98,Wind blowing from the north,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.1,,,2500 or more  or no clouds.,,,2.2,8.1,0.5,12,,,,
02.02.2020 20:00,9.5,736.0,769.7,1.8,86,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.1,,,2000-2500,,,13.0,7.3,Trace of precipitation,12,,,,
02.02.2020 17:00,10.1,734.2,767.8,,83,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,2000-2500,,,14.0,7.3,,,,,,
02.02.2020 14:00,9.8,735.0,768.5,-1.9,88,Wind blowing from the north,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.8,,,1500-2000,,,11.0,7.9,0.5,12,,,,
02.02.2020 11:00,8.7,736.9,770.5,,96,Wind blowing from the north-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,,,,1500-2000,,,6.0,8.1,0.3,6,,,,
02.02.2020 08:00,7.9,735.6,769.2,1.3,98,Wind blowing from the north,0,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.8,,,1500-2000,,,3.2,7.6,0.5,12,,,,
02.02.2020 05:00,8.2,734.3,767.8,,98,Wind blowing from the north-northwest,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.2,10.8,,,,,,2.1,7.9,0.2,6,,,,
02.02.2020 02:00,8.7,733.9,767.5,,92,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.8,,,2500 or more  or no clouds.,,,8.0,7.5,No precipitation,12,,,,
01.02.2020 20:00,9.8,732.1,765.7,1.5,86,Wind blowing from the north-east,3,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.8,,,1500-2000,,,14.0,7.6,No precipitation,12,,,,
01.02.2020 17:00,10.8,730.6,764.0,,77,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,1500-2000,,,20.0,6.9,,,,,,
01.02.2020 14:00,10.0,731.2,764.6,-2.2,79,Wind blowing from the east-northeast,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.7,,,1500-2000,,,17.0,6.5,No precipitation,12,,,,
01.02.2020 11:00,8.8,733.4,767.0,,93,Wind blowing from the north-northwest,1,,2,100%., ,,,7.2,8.9,,,2000-2500,,,9.0,7.7,No precipitation,6,,,,
01.02.2020 08:00,7.3,732.9,766.5,0.6,99,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,8.9,,,1500-2000,,,1.9,7.2,No precipitation,12,,,,
01.02.2020 05:00,7.3,732.3,765.9,,99,Wind blowing from the east-southeast,1,,3,,Mist. ,,,6.5,8.9,,,,,,2.5,7.2,No precipitation,6,,,,
01.02.2020 02:00,7.3,732.9,766.5,,97,Wind blowing from the south-east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,8.9,,,2500 or more  or no clouds.,,,5.0,6.9,No precipitation,12,,,,
31.01.2020 20:00,8.5,732.4,766.0,1.0,87,Wind blowing from the east-northeast,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,8.9,,,1500-2000,,,15.0,6.5,0.1,12,,,,
31.01.2020 17:00,8.6,731.4,765.0,,83,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,1500-2000,,,20.0,5.9,,,,,,
31.01.2020 14:00,8.7,732.3,765.8,-2.0,83,Wind blowing from the north-east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,10.4,,,1500-2000,,,19.0,6.0,3.0,12,,,,
31.01.2020 11:00,7.3,734.3,768.1,,96,Wind blowing from the west,1,,6,100%., ,,,6.5,,,,2000-2500,,,8.0,6.7,0.3,6,,,,
31.01.2020 08:00,6.8,733.0,766.7,1.1,98,Wind blowing from the west,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,10.4,,,1500-2000,,,6.0,6.5,6.0,12,,,,
31.01.2020 05:00,6.8,731.9,765.4,,98,Wind blowing from the north-northwest,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.8,10.4,,,,,,3.8,6.5,5.0,6,,,,
31.01.2020 02:00,7.8,732.7,766.2,,98,Wind blowing from the north,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,10.4,,,2500 or more  or no clouds.,,,2.7,7.5,4.0,12,,,,
30.01.2020 20:00,8.8,732.9,766.5,0.6,92,Wind blowing from the north-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,11.0,,,1500-2000,,,5.0,7.6,0.2,12,,,,
30.01.2020 17:00,10.1,732.3,765.7,,84,Wind blowing from the north-west,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.9,,,1500-2000,,,9.0,7.5,No precipitation,6,,,,
30.01.2020 14:00,9.2,733.6,767.2,-2.5,85,Wind blowing from the north,2,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,1500-2000,,,7.0,6.8,No precipitation,12,,,,
30.01.2020 11:00,9.0,736.1,769.7,,89,Wind blowing from the east-northeast,1,,2,100%., ,,,7.9,,,,2000-2500,,,8.0,7.3,No precipitation,6,,,,
30.01.2020 08:00,7.9,735.6,769.2,0.2,92,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,13.4,,,2000-2500,,,7.0,6.7,No precipitation,12,,,,
30.01.2020 05:00,8.7,735.4,768.7,,90,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,9.0,7.2,,,,,,
30.01.2020 02:00,9.3,736.3,769.8,,83,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,13.4,,,2500 or more  or no clouds.,,,11.0,6.6,No precipitation,12,,,,
29.01.2020 20:00,10.9,735.6,769.2,1.5,71,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,13.4,,,2000-2500,,,18.0,5.7,No precipitation,12,,,,
29.01.2020 17:00,12.9,734.1,767.5,,59,Calm  no wind,0,,,90  or more  but not 100%, ,,,,,,,2000-2500,,,27.0,5.1,,,,,,
29.01.2020 14:00,12.0,735.5,769.0,-2.3,65,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,12.3,,,2000-2500,,,21.0,5.6,No precipitation,12,,,,
29.01.2020 11:00,10.9,737.8,771.4,,72,Wind blowing from the south,2,,4,40%., ,,,6.7,10.9,,,2000-2500,,,17.0,6.1,No precipitation,6,,,,
29.01.2020 08:00,6.8,736.9,770.7,0.6,94,Wind blowing from the east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,9.4,,,2000-2500,,,7.0,5.9,No precipitation,12,,,,
29.01.2020 05:00,7.4,736.3,770.1,,97,Wind blowing from the south-southeast,1,,4,,Mist. ,,,6.6,9.4,,,,,,4.6,7.0,No precipitation,6,,,,
29.01.2020 02:00,7.7,737.1,770.9,,96,Wind blowing from the west-northwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,9.4,,,2500 or more  or no clouds.,,,5.0,7.1,No precipitation,12,,,,
28.01.2020 20:00,8.3,735.3,769.0,2.1,90,Wind blowing from the north-northwest,2,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,9.4,,,1500-2000,,,14.0,6.8,0.6,12,,,,
28.01.2020 17:00,9.1,733.2,766.8,,85,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,1500-2000,,,15.0,6.7,,,,,,
28.01.2020 14:00,7.8,733.3,767.0,-1.4,93,Wind blowing from the west-northwest,0,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,9.4,,,600-1000,,,8.0,6.7,6.0,12,,,,
28.01.2020 11:00,7.0,734.7,768.4,,99,Wind blowing from the south,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,,,,1500-2000,,,7.0,6.9,4.0,6,,,,
28.01.2020 08:00,6.8,733.5,767.2,0.7,99,Wind blowing from the west-southwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,9.4,,,600-1000,,,1.4,6.7,6.0,12,,,,
28.01.2020 05:00,7.2,732.8,766.4,,98,Wind blowing from the west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.1,9.4,,,,,,1.3,6.9,3.0,6,,,,
28.01.2020 02:00,7.6,733.8,767.4,,95,Wind blowing from the west-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,9.4,,,2500 or more  or no clouds.,,,5.0,6.9,No precipitation,12,,,,
27.01.2020 20:00,8.1,732.8,766.5,1.9,92,Wind blowing from the west,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,10.0,,,1500-2000,,,8.0,6.9,0.5,12,,,,
27.01.2020 17:00,9.0,730.9,764.4,,79,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,11.6,,,1500-2000,,,18.0,5.6,No precipitation,6,,,,
27.01.2020 14:00,8.7,731.5,765.1,-1.6,83,Wind blowing from the west-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,,,,1500-2000,,,16.0,6.0,0.5,12,,,,
27.01.2020 11:00,7.7,733.1,766.7,,95,Wind blowing from the east-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,6.0,7.0,0.5,6,,,,
27.01.2020 08:00,7.1,732.0,765.5,0.5,95,Wind blowing from the east,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,11.8,,,1500-2000,,,6.0,6.4,Trace of precipitation,12,,,,
27.01.2020 05:00,7.5,731.5,764.8,,89,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,13.0,5.8,,,,,,
27.01.2020 02:00,7.9,732.1,765.6,,86,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,11.8,,,2500 or more  or no clouds.,,,15.0,5.7,No precipitation,12,,,,
26.01.2020 20:00,10.0,731.4,765.1,0.9,68,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,11.8,,,2500 or more  or no clouds.,,,30.0,4.2,0.1,12,,,,
26.01.2020 17:00,11.6,730.5,764.0,,57,Wind blowing from the north-east,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,3.4,,,,,,
26.01.2020 14:00,10.2,732.7,766.3,-3.3,78,Wind blowing from the north,2,,4,50%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,3.3,10.3,,,1000-1500,,,17.0,6.4,0.2,12,,,,
26.01.2020 11:00,4.8,736.0,770.1,,99,Wind blowing from the west-southwest,1,,3,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,3.3,8.1,,,1500-2000,,,0.2,4.7,No precipitation,6,,,,
26.01.2020 08:00,3.4,734.9,769.0,0.0,99,Wind blowing from the east-southeast,1,,3,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,3.4,8.1,,,1000-1500,,,0.1,3.3,0.1,12,,,,
26.01.2020 05:00,3.9,734.9,768.9,,99,Wind blowing from the south-east,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,3.6,8.1,,,,,,0.2,3.8,0.1,6,,,,
26.01.2020 02:00,5.5,735.9,769.8,,98,Wind blowing from the south-southeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,8.1,,,2500 or more  or no clouds.,,,6.0,5.2,0.3,12,,,,
25.01.2020 20:00,6.6,735.5,769.4,,95,Wind blowing from the south-east,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,9.1,,,1000-1500,,,9.0,5.9,0.7,12,,,,
25.01.2020 17:00,7.7,734.6,768.4,,86,Wind blowing from the west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,1000-1500,,,19.0,5.5,0.4,6,,,,
25.01.2020 14:00,7.5,735.8,769.6,-2.0,89,Wind blowing from the west,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,1500-2000,,,9.0,5.8,2.0,12,,,,
25.01.2020 11:00,7.2,737.8,771.7,,93,Wind blowing from the west,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,1500-2000,,,5.0,6.1,1.0,6,,,,
25.01.2020 08:00,6.7,736.7,770.5,0.4,95,Wind blowing from the north-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.0,,,1500-2000,,,4.5,6.0,2.0,12,,,,
25.01.2020 05:00,7.2,736.3,770.0,,95,Wind blowing from the north-west,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.2,10.0,,,,,,4.8,6.5,1.0,6,,,,
25.01.2020 02:00,7.8,737.0,770.7,,97,Wind blowing from the west,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.3,,,2500 or more  or no clouds.,,,3.3,7.4,0.4,12,,,,
24.01.2020 20:00,9.1,736.3,769.9,1.6,90,Wind blowing from the north-west,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,1500-2000,,,4.5,7.5,Trace of precipitation,12,,,,
24.01.2020 17:00,9.4,734.7,768.2,,92,Wind blowing from the west,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,9.2,,,,2000-2500,,,3.9,8.2,No precipitation,6,,,,
24.01.2020 14:00,9.8,735.2,768.7,-1.2,87,Wind blowing from the north-west,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,2000-2500,,,6.0,7.7,Trace of precipitation,12,,,,
24.01.2020 11:00,9.8,736.4,769.9,,89,Wind blowing from the north-west,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,2000-2500,,,6.0,8.1,No precipitation,6,,,,
24.01.2020 08:00,9.2,735.0,768.4,1.7,92,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,14.7,,,2000-2500,,,5.0,8.0,Trace of precipitation,12,,,,
24.01.2020 05:00,9.9,733.3,766.6,,86,Wind blowing from the north-east,2,,5,, ,,,9.5,14.7,,,,,,7.0,7.7,No precipitation,6,,,,
24.01.2020 02:00,10.3,733.3,766.5,,84,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.7,,,2500 or more  or no clouds.,,,8.0,7.7,No precipitation,12,,,,
23.01.2020 20:00,12.3,732.4,765.7,2.3,76,Wind blowing from the east-southeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.7,,,2000-2500,,,8.0,8.2,Trace of precipitation,12,,,,
23.01.2020 17:00,13.5,730.1,763.1,,67,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,2000-2500,,,9.0,7.5,,,,,,
