Local time in Erenhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,-0.7,687.9,776.8,0.8,17,Wind blowing from the north,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,0.5,,,,,,30.0,-22.7,No precipitation,12,,,,
27.03.2020 08:00,-7.0,687.1,776.2,1.7,23,Wind blowing from the north-west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,0.5,,,,,,30.0,-24.7,No precipitation,12,,,,
27.03.2020 05:00,-6.5,685.4,773.6,-0.6,20,Wind blowing from the west-northwest,6,,12,,Cloud development not observed or not observable. ,,,-11.0,0.5,,,2500 or more  or no clouds.,,,30.0,-25.8,No precipitation,12,,,,
27.03.2020 02:00,-7.5,686.0,774.5,-0.5,26,Wind blowing from the west-southwest,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,0.5,,,2500 or more  or no clouds.,,,27.0,-23.7,No precipitation,12,,,,
26.03.2020 23:00,-8.3,686.5,775.6,0.1,29,Wind blowing from the west-southwest,3,,18,,Cloud development not observed or not observable. ,,,-11.0,0.5,,,2500 or more  or no clouds.,,,22.0,-23.2,No precipitation,12,,,,
26.03.2020 20:00,-3.7,686.4,775.6,0.8,18,Wind blowing from the north-northwest,3,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.9,,,,,,30.0,-24.6,No precipitation,12,,,,
26.03.2020 17:00,-0.1,685.6,774.3,,14,Wind blowing from the north-northwest,9,,18,no clouds, ,,,-11.0,2.3,,,,,,29.0,-24.4,No precipitation,6,,,,
26.03.2020 14:00,0.0,685.8,773.9,-1.2,18,Wind blowing from the north-northwest,10,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,4.6,,,,,,27.0,-21.5,No precipitation,12,,,,
26.03.2020 11:00,-2.6,687.0,775.0,,26,Wind blowing from the north-northwest,8,,13,no clouds, ,,,-11.0,6.9,,,,,,30.0,-19.5,No precipitation,6,,,,
26.03.2020 08:00,-7.5,686.5,774.7,1.6,30,Wind blowing from the north-west,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,7.2,,,,,,29.0,-22.1,No precipitation,12,,,,
26.03.2020 05:00,-9.4,684.9,773.1,,34,Wind blowing from the north-northwest,3,,13,, ,,,-9.4,7.2,,,,,,28.0,-22.4,No precipitation,6,,,,
26.03.2020 02:00,-5.8,683.8,771.0,1.5,25,Wind blowing from the north-northwest,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,7.2,,,2500 or more  or no clouds.,,,23.0,-22.7,No precipitation,12,,,,
25.03.2020 23:00,-1.3,682.3,768.1,,17,Wind blowing from the north-northwest,6,,18,, ,,,-1.3,7.2,,,,,,27.0,-23.2,No precipitation,6,,,,
25.03.2020 20:00,1.9,680.2,765.6,,14,Wind blowing from the north-west,7,,18,90  or more  but not 100%, ,,,1.6,11.7,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,6,,,,
25.03.2020 17:00,2.4,678.3,763.3,,17,Wind blowing from the north-west,7,,18,90  or more  but not 100%, ,,,2.3,,,,1500-2000,,,29.0,-20.2,No precipitation,6,,,,
25.03.2020 14:00,4.5,677.3,761.6,0.9,18,Wind blowing from the north-west,10,,18,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,,,,1500-2000,,,23.0,-17.8,No precipitation,12,,,,
25.03.2020 11:00,6.6,676.4,760.3,,19,Wind blowing from the north-west,9,,14,, ,,,2.3,,,,,,,18.0,-15.4,No precipitation,6,,,,
25.03.2020 08:00,4.5,673.8,756.8,2.9,31,Wind blowing from the north-northwest,7,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,18.5,,,2500 or more  or no clouds.,,,9.0,-11.2,No precipitation,12,,,,
25.03.2020 05:00,4.5,670.9,752.6,,64,Wind blowing from the south-west,5,,13,, ,,,-0.7,18.5,,,,,,13.0,-1.9,No precipitation,6,,,,
25.03.2020 02:00,6.7,670.8,752.2,-0.9,53,Wind blowing from the south-southwest,8,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,18.5,,,2500 or more  or no clouds.,,,17.0,-2.2,No precipitation,12,,,,
24.03.2020 23:00,6.3,671.7,754.0,,50,Wind blowing from the south-southwest,5,,16,, ,,,-0.7,18.5,,,,,,16.0,-3.4,No precipitation,6,,,,
24.03.2020 20:00,11.8,671.7,754.3,0.4,35,Wind blowing from the south-west,5,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,18.5,,,1500-2000,,,16.0,-3.2,No precipitation,12,,,,
24.03.2020 17:00,18.0,671.3,753.7,,18,Wind blowing from the north-northwest,8,,,90  or more  but not 100%, ,,,-0.7,18.5,,,1500-2000,,,16.0,-6.7,No precipitation,6,,,,
24.03.2020 14:00,17.4,672.7,755.0,,21,Wind blowing from the south-west,9,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,18.9,,,1500-2000,,,20.0,-5.1,No precipitation,12,,,,
24.03.2020 11:00,13.0,674.8,757.4,,31,Wind blowing from the south-west,7,,9,90  or more  but not 100%, ,,,-0.7,18.9,,,1500-2000,,,18.0,-3.7,No precipitation,6,,,,
24.03.2020 08:00,5.9,675.3,758.7,,42,Wind blowing from the south-west,5,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,18.9,,,2500 or more  or no clouds.,,,21.0,-6.0,No precipitation,12,,,,
24.03.2020 05:00,0.7,675.4,758.4,,35,Wind blowing from the south,1,,8,, ,,,-3.1,18.9,,,,,,30.0,-13.0,No precipitation,6,,,,
24.03.2020 02:00,3.0,676.3,758.9,-0.6,28,Wind blowing from the south-west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,18.9,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
23.03.2020 23:00,7.1,676.9,759.8,,21,Wind blowing from the south-southeast,2,,12,, ,,,,18.9,,,,,,30.0,-13.8,No precipitation,6,,,,
23.03.2020 20:00,9.3,676.9,761.2,,17,Wind blowing from the south-southeast,2,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,18.9,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
23.03.2020 17:00,17.5,677.1,760.6,,9,Wind blowing from the south-west,6,,12,70 – 80%., ,,,-3.1,18.9,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,6,,,,
23.03.2020 14:00,18.4,678.4,761.7,-2.0,11,Wind blowing from the south-southwest,5,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,18.6,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
23.03.2020 11:00,12.8,680.4,764.6,,17,Wind blowing from the west-southwest,3,,6,no clouds, ,,,-3.1,13.6,,,,,,30.0,-11.6,No precipitation,6,,,,
23.03.2020 08:00,1.5,680.8,765.9,,34,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,13.6,,,,,,29.0,-12.7,No precipitation,12,,,,
23.03.2020 05:00,-1.9,680.4,765.0,,41,Wind blowing from the west-southwest,2,,9,, ,,,-2.5,13.6,,,,,,30.0,-13.4,No precipitation,6,,,,
23.03.2020 02:00,-0.4,680.5,765.1,,39,Wind blowing from the south-west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,13.6,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
22.03.2020 23:00,1.1,680.9,765.9,,36,Wind blowing from the west-southwest,1,,,, ,,,-3.4,13.6,,,,,,30.0,-12.3,No precipitation,6,,,,
22.03.2020 20:00,6.8,680.5,765.7,,22,Wind blowing from the north,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,13.6,,,,,,30.0,-13.4,No precipitation,12,,,,
22.03.2020 17:00,13.4,679.8,764.2,,15,Wind blowing from the west-northwest,5,,12,no clouds, ,,,-3.4,13.6,,,,,,30.0,-12.7,No precipitation,6,,,,
22.03.2020 14:00,12.4,680.5,765.1,-0.9,16,Wind blowing from the west-northwest,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,12.5,,,,,,30.0,-12.7,No precipitation,12,,,,
22.03.2020 11:00,8.5,681.4,766.7,,23,Wind blowing from the west-northwest,5,,9,no clouds, ,,,-3.4,9.1,,,,,,30.0,-11.4,No precipitation,6,,,,
22.03.2020 08:00,0.8,680.8,766.9,1.2,46,Wind blowing from the north-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,,,,,,,30.0,-9.5,No precipitation,12,,,,
22.03.2020 05:00,-1.4,679.6,764.8,,54,Wind blowing from the north-northwest,4,,12,, ,,,-3.4,9.1,,,,,,30.0,-9.7,No precipitation,6,,,,
22.03.2020 02:00,-0.9,679.3,764.5,-0.3,51,Wind blowing from the south-southwest,4,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,9.1,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
21.03.2020 23:00,-0.5,679.6,765.3,,46,Wind blowing from the south-west,4,,16,, ,,,-0.5,9.1,,,,,,30.0,-10.7,No precipitation,6,,,,
21.03.2020 20:00,2.3,679.3,765.0,,35,Wind blowing from the south,2,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,9.1,,,,,,30.0,-11.6,No precipitation,12,,,,
21.03.2020 17:00,8.7,678.7,763.5,,21,Wind blowing from the north-northwest,7,,,no clouds, ,,,0.0,9.1,,,,,,30.0,-12.4,No precipitation,6,,,,
21.03.2020 14:00,7.6,678.9,763.7,-0.3,28,Wind blowing from the north-northwest,9,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,9.2,,,,,,30.0,-9.7,0.3,12,,,,
21.03.2020 11:00,4.9,679.2,763.9,,49,Wind blowing from the north-northwest,9,,14,20–30%., ,,,0.0,9.2,,,1500-2000,,,30.0,-4.9,0.1,6,,,,
21.03.2020 08:00,1.7,678.2,763.2,,84,Wind blowing from the north-northwest,5,,9,50%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-0.2,9.2,,,1500-2000,,,23.0,-0.7,0.7,12,,,,
21.03.2020 05:00,0.4,676.6,761.1,,95,Wind blowing from the south-southwest,3,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,-1.6,9.2,,,,,,12.0,-0.3,0.6,6,,,,
21.03.2020 02:00,1.3,675.4,759.7,0.7,87,Wind blowing from the north-northeast,3,,9,,Rain and snow or ice pellets not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.2,,,2500 or more  or no clouds.,,,14.0,-0.6,0.4,12,,,,
20.03.2020 23:00,4.9,674.7,758.6,,33,Wind blowing from the north-northeast,4,,8,, ,,,-1.6,9.2,,,,,,30.0,-10.0,No precipitation,6,,,,
20.03.2020 20:00,5.6,673.6,758.4,-0.3,34,Wind blowing from the south,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.2,,,1500-2000,,,29.0,-9.0,No precipitation,12,,,,
20.03.2020 17:00,8.5,673.9,757.6,,27,Wind blowing from the north-northwest,4,,8,90  or more  but not 100%, ,,,-1.6,13.1,,,1500-2000,,,30.0,-9.4,No precipitation,6,,,,
20.03.2020 14:00,8.5,674.3,758.0,-0.8,28,Wind blowing from the north-northwest,4,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,13.1,,,2500 or more  or no clouds.,,,30.0,-9.0,No precipitation,12,,,,
20.03.2020 11:00,6.2,675.1,759.4,,40,Wind blowing from the north-northwest,2,,10,no clouds, ,,,-1.6,13.1,,,,,,30.0,-6.4,No precipitation,6,,,,
20.03.2020 08:00,-0.2,674.2,758.6,2.3,48,Wind blowing from the north,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,13.1,,,,,,18.0,-9.9,No precipitation,12,,,,
20.03.2020 05:00,3.1,671.9,754.7,,41,Wind blowing from the north-west,5,,10,,Rain (not freezing) not falling as shower(s). ,,,,13.1,,,,,,22.0,-8.9,No precipitation,6,,,,
20.03.2020 02:00,4.1,670.3,753.2,,28,Wind blowing from the north-west,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.1,,,2500 or more  or no clouds.,,,11.0,-12.8,No precipitation,12,,,,
19.03.2020 23:00,3.3,669.8,753.8,,30,Wind blowing from the north-northwest,2,,9,, ,,,,13.1,,,,,,10.0,-12.6,No precipitation,6,,,,
19.03.2020 20:00,8.1,669.7,754.4,,19,Wind blowing from the south-southeast,2,,9,20–30%., ,,,,13.1,,,2500 or more  or no clouds.,,,10.0,-14.1,No precipitation,6,,,,
19.03.2020 17:00,13.1,670.0,754.4,,13,Wind blowing from the south-west,4,,9,60%., ,,,-10.2,13.1,,,2500 or more  or no clouds.,,,10.0,-14.7,No precipitation,6,,,,
19.03.2020 14:00,10.5,673.1,757.9,,14,Wind blowing from the south,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,10.5,,,2500 or more  or no clouds.,,,23.0,-15.9,No precipitation,12,,,,
19.03.2020 11:00,3.8,676.5,762.1,,24,Wind blowing from the south,5,,8,no clouds, ,,,-10.2,5.2,,,,,,27.0,-14.9,No precipitation,6,,,,
19.03.2020 08:00,-6.0,677.9,765.0,-0.2,49,Wind blowing from the south-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,5.2,,,,,,21.0,-15.0,No precipitation,12,,,,
