Local time in Enshi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 23:00,19.6,720.2,759.1,2.5,77,Wind blowing from the north,3,,9,,Rain (not freezing) not falling as shower(s). ,,,17.4,30.0,,,2500 or more  or no clouds.,,,30.0,15.5,3.0,12,,,,
26.03.2020 20:00,19.6,717.7,756.9,3.9,84,Wind blowing from the north-northwest,2,,9,100%.,Rain shower(s)  slight. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,30.0,,,1000-1500,,,12.0,16.8,3.0,12,,,,
26.03.2020 17:00,29.7,713.8,751.9,,40,Wind blowing from the south,2,,,20–30%., ,,,,,,,600-1000,,,22.0,14.7,,,,,,
26.03.2020 14:00,28.6,714.7,752.9,-2.2,48,Wind blowing from the south,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,28.6,,,600-1000,,,16.0,16.5,No precipitation,12,,,,
26.03.2020 11:00,23.7,716.9,755.5,,68,Wind blowing from the north-east,1,,,20–30%., ,,,18.0,27.0,,,600-1000,,,10.0,17.4,No precipitation,6,,,,
26.03.2020 08:00,18.2,716.5,755.3,1.2,89,Wind blowing from the west-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,27.0,,,2500 or more  or no clouds.,,,8.0,16.4,No precipitation,12,,,,
26.03.2020 05:00,18.9,715.3,753.8,,86,Calm  no wind,0,,,, ,,,,,,,,,,10.0,16.5,,,,,,
26.03.2020 02:00,20.0,715.6,754.1,0.0,85,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,27.0,,,2500 or more  or no clouds.,,,10.0,17.4,No precipitation,12,,,,
25.03.2020 23:00,21.4,715.6,754.3,,75,Calm  no wind,0,,,, ,,,16.2,27.0,,,,,,12.0,16.8,No precipitation,6,,,,
25.03.2020 20:00,22.8,714.3,753.1,0.8,67,Wind blowing from the south-southwest,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,27.0,,,2500 or more  or no clouds.,,,15.0,16.4,0.1,12,,,,
25.03.2020 17:00,25.8,713.5,752.0,,53,Wind blowing from the south-southeast,3,,,10%  or less  but not 0, ,,,,,,,600-1000,,,19.0,15.5,,,,,,
25.03.2020 14:00,25.1,715.0,753.6,-2.5,55,Wind blowing from the west-southwest,2,,5,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,25.2,,,600-1000,,,26.0,15.4,9.0,12,,,,
25.03.2020 11:00,21.5,717.5,756.4,,68,Wind blowing from the south-southeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.2,,,600-1000,,,19.0,15.4,6.0,6,,,,
25.03.2020 08:00,16.4,716.9,756.1,,95,Wind blowing from the east-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Shower(s).,Rain.,15.7,23.2,,,300-600,,,3.8,15.6,9.0,12,,,,
25.03.2020 05:00,16.7,716.8,755.9,,93,Wind blowing from the south-southwest,1,,4,,Rain (not freezing) not falling as shower(s). ,,,15.5,23.2,,,,,,3.9,15.6,4.0,6,,,,
25.03.2020 02:00,18.4,718.2,757.2,-0.8,79,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,23.2,,,2500 or more  or no clouds.,,,7.0,14.7,No precipitation,12,,,,
24.03.2020 23:00,19.3,719.0,758.2,,73,Wind blowing from the west,0,,5,,Haze. ,,,15.5,23.2,,,,,,5.0,14.3,No precipitation,6,,,,
24.03.2020 20:00,20.3,718.0,757.3,,67,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,23.2,,,1500-2000,,,11.0,14.0,No precipitation,12,,,,
24.03.2020 14:00,22.1,719.1,758.2,-2.7,61,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,22.2,,,2500 or more  or no clouds.,,,9.0,14.2,No precipitation,12,,,,
24.03.2020 11:00,18.2,721.8,761.3,,77,Wind blowing from the south-southwest,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,22.0,,,2500 or more  or no clouds.,,,6.0,14.1,No precipitation,6,,,,
24.03.2020 08:00,15.7,721.7,761.2,0.6,88,Wind blowing from the west-southwest,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,22.0,,,2500 or more  or no clouds.,,,6.0,13.7,No precipitation,12,,,,
24.03.2020 05:00,15.8,721.1,760.5,,86,Wind blowing from the east-northeast,1,,3,,Mist. ,,,15.3,22.0,,,,,,7.0,13.5,No precipitation,6,,,,
24.03.2020 02:00,16.1,721.9,761.3,-0.9,86,Wind blowing from the south-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,22.0,,,2500 or more  or no clouds.,,,7.0,13.8,No precipitation,12,,,,
23.03.2020 23:00,17.2,722.8,762.4,,81,Wind blowing from the west-northwest,0,,5,, ,,,15.3,22.0,,,,,,8.0,13.9,No precipitation,6,,,,
23.03.2020 20:00,19.6,721.3,760.9,,69,Wind blowing from the south-east,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,22.0,,,2500 or more  or no clouds.,,,5.0,13.8,No precipitation,12,,,,
23.03.2020 17:00,21.2,720.9,760.3,,62,Wind blowing from the south,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,12.0,13.6,,,,,,
23.03.2020 14:00,21.6,722.0,761.4,,59,Wind blowing from the east-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,22.0,,,2500 or more  or no clouds.,,,12.0,13.3,No precipitation,12,,,,
23.03.2020 11:00,18.7,723.9,763.5,,74,Wind blowing from the south-southwest,1,,3,100%., ,,,15.3,20.2,,,2500 or more  or no clouds.,,,9.0,14.0,No precipitation,6,,,,
23.03.2020 08:00,15.6,723.2,763.0,,91,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,20.2,,,2500 or more  or no clouds.,,,7.0,14.1,Trace of precipitation,12,,,,
23.03.2020 05:00,15.6,722.3,762.0,,90,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,7.0,14.0,,,,,,
23.03.2020 02:00,16.0,722.8,762.3,,90,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,20.2,,,2500 or more  or no clouds.,,,7.0,14.4,0.1,12,,,,
22.03.2020 23:00,16.7,722.8,762.4,,89,Wind blowing from the east,1,,4,, ,,,15.0,20.2,,,,,,8.0,14.9,No precipitation,6,,,,
22.03.2020 20:00,17.6,721.9,761.5,1.3,87,Wind blowing from the north-west,1,,4,100%.,Mist. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,22.2,,,2500 or more  or no clouds.,,,5.0,15.4,0.1,12,,,,
22.03.2020 17:00,18.2,720.6,760.2,,81,Wind blowing from the south-west,1,,4,100%.,Mist. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,26.5,,,2500 or more  or no clouds.,,,4.7,14.9,0.1,6,,,,
22.03.2020 14:00,19.9,721.3,760.7,-1.0,62,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,,,,2500 or more  or no clouds.,,,10.0,12.4,No precipitation,12,,,,
22.03.2020 11:00,16.8,722.3,761.8,,86,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,,,,600-1000,,,6.0,14.4,No precipitation,6,,,,
22.03.2020 08:00,15.5,720.7,760.0,1.8,88,Wind blowing from the north,0,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,27.1,,,300-600,,,6.0,13.5,Trace of precipitation,12,,,,
22.03.2020 05:00,15.3,718.9,757.9,,89,Wind blowing from the south-west,1,,5,,Mist. ,,,14.4,27.1,,,,,,6.0,13.5,No precipitation,6,,,,
22.03.2020 02:00,16.2,719.2,758.2,,87,Wind blowing from the south-southeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,27.1,,,2500 or more  or no clouds.,,,6.0,14.0,No precipitation,12,,,,
21.03.2020 23:00,18.5,718.3,757.6,,78,Wind blowing from the north-east,0,,5,, ,,,14.3,27.1,,,,,,7.0,14.6,No precipitation,6,,,,
21.03.2020 20:00,22.3,716.5,755.6,,63,Wind blowing from the north,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,27.1,,,2500 or more  or no clouds.,,,11.0,14.9,No precipitation,12,,,,
21.03.2020 17:00,26.5,713.8,752.5,,44,Wind blowing from the north,1,,,40%., ,,,,,,,600-1000,,,14.0,13.3,,,,,,
21.03.2020 14:00,23.9,715.0,754.0,-3.0,46,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,26.5,,,,,,16.0,11.6,No precipitation,12,,,,
21.03.2020 11:00,17.7,718.0,757.4,,65,Wind blowing from the south,0,,2,100%., ,,,14.3,,,,2500 or more  or no clouds.,,,11.0,11.0,No precipitation,6,,,,
21.03.2020 08:00,14.7,717.7,756.9,,78,Wind blowing from the south-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,26.5,,,2500 or more  or no clouds.,,,11.0,10.9,No precipitation,12,,,,
21.03.2020 05:00,14.4,716.9,755.8,,77,Calm  no wind,0,,,, ,,,,,,,,,,14.0,10.4,,,,,,
21.03.2020 02:00,14.9,717.7,756.7,-0.4,77,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,26.5,,,2500 or more  or no clouds.,,,8.0,10.9,No precipitation,12,,,,
20.03.2020 23:00,17.1,718.1,757.6,,67,Wind blowing from the west-northwest,0,,4,,Haze. ,,,8.8,26.5,,,,,,6.0,10.9,No precipitation,6,,,,
20.03.2020 20:00,21.9,716.6,756.1,0.7,44,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,26.5,,,2500 or more  or no clouds.,,,5.0,9.1,No precipitation,12,,,,
20.03.2020 17:00,26.0,715.9,755.0,,31,Wind blowing from the south-southeast,2,,,no clouds, ,,,,,,,,,,20.0,7.6,,,,,,
20.03.2020 14:00,24.0,718.5,757.8,-3.7,34,Wind blowing from the west-northwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,27.3,,,2500 or more  or no clouds.,,,18.0,7.2,No precipitation,12,,,,
20.03.2020 11:00,16.5,722.2,762.1,,49,Wind blowing from the west,1,,,no clouds, ,,,,,,,,,,16.0,5.8,,,,,,
20.03.2020 08:00,9.6,722.8,762.8,1.3,78,Wind blowing from the west-southwest,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,27.3,,,2500 or more  or no clouds.,,,15.0,6.0,No precipitation,12,,,,
20.03.2020 05:00,9.7,721.5,760.9,,77,Calm  no wind,0,,,, ,,,,,,,,,,15.0,5.9,,,,,,
20.03.2020 02:00,11.7,722.0,761.5,,70,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,27.3,,,2500 or more  or no clouds.,,,11.0,6.4,No precipitation,12,,,,
19.03.2020 23:00,14.2,722.2,762.1,,61,Wind blowing from the west-southwest,0,,4,,Haze. ,,,9.7,27.3,,,,,,5.0,6.8,No precipitation,6,,,,
19.03.2020 20:00,18.7,720.3,760.2,,36,Wind blowing from the south,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,27.3,,,,,,6.0,3.3,No precipitation,6,,,,
19.03.2020 17:00,27.0,719.2,758.5,,13,Wind blowing from the east-northeast,1,,,10%  or less  but not 0, ,,,,,,,600-1000,,,22.0,-3.7,,,,,,
19.03.2020 14:00,25.1,721.6,761.0,,25,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,25.1,,,,,,20.0,3.7,No precipitation,12,,,,
19.03.2020 11:00,17.3,724.6,764.6,,58,Wind blowing from the south-east,1,,2,10%  or less  but not 0, ,,,9.7,25.0,,,2500 or more  or no clouds.,,,12.0,9.0,No precipitation,6,,,,
19.03.2020 08:00,10.4,724.3,764.5,,82,Wind blowing from the west-southwest,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,25.0,,,2500 or more  or no clouds.,,,15.0,7.5,No precipitation,12,,,,
19.03.2020 05:00,10.9,722.5,762.1,,82,Wind blowing from the west,1,,2,, ,,,7.1,25.0,,,,,,13.0,8.0,No precipitation,6,,,,
19.03.2020 02:00,12.6,722.4,762.0,,75,Wind blowing from the south,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,25.0,,,2500 or more  or no clouds.,,,10.0,8.3,No precipitation,12,,,,
18.03.2020 23:00,14.0,721.9,761.9,,69,Wind blowing from the south,1,,3,,Haze. ,,,7.1,25.0,,,,,,5.0,8.4,No precipitation,6,,,,
18.03.2020 20:00,18.0,719.8,760.0,1.4,47,Wind blowing from the north-northeast,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,25.0,,,2500 or more  or no clouds.,,,2.8,6.5,No precipitation,12,,,,
18.03.2020 17:00,24.1,718.4,758.0,,23,Calm  no wind,0,,,50%., ,,,,,,,2500 or more  or no clouds.,,,30.0,1.7,,,,,,
18.03.2020 14:00,22.0,720.8,760.6,-3.5,30,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,22.1,,,,,,22.0,3.6,No precipitation,12,,,,
18.03.2020 11:00,14.6,724.3,764.7,,58,Wind blowing from the north-west,1,,,no clouds, ,,,,,,,,,,14.0,6.4,,,,,,
18.03.2020 08:00,7.4,725.0,765.7,1.0,88,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,20.7,,,,,,11.0,5.5,No precipitation,12,,,,
18.03.2020 05:00,7.9,724.0,764.1,,87,Wind blowing from the west,1,,,, ,,,,,,,,,,12.0,5.9,,,,,,
18.03.2020 02:00,9.1,724.9,765.2,-0.6,83,Wind blowing from the south,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,20.7,,,2500 or more  or no clouds.,,,11.0,6.4,No precipitation,12,,,,
17.03.2020 23:00,11.1,725.5,766.0,,80,Wind blowing from the south-west,0,,2,,Haze. ,,,10.4,20.7,,,,,,5.0,7.8,No precipitation,6,,,,
