Local time in Rikaze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,16.2,480.1,747.4,-1.4,4,Wind blowing from the west-southwest,6,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,17.7,,,1500-2000,,,30.0,-26.0,No precipitation,12,,,,
27.03.2020 11:00,12.1,481.5,751.8,1.2,6,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,17.7,,,,,,30.0,-24.5,No precipitation,12,,,,
27.03.2020 08:00,1.0,480.3,753.4,0.9,22,Wind blowing from the north,0,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,17.7,,,2000-2500,,,30.0,-18.3,No precipitation,12,,,,
27.03.2020 05:00,3.5,479.4,750.3,0.0,15,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,,,-0.5,17.7,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
27.03.2020 02:00,10.9,479.4,747.5,0.9,1,Wind blowing from the west-southwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.7,,,2500 or more  or no clouds.,,,30.0,-43.5,No precipitation,12,,,,
26.03.2020 23:00,11.1,478.5,749.1,2.0,1,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,,,-0.5,17.7,,,2500 or more  or no clouds.,,,30.0,-43.4,No precipitation,12,,,,
26.03.2020 20:00,16.0,476.5,748.3,-0.3,0,Wind blowing from the west,4,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,17.7,,,1500-2000,,,30.0,-80.0,No precipitation,12,,,,
26.03.2020 17:00,16.5,476.8,745.0,,0,Wind blowing from the west-southwest,5,,,60%., ,,,-0.5,17.7,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
26.03.2020 14:00,14.2,479.1,748.8,-1.6,0,Wind blowing from the north-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,14.5,,,,,,30.0,-80.0,No precipitation,12,,,,
26.03.2020 11:00,8.8,480.7,753.4,,4,Wind blowing from the south-west,3,,8,no clouds, ,,,-0.5,14.5,,,,,,30.0,-31.2,No precipitation,6,,,,
26.03.2020 08:00,-0.3,479.1,755.2,0.9,19,Wind blowing from the east-southeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,14.5,,,,,,30.0,-21.1,No precipitation,12,,,,
26.03.2020 05:00,5.7,478.2,749.2,,6,Wind blowing from the south-west,2,,13,, ,,,,14.5,,,,,,30.0,-29.2,No precipitation,6,,,,
26.03.2020 02:00,7.9,477.8,748.3,1.2,5,Wind blowing from the west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.5,,,2500 or more  or no clouds.,,,30.0,-29.5,No precipitation,12,,,,
25.03.2020 23:00,9.6,476.6,748.6,,9,Wind blowing from the south-west,2,,13,, ,,,,14.5,,,,,,30.0,-21.8,No precipitation,6,,,,
25.03.2020 20:00,11.2,474.7,751.9,-0.2,6,Wind blowing from the south-west,5,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,14.5,,,1500-2000,,,30.0,-25.1,No precipitation,12,,,,
25.03.2020 17:00,13.3,474.9,749.9,,4,Wind blowing from the south-west,5,,,70 – 80%., ,,,-6.7,14.5,,,1500-2000,,,30.0,-28.0,No precipitation,6,,,,
25.03.2020 14:00,11.2,477.5,753.4,-1.8,4,Wind blowing from the south-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,11.6,,,1500-2000,,,30.0,-29.5,No precipitation,12,,,,
25.03.2020 11:00,5.9,479.3,756.0,,13,Wind blowing from the north-northeast,1,,3,50%., ,,,-6.7,11.2,,,1500-2000,,,30.0,-20.4,No precipitation,6,,,,
25.03.2020 08:00,-6.2,478.7,760.3,0.4,49,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,11.2,,,,,,30.0,-15.2,No precipitation,12,,,,
25.03.2020 05:00,-4.7,478.3,757.3,,42,Calm  no wind,0,,,, ,,,-5.2,11.2,,,,,,30.0,-15.9,No precipitation,6,,,,
25.03.2020 02:00,-1.6,479.0,757.6,0.2,31,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,11.2,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
24.03.2020 23:00,4.2,478.8,756.8,,13,Wind blowing from the south,1,,8,, ,,,-5.2,11.2,,,,,,30.0,-21.8,No precipitation,6,,,,
24.03.2020 20:00,7.8,478.0,758.4,,5,Wind blowing from the south-east,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,11.2,,,1500-2000,,,30.0,-29.6,No precipitation,12,,,,
24.03.2020 14:00,8.3,481.0,760.6,-1.0,8,Wind blowing from the east-northeast,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.9,,,1500-2000,,,30.0,-24.1,No precipitation,12,,,,
24.03.2020 11:00,3.4,482.0,764.5,,49,Wind blowing from the south-southwest,1,,4,10%  or less  but not 0, ,,,-5.2,9.0,,,1500-2000,,,30.0,-6.3,No precipitation,6,,,,
24.03.2020 08:00,-4.9,480.9,766.6,1.0,88,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-5.2,9.0,,,,,,17.0,-6.6,0.3,12,,,,
24.03.2020 05:00,-1.7,479.9,759.4,,83,Calm  no wind,0,,,, ,,,-4.3,9.0,,,,,,30.0,-4.2,0.1,6,,,,
24.03.2020 02:00,-1.4,479.9,758.7,0.5,81,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,9.0,,,2500 or more  or no clouds.,,,30.0,-4.2,0.3,12,,,,
23.03.2020 23:00,-0.2,479.4,759.6,,79,Wind blowing from the south-southeast,2,,12,,Intermittent fall of snowflakes  slight at time of observation. ,,,-4.3,9.0,,,,,,24.0,-3.4,0.2,6,,,,
23.03.2020 20:00,1.8,477.2,758.9,0.8,52,Wind blowing from the east-southeast,5,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,9.0,,,1500-2000,,,30.0,-7.0,No precipitation,12,,,,
23.03.2020 17:00,7.8,476.4,753.9,,16,Wind blowing from the north-east,1,,7,no clouds, ,,,-4.3,10.7,,,,,,30.0,-16.5,No precipitation,6,,,,
23.03.2020 14:00,8.6,477.7,752.8,-1.4,13,Wind blowing from the south-southeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,10.7,,,1500-2000,,,30.0,-18.3,No precipitation,12,,,,
23.03.2020 11:00,4.6,479.1,756.5,,24,Wind blowing from the south-southeast,2,,5,20–30%., ,,,-4.3,10.7,,,1500-2000,,,30.0,-14.2,No precipitation,6,,,,
23.03.2020 08:00,-1.9,478.1,757.1,0.3,46,Wind blowing from the south-southeast,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,10.7,,,2000-2500,,,30.0,-12.0,No precipitation,12,,,,
23.03.2020 05:00,-1.6,477.8,754.5,,45,Calm  no wind,0,,,, ,,,-6.1,10.7,,,,,,30.0,-12.0,No precipitation,6,,,,
23.03.2020 02:00,2.8,478.4,754.4,0.4,34,Wind blowing from the east,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,10.7,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
22.03.2020 23:00,4.3,478.0,755.2,,28,Wind blowing from the south-east,3,,17,, ,,,-6.1,10.7,,,,,,30.0,-12.6,No precipitation,6,,,,
22.03.2020 20:00,7.0,476.3,756.3,-0.2,14,Wind blowing from the south,3,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,10.7,,,1500-2000,,,30.0,-18.7,No precipitation,12,,,,
22.03.2020 17:00,10.3,476.5,752.8,,5,Wind blowing from the north-northwest,3,,17,50%., ,,,-6.1,10.5,,,1500-2000,,,30.0,-27.8,No precipitation,6,,,,
22.03.2020 14:00,7.6,478.8,755.4,-1.3,10,Wind blowing from the east,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,8.5,,,1500-2000,,,30.0,-22.1,No precipitation,12,,,,
22.03.2020 11:00,3.8,480.1,758.9,,33,Wind blowing from the east,1,,7,40%., ,,,-6.1,8.5,,,1500-2000,,,30.0,-11.0,No precipitation,6,,,,
22.03.2020 08:00,-5.2,479.0,761.8,0.5,62,Wind blowing from the north,0,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,8.5,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
22.03.2020 05:00,-2.1,478.5,757.6,,51,Wind blowing from the south-southeast,0,,7,, ,,,-4.2,8.5,,,,,,30.0,-11.1,No precipitation,6,,,,
22.03.2020 02:00,2.3,478.8,756.1,1.0,32,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,8.5,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
21.03.2020 23:00,3.6,477.8,756.2,,20,Wind blowing from the south-east,2,,8,, ,,,-4.2,8.5,,,,,,30.0,-17.3,No precipitation,6,,,,
21.03.2020 20:00,5.0,476.1,756.5,0.3,15,Wind blowing from the east-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,8.5,,,1500-2000,,,30.0,-19.5,No precipitation,12,,,,
21.03.2020 17:00,7.5,475.8,752.3,,9,Wind blowing from the north-east,2,,8,70 – 80%., ,,,-4.2,8.5,,,1500-2000,,,30.0,-23.4,No precipitation,6,,,,
21.03.2020 14:00,6.3,478.0,755.7,-1.4,18,Wind blowing from the north,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,7.6,,,1500-2000,,,30.0,-16.3,No precipitation,12,,,,
21.03.2020 11:00,2.2,479.4,758.8,,47,Wind blowing from the south-east,2,,8,70 – 80%., ,,,-4.2,8.6,,,1500-2000,,,30.0,-8.2,No precipitation,6,,,,
21.03.2020 08:00,-3.9,478.1,760.1,0.8,81,Wind blowing from the south-southeast,1,,,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,8.6,,,2000-2500,,,30.0,-6.7,Trace of precipitation,12,,,,
21.03.2020 05:00,-0.5,477.3,755.2,,56,Wind blowing from the west,1,,11,,Snow not falling as shower(s). ,,,-1.5,8.6,,,,,,29.0,-8.4,No precipitation,6,,,,
21.03.2020 02:00,1.0,477.3,753.8,0.9,38,Wind blowing from the south,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,8.6,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
20.03.2020 23:00,3.5,476.4,753.4,,22,Wind blowing from the north-west,2,,11,, ,,,-0.7,8.6,,,,,,30.0,-16.2,No precipitation,6,,,,
20.03.2020 20:00,4.2,475.1,752.5,0.2,20,Wind blowing from the north,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,8.6,,,1500-2000,,,30.0,-16.8,No precipitation,12,,,,
20.03.2020 17:00,6.8,474.9,750.0,,6,Wind blowing from the west-southwest,4,,11,100%., ,,,-0.7,9.7,,,1500-2000,,,30.0,-28.4,No precipitation,6,,,,
20.03.2020 14:00,7.4,476.2,751.5,-1.7,10,Wind blowing from the north-northeast,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,10.8,,,1500-2000,,,30.0,-22.3,No precipitation,12,,,,
20.03.2020 11:00,3.4,477.9,754.3,,34,Wind blowing from the east,3,,11,70 – 80%., ,,,-0.7,10.8,,,1500-2000,,,30.0,-11.0,No precipitation,6,,,,
20.03.2020 08:00,0.7,477.0,753.1,1.2,39,Wind blowing from the south-southeast,4,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,10.8,,,1500-2000,,,30.0,-11.7,No precipitation,12,,,,
20.03.2020 05:00,1.9,475.8,749.8,,24,Wind blowing from the south,3,,13,, ,,,-0.7,10.8,,,,,,30.0,-16.5,No precipitation,6,,,,
20.03.2020 02:00,2.2,476.2,750.9,0.5,14,Wind blowing from the south,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,10.8,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,12,,,,
19.03.2020 23:00,5.7,475.7,749.9,,6,Wind blowing from the west-southwest,5,,17,, ,,,-0.7,10.8,,,,,,30.0,-29.2,No precipitation,6,,,,
19.03.2020 20:00,8.1,473.7,748.1,,1,Wind blowing from the south-southwest,3,,17,100%., ,,,-0.7,10.8,,,1500-2000,,,30.0,-45.3,No precipitation,6,,,,
19.03.2020 17:00,9.6,474.1,746.2,,1,Wind blowing from the north,2,,17,90  or more  but not 100%, ,,,-0.7,11.5,,,,,,30.0,-44.3,No precipitation,6,,,,
19.03.2020 14:00,8.4,476.6,749.5,-1.3,2,Wind blowing from the west-southwest,5,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,12.6,,,1500-2000,,,30.0,-38.5,No precipitation,12,,,,
19.03.2020 11:00,5.1,477.9,752.3,,13,Wind blowing from the west-southwest,4,,,20–30%., ,,,-0.7,12.6,,,1500-2000,,,30.0,-21.1,No precipitation,6,,,,
19.03.2020 08:00,0.4,476.6,752.1,0.8,21,Wind blowing from the south-southeast,1,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,12.6,,,1500-2000,,,30.0,-19.4,No precipitation,12,,,,
19.03.2020 05:00,3.2,475.8,747.7,,11,Wind blowing from the west-southwest,3,,,, ,,,-6.1,12.6,,,,,,30.0,-24.5,No precipitation,6,,,,
