Local time in Huai'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,10.7,768.4,769.6,1.1,51,Wind blowing from the north-northeast,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,15.5,,,2500 or more  or no clouds.,,,30.0,1.0,2.0,12,,,,
27.03.2020 08:00,8.1,767.3,768.6,2.0,60,Wind blowing from the north,4,,15,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,15.5,,,2500 or more  or no clouds.,,,30.0,0.8,6.0,12,,,,
27.03.2020 05:00,7.6,765.3,766.6,0.8,74,Wind blowing from the north,3,,15,100%.,Cloud development not observed or not observable. ,,,7.3,15.5,,,2500 or more  or no clouds.,,,30.0,3.3,7.0,12,,,,
27.03.2020 02:00,7.7,764.5,765.7,1.1,91,Wind blowing from the north,4,,15,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,15.5,,,1000-1500,,,12.0,6.3,7.0,12,,,,
26.03.2020 23:00,7.4,763.4,764.7,3.3,93,Wind blowing from the north,4,,15,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,,,7.4,15.5,,,600-1000,,,6.0,6.3,6.0,12,,,,
26.03.2020 20:00,12.7,760.1,761.4,2.7,98,Wind blowing from the north-northeast,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,12.6,15.7,,,200-300,,,1.1,12.4,0.9,12,,,,
26.03.2020 17:00,12.9,757.4,758.7,,98,Wind blowing from the north-east,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,12.9,17.1,,,200-300,,,1.8,12.6,0.7,6,,,,
26.03.2020 14:00,14.4,756.6,757.8,-0.8,98,Wind blowing from the north,3,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,17.7,,,200-300,,,0.5,14.1,No precipitation,12,,,,
26.03.2020 11:00,15.3,757.4,758.6,,94,Wind blowing from the north,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,17.7,,,200-300,,,1.7,14.3,No precipitation,6,,,,
26.03.2020 08:00,13.5,756.7,757.9,1.1,97,Wind blowing from the north-northeast,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,17.7,,,200-300,,,1.9,13.0,Trace of precipitation,12,,,,
26.03.2020 05:00,13.4,755.6,756.8,,97,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Mist. ,,,10.8,17.7,,,600-1000,,,1.7,12.9,No precipitation,6,,,,
26.03.2020 02:00,14.0,755.9,757.1,-0.5,96,Wind blowing from the north-east,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.7,,,2500 or more  or no clouds.,,,2.1,13.4,No precipitation,12,,,,
25.03.2020 23:00,14.6,756.4,757.6,,92,Wind blowing from the east,2,,8,100%.,Mist. ,,,10.8,17.7,,,,,,3.5,13.3,No precipitation,6,,,,
25.03.2020 20:00,15.7,756.3,757.5,,84,Wind blowing from the east-northeast,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.7,,,1000-1500,,,3.3,13.0,No precipitation,6,,,,
25.03.2020 17:00,17.1,756.1,757.3,,78,Wind blowing from the north-northeast,2,,8,100%., ,,,10.8,19.4,,,1000-1500,,,7.0,13.2,No precipitation,6,,,,
25.03.2020 14:00,17.0,756.4,757.6,-2.0,77,Wind blowing from the east-southeast,4,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,20.5,,,1000-1500,,,7.0,12.9,1.0,12,,,,
25.03.2020 11:00,14.6,758.4,759.6,,79,Wind blowing from the east-southeast,5,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,7.0,11.0,1.0,6,,,,
25.03.2020 08:00,11.0,758.9,760.2,-0.3,84,Wind blowing from the east-southeast,5,,11,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,20.5,,,2500 or more  or no clouds.,,,6.0,8.4,1.0,12,,,,
25.03.2020 05:00,12.5,759.2,760.4,,61,Wind blowing from the south-east,4,,11,100%., ,,,5.0,20.5,,,1000-1500,,,10.0,5.2,No precipitation,6,,,,
25.03.2020 02:00,13.2,759.7,760.9,-1.5,53,Wind blowing from the south-east,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,20.5,,,2500 or more  or no clouds.,,,14.0,3.8,No precipitation,12,,,,
24.03.2020 23:00,13.7,761.2,762.4,,50,Wind blowing from the east-southeast,5,,12,20–30%., ,,,5.0,20.5,,,,,,18.0,3.5,No precipitation,6,,,,
24.03.2020 20:00,14.9,761.2,762.4,0.6,43,Wind blowing from the east-southeast,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,20.5,,,,,,23.0,2.4,No precipitation,12,,,,
24.03.2020 17:00,19.2,760.6,761.8,,35,Wind blowing from the east-southeast,7,,12,no clouds, ,,,5.0,20.5,,,,,,20.0,3.4,No precipitation,6,,,,
24.03.2020 14:00,20.3,761.7,763.0,,31,Wind blowing from the south-east,7,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,20.4,,,2500 or more  or no clouds.,,,27.0,2.6,No precipitation,12,,,,
24.03.2020 11:00,18.3,763.6,764.8,,29,Wind blowing from the south-east,6,,10,40%., ,,,5.0,20.1,,,2500 or more  or no clouds.,,,12.0,0.0,No precipitation,6,,,,
24.03.2020 08:00,11.7,763.9,765.2,,66,Wind blowing from the east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,20.1,,,,,,6.0,5.6,No precipitation,12,,,,
24.03.2020 05:00,7.8,763.1,764.4,,65,Wind blowing from the east-southeast,2,,,no clouds, ,,,3.9,20.1,,,,,,15.0,1.6,No precipitation,6,,,,
24.03.2020 02:00,9.4,764.0,765.3,-0.3,59,Wind blowing from the south-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,20.1,,,,,,13.0,1.6,No precipitation,12,,,,
23.03.2020 23:00,12.6,764.3,765.6,,47,Wind blowing from the south-east,3,,,no clouds, ,,,3.9,20.1,,,,,,23.0,1.6,No precipitation,6,,,,
23.03.2020 20:00,14.0,764.1,765.4,,48,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,20.1,,,,,,19.0,3.2,No precipitation,12,,,,
23.03.2020 17:00,18.3,763.5,764.8,,34,Wind blowing from the south-east,4,,,no clouds, ,,,3.9,20.1,,,,,,25.0,2.2,No precipitation,6,,,,
23.03.2020 14:00,19.7,764.2,765.4,-1.7,34,Wind blowing from the south-east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,19.8,,,,,,17.0,3.4,No precipitation,12,,,,
23.03.2020 11:00,17.7,765.9,767.2,,38,Wind blowing from the south-southeast,3,,5,no clouds, ,,,3.9,17.7,,,,,,22.0,3.2,No precipitation,6,,,,
23.03.2020 08:00,9.7,765.6,766.9,,80,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,17.7,,,2500 or more  or no clouds.,,,5.0,6.4,No precipitation,12,,,,
23.03.2020 05:00,4.4,764.5,765.8,,88,Wind blowing from the north-northeast,1,,7,20–30%., ,,,4.3,17.7,,,2500 or more  or no clouds.,,,9.0,2.6,No precipitation,6,,,,
23.03.2020 02:00,7.3,764.5,765.8,0.0,71,Wind blowing from the west,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,17.7,,,,,,16.0,2.4,No precipitation,12,,,,
22.03.2020 23:00,10.4,764.5,765.8,,50,Wind blowing from the south-southeast,2,,10,10%  or less  but not 0, ,,,9.5,19.1,,,,,,29.0,0.2,No precipitation,6,,,,
22.03.2020 20:00,11.0,763.9,765.1,,56,Wind blowing from the east,2,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,20.2,,,2500 or more  or no clouds.,,,24.0,2.6,No precipitation,12,,,,
22.03.2020 17:00,15.1,763.1,764.4,,38,Wind blowing from the north-east,5,,10,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,24.5,,,,,,6.0,0.9,No precipitation,6,,,,
22.03.2020 14:00,17.2,762.9,764.2,-0.4,39,Wind blowing from the north-east,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,2500 or more  or no clouds.,,,23.0,3.1,No precipitation,12,,,,
22.03.2020 11:00,15.9,763.3,764.5,,46,Wind blowing from the north-east,5,,13,50%., ,,,9.5,28.5,,,2500 or more  or no clouds.,,,25.0,4.3,No precipitation,6,,,,
22.03.2020 08:00,11.0,762.6,763.8,2.2,65,Wind blowing from the north-east,5,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,28.5,,,2500 or more  or no clouds.,,,17.0,4.7,No precipitation,12,,,,
22.03.2020 05:00,10.3,760.4,761.6,,69,Wind blowing from the north-east,5,,13,100%., ,,,10.3,28.5,,,2500 or more  or no clouds.,,,13.0,4.9,No precipitation,6,,,,
22.03.2020 02:00,11.7,758.8,760.0,1.8,76,Wind blowing from the north-northeast,6,,13,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,28.5,,,2500 or more  or no clouds.,,,7.0,7.6,No precipitation,12,,,,
21.03.2020 23:00,19.2,757.0,758.2,,58,Wind blowing from the north-northeast,7,,11,100%., ,,,11.8,28.5,,,2500 or more  or no clouds.,,,7.0,10.7,No precipitation,6,,,,
21.03.2020 20:00,20.2,755.4,756.6,,57,Wind blowing from the east-northeast,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,28.5,,,2500 or more  or no clouds.,,,11.0,11.4,No precipitation,12,,,,
21.03.2020 17:00,24.5,754.3,755.5,,44,Wind blowing from the south,3,,8,70 – 80%., ,,,11.8,28.5,,,2500 or more  or no clouds.,,,22.0,11.5,No precipitation,6,,,,
21.03.2020 14:00,27.3,754.9,756.1,-2.1,39,Wind blowing from the south-west,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,27.3,,,2500 or more  or no clouds.,,,15.0,12.1,No precipitation,12,,,,
21.03.2020 11:00,24.0,757.0,758.2,,47,Wind blowing from the south-west,3,,8,20–30%., ,,,11.8,24.0,,,2500 or more  or no clouds.,,,16.0,12.0,No precipitation,6,,,,
21.03.2020 08:00,16.5,757.3,758.5,,69,Wind blowing from the south,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,23.0,,,2500 or more  or no clouds.,,,10.0,10.8,No precipitation,12,,,,
21.03.2020 05:00,12.7,756.4,757.6,,72,Wind blowing from the south,2,,6,10%  or less  but not 0, ,,,6.4,23.0,,,,,,11.0,7.8,No precipitation,6,,,,
21.03.2020 02:00,13.5,756.4,757.6,-0.1,70,Wind blowing from the south,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,23.0,,,2500 or more  or no clouds.,,,9.0,8.1,No precipitation,12,,,,
20.03.2020 23:00,15.4,756.5,757.7,,66,Wind blowing from the south-southwest,3,,9,10%  or less  but not 0, ,,,6.4,23.0,,,,,,10.0,9.1,No precipitation,6,,,,
20.03.2020 20:00,17.2,755.5,756.7,0.3,61,Wind blowing from the south,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,23.0,,,,,,12.0,9.6,No precipitation,12,,,,
20.03.2020 17:00,22.1,755.2,756.4,,42,Wind blowing from the south,4,,,no clouds, ,,,6.4,23.0,,,,,,20.0,8.6,No precipitation,6,,,,
20.03.2020 14:00,22.2,757.0,758.2,-2.5,38,Wind blowing from the south,7,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,22.3,,,,,,18.0,7.2,No precipitation,12,,,,
20.03.2020 11:00,17.9,759.5,760.8,,44,Wind blowing from the south,6,,,no clouds, ,,,6.4,18.7,,,,,,23.0,5.5,No precipitation,6,,,,
20.03.2020 08:00,11.1,760.6,761.8,0.0,67,Wind blowing from the south,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,18.7,,,,,,16.0,5.2,No precipitation,12,,,,
20.03.2020 05:00,7.0,760.6,761.8,,59,Wind blowing from the south,2,,5,no clouds, ,,,6.8,18.7,,,,,,17.0,-0.5,No precipitation,6,,,,
20.03.2020 02:00,7.8,761.6,762.9,,73,Wind blowing from the south,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,18.7,,,,,,20.0,3.3,No precipitation,12,,,,
19.03.2020 23:00,9.8,762.6,763.9,,62,Wind blowing from the south-southwest,2,,8,no clouds, ,,,9.8,18.7,,,,,,17.0,2.9,No precipitation,6,,,,
19.03.2020 20:00,11.2,762.1,763.3,,54,Wind blowing from the south-southwest,2,,11,no clouds, ,,,10.5,18.7,,,,,,19.0,2.2,No precipitation,6,,,,
19.03.2020 17:00,17.8,760.9,762.1,,21,Wind blowing from the west-northwest,3,,11,no clouds, ,,,10.5,22.7,,,,,,30.0,-4.8,No precipitation,6,,,,
19.03.2020 14:00,17.5,761.5,762.7,,22,Wind blowing from the north-west,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,23.3,,,,,,30.0,-4.4,No precipitation,12,,,,
19.03.2020 11:00,14.8,762.7,764.0,,19,Wind blowing from the north,4,,14,10%  or less  but not 0, ,,,10.5,23.3,,,2500 or more  or no clouds.,,,26.0,-8.6,No precipitation,6,,,,
19.03.2020 08:00,11.7,761.5,762.7,3.1,28,Wind blowing from the north,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,23.3,,,,,,24.0,-6.2,No precipitation,12,,,,
19.03.2020 05:00,13.1,758.4,759.6,,29,Wind blowing from the north,3,,14,70 – 80%., ,,,6.8,23.3,,,,,,11.0,-4.5,No precipitation,6,,,,
19.03.2020 02:00,16.0,755.8,757.0,0.0,60,Wind blowing from the west-southwest,4,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,23.3,,,2500 or more  or no clouds.,,,15.0,8.2,No precipitation,12,,,,
