Local time in Tonghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,1.1,752.2,762.6,-1.0,39,Wind blowing from the west,12,,17,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,4.0,,,600-1000,,,29.0,-11.6,No precipitation,12,,,,
27.03.2020 08:00,-0.7,753.2,763.6,-0.3,41,Wind blowing from the west,8,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,7.2,,,,,,30.0,-12.3,No precipitation,12,,,,
27.03.2020 05:00,-4.3,753.5,763.9,0.7,66,Wind blowing from the west-southwest,4,,,,Cloud development not observed or not observable. ,,,-4.4,7.2,,,2500 or more  or no clouds.,,,30.0,-9.7,No precipitation,12,,,,
27.03.2020 02:00,-2.0,752.8,763.3,0.0,63,Wind blowing from the west,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,7.2,,,2500 or more  or no clouds.,,,30.0,-8.1,No precipitation,12,,,,
26.03.2020 23:00,-0.1,752.8,763.1,0.1,50,Wind blowing from the west-southwest,6,,13,,Cloud development not observed or not observable. ,,,-0.2,7.2,,,2500 or more  or no clouds.,,,30.0,-9.3,Trace of precipitation,12,,,,
26.03.2020 20:00,1.6,752.7,763.0,1.1,57,Wind blowing from the west-southwest,5,,19,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,7.2,,,1500-2000,,,30.0,-6.2,Trace of precipitation,12,,,,
26.03.2020 17:00,3.1,751.6,761.8,,60,Wind blowing from the west,6,,19,100%., ,,,-0.2,10.0,,,1500-2000,,,30.0,-3.9,Trace of precipitation,6,,,,
26.03.2020 14:00,2.5,751.6,761.9,0.3,82,Wind blowing from the west,8,,19,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,13.8,,,1500-2000,,,30.0,-0.3,Trace of precipitation,12,,,,
26.03.2020 11:00,2.6,751.3,761.7,,94,Wind blowing from the west,9,,19,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,13.8,,,1500-2000,,,27.0,1.7,No precipitation,6,,,,
26.03.2020 08:00,6.9,748.5,758.6,0.3,58,Wind blowing from the south-southwest,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,13.8,,,2500 or more  or no clouds.,,,15.0,-0.8,No precipitation,12,,,,
26.03.2020 05:00,4.5,748.2,758.3,,72,Wind blowing from the south,4,,7,, ,,,-3.8,13.8,,,,,,15.0,-0.1,No precipitation,6,,,,
26.03.2020 02:00,1.1,748.3,758.4,-0.3,92,Wind blowing from the north-east,2,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,13.8,,,2500 or more  or no clouds.,,,4.9,-0.1,No precipitation,12,,,,
25.03.2020 23:00,1.5,748.6,758.8,,88,Wind blowing from the north-east,1,,,,Mist. ,,,-3.8,13.8,,,,,,5.0,-0.3,No precipitation,6,,,,
25.03.2020 20:00,4.9,748.5,758.8,,85,Wind blowing from the south-west,1,,12,100%., ,,,-3.8,13.8,,,2500 or more  or no clouds.,,,8.0,2.6,No precipitation,6,,,,
25.03.2020 17:00,10.0,748.3,758.6,,68,Wind blowing from the south,4,,12,100%., ,,,-3.8,13.8,,,2500 or more  or no clouds.,,,13.0,4.2,No precipitation,6,,,,
25.03.2020 14:00,12.5,748.0,758.1,-1.7,42,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,12.5,,,1500-2000,,,22.0,-0.1,No precipitation,12,,,,
25.03.2020 11:00,8.0,749.7,760.0,,42,Wind blowing from the east,2,,6,70 – 80%., ,,,-3.8,9.2,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,6,,,,
25.03.2020 08:00,1.4,750.9,761.2,-0.4,76,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,9.2,,,2500 or more  or no clouds.,,,20.0,-2.5,No precipitation,12,,,,
25.03.2020 05:00,-3.5,751.3,761.6,,85,Calm  no wind,0,,,, ,,,-5.8,9.2,,,,,,30.0,-5.7,No precipitation,6,,,,
25.03.2020 02:00,-1.7,752.0,762.3,-0.8,76,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,9.2,,,2500 or more  or no clouds.,,,30.0,-5.5,No precipitation,12,,,,
24.03.2020 23:00,-0.9,752.8,763.1,,72,Wind blowing from the north-northeast,2,,,, ,,,-5.8,9.2,,,,,,30.0,-5.3,No precipitation,6,,,,
24.03.2020 20:00,1.7,753.3,763.7,0.2,61,Wind blowing from the north-northeast,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,9.2,,,,,,6.0,-5.0,No precipitation,12,,,,
24.03.2020 17:00,7.6,753.1,763.4,,38,Wind blowing from the south,3,,6,no clouds, ,,,-5.8,9.2,,,,,,30.0,-5.8,No precipitation,6,,,,
24.03.2020 14:00,8.6,754.1,764.5,,41,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,8.6,,,,,,30.0,-3.9,No precipitation,12,,,,
24.03.2020 11:00,5.9,755.8,766.2,,48,Wind blowing from the west-southwest,4,,6,no clouds, ,,,-5.8,7.0,,,,,,30.0,-4.5,No precipitation,6,,,,
24.03.2020 08:00,-0.2,756.3,766.8,,71,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,,,,,,,21.0,-4.8,No precipitation,12,,,,
24.03.2020 05:00,-5.2,755.7,766.2,,89,Wind blowing from the south,1,,8,, ,,,-5.7,7.0,,,,,,28.0,-6.7,No precipitation,6,,,,
24.03.2020 02:00,-4.0,755.3,765.7,0.3,84,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,7.0,,,2500 or more  or no clouds.,,,30.0,-6.3,No precipitation,12,,,,
23.03.2020 23:00,-1.3,755.0,765.4,,66,Wind blowing from the west-southwest,1,,,, ,,,-5.7,7.0,,,,,,30.0,-7.0,No precipitation,6,,,,
23.03.2020 20:00,-2.0,754.6,765.1,,69,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,7.0,,,,,,30.0,-6.9,No precipitation,12,,,,
23.03.2020 17:00,3.6,753.4,763.9,,51,Wind blowing from the west-northwest,5,,9,no clouds, ,,,-5.7,7.0,,,,,,30.0,-5.8,No precipitation,6,,,,
23.03.2020 14:00,6.6,752.1,762.4,-0.2,28,Wind blowing from the west-northwest,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,7.0,,,600-1000,,,30.0,-10.6,No precipitation,12,,,,
23.03.2020 11:00,4.5,752.3,762.7,,49,Wind blowing from the west-northwest,2,,5,20–30%., ,,,-5.7,6.4,,,2500 or more  or no clouds.,,,28.0,-5.3,No precipitation,6,,,,
23.03.2020 08:00,0.7,752.4,762.8,,69,Wind blowing from the west-southwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,6.4,,,600-1000,,,28.0,-4.5,No precipitation,12,,,,
23.03.2020 05:00,-5.6,751.7,762.1,,89,Wind blowing from the north-west,1,,9,, ,,,-5.6,6.4,,,,,,24.0,-7.1,No precipitation,6,,,,
23.03.2020 02:00,-4.1,751.1,761.5,,80,Wind blowing from the north-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.4,,,2500 or more  or no clouds.,,,30.0,-7.0,No precipitation,12,,,,
22.03.2020 23:00,-2.3,750.6,760.9,,81,Wind blowing from the west,2,,,, ,,,-2.6,6.4,,,,,,23.0,-5.1,No precipitation,6,,,,
22.03.2020 20:00,-1.2,750.1,760.6,,79,Wind blowing from the west-northwest,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,6.4,,,,,,30.0,-4.5,No precipitation,12,,,,
22.03.2020 17:00,3.0,748.8,759.1,,58,Wind blowing from the west-southwest,6,,14,60%., ,,,-2.6,6.4,,,600-1000,,,30.0,-4.5,No precipitation,6,,,,
22.03.2020 14:00,4.6,748.3,758.5,-0.7,44,Wind blowing from the west,8,,14,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,6.4,,,600-1000,,,30.0,-6.6,No precipitation,12,,,,
22.03.2020 11:00,4.9,749.0,759.3,,53,Wind blowing from the west,6,,9,10%  or less  but not 0, ,,,-2.6,6.1,,,600-1000,,,30.0,-4.1,No precipitation,6,,,,
22.03.2020 08:00,0.2,749.3,759.7,1.0,85,Wind blowing from the west,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,,,,18.0,-2.0,No precipitation,12,,,,
22.03.2020 05:00,-2.4,748.3,758.7,,92,Wind blowing from the west,3,,8,, ,,,-3.6,6.1,,,,,,14.0,-3.5,No precipitation,6,,,,
22.03.2020 02:00,-1.9,748.0,758.3,0.0,93,Wind blowing from the west-southwest,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.1,,,2500 or more  or no clouds.,,,15.0,-2.9,No precipitation,12,,,,
21.03.2020 23:00,-1.4,748.0,758.3,,91,Wind blowing from the west,3,,,, ,,,-3.9,6.1,,,,,,27.0,-2.7,No precipitation,6,,,,
21.03.2020 20:00,0.2,748.0,758.3,,85,Wind blowing from the west,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.1,,,,,,18.0,-2.0,No precipitation,12,,,,
21.03.2020 17:00,3.5,746.5,756.9,,62,Wind blowing from the west,5,,14,no clouds, ,,,-3.9,6.1,,,,,,30.0,-3.1,No precipitation,6,,,,
21.03.2020 14:00,5.5,745.6,755.8,-0.4,69,Wind blowing from the west,10,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.4,,,600-1000,,,30.0,0.1,No precipitation,12,,,,
21.03.2020 11:00,4.6,746.0,756.3,,76,Wind blowing from the west,8,,12,, ,,,-3.9,7.4,,,,,,30.0,0.6,No precipitation,6,,,,
21.03.2020 08:00,0.7,745.4,755.7,,83,Wind blowing from the west,7,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.4,,,,,,16.0,-1.9,No precipitation,12,,,,
21.03.2020 05:00,-3.6,743.8,754.1,,94,Wind blowing from the south-west,2,,10,, ,,,-3.9,7.4,,,,,,21.0,-4.4,No precipitation,6,,,,
21.03.2020 02:00,-1.6,742.9,753.1,0.0,88,Wind blowing from the east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,7.4,,,2500 or more  or no clouds.,,,16.0,-3.3,No precipitation,12,,,,
20.03.2020 23:00,-1.1,742.9,753.1,,89,Wind blowing from the north-northwest,1,,,, ,,,-3.0,7.4,,,,,,27.0,-2.7,No precipitation,6,,,,
20.03.2020 20:00,2.3,742.8,753.0,1.1,75,Wind blowing from the west,1,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,7.4,,,2500 or more  or no clouds.,,,30.0,-1.7,No precipitation,12,,,,
20.03.2020 17:00,4.0,741.7,752.0,,75,Wind blowing from the south-west,3,,10,100%., ,,,-3.0,7.4,,,2500 or more  or no clouds.,,,17.0,0.0,No precipitation,6,,,,
20.03.2020 14:00,7.1,741.4,751.6,-1.5,61,Wind blowing from the south,3,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,7.1,,,2500 or more  or no clouds.,,,22.0,0.1,No precipitation,12,,,,
20.03.2020 11:00,4.5,742.9,753.2,,65,Wind blowing from the west,6,,10,no clouds, ,,,-3.0,5.3,,,,,,19.0,-1.5,No precipitation,6,,,,
20.03.2020 08:00,0.5,743.8,754.0,0.8,81,Wind blowing from the west,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,5.3,,,2500 or more  or no clouds.,,,20.0,-2.4,No precipitation,12,,,,
20.03.2020 05:00,-2.7,743.0,753.3,,85,Wind blowing from the west,5,,9,, ,,,-3.0,5.3,,,,,,26.0,-4.9,No precipitation,6,,,,
20.03.2020 02:00,-2.4,742.0,752.2,,85,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,5.3,,,2500 or more  or no clouds.,,,30.0,-4.6,Trace of precipitation,12,,,,
19.03.2020 23:00,-2.3,741.4,751.7,,85,Wind blowing from the west-northwest,1,,8,, ,,,-2.3,5.3,,,,,,30.0,-4.5,No precipitation,6,,,,
19.03.2020 20:00,0.2,740.8,751.1,,81,Wind blowing from the north-west,2,,8,50%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,5.3,,,1500-2000,,,6.0,-2.8,Trace of precipitation,6,,,,
19.03.2020 17:00,3.9,739.6,749.8,,71,Wind blowing from the north,1,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,6.5,,,1500-2000,,,20.0,-0.9,Trace of precipitation,6,,,,
19.03.2020 14:00,4.8,738.6,748.7,,78,Wind blowing from the west,6,,8,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,9.8,,,1500-2000,,,11.0,1.3,No precipitation,12,,,,
19.03.2020 11:00,2.4,739.4,749.6,,87,Wind blowing from the west-southwest,3,,9,60%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,,,,1500-2000,,,6.0,0.5,No precipitation,6,,,,
19.03.2020 08:00,-0.6,740.5,750.7,0.2,97,Wind blowing from the west-northwest,2,,13,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,,,,2500 or more  or no clouds.,,,0.4,-1.0,No precipitation,12,,,,
19.03.2020 05:00,-0.3,740.3,750.4,,97,Wind blowing from the west-southwest,2,,13,,Mist. ,,,-2.9,9.8,,,,,,1.7,-0.7,No precipitation,6,,,,
19.03.2020 02:00,0.3,740.3,750.4,0.4,95,Wind blowing from the west,3,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,9.8,,,2500 or more  or no clouds.,,,3.3,-0.4,No precipitation,12,,,,
