Local time in Dunhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 23:00,19.6,753.3,759.7,1.1,95,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,,,19.6,24.0,,,2500 or more  or no clouds.,,,10.0,18.8,2.0,12,,,,
26.03.2020 20:00,20.5,752.2,758.5,0.9,90,Wind blowing from the north,0,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,24.6,,,2500 or more  or no clouds.,,,13.0,18.8,2.0,12,,,,
26.03.2020 17:00,22.1,751.3,757.6,,85,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.4,,,,,,13.0,19.5,2.0,6,,,,
26.03.2020 14:00,21.6,752.2,758.5,-0.8,81,Wind blowing from the south-southwest,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,,,,1000-1500,,,16.0,18.2,0.3,12,,,,
26.03.2020 11:00,22.8,753.0,759.3,,79,Wind blowing from the south-southwest,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,,,,300-600,,,9.0,19.0,0.2,6,,,,
26.03.2020 08:00,23.6,751.6,757.9,1.0,68,Wind blowing from the south,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,15.0,17.4,Trace of precipitation,12,,,,
26.03.2020 05:00,22.8,750.6,756.8,,70,Wind blowing from the south-southeast,2,,9,, ,,,18.1,28.1,,,,,,17.0,17.0,No precipitation,6,,,,
26.03.2020 02:00,23.8,750.6,756.8,-1.0,66,Wind blowing from the south-southeast,2,,10,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,28.1,,,2500 or more  or no clouds.,,,16.0,17.1,No precipitation,12,,,,
25.03.2020 23:00,23.9,751.6,757.9,,68,Wind blowing from the south-southwest,3,,,, ,,,18.1,28.1,,,,,,15.0,17.6,No precipitation,6,,,,
25.03.2020 20:00,24.4,751.0,757.3,,68,Wind blowing from the south,2,,10,100%., ,,,18.1,28.1,,,2500 or more  or no clouds.,,,16.0,18.1,No precipitation,6,,,,
25.03.2020 17:00,26.5,750.1,756.4,,60,Wind blowing from the south,4,,,90  or more  but not 100%, ,,,,,,,,,,14.0,18.1,,,,,,
25.03.2020 14:00,27.2,751.0,757.3,-1.7,58,Wind blowing from the south,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,28.1,,,2500 or more  or no clouds.,,,14.0,18.2,No precipitation,12,,,,
25.03.2020 11:00,25.5,752.7,759.0,,67,Wind blowing from the south,5,,,90  or more  but not 100%, ,,,,,,,,,,13.0,18.9,,,,,,
25.03.2020 08:00,19.2,753.5,759.9,0.7,98,Wind blowing from the north-east,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,,,,2500 or more  or no clouds.,,,5.0,18.9,No precipitation,12,,,,
25.03.2020 05:00,18.4,752.8,759.2,,99,Wind blowing from the south-west,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,18.1,23.1,,,,,,0.2,18.2,No precipitation,6,,,,
25.03.2020 02:00,18.7,753.3,759.7,-0.4,97,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,23.1,,,2500 or more  or no clouds.,,,5.0,18.2,Trace of precipitation,12,,,,
24.03.2020 23:00,19.1,753.7,760.0,,96,Wind blowing from the east-southeast,0,,3,,Mist. ,,,18.1,23.1,,,,,,7.0,18.4,Trace of precipitation,6,,,,
24.03.2020 20:00,20.3,753.7,760.0,0.4,92,Wind blowing from the north-northwest,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,23.1,,,1500-2000,,,10.0,19.0,4.0,12,,,,
24.03.2020 17:00,22.3,753.3,759.7,,80,Wind blowing from the north-west,1,,,100%., ,,,,,,,1500-2000,,,12.0,18.7,,,,,,
24.03.2020 14:00,21.4,754.3,760.7,,84,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,24.1,,,2500 or more  or no clouds.,,,10.0,18.6,4.0,12,,,,
24.03.2020 11:00,19.6,756.2,762.6,,95,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,,,,300-600,,,3.8,18.8,4.0,6,,,,
24.03.2020 08:00,18.8,755.5,761.9,,93,Wind blowing from the east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,24.1,,,1000-1500,,,4.4,17.6,No precipitation,12,,,,
24.03.2020 05:00,18.1,754.3,760.7,,95,Wind blowing from the north,1,,5,,Mist. ,,,18.1,24.1,,,,,,3.0,17.3,No precipitation,6,,,,
24.03.2020 02:00,19.0,755.2,761.5,-1.2,92,Wind blowing from the north-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,24.1,,,2500 or more  or no clouds.,,,5.0,17.7,No precipitation,12,,,,
23.03.2020 23:00,20.5,756.4,762.7,,88,Wind blowing from the west-northwest,1,,5,,Mist. ,,,18.7,24.1,,,,,,5.0,18.4,No precipitation,6,,,,
23.03.2020 20:00,21.7,755.4,761.8,,81,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,24.1,,,2500 or more  or no clouds.,,,9.0,18.3,5.0,12,,,,
23.03.2020 17:00,23.6,754.1,760.5,,66,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,,,,,,,,15.0,16.9,,,,,,
23.03.2020 14:00,23.1,755.2,761.5,-0.8,72,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,23.2,,,2500 or more  or no clouds.,,,12.0,17.8,9.0,12,,,,
23.03.2020 11:00,19.1,756.0,762.4,,97,Wind blowing from the south-east,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,,,,300-600,,,4.1,18.6,5.0,6,,,,
23.03.2020 08:00,19.0,756.1,762.5,,95,Wind blowing from the north,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,,,300-600,,,4.3,18.2,6.0,12,,,,
23.03.2020 05:00,19.2,753.4,759.8,,96,Wind blowing from the east-southeast,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.1,,,,,,,3.5,18.5,4.0,6,,,,
23.03.2020 02:00,19.6,755.0,761.4,0.1,95,Wind blowing from the north,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,2500 or more  or no clouds.,,,6.0,18.8,1.0,12,,,,
22.03.2020 23:00,20.2,754.9,761.2,,94,Wind blowing from the east-southeast,2,,16,,Rain  not freezing  intermittent  moderate at time of observation. ,,,20.2,28.5,,,,,,3.8,19.2,1.0,6,,,,
22.03.2020 20:00,21.4,754.3,760.7,,90,Wind blowing from the north,1,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,28.5,,,2500 or more  or no clouds.,,,10.0,19.7,Trace of precipitation,12,,,,
22.03.2020 17:00,22.0,752.7,759.1,,84,Wind blowing from the north-northeast,3,,,90  or more  but not 100%, ,,,,,,,,,,17.0,19.2,,,,,,
22.03.2020 14:00,21.4,753.1,759.4,0.0,81,Wind blowing from the north-east,3,,16,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,28.5,,,1500-2000,,,16.0,18.0,Trace of precipitation,12,,,,
22.03.2020 11:00,26.4,753.1,759.4,,68,Wind blowing from the south-west,2,,5,90  or more  but not 100%, ,,,20.6,28.4,,,,,,13.0,20.0,No precipitation,6,,,,
22.03.2020 08:00,22.1,752.6,758.9,1.5,87,Wind blowing from the north,0,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,28.4,,,2500 or more  or no clouds.,,,9.0,19.8,No precipitation,12,,,,
22.03.2020 05:00,20.7,751.1,757.4,,90,Wind blowing from the north-east,1,,11,, ,,,20.1,28.4,,,,,,12.0,19.0,No precipitation,6,,,,
22.03.2020 02:00,22.6,750.9,757.1,-0.1,80,Wind blowing from the west-southwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,28.4,,,2500 or more  or no clouds.,,,16.0,19.0,No precipitation,12,,,,
21.03.2020 23:00,24.0,751.0,757.2,,74,Wind blowing from the south-southwest,2,,12,, ,,,20.1,28.4,,,,,,17.0,19.1,No precipitation,6,,,,
21.03.2020 20:00,24.7,750.3,756.6,,71,Wind blowing from the south,4,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,28.4,,,600-1000,,,18.0,19.1,No precipitation,12,,,,
21.03.2020 17:00,27.0,749.2,755.5,,64,Wind blowing from the south,4,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,16.0,19.6,,,,,,
21.03.2020 14:00,27.6,750.7,757.0,-1.9,61,Wind blowing from the south-west,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,27.6,,,600-1000,,,17.0,19.4,No precipitation,12,,,,
21.03.2020 11:00,25.4,752.6,758.9,,70,Wind blowing from the south-southwest,3,,,90  or more  but not 100%, ,,,,,,,,,,17.0,19.5,,,,,,
21.03.2020 08:00,21.1,753.1,759.4,,86,Wind blowing from the south-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,26.4,,,1500-2000,,,13.0,18.7,No precipitation,12,,,,
21.03.2020 05:00,20.7,751.7,758.0,,86,Wind blowing from the west-southwest,0,,,, ,,,,,,,,,,13.0,18.3,,,,,,
21.03.2020 02:00,20.7,752.5,758.8,-0.6,83,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,26.4,,,2500 or more  or no clouds.,,,13.0,17.7,No precipitation,12,,,,
20.03.2020 23:00,21.9,753.1,759.4,,76,Wind blowing from the east-southeast,1,,,, ,,,14.1,26.4,,,,,,13.0,17.5,No precipitation,6,,,,
20.03.2020 20:00,23.3,752.4,758.8,0.5,66,Wind blowing from the south-southeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,26.4,,,1500-2000,,,15.0,16.6,No precipitation,12,,,,
20.03.2020 17:00,25.8,751.9,758.3,,50,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,17.0,14.6,,,,,,
20.03.2020 14:00,24.8,753.7,760.0,-2.7,60,Wind blowing from the west-southwest,2,,6,60%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,24.8,,,600-1000,,,16.0,16.5,No precipitation,12,,,,
20.03.2020 11:00,19.2,756.4,762.9,,79,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,22.2,,,,,,11.0,15.5,No precipitation,6,,,,
20.03.2020 08:00,14.5,756.1,762.6,0.9,99,Wind blowing from the west,1,,4,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,22.2,,,2500 or more  or no clouds.,,,0.3,14.3,No precipitation,12,,,,
20.03.2020 05:00,14.6,755.2,761.6,,98,Wind blowing from the west-northwest,0,,4,,Mist. ,,,14.5,22.2,,,,,,5.0,14.3,No precipitation,6,,,,
20.03.2020 02:00,14.9,755.9,762.4,,96,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,22.2,,,2500 or more  or no clouds.,,,5.0,14.3,No precipitation,12,,,,
19.03.2020 23:00,16.6,756.9,763.3,,89,Wind blowing from the south,1,,4,, ,,,14.9,22.2,,,,,,17.0,14.8,No precipitation,6,,,,
19.03.2020 20:00,18.2,755.8,762.2,,85,Wind blowing from the south,1,,4,no clouds, ,,,14.9,22.2,,,,,,11.0,15.6,No precipitation,6,,,,
19.03.2020 17:00,21.9,754.6,761.1,,63,Wind blowing from the south,1,,,60%., ,,,,,,,2500 or more  or no clouds.,,,15.0,14.5,,,,,,
19.03.2020 14:00,20.3,755.6,762.1,,72,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,20.7,,,2500 or more  or no clouds.,,,12.0,15.1,No precipitation,12,,,,
19.03.2020 11:00,18.5,757.0,763.4,,80,Wind blowing from the west,1,,3,90  or more  but not 100%, ,,,14.9,18.7,,,,,,10.0,15.0,No precipitation,6,,,,
19.03.2020 08:00,15.4,756.1,762.7,1.6,96,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,5.0,14.8,No precipitation,12,,,,
19.03.2020 05:00,15.1,754.5,760.9,,94,Wind blowing from the west-northwest,1,,5,,Mist. ,,,12.8,18.7,,,,,,6.0,14.1,No precipitation,6,,,,
19.03.2020 02:00,15.5,754.5,760.9,-1.2,91,Wind blowing from the south-east,1,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,18.7,,,2500 or more  or no clouds.,,,8.0,14.0,No precipitation,12,,,,
18.03.2020 23:00,15.8,755.7,762.2,,87,Wind blowing from the south-southeast,0,,6,, ,,,12.6,18.7,,,,,,13.0,13.6,No precipitation,6,,,,
18.03.2020 20:00,16.1,754.8,761.3,,83,Calm  no wind,0,,,100%., ,,,12.6,18.7,,,2500 or more  or no clouds.,,,14.0,13.2,No precipitation,6,,,,
18.03.2020 17:00,16.8,754.4,760.9,,80,Wind blowing from the south-west,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,12.0,13.3,,,,,,
18.03.2020 14:00,18.2,755.3,761.8,,68,Wind blowing from the west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,18.4,,,2500 or more  or no clouds.,,,9.0,12.2,No precipitation,12,,,,
18.03.2020 11:00,15.9,757.9,764.4,,82,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%, ,,,12.5,15.9,,,,,,8.0,12.8,No precipitation,6,,,,
18.03.2020 08:00,13.3,757.6,764.2,0.7,95,Wind blowing from the north-east,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,13.7,,,1000-1500,,,4.6,12.5,0.6,12,,,,
18.03.2020 05:00,12.8,756.9,763.5,,96,Calm  no wind,0,,,,Mist. ,,,,13.7,,,,,,4.6,12.2,No precipitation,6,,,,
18.03.2020 02:00,12.8,757.6,764.2,-1.2,93,Wind blowing from the south,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,14.0,,,2500 or more  or no clouds.,,,8.0,11.7,2.0,12,,,,
17.03.2020 23:00,12.9,758.8,765.4,,95,Wind blowing from the west-southwest,1,,4,,Mist. ,,,11.8,14.3,,,,,,6.0,12.1,2.0,6,,,,
17.03.2020 20:00,12.9,759.3,765.9,1.4,93,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,15.5,,,300-600,,,7.0,11.8,6.0,12,,,,
17.03.2020 17:00,13.3,757.9,764.5,,90,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,,,,300-600,,,10.0,11.7,4.0,6,,,,
