Local time in Beihai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,26.8,757.8,759.0,0.5,76,Wind blowing from the south-east,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.1,28.4,,,600-1000,,,17.0,22.2,No precipitation,12,,,,
27.03.2020 08:00,24.8,757.3,758.5,1.4,91,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.1,28.4,,,600-1000,,,8.0,23.2,Trace of precipitation,12,,,,
27.03.2020 05:00,24.6,755.9,757.1,-0.6,94,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,,,24.1,28.4,,,2500 or more  or no clouds.,,,7.0,23.6,No precipitation,12,,,,
27.03.2020 02:00,24.1,756.5,757.7,-0.9,96,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.1,28.4,,,2500 or more  or no clouds.,,,5.0,23.4,No precipitation,12,,,,
26.03.2020 23:00,25.1,757.4,758.6,1.3,89,Wind blowing from the east-northeast,2,,8,,Rain (not freezing) not falling as shower(s). ,,,23.6,28.4,,,2500 or more  or no clouds.,,,10.0,23.2,No precipitation,12,,,,
26.03.2020 20:00,26.6,756.1,757.3,0.8,71,Wind blowing from the west-southwest,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,28.4,,,600-1000,,,18.0,20.9,No precipitation,12,,,,
26.03.2020 17:00,27.4,755.3,756.5,,70,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,22.9,28.4,,,600-1000,,,17.0,21.4,No precipitation,6,,,,
26.03.2020 14:00,27.8,756.6,757.8,-1.7,69,Wind blowing from the south-east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,28.0,,,600-1000,,,17.0,21.6,No precipitation,12,,,,
26.03.2020 11:00,26.0,758.3,759.5,,83,Wind blowing from the south-east,4,,9,90  or more  but not 100%, ,,,22.9,28.0,,,600-1000,,,11.0,22.9,No precipitation,6,,,,
26.03.2020 08:00,24.6,757.6,758.8,1.2,89,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,,,,600-1000,,,10.0,22.7,Trace of precipitation,12,,,,
26.03.2020 05:00,24.5,756.4,757.6,,90,Wind blowing from the east-southeast,3,,7,, ,,,22.9,28.0,,,,,,10.0,22.8,No precipitation,6,,,,
26.03.2020 02:00,24.3,756.7,757.9,-0.8,92,Wind blowing from the east-southeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,28.0,,,2500 or more  or no clouds.,,,9.0,22.9,No precipitation,12,,,,
25.03.2020 23:00,23.6,757.5,758.7,,88,Wind blowing from the east,2,,11,, ,,,22.9,28.0,,,,,,12.0,21.5,No precipitation,6,,,,
25.03.2020 20:00,24.5,757.0,758.2,,72,Wind blowing from the north,2,,11,60%., ,,,23.9,28.0,,,600-1000,,,17.0,19.1,No precipitation,6,,,,
25.03.2020 17:00,27.4,755.9,757.1,,66,Wind blowing from the south,2,,11,70 – 80%., ,,,23.9,28.0,,,600-1000,,,21.0,20.5,No precipitation,6,,,,
25.03.2020 14:00,27.1,757.1,758.3,-1.6,74,Wind blowing from the south-southeast,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.9,28.1,,,600-1000,,,16.0,22.1,Trace of precipitation,12,,,,
25.03.2020 11:00,25.6,758.7,759.9,,79,Wind blowing from the south-east,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.9,,,,600-1000,,,13.0,21.7,No precipitation,6,,,,
25.03.2020 08:00,24.2,757.9,759.1,0.9,88,Wind blowing from the south-east,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.9,,,,600-1000,,,10.0,22.1,0.2,12,,,,
25.03.2020 05:00,24.0,757.0,758.2,,89,Wind blowing from the east-southeast,3,,8,, ,,,23.9,28.3,,,,,,9.0,22.1,0.2,6,,,,
25.03.2020 02:00,23.9,757.8,759.0,-1.0,90,Wind blowing from the east,3,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.9,28.3,,,2500 or more  or no clouds.,,,8.0,22.2,0.2,12,,,,
24.03.2020 23:00,24.7,758.8,760.0,,87,Wind blowing from the east,3,,9,, ,,,24.0,28.3,,,,,,10.0,22.4,No precipitation,6,,,,
24.03.2020 20:00,25.0,757.7,758.9,1.0,86,Wind blowing from the south-east,2,,9,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,28.3,,,600-1000,,,6.0,22.5,No precipitation,12,,,,
24.03.2020 17:00,26.0,756.7,757.9,,80,Wind blowing from the south-southwest,3,,9,90  or more  but not 100%, ,,,24.0,28.3,,,600-1000,,,11.0,22.3,No precipitation,6,,,,
24.03.2020 14:00,28.0,758.2,759.4,,66,Wind blowing from the south-southeast,4,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,28.3,,,600-1000,,,23.0,21.1,No precipitation,12,,,,
24.03.2020 11:00,26.5,759.9,761.1,,76,Wind blowing from the south-east,5,,9,70 – 80%., ,,,24.0,29.3,,,600-1000,,,19.0,21.9,No precipitation,6,,,,
24.03.2020 08:00,24.3,759.6,760.8,1.7,88,Wind blowing from the south-east,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,,,,600-1000,,,13.0,22.2,Trace of precipitation,12,,,,
24.03.2020 05:00,24.1,757.9,759.1,,93,Wind blowing from the east-southeast,2,,5,, ,,,23.5,29.3,,,,,,9.0,22.9,No precipitation,6,,,,
24.03.2020 02:00,24.6,758.8,760.0,-0.5,89,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.5,29.3,,,2500 or more  or no clouds.,,,11.0,22.7,No precipitation,12,,,,
23.03.2020 23:00,25.1,759.3,760.5,,77,Wind blowing from the east,1,,,, ,,,23.4,29.3,,,,,,12.0,20.8,No precipitation,6,,,,
23.03.2020 20:00,25.5,757.6,758.8,0.3,72,Wind blowing from the west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.4,29.3,,,600-1000,,,17.0,20.1,No precipitation,12,,,,
23.03.2020 17:00,27.5,757.3,758.5,,70,Wind blowing from the south,1,,5,90  or more  but not 100%, ,,,23.4,29.3,,,600-1000,,,9.0,21.5,No precipitation,6,,,,
23.03.2020 14:00,28.3,758.6,759.8,-2.0,72,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.4,29.3,,,600-1000,,,7.0,22.8,No precipitation,12,,,,
23.03.2020 11:00,25.5,760.6,761.8,,84,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.4,,,,600-1000,,,6.0,22.6,No precipitation,6,,,,
23.03.2020 08:00,24.1,759.4,760.6,,91,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.4,,,,600-1000,,,4.2,22.5,No precipitation,12,,,,
23.03.2020 05:00,23.5,757.8,759.0,,93,Wind blowing from the north-northeast,1,,5,,Mist. ,,,22.8,29.0,,,,,,4.3,22.3,No precipitation,6,,,,
23.03.2020 02:00,24.0,758.2,759.4,-0.7,91,Wind blowing from the north,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.8,29.0,,,2500 or more  or no clouds.,,,5.0,22.4,No precipitation,12,,,,
22.03.2020 23:00,23.9,758.9,760.1,,90,Wind blowing from the east-northeast,2,,6,, ,,,22.7,29.0,,,,,,11.0,22.2,No precipitation,6,,,,
22.03.2020 20:00,25.1,757.7,758.9,0.7,81,Wind blowing from the north-west,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,29.0,,,600-1000,,,16.0,21.6,No precipitation,12,,,,
22.03.2020 17:00,27.3,757.0,758.2,,68,Wind blowing from the west,2,,6,10%  or less  but not 0, ,,,22.6,29.0,,,600-1000,,,26.0,20.9,No precipitation,6,,,,
22.03.2020 14:00,28.0,758.1,759.3,-1.8,67,Wind blowing from the west-northwest,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,29.0,,,600-1000,,,20.0,21.3,No precipitation,12,,,,
22.03.2020 11:00,27.1,759.9,761.1,,69,Wind blowing from the north-northwest,2,,5,20–30%., ,,,22.6,27.3,,,600-1000,,,15.0,20.9,No precipitation,6,,,,
22.03.2020 08:00,23.6,759.1,760.3,1.3,93,Wind blowing from the east-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,,,,,,,4.3,22.4,No precipitation,12,,,,
22.03.2020 05:00,23.4,757.8,759.0,,96,Calm  no wind,0,,,,Mist. ,,,22.1,27.1,,,,,,3.4,22.7,No precipitation,6,,,,
22.03.2020 02:00,23.2,757.8,759.0,-1.0,97,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,27.1,,,2500 or more  or no clouds.,,,4.1,22.7,No precipitation,12,,,,
21.03.2020 23:00,23.0,758.8,760.0,,95,Wind blowing from the east-northeast,1,,6,,Mist. ,,,22.1,27.1,,,,,,5.0,22.2,No precipitation,6,,,,
21.03.2020 20:00,24.1,757.6,758.8,,87,Wind blowing from the east-northeast,0,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,27.1,,,,,,6.0,21.8,0.6,12,,,,
21.03.2020 17:00,26.8,757.1,758.3,,74,Wind blowing from the south-southeast,2,,6,40%., ,,,22.1,27.1,,,600-1000,,,11.0,21.8,No precipitation,6,,,,
21.03.2020 14:00,26.4,758.4,759.6,-1.9,80,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,26.4,,,600-1000,,,9.0,22.7,0.6,12,,,,
21.03.2020 11:00,24.4,760.3,761.5,,87,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,24.5,,,600-1000,,,9.0,22.1,0.6,6,,,,
21.03.2020 08:00,22.4,759.4,760.6,1.9,99,Wind blowing from the south-east,2,,4,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,,,,,600-1000,,,1.7,22.2,Trace of precipitation,12,,,,
21.03.2020 05:00,22.2,757.5,758.7,,99,Wind blowing from the east-southeast,1,,4,,Mist. ,,,19.2,24.5,,,,,,0.7,22.0,No precipitation,6,,,,
21.03.2020 02:00,22.7,758.4,759.6,-1.0,98,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,24.5,,,2500 or more  or no clouds.,,,1.6,22.4,No precipitation,12,,,,
20.03.2020 23:00,22.9,759.4,760.6,,97,Wind blowing from the east,1,,,,Mist. ,,,19.2,24.5,,,,,,2.6,22.4,No precipitation,6,,,,
20.03.2020 20:00,23.0,757.9,759.1,0.6,94,Wind blowing from the south-east,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.5,,,600-1000,,,2.7,22.0,No precipitation,12,,,,
20.03.2020 17:00,24.2,757.3,758.5,,88,Wind blowing from the south-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.5,,,600-1000,,,4.0,22.1,No precipitation,6,,,,
20.03.2020 14:00,23.2,758.5,759.7,-2.4,91,Wind blowing from the east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,23.2,,,600-1000,,,3.5,21.6,No precipitation,12,,,,
20.03.2020 11:00,20.7,760.9,762.2,,94,Wind blowing from the north,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,20.9,,,600-1000,,,2.0,19.7,No precipitation,6,,,,
20.03.2020 08:00,19.8,759.9,761.2,1.4,96,Wind blowing from the north-west,0,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.7,,,600-1000,,,2.7,19.1,Trace of precipitation,12,,,,
20.03.2020 05:00,19.2,758.5,759.8,,94,Wind blowing from the east-northeast,1,,6,,Mist. ,,,,,,,,,,3.8,18.2,No precipitation,6,,,,
20.03.2020 02:00,19.3,759.7,760.9,-0.9,90,Wind blowing from the north,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,20.7,,,2500 or more  or no clouds.,,,7.0,17.6,No precipitation,12,,,,
19.03.2020 23:00,19.3,760.6,761.9,,89,Wind blowing from the north,2,,6,, ,,,17.6,20.7,,,,,,8.0,17.4,No precipitation,6,,,,
19.03.2020 20:00,19.1,759.3,760.6,,90,Wind blowing from the north,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,20.8,,,600-1000,,,11.0,17.4,Trace of precipitation,6,,,,
19.03.2020 17:00,19.1,758.3,759.6,,91,Wind blowing from the north,2,,9,100%., ,,,17.6,22.6,,,600-1000,,,11.0,17.6,No precipitation,6,,,,
19.03.2020 14:00,20.4,759.1,760.4,,85,Wind blowing from the north-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,22.6,,,2500 or more  or no clouds.,,,23.0,17.8,No precipitation,12,,,,
19.03.2020 11:00,18.7,760.9,762.1,,89,Wind blowing from the north,2,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,22.6,,,600-1000,,,30.0,16.9,No precipitation,6,,,,
19.03.2020 08:00,18.5,759.7,761.0,2.2,96,Wind blowing from the north-northwest,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,22.6,,,600-1000,,,2.7,17.9,No precipitation,12,,,,
19.03.2020 05:00,19.9,757.5,758.7,,93,Wind blowing from the north-northwest,1,,4,,Mist. ,,,16.3,22.6,,,,,,4.8,18.7,No precipitation,6,,,,
19.03.2020 02:00,19.8,758.3,759.5,-0.9,93,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,22.6,,,2500 or more  or no clouds.,,,5.0,18.6,No precipitation,12,,,,
18.03.2020 23:00,20.6,759.2,760.5,,93,Wind blowing from the north-northwest,2,,6,,Mist. ,,,16.3,22.6,,,,,,4.2,19.4,No precipitation,6,,,,
18.03.2020 20:00,20.1,758.3,759.6,1.0,90,Wind blowing from the north,1,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,22.6,,,600-1000,,,6.0,18.4,3.0,12,,,,
18.03.2020 17:00,22.6,757.3,758.5,,83,Wind blowing from the north,1,,10,, ,,,16.3,25.1,,,,,,8.0,19.6,No precipitation,6,,,,
18.03.2020 14:00,21.5,758.8,760.0,-2.7,82,Wind blowing from the north-northeast,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,25.6,,,600-1000,,,12.0,18.3,5.0,12,,,,
18.03.2020 11:00,18.0,761.5,762.7,,92,Wind blowing from the north,1,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,,,,600-1000,,,14.0,16.7,5.0,6,,,,
