Local time in Rizhao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 08:00,6.7,762.4,768.5,1.8,42,Wind blowing from the north-northeast,5,,25,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,,,,,,,30.0,-5.3,No precipitation,12,,,,
27.03.2020 05:00,6.3,760.6,766.7,1.0,51,Wind blowing from the north-northeast,5,,25,,Cloud development not observed or not observable. ,,,6.1,,,,2500 or more  or no clouds.,,,30.0,-3.1,No precipitation,12,,,,
27.03.2020 02:00,6.9,759.6,765.6,0.9,50,Wind blowing from the north-northeast,9,,25,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,14.1,,,2500 or more  or no clouds.,,,30.0,-2.8,No precipitation,12,,,,
26.03.2020 23:00,6.7,758.7,764.7,2.0,73,Wind blowing from the north-northeast,12,,25,,Cloud development not observed or not observable. ,,,6.2,14.1,,,2500 or more  or no clouds.,,,26.0,2.2,0.5,12,,,,
26.03.2020 20:00,6.3,756.7,762.8,3.0,83,Wind blowing from the north-northeast,14,,25,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,14.1,,,2500 or more  or no clouds.,,,30.0,3.6,3.0,12,,,,
26.03.2020 17:00,8.3,753.7,759.7,,87,Wind blowing from the north,14,,22,90  or more  but not 100%, ,,,8.3,14.1,,,600-1000,,,12.0,6.3,0.5,6,,,,
26.03.2020 14:00,13.6,752.7,758.6,-0.9,87,Wind blowing from the north-northeast,5,,10,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,13.6,,,600-1000,,,4.2,11.5,3.0,12,,,,
26.03.2020 11:00,11.7,753.6,759.6,,97,Wind blowing from the south-west,1,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,11.7,,,600-1000,,,2.1,11.2,2.0,6,,,,
26.03.2020 08:00,10.3,752.8,758.8,0.4,98,Wind blowing from the north-east,1,,7,90  or more  but not 100%,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,9.1,11.8,,,600-1000,,,2.1,10.0,0.3,12,,,,
26.03.2020 05:00,9.5,752.4,758.4,,98,Wind blowing from the east-northeast,3,,9,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,,,,,,,,0.3,9.2,No precipitation,6,,,,
26.03.2020 02:00,9.4,753.0,759.0,-0.5,95,Wind blowing from the east-northeast,4,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,4.3,8.6,7.0,12,,,,
25.03.2020 23:00,9.2,753.5,759.5,,95,Wind blowing from the east-northeast,3,,9,,Mist. ,,,8.0,,,,,,,6.0,8.4,0.6,6,,,,
25.03.2020 20:00,9.5,753.7,759.7,0.9,96,Wind blowing from the east-northeast,4,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,600-1000,,,6.0,8.9,10.0,12,,,,
25.03.2020 17:00,9.2,752.8,758.8,,97,Wind blowing from the east-southeast,5,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.0,,,,600-1000,,,2.5,8.7,9.0,6,,,,
25.03.2020 14:00,9.5,754.0,760.0,-1.6,97,Wind blowing from the east-southeast,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,600-1000,,,1.8,9.0,3.0,12,,,,
25.03.2020 11:00,10.1,755.6,761.6,,92,Wind blowing from the south-southeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,600-1000,,,5.0,8.9,0.2,6,,,,
25.03.2020 08:00,9.9,756.0,762.0,0.2,82,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,600-1000,,,9.0,7.0,No precipitation,12,,,,
25.03.2020 05:00,9.0,755.8,761.8,,72,Wind blowing from the east,1,,8,, ,,,8.0,,,,,,,30.0,4.2,No precipitation,6,,,,
25.03.2020 02:00,8.2,756.7,762.7,-0.8,83,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,16.4,,,2500 or more  or no clouds.,,,19.0,5.5,No precipitation,12,,,,
24.03.2020 23:00,9.7,757.5,763.5,,72,Wind blowing from the south-southeast,1,,,, ,,,8.9,16.4,,,,,,17.0,4.9,No precipitation,6,,,,
24.03.2020 20:00,10.5,757.6,763.6,,59,Wind blowing from the south-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,16.4,,,,,,24.0,2.8,No precipitation,12,,,,
24.03.2020 14:00,15.4,758.5,764.4,-1.4,32,Wind blowing from the south,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,19.7,,,,,,30.0,-1.2,No precipitation,12,,,,
24.03.2020 11:00,14.7,759.9,765.8,,42,Wind blowing from the south-southeast,4,,6,no clouds, ,,,8.9,20.0,,,,,,12.0,1.9,No precipitation,6,,,,
24.03.2020 08:00,12.9,759.8,765.7,,63,Wind blowing from the south-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,,,,8.0,6.0,No precipitation,12,,,,
24.03.2020 05:00,9.5,758.9,764.8,,63,Wind blowing from the east-southeast,1,,4,, ,,,8.2,20.0,,,,,,12.0,2.8,No precipitation,6,,,,
24.03.2020 02:00,12.1,759.2,765.1,0.0,53,Wind blowing from the west-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,20.0,,,2500 or more  or no clouds.,,,13.0,2.8,No precipitation,12,,,,
23.03.2020 23:00,12.5,759.2,765.1,,52,Wind blowing from the west,2,,6,, ,,,8.2,20.0,,,,,,16.0,2.9,No precipitation,6,,,,
23.03.2020 20:00,14.3,759.1,765.1,0.6,38,Wind blowing from the west-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,20.0,,,,,,11.0,0.2,No precipitation,12,,,,
23.03.2020 17:00,17.7,758.5,764.4,,25,Wind blowing from the south,3,,6,no clouds, ,,,8.2,20.0,,,,,,15.0,-2.6,No precipitation,6,,,,
23.03.2020 14:00,19.4,759.1,765.1,-1.4,23,Wind blowing from the south-southeast,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,20.0,,,,,,16.0,-2.2,No precipitation,12,,,,
23.03.2020 11:00,18.3,760.5,766.4,,27,Wind blowing from the east-southeast,4,,,no clouds, ,,,8.2,19.8,,,,,,17.0,-1.0,No precipitation,6,,,,
23.03.2020 08:00,12.5,760.3,766.3,,28,Wind blowing from the west-northwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,16.5,,,,,,27.0,-5.5,No precipitation,12,,,,
23.03.2020 05:00,8.6,759.6,765.6,,35,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,30.0,-6.0,,,,,,
23.03.2020 02:00,9.3,759.6,765.6,,35,Wind blowing from the west-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,16.5,,,2500 or more  or no clouds.,,,29.0,-5.4,No precipitation,12,,,,
22.03.2020 23:00,9.0,759.6,765.6,,36,Wind blowing from the west-northwest,3,,8,, ,,,8.4,16.5,,,,,,29.0,-5.3,No precipitation,6,,,,
22.03.2020 20:00,10.1,759.1,765.1,0.9,29,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,17.1,,,2500 or more  or no clouds.,,,30.0,-7.1,No precipitation,12,,,,
22.03.2020 17:00,11.8,758.2,764.2,,19,Wind blowing from the south,4,,8,20–30%., ,,,8.4,,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,6,,,,
22.03.2020 14:00,12.7,758.6,764.6,-0.5,31,Wind blowing from the south-east,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,,,,27.0,-4.0,No precipitation,12,,,,
22.03.2020 11:00,16.3,759.1,765.0,,26,Wind blowing from the east,4,,9,no clouds, ,,,8.4,,,,,,,23.0,-3.2,No precipitation,6,,,,
22.03.2020 08:00,10.3,758.9,764.8,1.9,43,Wind blowing from the north-east,3,,16,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,2500 or more  or no clouds.,,,21.0,-2.0,No precipitation,12,,,,
22.03.2020 05:00,9.0,757.0,762.9,,56,Wind blowing from the north-northeast,4,,20,, ,,,8.4,,,,,,,14.0,0.5,No precipitation,6,,,,
22.03.2020 02:00,8.8,756.1,761.8,0.6,71,Wind blowing from the north-northeast,4,,20,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,30.1,,,2500 or more  or no clouds.,,,7.0,3.8,No precipitation,12,,,,
21.03.2020 23:00,9.6,755.5,761.3,,82,Wind blowing from the east,4,,20,,Haze. ,,,9.6,30.1,,,,,,6.0,6.7,No precipitation,6,,,,
21.03.2020 20:00,17.1,752.6,758.5,,41,Wind blowing from the north-northeast,7,,20,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,30.1,,,,,,7.0,3.8,No precipitation,12,,,,
21.03.2020 17:00,25.5,748.6,754.3,,33,Wind blowing from the north-northeast,1,,12,no clouds, ,,,12.3,30.1,,,,,,11.0,8.1,No precipitation,6,,,,
21.03.2020 14:00,29.2,748.7,754.4,-1.9,19,Wind blowing from the west-southwest,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.4,,,,,,17.0,3.2,No precipitation,12,,,,
21.03.2020 11:00,25.1,750.6,756.3,,36,Wind blowing from the west-southwest,3,,8,no clouds, ,,,12.3,25.1,,,,,,9.0,9.0,No precipitation,6,,,,
21.03.2020 08:00,16.2,751.4,757.2,0.7,59,Wind blowing from the west-northwest,3,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,23.3,,,,,,6.0,8.2,No precipitation,12,,,,
21.03.2020 05:00,16.0,750.7,756.5,,57,Wind blowing from the west,1,,12,, ,,,6.9,23.3,,,,,,9.0,7.5,No precipitation,6,,,,
21.03.2020 02:00,17.2,751.0,756.7,-0.3,52,Wind blowing from the west-northwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,23.3,,,2500 or more  or no clouds.,,,13.0,7.3,No precipitation,12,,,,
20.03.2020 23:00,17.3,751.3,757.0,,50,Wind blowing from the west,3,,14,, ,,,,23.3,,,,,,12.0,6.8,No precipitation,6,,,,
20.03.2020 20:00,20.1,750.0,755.8,,37,Wind blowing from the west-southwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,23.3,,,,,,14.0,5.0,No precipitation,12,,,,
20.03.2020 17:00,23.0,748.3,754.2,,17,Wind blowing from the west,7,,14,no clouds, ,,,6.7,23.3,,,,,,16.0,-3.3,No precipitation,6,,,,
20.03.2020 14:00,21.3,750.1,756.0,-2.8,25,Wind blowing from the south-west,6,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,21.5,,,,,,16.0,0.5,No precipitation,12,,,,
20.03.2020 11:00,18.0,752.9,758.8,,23,Wind blowing from the west-southwest,7,,,no clouds, ,,,6.7,18.0,,,,,,12.0,-3.4,No precipitation,6,,,,
20.03.2020 08:00,11.4,754.3,760.3,-0.3,41,Wind blowing from the west-southwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,,,,14.0,-1.4,No precipitation,12,,,,
20.03.2020 05:00,7.0,754.6,760.6,,71,Wind blowing from the west-southwest,2,,8,, ,,,6.7,17.9,,,,,,25.0,2.1,No precipitation,6,,,,
20.03.2020 02:00,9.4,756.5,762.4,-1.0,45,Wind blowing from the south-southwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,17.9,,,2500 or more  or no clouds.,,,30.0,-1.9,No precipitation,12,,,,
19.03.2020 23:00,8.7,757.5,763.5,,41,Wind blowing from the south,1,,13,, ,,,8.7,18.9,,,,,,30.0,-4.1,No precipitation,6,,,,
19.03.2020 20:00,9.4,756.8,762.8,,41,Wind blowing from the north-east,1,,17,no clouds, ,,,9.3,20.7,,,,,,30.0,-3.2,No precipitation,6,,,,
19.03.2020 17:00,16.4,755.0,760.9,,11,Wind blowing from the north,4,,17,no clouds, ,,,9.3,23.6,,,,,,30.0,-14.1,No precipitation,6,,,,
19.03.2020 14:00,17.3,754.9,760.8,,10,Wind blowing from the north-northeast,7,,24,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,23.9,,,,,,30.0,-14.6,No precipitation,12,,,,
19.03.2020 11:00,15.5,755.9,761.8,,12,Wind blowing from the north-northwest,7,,27,no clouds, ,,,9.3,23.9,,,,,,30.0,-13.8,No precipitation,6,,,,
19.03.2020 08:00,11.8,755.3,761.2,,16,Wind blowing from the north,5,,27,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,23.9,,,,,,30.0,-13.2,No precipitation,12,,,,
19.03.2020 05:00,9.7,753.5,759.4,,22,Wind blowing from the north,8,,27,, ,,,9.6,23.9,,,,,,30.0,-11.0,No precipitation,6,,,,
19.03.2020 02:00,13.4,751.8,757.6,3.6,16,Wind blowing from the north,15,,27,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,23.9,,,2500 or more  or no clouds.,,,10.0,-11.9,No precipitation,12,,,,
18.03.2020 23:00,18.9,748.2,754.0,,41,Wind blowing from the west-southwest,7,,,, ,,,,23.9,,,,,,19.0,5.4,No precipitation,6,,,,
18.03.2020 20:00,20.6,748.4,754.2,0.6,34,Wind blowing from the west-southwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,23.9,,,,,,17.0,4.2,No precipitation,12,,,,
