Local time in Longzi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 05:00,-3.7,476.4,754.4,,76,Wind blowing from the north-northeast,0,,15,, ,,,-10.9,14.2,,,,,,30.0,-7.3,No precipitation,6,,,,
26.03.2020 02:00,0.5,476.4,752.8,,45,Wind blowing from the north-northeast,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.2,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,12,,,,
25.03.2020 20:00,7.1,474.1,758.4,0.5,28,Wind blowing from the south,4,,15,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.2,,,1000-1500,,,30.0,-10.2,No precipitation,12,,,,
25.03.2020 17:00,12.4,473.6,751.9,,15,Wind blowing from the south-west,6,,,, ,,,-10.9,14.2,,,,,,30.0,-13.5,No precipitation,6,,,,
25.03.2020 14:00,10.6,475.5,754.7,-2.5,12,Wind blowing from the east-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,10.6,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
25.03.2020 11:00,1.7,478.0,760.6,,28,Wind blowing from the north-west,2,,4,, ,,,-10.9,,,,,,,30.0,-14.9,No precipitation,6,,,,
25.03.2020 08:00,-10.8,477.8,765.1,0.4,72,Wind blowing from the west,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,9.8,,,2500 or more  or no clouds.,,,23.0,-14.9,No precipitation,12,,,,
25.03.2020 05:00,-7.1,477.4,761.2,,79,Wind blowing from the north-west,1,,12,, ,,,-7.6,9.8,,,,,,30.0,-10.1,No precipitation,6,,,,
25.03.2020 02:00,-4.8,477.8,761.6,,72,Wind blowing from the north-east,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,9.8,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,12,,,,
24.03.2020 20:00,5.8,475.4,756.3,,19,Wind blowing from the north,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,9.8,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
24.03.2020 14:00,5.3,476.7,756.7,-1.2,34,Wind blowing from the south-west,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-3.8,7.3,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,12,,,,
24.03.2020 11:00,3.2,477.9,759.0,,58,Wind blowing from the east-northeast,2,,5,, ,,,-3.8,7.3,,,,,,30.0,-4.3,No precipitation,6,,,,
24.03.2020 08:00,-2.9,476.5,759.4,0.7,81,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,7.3,,,2500 or more  or no clouds.,,,30.0,-5.7,No precipitation,12,,,,
24.03.2020 05:00,-1.6,475.8,756.4,,76,Wind blowing from the south-east,2,,,, ,,,-2.8,7.3,,,,,,30.0,-5.3,No precipitation,6,,,,
24.03.2020 02:00,0.3,476.6,756.4,,63,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,7.3,,,2500 or more  or no clouds.,,,30.0,-5.9,No precipitation,12,,,,
23.03.2020 20:00,3.6,475.1,757.0,0.5,44,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,7.3,,,2500 or more  or no clouds.,,,30.0,-7.5,No precipitation,12,,,,
23.03.2020 17:00,5.5,474.6,754.6,,36,Wind blowing from the south-southeast,5,,,90  or more  but not 100%, ,,,-2.8,7.3,,,600-1000,,,30.0,-8.7,No precipitation,6,,,,
23.03.2020 14:00,5.5,476.7,757.8,-1.2,37,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.3,,,2500 or more  or no clouds.,,,30.0,-8.0,0.3,12,,,,
23.03.2020 11:00,0.7,477.9,762.5,,58,Wind blowing from the east,3,,,, ,,,-2.8,,,,,,,30.0,-6.8,No precipitation,6,,,,
23.03.2020 08:00,-2.7,476.8,762.5,0.1,81,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,,,,2500 or more  or no clouds.,,,30.0,-5.5,1.0,12,,,,
23.03.2020 05:00,-1.9,476.7,758.4,,93,Wind blowing from the east-southeast,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,-2.9,6.3,,,,,,24.0,-2.9,0.3,6,,,,
23.03.2020 02:00,-1.7,477.5,759.8,,90,Wind blowing from the south-southeast,1,,9,,Intermittent fall of snowflakes  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.3,,,2500 or more  or no clouds.,,,11.0,-3.1,0.7,12,,,,
22.03.2020 20:00,-0.7,476.9,762.7,1.3,90,Wind blowing from the east-southeast,3,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.3,,,2500 or more  or no clouds.,,,7.0,-2.1,Trace of precipitation,12,,,,
22.03.2020 17:00,4.7,475.6,757.3,,38,Wind blowing from the west,3,,6,, ,,,-2.9,6.3,,,,,,14.0,-8.4,No precipitation,6,,,,
22.03.2020 14:00,4.3,477.2,759.4,-1.2,38,Wind blowing from the north,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,8.9,,,2500 or more  or no clouds.,,,30.0,-8.8,0.4,12,,,,
22.03.2020 11:00,-0.3,478.4,763.4,,70,Wind blowing from the west,2,,,, ,,,-2.9,,,,,,,30.0,-5.1,No precipitation,6,,,,
22.03.2020 08:00,-2.7,477.2,763.2,0.7,79,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-5.8,1.0,12,,,,
22.03.2020 05:00,-2.8,476.5,757.9,,88,Wind blowing from the east,2,,16,, ,,,-7.6,8.9,,,,,,30.0,-4.5,0.8,6,,,,
22.03.2020 02:00,-1.9,477.4,758.9,,88,Wind blowing from the north-northeast,1,,16,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,8.9,,,2500 or more  or no clouds.,,,3.6,-3.6,0.7,12,,,,
21.03.2020 20:00,-0.8,475.8,764.0,2.5,76,Wind blowing from the north,1,,16,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,8.9,,,2500 or more  or no clouds.,,,7.0,-4.5,No precipitation,12,,,,
21.03.2020 17:00,5.9,473.3,752.8,,25,Calm  no wind,0,,,, ,,,-7.6,8.9,,,,,,17.0,-12.6,No precipitation,6,,,,
21.03.2020 14:00,5.8,474.6,754.0,-2.1,20,Wind blowing from the south-southeast,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,8.3,,,1000-1500,,,30.0,-15.4,No precipitation,12,,,,
21.03.2020 11:00,1.5,476.7,758.2,,39,Wind blowing from the east-northeast,1,,7,10%  or less  but not 0, ,,,-7.6,8.3,,,1000-1500,,,30.0,-11.0,No precipitation,6,,,,
21.03.2020 08:00,-7.5,475.7,761.4,0.8,81,Wind blowing from the north,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,8.3,,,1000-1500,,,30.0,-10.3,No precipitation,12,,,,
21.03.2020 05:00,-2.8,474.9,754.5,,66,Wind blowing from the east-southeast,2,,,, ,,,-6.6,8.3,,,,,,30.0,-8.3,No precipitation,6,,,,
21.03.2020 02:00,-1.1,475.2,753.8,,60,Wind blowing from the east-northeast,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,8.3,,,2500 or more  or no clouds.,,,30.0,-7.9,No precipitation,12,,,,
20.03.2020 20:00,3.0,473.7,757.6,0.9,27,Wind blowing from the south-southwest,4,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,8.3,,,2500 or more  or no clouds.,,,29.0,-14.2,No precipitation,12,,,,
20.03.2020 17:00,7.4,472.8,752.4,,19,Wind blowing from the west-southwest,6,,16,70 – 80%., ,,,-6.6,10.1,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,6,,,,
20.03.2020 14:00,7.6,474.1,752.3,-1.8,13,Wind blowing from the south,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,10.1,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
20.03.2020 11:00,2.0,475.9,757.0,,36,Wind blowing from the north-northwest,2,,,, ,,,-6.6,10.1,,,,,,30.0,-11.5,No precipitation,6,,,,
20.03.2020 08:00,-6.4,475.5,759.1,0.4,74,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,10.1,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,12,,,,
20.03.2020 05:00,-4.7,475.1,754.5,,71,Wind blowing from the west-northwest,1,,,, ,,,-5.2,10.1,,,,,,30.0,-9.3,No precipitation,6,,,,
20.03.2020 02:00,-1.5,475.4,754.7,,63,Wind blowing from the east,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,10.1,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,12,,,,
19.03.2020 20:00,4.9,473.4,754.9,,24,Wind blowing from the west-northwest,5,,,, ,,,-5.2,10.1,,,,,,30.0,-14.0,No precipitation,6,,,,
19.03.2020 17:00,9.7,472.4,748.5,,13,Wind blowing from the west-southwest,7,,14,20–30%., ,,,-5.2,10.0,,,1000-1500,,,14.0,-17.4,No precipitation,6,,,,
19.03.2020 14:00,6.9,474.4,752.4,-1.7,26,Wind blowing from the south-east,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,11.0,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
19.03.2020 11:00,2.3,476.1,757.6,,44,Wind blowing from the east,3,,8,40%., ,,,-5.2,11.0,,,600-1000,,,30.0,-8.7,No precipitation,6,,,,
19.03.2020 08:00,-5.0,475.4,761.1,0.5,80,Wind blowing from the north-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,,,,2500 or more  or no clouds.,,,30.0,-7.9,No precipitation,12,,,,
19.03.2020 05:00,-1.8,474.9,753.1,,70,Wind blowing from the east-southeast,2,,,, ,,,-6.6,11.0,,,,,,30.0,-6.7,No precipitation,6,,,,
19.03.2020 02:00,-0.1,475.9,753.7,,60,Wind blowing from the east,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,11.0,,,2500 or more  or no clouds.,,,30.0,-7.1,0.5,12,,,,
18.03.2020 20:00,0.3,475.2,761.5,1.6,76,Wind blowing from the east-northeast,5,,11,,Rain and snow or ice pellets not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,11.0,,,2500 or more  or no clouds.,,,30.0,-3.4,0.5,12,,,,
18.03.2020 17:00,8.5,473.6,751.6,,21,Wind blowing from the north-northwest,4,,11,, ,,,-6.6,12.5,,,,,,30.0,-12.6,No precipitation,6,,,,
18.03.2020 14:00,8.7,475.3,752.5,-2.3,23,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,12.8,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
18.03.2020 11:00,2.1,477.6,759.4,,51,Wind blowing from the west-southwest,1,,9,, ,,,-6.6,12.8,,,,,,30.0,-7.0,No precipitation,6,,,,
18.03.2020 08:00,-6.3,476.7,760.6,0.7,82,Wind blowing from the north,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,12.8,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,12,,,,
18.03.2020 05:00,-2.5,476.0,753.7,,72,Wind blowing from the east-northeast,1,,12,, ,,,-10.4,12.8,,,,,,30.0,-7.0,No precipitation,6,,,,
18.03.2020 02:00,0.2,476.6,754.4,,55,Wind blowing from the east,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.8,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,12,,,,
17.03.2020 20:00,5.8,474.6,759.6,0.9,27,Wind blowing from the south,5,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,12.8,,,1000-1500,,,30.0,-11.8,No precipitation,12,,,,
17.03.2020 17:00,11.2,473.7,753.5,,12,Wind blowing from the south-southwest,5,,9,no clouds, ,,,-10.4,12.8,,,,,,30.0,-17.2,No precipitation,6,,,,
17.03.2020 14:00,8.9,476.1,756.8,-2.7,13,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,8.9,,,,,,30.0,-18.0,No precipitation,12,,,,
17.03.2020 11:00,0.5,478.8,763.4,,31,Wind blowing from the north-east,1,,4,no clouds, ,,,-10.4,7.5,,,,,,30.0,-14.7,No precipitation,6,,,,
17.03.2020 08:00,-10.3,478.4,767.2,0.6,61,Wind blowing from the west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,7.5,,,1000-1500,,,30.0,-16.4,No precipitation,12,,,,
17.03.2020 05:00,-8.3,477.8,763.0,,63,Wind blowing from the north-northwest,1,,,, ,,,-9.3,7.5,,,,,,30.0,-14.1,No precipitation,6,,,,
17.03.2020 02:00,-4.9,478.2,762.3,,49,Wind blowing from the north,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,7.5,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
