Local time in Yuanping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,7.0,688.0,759.0,,59,Wind blowing from the north,6,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,21.6,,,2500 or more  or no clouds.,,,30.0,-0.5,2.0,12,,,,
25.03.2020 20:00,17.6,683.2,753.8,,42,Wind blowing from the east-southeast,2,,,100%., ,,,8.2,21.6,,,2500 or more  or no clouds.,,,15.0,4.5,No precipitation,6,,,,
25.03.2020 17:00,21.6,682.6,752.5,,33,Wind blowing from the south,2,,6,70 – 80%., ,,,8.2,21.6,,,2500 or more  or no clouds.,,,23.0,4.7,No precipitation,6,,,,
25.03.2020 14:00,20.1,684.1,754.3,-2.4,39,Wind blowing from the south,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,20.1,,,2500 or more  or no clouds.,,,18.0,5.7,0.1,12,,,,
25.03.2020 11:00,14.9,686.5,757.0,,58,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,8.2,18.7,,,2500 or more  or no clouds.,,,15.0,6.7,No precipitation,6,,,,
25.03.2020 08:00,8.8,686.6,757.8,0.4,84,Wind blowing from the west-northwest,1,,6,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,18.7,,,2500 or more  or no clouds.,,,8.0,6.2,4.0,12,,,,
25.03.2020 05:00,8.9,686.2,757.0,,84,Wind blowing from the north-east,2,,6,,Mist. ,,,7.4,18.7,,,,,,6.0,6.3,4.0,6,,,,
25.03.2020 02:00,10.5,687.4,758.3,,82,Wind blowing from the west-northwest,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,18.7,,,2500 or more  or no clouds.,,,6.0,7.6,4.0,12,,,,
24.03.2020 20:00,15.9,686.3,757.4,0.4,44,Wind blowing from the west-northwest,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,18.7,,,2500 or more  or no clouds.,,,20.0,3.7,No precipitation,12,,,,
24.03.2020 17:00,18.4,685.9,756.7,,36,Wind blowing from the south-east,2,,,40%., ,,,7.4,20.5,,,2500 or more  or no clouds.,,,25.0,3.1,No precipitation,6,,,,
24.03.2020 14:00,16.3,687.7,758.5,,43,Wind blowing from the south-southeast,4,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,21.2,,,2500 or more  or no clouds.,,,19.0,3.7,No precipitation,12,,,,
24.03.2020 11:00,12.8,690.4,761.7,,54,Wind blowing from the south-southwest,2,,6,100%., ,,,7.4,,,,2500 or more  or no clouds.,,,13.0,3.7,No precipitation,6,,,,
24.03.2020 08:00,9.1,690.7,762.3,,69,Wind blowing from the south,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,21.2,,,2500 or more  or no clouds.,,,12.0,3.7,0.2,12,,,,
24.03.2020 02:00,11.4,691.3,762.0,,51,Wind blowing from the south,2,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,21.2,,,2500 or more  or no clouds.,,,20.0,1.6,0.2,12,,,,
23.03.2020 20:00,15.8,689.5,761.2,,19,Wind blowing from the south-southeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,21.2,,,2500 or more  or no clouds.,,,29.0,-7.8,No precipitation,12,,,,
23.03.2020 17:00,20.4,688.8,760.0,,10,Wind blowing from the south-southeast,3,,9,90  or more  but not 100%, ,,,4.9,21.2,,,1000-1500,,,30.0,-12.2,No precipitation,6,,,,
23.03.2020 14:00,20.4,690.5,761.5,-2.7,9,Wind blowing from the south,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,20.7,,,1000-1500,,,30.0,-13.5,No precipitation,12,,,,
23.03.2020 11:00,15.8,693.2,764.7,,13,Wind blowing from the south,2,,5,90  or more  but not 100%, ,,,4.9,20.0,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,6,,,,
23.03.2020 08:00,6.8,693.5,766.0,,23,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,20.0,,,,,,30.0,-12.9,No precipitation,12,,,,
23.03.2020 05:00,5.4,692.6,764.3,,21,Wind blowing from the west-northwest,1,,6,, ,,,4.1,20.0,,,,,,30.0,-15.2,No precipitation,6,,,,
23.03.2020 02:00,8.6,692.4,763.9,,18,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,20.0,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
22.03.2020 20:00,13.6,690.8,763.1,,16,Wind blowing from the west-northwest,1,,5,no clouds, ,,,4.1,20.0,,,,,,25.0,-11.7,No precipitation,6,,,,
22.03.2020 17:00,19.7,689.8,761.2,,9,Wind blowing from the east,2,,,no clouds, ,,,4.1,20.0,,,,,,30.0,-14.1,No precipitation,6,,,,
22.03.2020 14:00,18.3,691.5,762.9,-2.2,11,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,20.4,,,,,,30.0,-12.7,No precipitation,12,,,,
22.03.2020 11:00,13.6,693.7,765.7,,18,Wind blowing from the south-east,2,,9,no clouds, ,,,4.1,20.4,,,,,,30.0,-10.3,No precipitation,6,,,,
22.03.2020 08:00,5.8,693.6,766.1,1.3,32,Wind blowing from the north-east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,20.4,,,,,,30.0,-9.6,No precipitation,12,,,,
22.03.2020 05:00,5.6,692.3,764.2,,30,Wind blowing from the north-northwest,3,,9,, ,,,5.6,20.4,,,,,,30.0,-10.6,No precipitation,6,,,,
22.03.2020 02:00,8.4,691.8,763.0,,25,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,20.4,,,2500 or more  or no clouds.,,,30.0,-10.5,No precipitation,12,,,,
21.03.2020 20:00,13.7,689.3,760.9,,11,Wind blowing from the north-west,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,20.4,,,,,,30.0,-16.2,No precipitation,12,,,,
21.03.2020 17:00,18.4,687.1,758.3,,10,Wind blowing from the north,5,,12,70 – 80%., ,,,6.2,21.6,,,1000-1500,,,30.0,-13.8,No precipitation,6,,,,
21.03.2020 14:00,19.9,686.9,757.5,-0.5,9,Wind blowing from the north-northwest,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,21.8,,,1000-1500,,,30.0,-13.9,No precipitation,12,,,,
21.03.2020 11:00,18.3,687.4,757.9,,15,Wind blowing from the south-southwest,2,,5,20–30%., ,,,6.2,22.0,,,2500 or more  or no clouds.,,,30.0,-8.8,No precipitation,6,,,,
21.03.2020 08:00,9.4,687.0,758.0,1.3,26,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,22.0,,,,,,24.0,-9.1,No precipitation,12,,,,
21.03.2020 05:00,6.8,685.7,756.3,,29,Wind blowing from the north-northwest,2,,6,, ,,,3.7,22.0,,,,,,30.0,-10.0,No precipitation,6,,,,
21.03.2020 02:00,9.5,685.2,755.4,,24,Wind blowing from the north-west,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,22.0,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,12,,,,
20.03.2020 20:00,16.5,683.8,755.1,1.2,13,Wind blowing from the west-northwest,2,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,22.0,,,1000-1500,,,30.0,-12.0,No precipitation,12,,,,
20.03.2020 17:00,21.6,682.6,753.1,,6,Wind blowing from the north-west,4,,13,20–30%., ,,,3.7,22.0,,,1000-1500,,,30.0,-17.5,No precipitation,6,,,,
20.03.2020 14:00,21.4,683.1,753.2,,7,Wind blowing from the north-northwest,7,,13,50%., ,,,3.7,22.0,,,1000-1500,,,30.0,-15.8,No precipitation,6,,,,
20.03.2020 11:00,17.7,684.6,755.0,,10,Wind blowing from the south-southeast,3,,6,50%., ,,,3.7,18.3,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,6,,,,
20.03.2020 08:00,5.3,684.8,756.4,0.3,24,Wind blowing from the north-west,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,18.3,,,2500 or more  or no clouds.,,,20.0,-13.6,No precipitation,12,,,,
20.03.2020 05:00,5.0,684.5,755.7,,21,Wind blowing from the north,2,,6,, ,,,1.3,18.3,,,,,,30.0,-15.5,No precipitation,6,,,,
20.03.2020 02:00,8.5,685.3,756.4,,15,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,18.3,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
19.03.2020 20:00,14.2,686.0,757.9,,9,Wind blowing from the south-southeast,1,,6,20–30%., ,,,1.3,18.3,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,6,,,,
19.03.2020 17:00,17.6,685.9,757.2,,4,Wind blowing from the south-southeast,2,,10,50%., ,,,1.3,18.3,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,6,,,,
19.03.2020 14:00,15.5,688.0,759.9,,5,Wind blowing from the south-southeast,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,20.3,,,,,,30.0,-24.0,No precipitation,12,,,,
19.03.2020 11:00,11.4,690.7,763.3,,12,Wind blowing from the south-southeast,2,,10,no clouds, ,,,1.3,21.1,,,,,,30.0,-17.0,No precipitation,6,,,,
19.03.2020 08:00,4.4,690.8,764.1,0.7,19,Wind blowing from the south,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,,,,30.0,-17.2,No precipitation,12,,,,
19.03.2020 05:00,5.7,690.1,761.8,,11,Wind blowing from the north-northwest,3,,19,, ,,,3.1,21.1,,,,,,30.0,-22.5,No precipitation,6,,,,
19.03.2020 02:00,5.0,690.8,762.4,,18,Wind blowing from the north-northwest,4,,21,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,21.1,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
18.03.2020 20:00,7.9,689.8,762.4,4.8,19,Wind blowing from the north,4,,21,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,21.1,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
18.03.2020 17:00,16.8,685.0,756.4,,4,Wind blowing from the north-west,10,,21,70 – 80%., ,,,3.1,21.1,,,2500 or more  or no clouds.,,,14.0,-25.6,No precipitation,6,,,,
18.03.2020 14:00,19.8,683.8,754.6,,7,Wind blowing from the north-west,9,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,23.2,,,,,,26.0,-17.1,No precipitation,12,,,,
18.03.2020 11:00,19.0,684.6,755.2,,8,Wind blowing from the east,3,,,20–30%., ,,,3.1,23.2,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,6,,,,
18.03.2020 08:00,8.5,686.5,758.0,-0.1,8,Wind blowing from the south-east,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
18.03.2020 05:00,4.5,686.6,757.8,,14,Wind blowing from the north-east,1,,8,, ,,,3.0,23.2,,,,,,30.0,-20.7,No precipitation,6,,,,
18.03.2020 02:00,5.1,687.7,759.1,,15,Wind blowing from the south-east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,23.2,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
17.03.2020 20:00,13.7,688.6,760.6,,6,Wind blowing from the west-southwest,0,,13,20–30%., ,,,3.0,23.2,,,2500 or more  or no clouds.,,,25.0,-23.3,No precipitation,6,,,,
17.03.2020 17:00,19.9,688.6,759.8,,8,Wind blowing from the north-west,5,,13,20–30%., ,,,3.0,23.2,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,6,,,,
17.03.2020 14:00,19.4,689.8,760.7,-2.4,1,Wind blowing from the north-northwest,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,19.7,,,2500 or more  or no clouds.,,,30.0,-38.3,No precipitation,12,,,,
17.03.2020 11:00,15.7,692.2,763.4,,8,Wind blowing from the south-southeast,3,,7,20–30%., ,,,3.0,19.2,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,6,,,,
17.03.2020 08:00,5.9,692.9,765.5,0.7,20,Wind blowing from the east-southeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,19.2,,,2500 or more  or no clouds.,,,26.0,-15.4,No precipitation,12,,,,
17.03.2020 05:00,5.4,692.2,764.2,,19,Wind blowing from the east-southeast,1,,9,, ,,,2.6,19.2,,,,,,30.0,-16.4,No precipitation,6,,,,
17.03.2020 02:00,10.0,692.5,763.7,,10,Wind blowing from the north-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,19.2,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
16.03.2020 20:00,12.8,691.3,763.8,,6,Wind blowing from the west,1,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,19.2,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,12,,,,
16.03.2020 17:00,17.9,690.1,762.0,,0,Wind blowing from the north-west,7,,14,20–30%., ,,,2.6,19.2,,,2500 or more  or no clouds.,,,30.0,-80.0,No precipitation,6,,,,
16.03.2020 14:00,18.7,690.4,762.0,-2.4,0,Wind blowing from the north-west,6,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,19.2,,,2500 or more  or no clouds.,,,30.0,-80.0,No precipitation,12,,,,
