Local time in Huadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,-0.3,737.2,761.3,,89,Wind blowing from the north,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,15.2,,,2500 or more  or no clouds.,,,6.0,-1.9,No precipitation,12,,,,
25.03.2020 20:00,8.3,736.6,760.7,0.6,39,Wind blowing from the south-west,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,15.2,,,1000-1500,,,14.0,-4.8,No precipitation,12,,,,
25.03.2020 17:00,13.9,736.0,760.1,,23,Wind blowing from the south-west,4,,,90  or more  but not 100%, ,,,-1.5,15.2,,,,,,16.0,-6.9,No precipitation,6,,,,
25.03.2020 14:00,13.6,736.1,760.3,-1.1,28,Wind blowing from the south-west,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,13.6,,,2500 or more  or no clouds.,,,14.0,-4.6,No precipitation,12,,,,
25.03.2020 11:00,11.0,737.2,761.5,,39,Wind blowing from the north-east,1,,4,100%., ,,,-1.5,12.6,,,1000-1500,,,11.0,-2.4,No precipitation,6,,,,
25.03.2020 08:00,4.9,739.0,763.5,0.8,64,Wind blowing from the north-northeast,0,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,12.6,,,2500 or more  or no clouds.,,,4.7,-1.5,No precipitation,12,,,,
25.03.2020 05:00,0.5,738.2,762.5,,86,Calm  no wind,0,,,, ,,,,,,,,,,9.0,-1.6,No precipitation,6,,,,
25.03.2020 02:00,-1.0,738.6,763.0,,90,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,12.6,,,2500 or more  or no clouds.,,,8.0,-2.4,No precipitation,12,,,,
24.03.2020 20:00,1.8,739.3,764.0,,68,Wind blowing from the north-northwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,12.6,,,,,,4.2,-3.5,No precipitation,12,,,,
24.03.2020 14:00,10.9,740.2,764.8,-2.1,21,Wind blowing from the west-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,11.4,,,,,,27.0,-10.6,No precipitation,12,,,,
24.03.2020 11:00,7.7,742.3,767.1,,30,Wind blowing from the north-east,1,,,no clouds, ,,,-6.8,8.8,,,,,,22.0,-8.8,No precipitation,6,,,,
24.03.2020 08:00,0.1,743.2,768.1,,67,Wind blowing from the east-northeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.8,,,,,,12.0,-5.3,No precipitation,12,,,,
24.03.2020 05:00,-6.4,742.9,767.8,,100,Wind blowing from the east-northeast,1,,6,, ,,,-6.8,8.8,,,,,,18.0,-6.4,No precipitation,6,,,,
24.03.2020 02:00,-5.3,742.5,767.3,,96,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,8.8,,,2500 or more  or no clouds.,,,18.0,-5.8,No precipitation,12,,,,
23.03.2020 20:00,3.5,741.6,766.3,1.3,37,Wind blowing from the north-northwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,8.8,,,,,,18.0,-9.8,No precipitation,12,,,,
23.03.2020 17:00,7.3,740.3,764.9,,30,Wind blowing from the north-west,3,,9,no clouds, ,,,-2.5,8.8,,,,,,12.0,-9.1,No precipitation,6,,,,
23.03.2020 14:00,8.0,740.1,764.6,,32,Wind blowing from the west-northwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,8.6,,,2500 or more  or no clouds.,,,12.0,-7.7,No precipitation,12,,,,
23.03.2020 11:00,5.5,741.1,765.6,,58,Wind blowing from the west,4,,8,no clouds, ,,,-2.5,7.1,,,,,,10.0,-2.1,No precipitation,6,,,,
23.03.2020 08:00,0.7,741.0,765.8,,99,Wind blowing from the west-southwest,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,,,,2500 or more  or no clouds.,,,4.7,0.6,No precipitation,12,,,,
23.03.2020 05:00,-0.4,739.5,764.1,,100,Wind blowing from the west,2,,8,,Mist. ,,,-2.5,7.1,,,,,,4.9,-0.4,No precipitation,6,,,,
23.03.2020 02:00,-0.4,738.4,763.0,,98,Wind blowing from the west-southwest,2,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,7.1,,,2500 or more  or no clouds.,,,4.6,-0.7,No precipitation,12,,,,
22.03.2020 20:00,1.3,737.6,762.3,0.6,58,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.1,,,2500 or more  or no clouds.,,,5.0,-6.1,No precipitation,12,,,,
22.03.2020 17:00,5.6,737.0,761.6,,31,Wind blowing from the west,3,,,90  or more  but not 100%, ,,,,,,,,,,18.0,-10.2,,,,,,
22.03.2020 14:00,6.5,737.0,761.5,-1.1,26,Wind blowing from the west,4,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.8,,,2500 or more  or no clouds.,,,20.0,-11.6,No precipitation,12,,,,
22.03.2020 11:00,4.8,738.1,762.8,,39,Wind blowing from the west,5,,10,90  or more  but not 100%, ,,,-3.9,7.8,,,,,,20.0,-8.0,No precipitation,6,,,,
22.03.2020 08:00,1.7,737.5,762.3,0.9,51,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.8,,,,,,13.0,-7.4,No precipitation,12,,,,
22.03.2020 05:00,-2.0,736.6,761.2,,69,Wind blowing from the west-southwest,4,,8,, ,,,-3.9,7.8,,,,,,11.0,-6.9,No precipitation,6,,,,
22.03.2020 02:00,-1.5,736.3,760.8,,70,Wind blowing from the west-southwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.8,,,2500 or more  or no clouds.,,,13.0,-6.3,No precipitation,12,,,,
21.03.2020 20:00,-0.5,736.1,760.8,,65,Wind blowing from the west-northwest,1,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.8,,,,,,5.0,-6.3,No precipitation,12,,,,
21.03.2020 17:00,5.7,735.5,760.0,,26,Wind blowing from the west,5,,11,no clouds, ,,,0.6,8.4,,,,,,15.0,-12.3,No precipitation,6,,,,
21.03.2020 14:00,6.9,734.8,759.1,-0.7,33,Wind blowing from the west,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.7,,,2500 or more  or no clouds.,,,22.0,-8.3,No precipitation,12,,,,
21.03.2020 11:00,5.3,735.5,759.8,,46,Wind blowing from the west-southwest,4,,11,90  or more  but not 100%, ,,,0.6,9.7,,,,,,18.0,-5.4,No precipitation,6,,,,
21.03.2020 08:00,2.6,735.1,759.5,1.8,48,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,,,,,,,19.0,-7.3,No precipitation,12,,,,
21.03.2020 05:00,0.9,733.3,757.6,,57,Wind blowing from the west-southwest,6,,10,, ,,,-3.9,9.7,,,,,,19.0,-6.7,No precipitation,6,,,,
21.03.2020 02:00,2.4,731.8,755.8,,57,Wind blowing from the south-west,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,9.7,,,2500 or more  or no clouds.,,,14.0,-5.3,No precipitation,12,,,,
20.03.2020 20:00,3.2,730.0,754.3,,70,Wind blowing from the west-southwest,0,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,9.7,,,1000-1500,,,7.0,-1.9,No precipitation,12,,,,
20.03.2020 17:00,8.3,729.2,753.4,,35,Wind blowing from the west-southwest,5,,,40%., ,,,,,,,1000-1500,,,15.0,-6.3,,,,,,
20.03.2020 14:00,8.7,729.2,753.4,-2.9,37,Wind blowing from the south-southwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,8.9,,,2500 or more  or no clouds.,,,26.0,-5.2,No precipitation,12,,,,
20.03.2020 11:00,5.3,732.1,756.5,,64,Wind blowing from the south-west,2,,5,90  or more  but not 100%, ,,,-3.9,5.3,,,,,,16.0,-1.0,No precipitation,6,,,,
20.03.2020 08:00,0.3,733.3,757.9,0.4,85,Wind blowing from the north,0,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.1,,,2500 or more  or no clouds.,,,6.0,-1.9,No precipitation,12,,,,
20.03.2020 05:00,-2.6,732.9,757.5,,97,Wind blowing from the west-northwest,3,,9,, ,,,-2.8,5.1,,,,,,9.0,-3.0,No precipitation,6,,,,
20.03.2020 02:00,-1.3,732.5,757.1,,97,Wind blowing from the west-northwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,5.1,,,2500 or more  or no clouds.,,,8.0,-1.7,0.8,12,,,,
19.03.2020 20:00,0.8,730.2,754.6,,95,Wind blowing from the west,3,,10,90  or more  but not 100%,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,,,,,,,7.0,0.1,0.8,6,,,,
19.03.2020 17:00,3.4,727.7,752.0,,71,Wind blowing from the west-northwest,4,,10,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,,,,1000-1500,,,12.0,-1.4,0.5,6,,,,
19.03.2020 14:00,1.8,726.2,750.5,,100,Wind blowing from the west-southwest,2,,8,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,,,,1000-1500,,,2.1,1.8,4.0,12,,,,
19.03.2020 11:00,2.6,725.5,749.6,,95,Wind blowing from the north-west,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.5,,,,1000-1500,,,12.0,1.9,2.0,6,,,,
19.03.2020 08:00,0.7,725.6,749.5,,100,Wind blowing from the west,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-0.4,14.4,,,1000-1500,,,3.5,0.7,4.0,12,,,,
19.03.2020 05:00,0.6,726.1,750.0,,100,Wind blowing from the west,2,,12,,Intermittent fall of snowflakes  slight at time of observation. ,,,-5.9,14.4,,,,,,3.3,0.6,2.0,6,,,,
19.03.2020 02:00,1.1,727.7,751.5,,99,Wind blowing from the east,0,,14,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.4,,,2500 or more  or no clouds.,,,4.5,1.0,1.0,12,,,,
18.03.2020 20:00,10.1,726.8,750.8,1.7,43,Wind blowing from the west-southwest,4,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.4,,,1000-1500,,,12.0,-1.9,No precipitation,12,,,,
18.03.2020 17:00,12.2,725.1,749.2,,34,Wind blowing from the south-west,5,,14,90  or more  but not 100%, ,,,-5.9,14.4,,,,,,12.0,-3.2,No precipitation,6,,,,
18.03.2020 14:00,13.9,725.4,749.4,-2.7,28,Wind blowing from the south-west,6,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,14.4,,,1000-1500,,,18.0,-4.3,No precipitation,12,,,,
18.03.2020 11:00,10.1,728.1,752.2,,37,Wind blowing from the south,1,,4,90  or more  but not 100%, ,,,-5.9,10.1,,,,,,18.0,-3.9,No precipitation,6,,,,
18.03.2020 08:00,-0.5,731.2,755.8,-1.5,100,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,4.3,,,2500 or more  or no clouds.,,,3.1,-0.5,No precipitation,12,,,,
18.03.2020 05:00,-5.5,732.7,757.4,,100,Calm  no wind,0,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-5.6,4.3,,,,,,0.8,-5.5,No precipitation,6,,,,
18.03.2020 02:00,-4.9,733.6,758.3,,100,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,4.3,,,2500 or more  or no clouds.,,,4.9,-4.9,No precipitation,12,,,,
17.03.2020 20:00,-0.7,734.5,759.3,0.6,97,Wind blowing from the north,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,4.3,,,2500 or more  or no clouds.,,,3.3,-1.1,0.1,12,,,,
17.03.2020 17:00,3.2,733.9,758.5,,85,Wind blowing from the west,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,4.3,,,1000-1500,,,10.0,0.9,0.1,6,,,,
17.03.2020 14:00,3.1,732.6,757.0,0.7,93,Wind blowing from the west,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-3.4,4.4,,,1000-1500,,,7.0,2.1,1.0,12,,,,
17.03.2020 11:00,4.1,731.9,756.4,,71,Wind blowing from the west,4,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,4.4,,,,,,11.0,-0.7,0.5,6,,,,
17.03.2020 08:00,-0.5,732.5,757.3,,100,Wind blowing from the north,0,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,4.4,,,1000-1500,,,3.9,-0.5,1.0,12,,,,
17.03.2020 05:00,-1.3,733.0,757.6,,99,Wind blowing from the west,1,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,-8.5,4.4,,,,,,4.8,-1.4,0.5,6,,,,
17.03.2020 02:00,0.1,734.0,758.5,,78,Wind blowing from the south-west,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,4.4,,,2500 or more  or no clouds.,,,18.0,-3.3,No precipitation,12,,,,
16.03.2020 20:00,-2.9,735.0,760.0,,83,Wind blowing from the north,0,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,4.4,,,,,,4.7,-5.4,No precipitation,12,,,,
