Local time in Zhangjiakou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,5.5,702.7,773.4,-0.6,15,Wind blowing from the north-west,7,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,5.7,,,1500-2000,,,30.0,-19.1,No precipitation,12,,,,
27.03.2020 11:00,3.4,703.3,774.1,-0.3,15,Wind blowing from the north-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,3.5,,,,,,30.0,-20.8,No precipitation,12,,,,
27.03.2020 08:00,-5.8,703.6,775.3,0.6,44,Wind blowing from the west-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,1.8,,,,,,30.0,-16.1,No precipitation,12,,,,
27.03.2020 05:00,-5.9,703.0,774.7,-0.3,43,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,,,-6.1,1.8,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
27.03.2020 02:00,-3.9,703.3,774.7,0.2,39,Wind blowing from the north-northwest,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,1.8,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
26.03.2020 23:00,-1.9,703.1,774.1,0.9,40,Wind blowing from the north-northwest,2,,14,,Cloud development not observed or not observable. ,,,-1.9,4.1,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
26.03.2020 20:00,0.6,702.2,772.9,0.7,31,Wind blowing from the north-west,3,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,,,,1500-2000,,,30.0,-14.6,No precipitation,12,,,,
26.03.2020 17:00,1.1,701.5,772.0,,30,Wind blowing from the north,5,,14,90  or more  but not 100%, ,,,-0.5,,,,1500-2000,,,30.0,-14.5,No precipitation,6,,,,
26.03.2020 14:00,1.7,701.3,771.8,0.4,23,Wind blowing from the north-northwest,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,,,,1500-2000,,,30.0,-17.2,0.3,12,,,,
26.03.2020 11:00,1.4,700.9,771.0,,30,Wind blowing from the north-northwest,4,,12,100%., ,,,-0.5,,,,1500-2000,,,30.0,-14.3,0.1,6,,,,
26.03.2020 08:00,0.7,699.5,768.5,1.2,37,Wind blowing from the north-west,6,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,,,,1500-2000,,,30.0,-12.3,5.0,12,,,,
26.03.2020 05:00,0.6,698.3,766.2,,64,Wind blowing from the west-northwest,5,,19,, ,,,-0.5,20.9,,,,,,30.0,-5.6,2.0,6,,,,
26.03.2020 02:00,0.6,697.4,765.1,3.1,86,Wind blowing from the north-northwest,4,,19,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,20.9,,,2500 or more  or no clouds.,,,2.9,-1.5,6.0,12,,,,
25.03.2020 23:00,4.0,694.3,762.1,,73,Wind blowing from the north-northeast,6,,19,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.6,20.9,,,,,,30.0,-0.4,3.0,6,,,,
25.03.2020 20:00,11.5,690.6,757.9,,26,Wind blowing from the north,8,,15,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,20.9,,,1500-2000,,,17.0,-7.3,0.4,6,,,,
25.03.2020 17:00,19.4,687.7,754.0,,35,Wind blowing from the south-east,5,,8,90  or more  but not 100%, ,,,4.3,20.9,,,2500 or more  or no clouds.,,,7.0,3.6,No precipitation,6,,,,
25.03.2020 14:00,20.0,688.7,754.6,-2.4,31,Wind blowing from the south-east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,20.2,,,2500 or more  or no clouds.,,,11.0,2.4,No precipitation,12,,,,
25.03.2020 11:00,14.4,691.1,757.6,,45,Wind blowing from the south-southwest,2,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,17.3,,,2500 or more  or no clouds.,,,5.0,2.6,No precipitation,6,,,,
25.03.2020 08:00,6.8,691.3,758.5,0.3,67,Wind blowing from the west-northwest,1,,10,no clouds,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,17.3,,,,,,6.0,1.1,Trace of precipitation,12,,,,
25.03.2020 05:00,5.2,691.0,757.9,,74,Wind blowing from the north-northeast,1,,10,,Mist. ,,,4.3,17.3,,,,,,6.0,0.8,No precipitation,6,,,,
25.03.2020 02:00,8.9,691.2,757.8,-0.6,58,Wind blowing from the south-southeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,17.3,,,2500 or more  or no clouds.,,,9.0,0.9,No precipitation,12,,,,
24.03.2020 23:00,11.7,691.8,758.6,,46,Wind blowing from the east-southeast,2,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.3,17.3,,,,,,5.0,0.5,No precipitation,6,,,,
24.03.2020 20:00,13.3,690.7,757.9,0.6,35,Wind blowing from the east-southeast,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,17.3,,,1500-2000,,,14.0,-1.8,No precipitation,12,,,,
24.03.2020 17:00,16.7,690.1,756.8,,32,Wind blowing from the south-southeast,3,,,90  or more  but not 100%, ,,,4.3,19.6,,,2500 or more  or no clouds.,,,11.0,-0.1,No precipitation,6,,,,
24.03.2020 14:00,16.3,691.6,757.9,,33,Wind blowing from the south,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,20.4,,,2500 or more  or no clouds.,,,11.0,0.0,No precipitation,12,,,,
24.03.2020 11:00,11.7,694.0,760.9,,37,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,4.3,20.4,,,2500 or more  or no clouds.,,,9.0,-2.5,No precipitation,6,,,,
24.03.2020 08:00,6.7,695.1,762.5,0.5,44,Wind blowing from the west,1,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,20.4,,,2500 or more  or no clouds.,,,11.0,-4.7,No precipitation,12,,,,
24.03.2020 05:00,6.7,694.6,761.3,,41,Wind blowing from the north-east,0,,9,, ,,,1.1,20.4,,,,,,13.0,-5.6,No precipitation,6,,,,
24.03.2020 02:00,11.3,694.9,761.2,-0.2,32,Wind blowing from the east-southeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,20.4,,,2500 or more  or no clouds.,,,13.0,-4.8,No precipitation,12,,,,
23.03.2020 23:00,12.8,695.1,761.8,,25,Wind blowing from the south-east,3,,8,, ,,,1.1,20.4,,,,,,15.0,-6.7,No precipitation,6,,,,
23.03.2020 20:00,14.7,694.6,762.2,0.6,17,Wind blowing from the south-east,3,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,20.4,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,12,,,,
23.03.2020 17:00,19.4,694.0,761.3,,10,Wind blowing from the south-east,2,,6,90  or more  but not 100%, ,,,1.1,20.4,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,6,,,,
23.03.2020 14:00,19.3,695.6,762.7,-2.6,11,Wind blowing from the east-northeast,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,19.3,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
23.03.2020 11:00,14.1,698.2,765.7,,14,Wind blowing from the south-southwest,2,,6,no clouds, ,,,1.1,18.8,,,,,,30.0,-13.0,No precipitation,6,,,,
23.03.2020 08:00,4.8,698.6,766.7,,28,Wind blowing from the west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,18.8,,,,,,29.0,-12.2,No precipitation,12,,,,
23.03.2020 05:00,2.3,697.7,765.5,,33,Wind blowing from the north-west,2,,10,, ,,,-1.5,18.8,,,,,,30.0,-12.3,No precipitation,6,,,,
23.03.2020 02:00,5.0,697.3,764.8,0.4,26,Wind blowing from the west-northwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,18.8,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,12,,,,
22.03.2020 23:00,9.1,696.9,764.5,,19,Wind blowing from the west-northwest,2,,,, ,,,,18.8,,,,,,30.0,-13.3,No precipitation,6,,,,
22.03.2020 20:00,14.0,695.6,763.7,1.1,13,Wind blowing from the north,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,18.8,,,,,,30.0,-14.0,No precipitation,12,,,,
22.03.2020 17:00,17.9,694.5,762.2,,11,Wind blowing from the north-northwest,5,,14,no clouds, ,,,-1.5,18.8,,,,,,30.0,-13.0,No precipitation,6,,,,
22.03.2020 14:00,17.7,695.3,762.7,-2.0,11,Wind blowing from the west-northwest,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,18.4,,,,,,30.0,-13.1,No precipitation,12,,,,
22.03.2020 11:00,12.0,697.3,765.1,,22,Wind blowing from the west-southwest,2,,7,no clouds, ,,,-1.5,13.4,,,,,,30.0,-9.1,No precipitation,6,,,,
22.03.2020 08:00,2.6,697.8,766.7,0.9,38,Wind blowing from the west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,13.4,,,,,,30.0,-10.3,No precipitation,12,,,,
22.03.2020 05:00,0.7,696.9,765.5,,42,Wind blowing from the north-west,3,,10,, ,,,0.6,13.4,,,,,,30.0,-11.0,No precipitation,6,,,,
22.03.2020 02:00,4.0,697.1,765.4,0.6,31,Wind blowing from the north,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,13.4,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,12,,,,
21.03.2020 23:00,8.0,696.5,764.2,,22,Wind blowing from the north,5,,13,, ,,,2.4,13.4,,,,,,30.0,-12.4,No precipitation,6,,,,
21.03.2020 20:00,8.7,695.4,763.6,,29,Wind blowing from the north-northwest,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,13.6,,,,,,30.0,-8.3,No precipitation,12,,,,
21.03.2020 17:00,12.2,694.2,762.4,,26,Wind blowing from the north-northwest,5,,13,20–30%., ,,,2.4,17.0,,,1500-2000,,,30.0,-6.7,No precipitation,6,,,,
21.03.2020 14:00,12.2,693.8,761.8,0.2,29,Wind blowing from the north-west,6,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,18.0,,,1500-2000,,,30.0,-5.3,No precipitation,12,,,,
21.03.2020 11:00,11.8,693.6,761.1,,33,Wind blowing from the north-west,7,,13,40%., ,,,2.4,18.0,,,1500-2000,,,30.0,-3.9,No precipitation,6,,,,
21.03.2020 08:00,6.0,691.9,759.3,2.4,30,Wind blowing from the west-northwest,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,18.0,,,1500-2000,,,30.0,-10.3,No precipitation,12,,,,
21.03.2020 05:00,2.6,689.5,756.6,,34,Wind blowing from the north-west,1,,9,, ,,,2.4,18.0,,,,,,30.0,-11.7,No precipitation,6,,,,
21.03.2020 02:00,4.0,689.5,756.4,-0.6,29,Wind blowing from the north,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,18.0,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
20.03.2020 23:00,8.0,690.1,756.8,,20,Wind blowing from the north-northeast,2,,14,, ,,,2.9,18.0,,,,,,30.0,-13.6,No precipitation,6,,,,
20.03.2020 20:00,13.5,688.8,755.9,1.1,13,Wind blowing from the north,5,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,18.0,,,1500-2000,,,30.0,-14.4,No precipitation,12,,,,
20.03.2020 17:00,16.9,687.7,754.5,,12,Wind blowing from the north-west,4,,14,70 – 80%., ,,,2.9,18.0,,,1500-2000,,,30.0,-12.7,No precipitation,6,,,,
20.03.2020 14:00,17.7,687.6,754.3,-1.0,16,Wind blowing from the west-northwest,6,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,17.8,,,1500-2000,,,30.0,-8.4,No precipitation,12,,,,
20.03.2020 11:00,15.4,688.6,755.2,,17,Wind blowing from the west-northwest,5,,11,90  or more  but not 100%, ,,,2.9,15.4,,,1500-2000,,,25.0,-9.5,No precipitation,6,,,,
20.03.2020 08:00,5.5,687.6,754.9,0.3,27,Wind blowing from the north-west,1,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,13.7,,,1500-2000,,,23.0,-12.0,No precipitation,12,,,,
20.03.2020 05:00,3.2,687.3,754.6,,30,Wind blowing from the north-northwest,1,,8,, ,,,-1.5,13.7,,,,,,30.0,-12.7,No precipitation,6,,,,
20.03.2020 02:00,3.4,687.7,755.3,-1.1,28,Wind blowing from the north-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,13.7,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
19.03.2020 23:00,7.1,688.8,756.6,,20,Wind blowing from the west-northwest,1,,9,, ,,,-1.5,13.7,,,,,,24.0,-14.4,No precipitation,6,,,,
19.03.2020 20:00,11.2,689.2,757.3,,13,Wind blowing from the east,5,,10,, ,,,-1.5,13.7,,,,,,29.0,-16.2,No precipitation,6,,,,
19.03.2020 17:00,13.1,689.8,757.7,,12,Wind blowing from the south,3,,10,no clouds, ,,,-1.5,13.7,,,,,,30.0,-15.7,No precipitation,6,,,,
19.03.2020 14:00,11.0,692.3,760.6,,13,Wind blowing from the south-west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,17.2,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
