Local time in Jarud,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,2.7,742.0,767.2,-0.7,15,Wind blowing from the west-northwest,7,,16,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,4.2,,,1000-1500,,,30.0,-21.4,No precipitation,12,,,,
27.03.2020 11:00,2.0,742.7,767.8,-0.5,16,Wind blowing from the west-northwest,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,4.5,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
27.03.2020 08:00,-0.1,743.2,768.2,0.6,22,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,4.5,,,,,,14.0,-19.3,No precipitation,12,,,,
27.03.2020 05:00,-4.0,742.6,767.7,-0.3,27,Wind blowing from the north,2,,12,,Cloud development not observed or not observable. ,,,-6.4,4.5,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
27.03.2020 02:00,-4.9,742.9,768.1,-0.5,27,Wind blowing from the south,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,4.9,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
26.03.2020 23:00,-1.4,743.4,768.4,0.1,20,Wind blowing from the west,3,,17,,Cloud development not observed or not observable. ,,,-1.4,9.9,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
26.03.2020 20:00,0.5,743.3,768.3,1.7,14,Wind blowing from the west-northwest,2,,17,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
26.03.2020 17:00,3.6,741.6,766.3,,9,Wind blowing from the west,6,,17,70 – 80%., ,,,1.5,,,,1000-1500,,,26.0,-26.4,No precipitation,6,,,,
26.03.2020 14:00,3.7,741.2,765.8,-0.9,10,Wind blowing from the west,7,,17,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,2500 or more  or no clouds.,,,29.0,-25.2,No precipitation,12,,,,
26.03.2020 11:00,3.6,742.1,766.6,,15,Wind blowing from the west-northwest,6,,,20–30%., ,,,1.5,,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,6,,,,
26.03.2020 08:00,2.2,741.7,766.0,2.4,16,Wind blowing from the west-northwest,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,,,,2500 or more  or no clouds.,,,30.0,-21.0,0.2,12,,,,
26.03.2020 05:00,4.5,739.3,763.0,,20,Wind blowing from the west-northwest,2,,15,, ,,,3.8,23.6,,,,,,30.0,-16.5,0.2,6,,,,
26.03.2020 02:00,4.8,737.2,760.8,3.3,49,Wind blowing from the west-northwest,4,,15,,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,23.6,,,2500 or more  or no clouds.,,,26.0,-5.0,0.2,12,,,,
25.03.2020 23:00,9.9,733.9,757.4,,38,Wind blowing from the north-west,3,,,, ,,,6.8,23.6,,,,,,30.0,-3.7,No precipitation,6,,,,
25.03.2020 20:00,14.7,731.5,755.2,,31,Wind blowing from the north-west,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,23.6,,,2500 or more  or no clouds.,,,12.0,-2.2,Trace of precipitation,6,,,,
25.03.2020 17:00,22.8,727.6,750.8,,22,Wind blowing from the south-west,5,,,100%., ,,,6.5,23.6,,,1000-1500,,,19.0,0.0,No precipitation,6,,,,
25.03.2020 14:00,23.1,728.3,751.6,-1.9,25,Wind blowing from the south-southwest,6,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,23.3,,,2500 or more  or no clouds.,,,23.0,2.0,No precipitation,12,,,,
25.03.2020 11:00,20.0,730.2,753.7,,30,Wind blowing from the south-southwest,4,,6,20–30%., ,,,6.5,20.0,,,2500 or more  or no clouds.,,,16.0,1.9,No precipitation,6,,,,
25.03.2020 08:00,7.4,730.9,754.8,0.6,37,Wind blowing from the south-west,1,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,,,,1000-1500,,,5.0,-6.3,No precipitation,12,,,,
25.03.2020 05:00,7.1,730.3,754.0,,38,Wind blowing from the north-west,1,,4,, ,,,-3.6,17.8,,,,,,9.0,-6.3,No precipitation,6,,,,
25.03.2020 02:00,7.2,730.9,754.6,-1.2,38,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,17.8,,,2500 or more  or no clouds.,,,11.0,-6.2,No precipitation,12,,,,
24.03.2020 23:00,6.8,732.1,756.1,,40,Wind blowing from the east,1,,,,Haze. ,,,,17.8,,,,,,6.0,-5.9,No precipitation,6,,,,
24.03.2020 20:00,9.7,732.8,757.0,-0.2,34,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,17.8,,,,,,8.0,-5.4,No precipitation,12,,,,
24.03.2020 17:00,16.8,733.0,757.1,,20,Wind blowing from the south,2,,7,50%., ,,,-3.6,17.8,,,2500 or more  or no clouds.,,,9.0,-6.3,No precipitation,6,,,,
24.03.2020 14:00,16.0,734.6,758.8,,21,Wind blowing from the south,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,16.5,,,,,,18.0,-6.3,No precipitation,12,,,,
24.03.2020 11:00,10.9,736.9,761.2,,26,Wind blowing from the south-southwest,2,,6,90  or more  but not 100%, ,,,-3.6,13.1,,,2500 or more  or no clouds.,,,22.0,-7.8,No precipitation,6,,,,
24.03.2020 08:00,3.0,738.5,763.0,,33,Wind blowing from the south-east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,13.1,,,2500 or more  or no clouds.,,,5.0,-11.7,No precipitation,12,,,,
24.03.2020 05:00,-2.8,739.0,763.5,,43,Wind blowing from the south-southwest,1,,5,, ,,,-2.8,13.1,,,,,,11.0,-13.9,No precipitation,6,,,,
24.03.2020 02:00,-0.7,740.1,764.5,-0.6,36,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,13.1,,,2500 or more  or no clouds.,,,20.0,-13.9,No precipitation,12,,,,
23.03.2020 23:00,1.1,740.7,765.2,,33,Calm  no wind,0,,,, ,,,,,,,,,,17.0,-13.4,,,,,,
23.03.2020 20:00,6.3,740.7,765.3,,22,Wind blowing from the south-southeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,13.1,,,,,,18.0,-13.9,No precipitation,12,,,,
23.03.2020 17:00,11.8,740.0,764.5,,17,Wind blowing from the south,3,,6,no clouds, ,,,-0.6,13.1,,,,,,28.0,-12.5,No precipitation,6,,,,
23.03.2020 14:00,11.9,741.1,765.4,-1.8,16,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.1,,,,,,30.0,-13.1,No precipitation,12,,,,
23.03.2020 11:00,9.1,742.9,767.4,,22,Wind blowing from the north-west,2,,,no clouds, ,,,,,,,,,,30.0,-11.5,,,,,,
23.03.2020 08:00,3.1,742.9,767.6,,49,Wind blowing from the north-northwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,,,,22.0,-6.8,No precipitation,12,,,,
23.03.2020 05:00,0.1,741.5,766.1,,54,Wind blowing from the west-northwest,2,,12,, ,,,-4.6,11.5,,,,,,30.0,-8.1,No precipitation,6,,,,
23.03.2020 02:00,2.2,740.3,764.8,,45,Wind blowing from the west-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,11.5,,,2500 or more  or no clouds.,,,30.0,-8.5,No precipitation,12,,,,
22.03.2020 23:00,4.5,739.3,763.7,,43,Wind blowing from the north-west,3,,,, ,,,-4.6,11.5,,,,,,30.0,-7.0,No precipitation,6,,,,
22.03.2020 20:00,5.3,738.1,762.8,2.1,50,Wind blowing from the west-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,11.5,,,,,,30.0,-4.3,No precipitation,12,,,,
22.03.2020 17:00,10.0,736.0,760.6,,25,Wind blowing from the north-northwest,4,,9,90  or more  but not 100%, ,,,-4.6,11.5,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,6,,,,
22.03.2020 14:00,9.3,735.9,760.4,-1.4,25,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,10.5,,,1000-1500,,,24.0,-9.7,No precipitation,12,,,,
22.03.2020 11:00,7.5,737.3,761.8,,32,Wind blowing from the south-east,1,,4,90  or more  but not 100%, ,,,-4.6,10.2,,,2500 or more  or no clouds.,,,15.0,-8.1,No precipitation,6,,,,
22.03.2020 08:00,-1.3,738.4,763.1,0.0,47,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,10.2,,,2500 or more  or no clouds.,,,13.0,-11.4,No precipitation,12,,,,
22.03.2020 05:00,-4.4,738.4,763.1,,52,Wind blowing from the west-northwest,1,,8,, ,,,-4.4,10.2,,,,,,30.0,-13.0,No precipitation,6,,,,
22.03.2020 02:00,-2.4,738.8,763.4,0.0,45,Wind blowing from the west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,10.2,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
21.03.2020 23:00,1.5,738.8,763.3,,35,Wind blowing from the north-west,1,,,, ,,,-3.0,10.2,,,,,,30.0,-12.3,No precipitation,6,,,,
21.03.2020 20:00,5.3,737.5,762.1,,24,Wind blowing from the north-northwest,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,10.2,,,,,,30.0,-13.6,No precipitation,12,,,,
21.03.2020 17:00,8.3,736.2,760.7,,17,Wind blowing from the west-northwest,4,,13,no clouds, ,,,-3.0,10.2,,,,,,30.0,-15.3,No precipitation,6,,,,
21.03.2020 14:00,9.8,735.9,760.3,,14,Wind blowing from the north-west,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,12.4,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
21.03.2020 11:00,7.9,737.0,761.5,,17,Wind blowing from the north-northwest,4,,8,20–30%., ,,,-3.0,13.3,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,6,,,,
21.03.2020 08:00,0.5,737.4,762.0,,39,Wind blowing from the north-northwest,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,13.3,,,2500 or more  or no clouds.,,,15.0,-11.9,No precipitation,12,,,,
21.03.2020 05:00,-1.7,735.8,760.3,,48,Wind blowing from the north-west,1,,10,, ,,,-3.4,13.3,,,,,,30.0,-11.3,No precipitation,6,,,,
21.03.2020 02:00,-1.3,735.4,759.7,0.5,45,Wind blowing from the west-northwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,13.3,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
20.03.2020 23:00,1.0,734.9,759.2,,41,Wind blowing from the west,2,,,, ,,,-3.4,13.3,,,,,,30.0,-10.8,No precipitation,6,,,,
20.03.2020 20:00,5.2,733.5,757.9,2.9,28,Wind blowing from the west-northwest,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,13.3,,,,,,30.0,-11.8,No precipitation,12,,,,
20.03.2020 17:00,9.1,730.6,754.9,,19,Wind blowing from the west-northwest,4,,13,10%  or less  but not 0, ,,,-3.4,13.3,,,1000-1500,,,30.0,-13.3,No precipitation,6,,,,
20.03.2020 14:00,12.4,728.7,752.8,-0.1,16,Wind blowing from the north-west,5,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,13.3,,,1000-1500,,,30.0,-12.7,No precipitation,12,,,,
20.03.2020 11:00,11.0,728.8,752.8,,16,Wind blowing from the north-northwest,2,,6,no clouds, ,,,-3.4,11.0,,,,,,30.0,-13.9,No precipitation,6,,,,
20.03.2020 08:00,2.2,729.4,753.8,,37,Wind blowing from the west-southwest,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,9.4,,,2500 or more  or no clouds.,,,10.0,-11.0,No precipitation,12,,,,
20.03.2020 05:00,-0.6,730.2,754.5,,45,Wind blowing from the north-west,1,,9,, ,,,-1.2,9.4,,,,,,25.0,-11.1,No precipitation,6,,,,
20.03.2020 02:00,-0.4,731.2,755.5,,45,Wind blowing from the west-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,9.4,,,2500 or more  or no clouds.,,,22.0,-10.9,No precipitation,12,,,,
19.03.2020 23:00,0.8,732.4,756.7,,42,Wind blowing from the west-northwest,2,,,, ,,,0.0,9.4,,,,,,29.0,-10.7,No precipitation,6,,,,
19.03.2020 20:00,3.2,733.0,757.3,,34,Wind blowing from the west-northwest,1,,13,20–30%., ,,,0.0,9.4,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,6,,,,
19.03.2020 17:00,7.6,731.6,755.9,,23,Wind blowing from the north-west,3,,13,10%  or less  but not 0, ,,,0.0,9.4,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,6,,,,
19.03.2020 14:00,9.0,731.1,755.3,,26,Wind blowing from the west-northwest,6,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,10.0,,,1000-1500,,,30.0,-9.5,No precipitation,12,,,,
19.03.2020 11:00,8.0,731.3,755.6,,30,Wind blowing from the north-west,4,,13,70 – 80%., ,,,0.0,11.9,,,1000-1500,,,30.0,-8.5,No precipitation,6,,,,
