Local time in Ruili,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 05:00,14.1,693.4,757.3,,93,Calm  no wind,0,,,,Mist. ,,,13.7,28.2,,,,,,3.4,13.0,No precipitation,6,,,,
25.03.2020 02:00,16.4,693.9,757.9,,86,Wind blowing from the south-southeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,28.2,,,2500 or more  or no clouds.,,,6.0,14.1,0.4,12,,,,
24.03.2020 20:00,20.8,692.1,756.7,,72,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,28.2,,,600-1000,,,9.0,15.6,0.4,12,,,,
24.03.2020 14:00,24.8,693.7,757.9,-2.4,50,Wind blowing from the south-west,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,27.6,,,1000-1500,,,8.0,13.7,No precipitation,12,,,,
24.03.2020 11:00,17.1,696.1,761.2,,75,Wind blowing from the west,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,600-1000,,,5.0,12.6,No precipitation,6,,,,
24.03.2020 08:00,14.3,694.6,759.4,0.3,89,Wind blowing from the south-west,1,,4,70 – 80%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,27.6,,,600-1000,,,4.6,12.5,0.2,12,,,,
24.03.2020 05:00,13.8,694.3,758.4,,92,Wind blowing from the north-west,1,,7,,Mist. ,,,13.6,27.6,,,,,,3.5,12.5,No precipitation,6,,,,
24.03.2020 02:00,15.3,694.9,759.3,,91,Wind blowing from the north-west,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,27.6,,,2500 or more  or no clouds.,,,4.8,13.8,1.0,12,,,,
23.03.2020 20:00,21.3,692.9,757.6,0.4,74,Wind blowing from the west,2,,8,90  or more  but not 100%,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,27.6,,,600-1000,,,5.0,16.5,2.0,12,,,,
23.03.2020 17:00,27.3,692.5,756.3,,31,Wind blowing from the west,1,,8,20–30%., ,,,13.6,28.6,,,1000-1500,,,18.0,8.7,0.1,6,,,,
23.03.2020 14:00,23.9,694.9,759.0,-2.5,52,Wind blowing from the north-west,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,29.3,,,1000-1500,,,13.0,13.5,0.9,12,,,,
23.03.2020 11:00,15.4,697.4,762.5,,88,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,,,,600-1000,,,3.9,13.4,0.8,6,,,,
23.03.2020 08:00,14.2,696.4,761.4,1.1,78,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,29.3,,,1000-1500,,,7.0,10.4,No precipitation,12,,,,
23.03.2020 05:00,14.7,695.3,759.3,,76,Wind blowing from the west,1,,10,, ,,,12.3,29.3,,,,,,7.0,10.5,No precipitation,6,,,,
23.03.2020 02:00,17.2,695.6,759.6,,66,Wind blowing from the south-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.3,,,2500 or more  or no clouds.,,,10.0,10.8,No precipitation,12,,,,
22.03.2020 20:00,21.4,694.5,759.4,1.8,49,Wind blowing from the east-southeast,2,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.3,,,1000-1500,,,13.0,10.3,No precipitation,12,,,,
22.03.2020 17:00,28.4,692.7,756.5,,30,Wind blowing from the south-west,1,,4,40%., ,,,12.3,29.3,,,1000-1500,,,13.0,9.2,No precipitation,6,,,,
22.03.2020 14:00,26.1,695.2,759.4,-2.1,33,Wind blowing from the west-southwest,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,28.2,,,1000-1500,,,10.0,8.6,No precipitation,12,,,,
22.03.2020 11:00,19.0,697.3,762.1,,55,Wind blowing from the south,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,28.2,,,1000-1500,,,5.0,9.8,No precipitation,6,,,,
22.03.2020 08:00,12.4,696.1,761.0,1.2,84,Wind blowing from the west,1,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,28.2,,,600-1000,,,5.0,9.8,No precipitation,12,,,,
22.03.2020 05:00,13.7,694.9,759.0,,74,Wind blowing from the south-southwest,1,,6,,Haze. ,,,12.7,28.2,,,,,,2.1,9.2,No precipitation,6,,,,
22.03.2020 02:00,14.9,695.2,759.6,,74,Wind blowing from the west-northwest,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,28.2,,,2500 or more  or no clouds.,,,8.0,10.3,No precipitation,12,,,,
21.03.2020 20:00,23.7,693.4,757.9,0.7,35,Wind blowing from the south-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,28.2,,,1000-1500,,,12.0,7.3,No precipitation,12,,,,
21.03.2020 17:00,27.9,692.7,756.7,,20,Wind blowing from the west-southwest,3,,5,90  or more  but not 100%, ,,,12.7,27.9,,,1000-1500,,,17.0,2.9,No precipitation,6,,,,
21.03.2020 14:00,24.9,694.8,759.1,-2.1,35,Wind blowing from the south-west,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,28.5,,,1000-1500,,,7.0,8.4,No precipitation,12,,,,
21.03.2020 11:00,18.4,696.9,761.8,,56,Wind blowing from the west,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,600-1000,,,4.5,9.5,No precipitation,6,,,,
21.03.2020 08:00,13.5,695.5,760.3,1.2,69,Wind blowing from the south-east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,28.5,,,1000-1500,,,5.0,7.9,No precipitation,12,,,,
21.03.2020 05:00,13.4,694.3,758.5,,79,Calm  no wind,0,,,,Haze. ,,,12.8,28.5,,,,,,5.0,9.8,No precipitation,6,,,,
21.03.2020 02:00,15.1,694.9,759.0,,69,Wind blowing from the south-west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.5,,,2500 or more  or no clouds.,,,6.0,9.5,No precipitation,12,,,,
20.03.2020 20:00,23.5,693.1,757.7,0.3,37,Wind blowing from the west-southwest,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.5,,,1000-1500,,,7.0,8.0,No precipitation,12,,,,
20.03.2020 17:00,27.7,692.8,756.7,,24,Wind blowing from the west,3,,6,90  or more  but not 100%, ,,,12.8,29.3,,,1000-1500,,,11.0,5.3,No precipitation,6,,,,
20.03.2020 14:00,26.0,694.6,758.8,-2.7,32,Wind blowing from the north-northwest,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,29.8,,,1000-1500,,,7.0,8.0,No precipitation,12,,,,
20.03.2020 11:00,18.1,697.3,762.1,,55,Wind blowing from the west-northwest,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,1000-1500,,,4.1,8.9,No precipitation,6,,,,
20.03.2020 08:00,12.9,695.9,760.6,1.0,75,Wind blowing from the west-southwest,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,29.8,,,2500 or more  or no clouds.,,,4.9,8.6,No precipitation,12,,,,
20.03.2020 05:00,13.8,694.9,758.8,,72,Wind blowing from the south-east,1,,11,,Haze. ,,,12.3,29.8,,,,,,5.0,8.8,No precipitation,6,,,,
20.03.2020 02:00,15.3,695.5,759.6,,71,Wind blowing from the west-southwest,1,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.8,,,2500 or more  or no clouds.,,,6.0,10.1,No precipitation,12,,,,
19.03.2020 20:00,24.0,693.4,758.0,,29,Wind blowing from the south,1,,11,20–30%., ,,,12.3,29.8,,,2500 or more  or no clouds.,,,9.0,4.9,No precipitation,6,,,,
19.03.2020 17:00,29.3,692.7,756.4,,21,Wind blowing from the west,4,,10,70 – 80%., ,,,12.3,29.8,,,2500 or more  or no clouds.,,,14.0,4.7,No precipitation,6,,,,
19.03.2020 14:00,26.7,694.9,758.9,,33,Wind blowing from the south,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.1,,,1000-1500,,,6.0,9.1,No precipitation,12,,,,
19.03.2020 11:00,19.3,696.7,761.5,,58,Wind blowing from the south-west,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.1,,,,,,4.3,10.8,No precipitation,6,,,,
19.03.2020 08:00,12.5,695.7,760.6,1.6,88,Wind blowing from the west-northwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.1,,,,,,3.0,10.6,No precipitation,12,,,,
19.03.2020 05:00,13.8,694.1,758.0,,80,Wind blowing from the west-southwest,1,,9,,Haze. ,,,13.8,29.1,,,,,,1.6,10.4,No precipitation,6,,,,
19.03.2020 02:00,15.4,694.9,758.8,,75,Wind blowing from the west-northwest,0,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,29.1,,,2500 or more  or no clouds.,,,5.0,11.0,No precipitation,12,,,,
18.03.2020 20:00,23.3,693.3,757.6,0.8,43,Wind blowing from the north-west,2,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,29.1,,,1000-1500,,,10.0,10.0,No precipitation,12,,,,
18.03.2020 17:00,28.7,692.5,756.1,,27,Wind blowing from the west,4,,8,40%., ,,,14.7,30.3,,,1000-1500,,,12.0,7.9,No precipitation,6,,,,
18.03.2020 14:00,27.7,694.0,757.6,-2.2,36,Wind blowing from the south-west,3,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,30.8,,,1000-1500,,,13.0,11.3,No precipitation,12,,,,
18.03.2020 11:00,20.6,696.2,760.5,,60,Wind blowing from the west-southwest,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,,,,600-1000,,,5.0,12.6,No precipitation,6,,,,
18.03.2020 08:00,14.7,695.4,759.7,0.9,85,Wind blowing from the west,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,30.8,,,600-1000,,,4.2,12.2,No precipitation,12,,,,
18.03.2020 05:00,16.2,694.5,758.0,,76,Wind blowing from the south-southwest,1,,8,, ,,,15.1,30.8,,,,,,9.0,12.0,No precipitation,6,,,,
18.03.2020 02:00,17.1,695.8,759.4,,76,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,30.8,,,2500 or more  or no clouds.,,,8.0,12.8,No precipitation,12,,,,
17.03.2020 20:00,25.0,694.4,758.6,0.6,41,Wind blowing from the west,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,30.8,,,1000-1500,,,18.0,10.8,No precipitation,12,,,,
17.03.2020 17:00,30.3,693.8,757.2,,27,Wind blowing from the west,3,,8,no clouds, ,,,15.1,31.1,,,,,,21.0,9.2,No precipitation,6,,,,
17.03.2020 14:00,28.9,695.5,759.1,-2.1,30,Wind blowing from the south-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,31.4,,,1000-1500,,,17.0,9.6,No precipitation,12,,,,
17.03.2020 11:00,22.8,697.6,761.6,,49,Wind blowing from the north-northeast,1,,3,50%., ,,,15.1,31.4,,,1000-1500,,,9.0,11.5,No precipitation,6,,,,
17.03.2020 08:00,15.2,696.5,760.9,,80,Wind blowing from the south-east,0,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,31.4,,,1000-1500,,,7.0,11.8,No precipitation,12,,,,
17.03.2020 05:00,17.1,695.5,758.9,,73,Wind blowing from the south-west,1,,6,, ,,,15.4,31.4,,,,,,9.0,12.2,No precipitation,6,,,,
17.03.2020 02:00,18.0,695.8,759.7,,68,Wind blowing from the south-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,31.4,,,2500 or more  or no clouds.,,,11.0,12.0,No precipitation,12,,,,
16.03.2020 20:00,25.2,694.4,758.6,1.0,41,Wind blowing from the south-west,1,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,31.4,,,1000-1500,,,9.0,11.0,No precipitation,12,,,,
16.03.2020 17:00,31.1,693.4,756.7,,27,Wind blowing from the west-northwest,3,,9,70 – 80%., ,,,15.4,32.9,,,1000-1500,,,21.0,9.9,No precipitation,6,,,,
16.03.2020 14:00,27.2,695.3,759.1,-1.5,40,Wind blowing from the west-southwest,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,32.9,,,2500 or more  or no clouds.,,,11.0,12.4,No precipitation,12,,,,
16.03.2020 11:00,19.7,696.8,761.2,,66,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,,,,1000-1500,,,3.9,13.2,No precipitation,6,,,,
16.03.2020 08:00,15.4,695.6,759.7,1.3,83,Wind blowing from the west-northwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,32.9,,,,,,6.0,12.5,No precipitation,12,,,,
16.03.2020 05:00,16.4,694.3,757.6,,78,Wind blowing from the south-east,0,,9,,Haze. ,,,14.1,32.9,,,,,,2.5,12.6,No precipitation,6,,,,
16.03.2020 02:00,18.1,694.9,758.4,,72,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,32.9,,,2500 or more  or no clouds.,,,11.0,13.0,No precipitation,12,,,,
15.03.2020 20:00,26.4,693.4,757.5,0.6,45,Wind blowing from the west,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,32.9,,,1000-1500,,,9.0,13.5,No precipitation,12,,,,
15.03.2020 17:00,32.7,692.8,756.0,,29,Wind blowing from the west-southwest,1,,4,60%., ,,,14.1,32.7,,,1000-1500,,,15.0,12.4,No precipitation,6,,,,
15.03.2020 14:00,28.6,695.7,759.4,-2.5,34,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,32.0,,,2500 or more  or no clouds.,,,11.0,11.2,No precipitation,12,,,,
