Local time in Mangnai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 20:00,9.8,532.1,758.2,-0.6,19,Wind blowing from the east,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,12.9,,,2500 or more  or no clouds.,,,17.0,-12.7,No precipitation,12,,,,
27.03.2020 17:00,12.4,532.7,757.7,-2.2,14,Wind blowing from the west-southwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,12.5,,,1500-2000,,,28.0,-14.4,No precipitation,12,,,,
27.03.2020 14:00,8.3,534.9,762.1,-1.2,25,Wind blowing from the west,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,11.7,,,2500 or more  or no clouds.,,,15.0,-10.6,No precipitation,12,,,,
27.03.2020 11:00,1.8,536.1,765.4,0.4,46,Wind blowing from the south,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,11.7,,,2500 or more  or no clouds.,,,18.0,-8.6,No precipitation,12,,,,
27.03.2020 08:00,-2.1,535.7,764.8,0.6,61,Wind blowing from the east,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,11.7,,,2500 or more  or no clouds.,,,23.0,-8.8,No precipitation,12,,,,
27.03.2020 05:00,-2.0,535.1,761.9,-0.2,67,Wind blowing from the south-west,1,,14,,Cloud development not observed or not observable. ,,,-3.1,11.7,,,2500 or more  or no clouds.,,,18.0,-7.3,No precipitation,12,,,,
27.03.2020 02:00,-0.2,535.3,763.0,0.1,57,Wind blowing from the west,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,11.7,,,2500 or more  or no clouds.,,,13.0,-7.9,No precipitation,12,,,,
26.03.2020 23:00,2.9,535.2,764.9,1.0,54,Wind blowing from the east-southeast,2,,14,,Cloud development not observed or not observable. ,,,-3.1,11.7,,,2500 or more  or no clouds.,,,14.0,-5.7,No precipitation,12,,,,
26.03.2020 20:00,6.7,534.2,762.7,1.7,32,Wind blowing from the north-northwest,3,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,11.7,,,2500 or more  or no clouds.,,,26.0,-8.8,No precipitation,12,,,,
26.03.2020 17:00,10.8,532.5,758.0,,18,Wind blowing from the west,6,,9,90  or more  but not 100%, ,,,-3.1,11.7,,,,,,17.0,-12.6,No precipitation,6,,,,
26.03.2020 14:00,7.4,533.7,759.5,-0.6,21,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,13.4,,,2500 or more  or no clouds.,,,16.0,-13.5,No precipitation,12,,,,
26.03.2020 11:00,0.1,534.3,762.6,,43,Wind blowing from the south-west,3,,9,90  or more  but not 100%, ,,,-3.1,13.4,,,,,,9.0,-11.0,No precipitation,6,,,,
26.03.2020 08:00,-2.3,532.9,760.4,0.7,42,Wind blowing from the south,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,13.4,,,2000-2500,,,12.0,-13.5,No precipitation,12,,,,
26.03.2020 05:00,-1.4,532.2,757.5,,44,Wind blowing from the north-east,1,,16,, ,,,-1.5,13.4,,,,,,7.0,-12.1,No precipitation,6,,,,
26.03.2020 02:00,2.2,532.2,755.5,0.3,37,Wind blowing from the south-east,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,13.4,,,2500 or more  or no clouds.,,,15.0,-11.0,No precipitation,12,,,,
25.03.2020 23:00,5.0,531.9,755.6,,27,Wind blowing from the south,3,,16,, ,,,1.0,13.4,,,,,,16.0,-12.4,No precipitation,6,,,,
25.03.2020 20:00,7.8,530.3,754.4,,25,Wind blowing from the north-west,5,,16,90  or more  but not 100%, ,,,1.0,13.4,,,,,,14.0,-11.0,No precipitation,6,,,,
25.03.2020 17:00,10.7,528.9,751.5,,20,Wind blowing from the north-northwest,6,,15,90  or more  but not 100%, ,,,1.0,14.1,,,,,,14.0,-11.3,No precipitation,6,,,,
25.03.2020 14:00,11.6,529.1,749.8,-0.4,16,Wind blowing from the west-southwest,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,14.2,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
25.03.2020 11:00,7.5,529.5,751.9,,19,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%, ,,,-0.2,14.2,,,,,,25.0,-14.6,No precipitation,6,,,,
25.03.2020 08:00,2.4,528.5,751.3,0.5,21,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,14.2,,,2500 or more  or no clouds.,,,25.0,-17.7,No precipitation,12,,,,
25.03.2020 05:00,1.7,528.0,748.5,,20,Wind blowing from the east-southeast,1,,11,, ,,,-6.8,14.2,,,,,,30.0,-18.9,No precipitation,6,,,,
25.03.2020 02:00,4.9,528.3,749.8,0.0,17,Wind blowing from the east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.2,,,2500 or more  or no clouds.,,,23.0,-18.1,No precipitation,12,,,,
24.03.2020 23:00,5.8,528.3,753.8,,25,Wind blowing from the south,1,,11,, ,,,-6.8,14.2,,,,,,30.0,-12.7,No precipitation,6,,,,
24.03.2020 20:00,8.9,527.4,753.7,0.0,14,Wind blowing from the east,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,14.2,,,2500 or more  or no clouds.,,,26.0,-17.2,No precipitation,12,,,,
24.03.2020 17:00,14.2,527.4,750.9,,8,Wind blowing from the east,2,,6,40%., ,,,-6.8,14.2,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,6,,,,
24.03.2020 14:00,9.0,530.3,754.9,-2.1,10,Wind blowing from the west-southwest,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,9.1,,,2000-2500,,,30.0,-21.0,No precipitation,12,,,,
24.03.2020 11:00,-0.2,532.4,760.9,,35,Wind blowing from the west,2,,6,no clouds, ,,,-6.8,9.1,,,,,,30.0,-13.8,No precipitation,6,,,,
24.03.2020 08:00,-6.1,532.5,761.9,-0.3,40,Wind blowing from the north,0,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,9.1,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
24.03.2020 05:00,-5.1,532.8,761.5,,35,Wind blowing from the east,1,,12,, ,,,-5.3,9.1,,,,,,21.0,-18.2,No precipitation,6,,,,
24.03.2020 02:00,0.1,533.7,761.3,-1.1,25,Wind blowing from the north-northeast,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,9.1,,,2500 or more  or no clouds.,,,27.0,-17.6,No precipitation,12,,,,
23.03.2020 23:00,2.9,534.8,763.9,,20,Wind blowing from the east-northeast,3,,14,, ,,,-4.1,9.1,,,,,,27.0,-17.9,No precipitation,6,,,,
23.03.2020 20:00,7.0,534.0,762.7,-0.3,13,Wind blowing from the west,2,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,9.1,,,1500-2000,,,30.0,-19.6,No precipitation,12,,,,
23.03.2020 17:00,8.1,534.3,761.6,,21,Wind blowing from the west,7,,14,90  or more  but not 100%, ,,,-4.1,13.0,,,,,,17.0,-12.9,No precipitation,6,,,,
23.03.2020 14:00,5.7,535.5,764.6,-0.9,25,Wind blowing from the south-southwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,13.0,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
23.03.2020 11:00,0.8,536.4,765.9,,34,Wind blowing from the south,2,,6,90  or more  but not 100%, ,,,-4.1,13.0,,,,,,23.0,-13.6,No precipitation,6,,,,
23.03.2020 08:00,-3.1,535.3,764.2,,35,Wind blowing from the north-northeast,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,13.0,,,2500 or more  or no clouds.,,,19.0,-16.7,No precipitation,12,,,,
23.03.2020 05:00,-0.9,534.6,760.0,,21,Wind blowing from the east-northeast,1,,12,, ,,,-6.8,13.0,,,,,,24.0,-20.5,No precipitation,6,,,,
23.03.2020 02:00,-1.2,534.9,762.4,,22,Wind blowing from the west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,13.0,,,2500 or more  or no clouds.,,,24.0,-20.2,No precipitation,12,,,,
22.03.2020 23:00,3.7,534.8,763.6,,17,Wind blowing from the south-east,3,,12,, ,,,-6.8,13.0,,,,,,25.0,-19.1,No precipitation,6,,,,
22.03.2020 20:00,7.7,533.0,761.5,1.1,9,Wind blowing from the north-northeast,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,13.0,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
22.03.2020 17:00,12.1,531.9,757.2,,6,Wind blowing from the south-southwest,3,,,70 – 80%., ,,,-6.8,12.4,,,2500 or more  or no clouds.,,,25.0,-24.5,No precipitation,6,,,,
22.03.2020 14:00,8.6,533.1,758.5,-1.1,10,Wind blowing from the west,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,11.3,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
22.03.2020 11:00,0.6,534.2,762.9,,24,Wind blowing from the south,1,,6,10%  or less  but not 0, ,,,-6.8,11.3,,,2500 or more  or no clouds.,,,24.0,-17.7,No precipitation,6,,,,
22.03.2020 08:00,-4.4,533.1,761.8,0.7,31,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,11.3,,,,,,26.0,-19.0,No precipitation,12,,,,
22.03.2020 05:00,-3.0,532.4,759.0,,25,Wind blowing from the east-northeast,1,,14,, ,,,-6.2,11.3,,,,,,17.0,-20.3,No precipitation,6,,,,
22.03.2020 02:00,1.4,532.9,758.6,0.4,18,Wind blowing from the south-southeast,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,11.3,,,2500 or more  or no clouds.,,,22.0,-20.4,No precipitation,12,,,,
21.03.2020 23:00,3.4,532.5,760.9,,17,Wind blowing from the south-east,3,,14,, ,,,-6.2,11.3,,,,,,24.0,-19.4,No precipitation,6,,,,
21.03.2020 20:00,7.6,531.4,759.9,0.9,10,Wind blowing from the north-northwest,4,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,11.3,,,2500 or more  or no clouds.,,,26.0,-22.1,No precipitation,12,,,,
21.03.2020 17:00,9.8,530.5,756.0,,9,Wind blowing from the south-west,4,,8,90  or more  but not 100%, ,,,-6.2,10.3,,,,,,17.0,-21.6,No precipitation,6,,,,
21.03.2020 14:00,7.8,531.9,757.6,-1.2,12,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,10.1,,,,,,25.0,-19.9,No precipitation,12,,,,
21.03.2020 11:00,0.0,533.1,761.8,,26,Wind blowing from the south,1,,7,no clouds, ,,,-6.2,10.1,,,,,,16.0,-17.2,No precipitation,6,,,,
21.03.2020 08:00,-5.5,532.5,761.6,0.5,29,Wind blowing from the east,1,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,10.1,,,2500 or more  or no clouds.,,,15.0,-20.7,No precipitation,12,,,,
21.03.2020 05:00,-2.2,532.0,758.1,,22,Wind blowing from the north-east,2,,12,, ,,,-5.1,10.1,,,,,,23.0,-21.1,No precipitation,6,,,,
21.03.2020 02:00,0.6,532.3,758.9,0.1,20,Wind blowing from the east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,10.1,,,2500 or more  or no clouds.,,,19.0,-19.8,No precipitation,12,,,,
20.03.2020 23:00,3.1,532.2,760.9,,19,Wind blowing from the east-northeast,3,,12,, ,,,-5.1,10.1,,,,,,22.0,-18.3,No precipitation,6,,,,
20.03.2020 20:00,7.3,530.9,759.1,0.5,13,Wind blowing from the north-northeast,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,10.1,,,2500 or more  or no clouds.,,,23.0,-19.3,No precipitation,12,,,,
20.03.2020 17:00,9.8,530.4,756.4,,9,Wind blowing from the west-southwest,5,,10,70 – 80%., ,,,-5.1,9.9,,,1500-2000,,,12.0,-21.6,No precipitation,6,,,,
20.03.2020 14:00,6.1,532.1,759.4,-0.9,15,Wind blowing from the south,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,8.2,,,2500 or more  or no clouds.,,,21.0,-18.6,No precipitation,12,,,,
20.03.2020 11:00,-0.8,533.0,762.3,,24,Wind blowing from the south,2,,7,90  or more  but not 100%, ,,,-5.1,8.2,,,,,,18.0,-18.9,No precipitation,6,,,,
20.03.2020 08:00,-5.1,532.2,761.8,0.2,28,Wind blowing from the east,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,8.2,,,2500 or more  or no clouds.,,,20.0,-20.8,No precipitation,12,,,,
20.03.2020 05:00,-3.4,532.0,760.2,,21,Wind blowing from the west,2,,8,, ,,,-8.0,8.2,,,,,,20.0,-22.6,No precipitation,6,,,,
20.03.2020 02:00,-1.0,532.7,760.7,0.2,20,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,8.2,,,2500 or more  or no clouds.,,,16.0,-21.1,No precipitation,12,,,,
