Local time in Da Qaidam,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 17:00,9.6,518.9,759.1,-1.4,21,Wind blowing from the west,5,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,9.8,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
27.03.2020 14:00,7.2,520.3,761.9,-0.8,29,Wind blowing from the west,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,8.6,,,2500 or more  or no clouds.,,,29.0,-9.6,No precipitation,12,,,,
27.03.2020 11:00,3.2,521.1,764.0,0.6,42,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,8.6,,,2500 or more  or no clouds.,,,30.0,-8.5,No precipitation,12,,,,
27.03.2020 08:00,-1.2,520.5,764.1,0.8,42,Wind blowing from the north-east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,8.6,,,2500 or more  or no clouds.,,,23.0,-12.5,No precipitation,12,,,,
27.03.2020 05:00,-1.5,519.7,761.1,-0.2,44,Wind blowing from the south-southwest,1,,9,,Cloud development not observed or not observable. ,,,-1.7,8.6,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,12,,,,
27.03.2020 02:00,-0.4,519.9,760.7,0.7,38,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,8.6,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
26.03.2020 23:00,1.6,519.2,760.3,1.3,37,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,,,-0.6,8.6,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
26.03.2020 20:00,4.3,517.9,759.1,-0.2,34,Wind blowing from the west,2,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,8.6,,,600-1000,,,30.0,-10.2,No precipitation,12,,,,
26.03.2020 17:00,8.1,518.1,757.3,,24,Wind blowing from the west,4,,10,60%., ,,,-0.6,10.7,,,600-1000,,,30.0,-11.3,No precipitation,6,,,,
26.03.2020 14:00,8.4,518.7,757.3,-0.3,21,Wind blowing from the west,4,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,10.8,,,600-1000,,,25.0,-12.7,No precipitation,12,,,,
26.03.2020 11:00,5.1,519.0,758.8,,26,Wind blowing from the south-southwest,1,,,90  or more  but not 100%, ,,,,,,,,,,22.0,-12.8,,,,,,
26.03.2020 08:00,1.2,517.8,757.3,0.8,39,Wind blowing from the south-east,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,10.8,,,2500 or more  or no clouds.,,,24.0,-11.5,No precipitation,12,,,,
26.03.2020 05:00,1.2,517.0,754.5,,40,Wind blowing from the south,1,,13,, ,,,-0.6,10.8,,,,,,28.0,-10.9,No precipitation,6,,,,
26.03.2020 02:00,2.6,517.4,755.7,1.4,33,Wind blowing from the north-west,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,10.8,,,2500 or more  or no clouds.,,,30.0,-12.1,No precipitation,12,,,,
25.03.2020 23:00,4.1,516.0,753.7,,26,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,30.0,-13.7,,,,,,
25.03.2020 20:00,7.2,514.2,752.6,,22,Wind blowing from the north-northwest,1,,,90  or more  but not 100%, ,,,,,,,,,,23.0,-13.1,,,,,,
25.03.2020 17:00,10.7,513.9,749.8,,21,Wind blowing from the west,4,,9,90  or more  but not 100%, ,,,0.0,10.8,,,,,,29.0,-10.7,No precipitation,6,,,,
25.03.2020 14:00,8.0,515.0,751.9,0.6,29,Wind blowing from the west,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,10.8,,,1000-1500,,,30.0,-8.9,No precipitation,12,,,,
25.03.2020 11:00,6.6,514.4,751.0,,26,Wind blowing from the north-west,3,,,100%., ,,,,,,,1000-1500,,,30.0,-11.5,,,,,,
25.03.2020 08:00,0.2,513.0,750.4,0.7,43,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,10.8,,,2500 or more  or no clouds.,,,30.0,-10.9,No precipitation,12,,,,
25.03.2020 05:00,1.5,512.3,747.7,,20,Wind blowing from the north-northwest,1,,5,, ,,,-8.6,10.8,,,,,,30.0,-19.0,No precipitation,6,,,,
25.03.2020 02:00,3.2,512.8,748.8,-0.5,16,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.8,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
24.03.2020 23:00,4.6,513.3,751.0,,12,Wind blowing from the north-east,2,,7,, ,,,,10.8,,,,,,30.0,-22.4,No precipitation,6,,,,
24.03.2020 20:00,8.3,514.2,756.4,-1.2,8,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,10.8,,,,,,30.0,-24.1,No precipitation,12,,,,
24.03.2020 17:00,10.2,515.4,755.5,,9,Wind blowing from the south,2,,7,60%., ,,,-8.6,10.2,,,600-1000,,,30.0,-21.3,No precipitation,6,,,,
24.03.2020 14:00,7.8,517.2,758.1,,11,Wind blowing from the south-southwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,7.8,,,2500 or more  or no clouds.,,,30.0,-20.9,No precipitation,12,,,,
24.03.2020 11:00,3.3,518.8,760.9,,22,Calm  no wind,0,,,20–30%., ,,,-8.6,7.3,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,6,,,,
24.03.2020 08:00,-8.4,519.0,766.6,,53,Wind blowing from the north,0,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.3,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
24.03.2020 05:00,-5.0,519.2,762.9,,41,Wind blowing from the east-southeast,1,,11,, ,,,-9.1,7.3,,,,,,30.0,-16.2,No precipitation,6,,,,
24.03.2020 02:00,-2.4,520.1,763.6,-0.1,38,Wind blowing from the south-southeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,7.3,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
23.03.2020 23:00,1.0,520.2,764.1,,32,Wind blowing from the north,1,,,, ,,,,,,,,,,26.0,-13.8,,,,,,
23.03.2020 20:00,2.6,518.8,765.4,,34,Wind blowing from the west,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,7.3,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
23.03.2020 17:00,6.6,518.4,762.0,,10,Wind blowing from the west,5,,10,90  or more  but not 100%, ,,,-9.1,8.2,,,,,,30.0,-22.9,No precipitation,6,,,,
23.03.2020 14:00,5.2,519.5,762.5,-0.7,11,Wind blowing from the west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.6,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
23.03.2020 11:00,1.3,520.2,764.5,,18,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,30.0,-20.4,,,,,,
23.03.2020 08:00,-6.8,519.4,765.5,,39,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.6,,,2500 or more  or no clouds.,,,25.0,-18.7,No precipitation,12,,,,
23.03.2020 05:00,-5.5,519.3,762.5,,28,Wind blowing from the north-east,1,,9,, ,,,-7.6,8.6,,,,,,30.0,-21.1,No precipitation,6,,,,
23.03.2020 02:00,-2.0,519.4,761.2,,18,Wind blowing from the north-east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,8.6,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
22.03.2020 23:00,0.0,519.3,763.0,,17,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-22.2,,,,,,
22.03.2020 20:00,4.1,518.3,763.6,,12,Wind blowing from the north-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,8.6,,,,,,30.0,-22.8,No precipitation,12,,,,
22.03.2020 17:00,8.1,517.6,761.2,,11,Wind blowing from the west,5,,10,no clouds, ,,,-7.6,8.6,,,,,,30.0,-20.6,No precipitation,6,,,,
22.03.2020 14:00,7.5,518.2,760.8,-0.5,12,Wind blowing from the west,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,8.1,,,1000-1500,,,30.0,-20.1,No precipitation,12,,,,
22.03.2020 11:00,2.0,518.7,762.1,,22,Calm  no wind,0,,,no clouds, ,,,,,,,,,,30.0,-17.5,,,,,,
22.03.2020 08:00,-6.2,517.9,763.1,0.6,33,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,8.1,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
22.03.2020 05:00,-7.6,517.3,761.2,,48,Calm  no wind,0,,,, ,,,-9.2,8.1,,,,,,30.0,-16.7,No precipitation,6,,,,
22.03.2020 02:00,-4.6,517.6,760.6,0.0,32,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,8.1,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
21.03.2020 23:00,-0.1,517.6,761.5,,21,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-19.8,,,,,,
21.03.2020 20:00,3.9,516.9,763.0,,17,Wind blowing from the north-west,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,8.1,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
21.03.2020 17:00,7.1,516.5,759.7,,15,Wind blowing from the west-southwest,3,,7,70 – 80%., ,,,-9.2,7.5,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,6,,,,
21.03.2020 14:00,6.2,517.8,760.9,-0.9,13,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,6.5,,,,,,30.0,-20.2,No precipitation,12,,,,
21.03.2020 11:00,-0.1,518.7,763.0,,22,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,29.0,-19.3,,,,,,
21.03.2020 08:00,-9.0,518.1,765.7,,42,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,5.3,,,,,,24.0,-19.6,No precipitation,12,,,,
21.03.2020 05:00,-6.9,517.5,762.5,,42,Calm  no wind,0,,,, ,,,-8.3,5.3,,,,,,30.0,-17.7,No precipitation,6,,,,
21.03.2020 02:00,-4.7,517.8,761.5,0.3,25,Wind blowing from the north-northeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,5.3,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
20.03.2020 23:00,0.0,517.5,760.1,,17,Wind blowing from the south-east,1,,,, ,,,,,,,,,,30.0,-22.2,,,,,,
20.03.2020 20:00,2.1,516.4,760.0,0.1,17,Wind blowing from the west-northwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,5.3,,,,,,29.0,-20.4,No precipitation,12,,,,
20.03.2020 17:00,4.7,516.3,758.9,,16,Wind blowing from the west-northwest,4,,11,90  or more  but not 100%, ,,,-4.7,7.4,,,,,,27.0,-19.0,No precipitation,6,,,,
20.03.2020 14:00,5.0,516.6,757.6,-0.3,22,Wind blowing from the west,7,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,7.4,,,1000-1500,,,23.0,-15.0,No precipitation,12,,,,
20.03.2020 11:00,2.2,516.9,758.6,,23,Wind blowing from the west,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-16.8,,,,,,
20.03.2020 08:00,-2.8,515.7,758.8,-0.2,27,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,7.4,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
20.03.2020 05:00,-3.6,515.9,757.1,,33,Wind blowing from the north,1,,7,, ,,,-9.1,7.4,,,,,,30.0,-17.5,No precipitation,6,,,,
20.03.2020 02:00,-0.2,516.6,757.3,,19,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,7.4,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
19.03.2020 23:00,1.4,516.9,759.6,,15,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,26.0,-22.4,,,,,,
19.03.2020 20:00,2.5,516.7,763.6,,19,Wind blowing from the north-west,2,,8,90  or more  but not 100%, ,,,-9.1,7.4,,,,,,30.0,-18.8,No precipitation,6,,,,
19.03.2020 17:00,7.1,516.9,760.7,,11,Wind blowing from the west-southwest,4,,8,20–30%., ,,,-9.1,7.3,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,6,,,,
19.03.2020 14:00,5.3,518.9,762.5,,10,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,6.8,,,,,,30.0,-23.9,No precipitation,12,,,,
19.03.2020 11:00,0.1,519.9,764.6,,18,Wind blowing from the north-northwest,1,,,no clouds, ,,,,,,,,,,26.0,-21.4,,,,,,
19.03.2020 08:00,-9.0,519.6,768.0,0.3,42,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,6.8,,,2500 or more  or no clouds.,,,15.0,-19.6,No precipitation,12,,,,
