Local time in Kuche,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 08:00,3.3,674.5,768.7,0.3,44,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,11.8,,,2500 or more  or no clouds.,,,9.0,-7.8,No precipitation,12,,,,
27.03.2020 05:00,5.6,674.2,767.9,-0.5,43,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,,,5.3,11.8,,,2500 or more  or no clouds.,,,14.0,-6.0,No precipitation,12,,,,
27.03.2020 02:00,6.0,674.7,768.7,0.4,37,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,11.8,,,2500 or more  or no clouds.,,,11.0,-7.6,No precipitation,12,,,,
26.03.2020 23:00,7.4,674.3,768.4,1.0,33,Wind blowing from the west-northwest,1,,6,,Haze. ,,,7.0,11.8,,,2500 or more  or no clouds.,,,5.0,-7.8,No precipitation,12,,,,
26.03.2020 20:00,10.8,673.3,766.6,-0.6,22,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,13.4,,,2500 or more  or no clouds.,,,16.0,-10.1,No precipitation,12,,,,
26.03.2020 17:00,11.5,673.9,766.9,,19,Wind blowing from the south,2,,6,, ,,,7.1,14.4,,,,,,17.0,-11.3,No precipitation,6,,,,
26.03.2020 14:00,9.9,675.3,768.7,0.0,19,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.4,,,2500 or more  or no clouds.,,,12.0,-12.6,No precipitation,12,,,,
26.03.2020 11:00,7.5,675.3,768.8,,25,Wind blowing from the east,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.4,,,,,,7.0,-11.3,No precipitation,6,,,,
26.03.2020 08:00,7.4,673.5,766.4,1.5,25,Wind blowing from the east-southeast,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,14.4,,,2500 or more  or no clouds.,,,5.0,-11.3,0.1,12,,,,
26.03.2020 05:00,8.9,672.0,764.4,,27,Wind blowing from the east,4,,8,,Haze. ,,,8.9,14.4,,,,,,2.8,-9.1,0.1,6,,,,
26.03.2020 02:00,9.9,671.6,763.9,1.7,39,Wind blowing from the east-southeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,14.4,,,2500 or more  or no clouds.,,,9.0,-3.4,0.1,12,,,,
25.03.2020 23:00,11.2,669.9,762.1,,43,Wind blowing from the east,3,,12,, ,,,9.7,16.2,,,,,,15.0,-0.9,No precipitation,6,,,,
25.03.2020 20:00,13.4,668.6,760.2,,28,Wind blowing from the east,3,,12,, ,,,9.7,17.3,,,,,,16.0,-4.7,No precipitation,6,,,,
25.03.2020 17:00,13.9,668.2,759.4,,26,Wind blowing from the east,3,,12,, ,,,9.7,19.2,,,,,,14.0,-5.3,No precipitation,6,,,,
25.03.2020 14:00,12.9,669.1,760.5,0.8,30,Wind blowing from the east,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,,,,2500 or more  or no clouds.,,,14.0,-4.2,No precipitation,12,,,,
25.03.2020 11:00,10.7,668.3,759.6,,43,Wind blowing from the east,7,,11,, ,,,9.7,19.2,,,,,,13.0,-1.4,No precipitation,6,,,,
25.03.2020 08:00,11.6,665.9,756.4,1.6,34,Wind blowing from the east-southeast,4,,15,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.2,,,2500 or more  or no clouds.,,,6.0,-3.7,No precipitation,12,,,,
25.03.2020 05:00,13.0,664.3,754.0,,21,Wind blowing from the north-east,2,,15,, ,,,4.8,19.2,,,,,,30.0,-8.8,No precipitation,6,,,,
25.03.2020 02:00,13.4,664.3,754.3,0.3,18,Wind blowing from the north,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,19.2,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,12,,,,
24.03.2020 23:00,15.7,664.0,754.4,,21,Wind blowing from the north,2,,15,, ,,,4.8,19.2,,,,,,28.0,-6.6,No precipitation,6,,,,
24.03.2020 20:00,17.3,662.6,753.7,-0.4,23,Wind blowing from the north-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.2,,,2500 or more  or no clouds.,,,23.0,-4.0,No precipitation,12,,,,
24.03.2020 17:00,18.9,663.0,753.1,,23,Wind blowing from the north-west,2,,9,, ,,,4.8,20.0,,,,,,22.0,-2.7,No precipitation,6,,,,
24.03.2020 14:00,16.9,664.8,755.0,-0.7,29,Wind blowing from the north-northwest,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,20.0,,,2500 or more  or no clouds.,,,18.0,-1.2,No precipitation,12,,,,
24.03.2020 11:00,12.4,665.5,757.0,,31,Calm  no wind,0,,,, ,,,4.8,20.0,,,,,,15.0,-4.2,No precipitation,6,,,,
24.03.2020 08:00,5.3,664.9,756.2,-0.6,45,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,20.0,,,2500 or more  or no clouds.,,,18.0,-5.7,No precipitation,12,,,,
24.03.2020 05:00,10.1,665.5,755.9,,32,Wind blowing from the north,2,,4,, ,,,6.5,20.0,,,,,,30.0,-5.8,No precipitation,6,,,,
24.03.2020 02:00,12.9,666.7,757.0,-0.7,23,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,20.0,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
23.03.2020 23:00,10.5,667.4,758.7,,38,Wind blowing from the north,1,,4,,Haze. ,,,6.5,20.0,,,,,,4.8,-3.2,No precipitation,6,,,,
23.03.2020 20:00,18.2,667.3,758.7,-1.5,18,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,20.0,,,2500 or more  or no clouds.,,,18.0,-6.5,No precipitation,12,,,,
23.03.2020 17:00,19.5,668.8,759.4,,19,Wind blowing from the north-east,1,,4,, ,,,6.5,20.3,,,,,,18.0,-4.7,No precipitation,6,,,,
23.03.2020 14:00,17.8,670.8,761.5,-0.7,23,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,20.3,,,2500 or more  or no clouds.,,,18.0,-3.6,No precipitation,12,,,,
23.03.2020 11:00,15.0,671.5,762.7,,29,Wind blowing from the north-northeast,1,,5,, ,,,6.5,20.3,,,,,,14.0,-2.9,No precipitation,6,,,,
23.03.2020 08:00,6.8,670.8,762.6,,47,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,20.3,,,2500 or more  or no clouds.,,,20.0,-3.7,No precipitation,12,,,,
23.03.2020 05:00,11.5,670.9,761.8,,34,Wind blowing from the north-east,1,,6,, ,,,4.0,20.3,,,,,,15.0,-3.8,No precipitation,6,,,,
23.03.2020 02:00,13.6,671.4,762.4,,30,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.3,,,2500 or more  or no clouds.,,,15.0,-3.6,No precipitation,12,,,,
22.03.2020 23:00,14.6,671.2,762.5,,25,Wind blowing from the north-west,1,,6,, ,,,,20.3,,,,,,11.0,-5.2,No precipitation,6,,,,
22.03.2020 20:00,18.4,670.0,762.1,0.3,16,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,20.3,,,2500 or more  or no clouds.,,,15.0,-7.9,No precipitation,12,,,,
22.03.2020 17:00,19.3,669.7,761.3,,13,Wind blowing from the east,1,,4,, ,,,4.0,20.7,,,,,,15.0,-9.8,No precipitation,6,,,,
22.03.2020 14:00,16.9,670.9,763.0,0.2,15,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,20.8,,,2500 or more  or no clouds.,,,16.0,-9.9,No precipitation,12,,,,
22.03.2020 11:00,14.1,670.7,762.7,,20,Wind blowing from the east,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,20.8,,,,,,5.0,-8.5,No precipitation,6,,,,
22.03.2020 08:00,4.5,668.8,760.8,0.8,40,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.8,,,2500 or more  or no clouds.,,,12.0,-7.9,No precipitation,12,,,,
22.03.2020 05:00,6.0,668.0,759.2,,34,Wind blowing from the north-northeast,2,,6,, ,,,2.4,20.8,,,,,,19.0,-8.7,No precipitation,6,,,,
22.03.2020 02:00,6.9,667.7,759.1,1.0,34,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.8,,,2500 or more  or no clouds.,,,11.0,-7.9,No precipitation,12,,,,
21.03.2020 23:00,9.6,666.7,758.2,,31,Wind blowing from the east,1,,6,,Haze. ,,,2.4,20.8,,,,,,5.0,-6.7,No precipitation,6,,,,
21.03.2020 20:00,18.4,665.5,757.3,0.0,13,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.8,,,2500 or more  or no clouds.,,,25.0,-10.5,No precipitation,12,,,,
21.03.2020 17:00,20.4,665.5,756.4,,11,Wind blowing from the east-northeast,1,,5,, ,,,2.4,20.8,,,,,,28.0,-11.0,No precipitation,6,,,,
21.03.2020 14:00,17.9,666.9,757.9,0.1,13,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.5,,,2500 or more  or no clouds.,,,27.0,-10.9,No precipitation,12,,,,
21.03.2020 11:00,14.1,666.8,758.0,,17,Wind blowing from the east,2,,4,, ,,,2.4,20.5,,,,,,24.0,-10.6,No precipitation,6,,,,
21.03.2020 08:00,3.0,665.5,757.3,0.0,32,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.5,,,2500 or more  or no clouds.,,,21.0,-12.1,No precipitation,12,,,,
21.03.2020 05:00,6.5,665.5,756.4,,27,Wind blowing from the north,1,,6,, ,,,2.4,20.5,,,,,,30.0,-11.2,No precipitation,6,,,,
21.03.2020 02:00,9.1,665.7,756.3,0.6,22,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.5,,,2500 or more  or no clouds.,,,27.0,-11.5,No precipitation,12,,,,
20.03.2020 23:00,11.4,665.1,756.4,,20,Calm  no wind,0,,,, ,,,2.4,20.5,,,,,,13.0,-10.8,No precipitation,6,,,,
20.03.2020 20:00,17.9,664.4,756.1,-0.2,13,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.5,,,2500 or more  or no clouds.,,,16.0,-10.9,No precipitation,12,,,,
20.03.2020 17:00,19.7,664.6,755.8,,9,Wind blowing from the north,3,,7,, ,,,2.4,20.5,,,,,,17.0,-14.1,No precipitation,6,,,,
20.03.2020 14:00,19.0,666.0,757.3,-0.4,13,Wind blowing from the south-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.0,,,2500 or more  or no clouds.,,,14.0,-10.0,No precipitation,12,,,,
20.03.2020 11:00,12.0,666.4,758.0,,23,Wind blowing from the north-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.0,,,,,,6.0,-8.5,No precipitation,6,,,,
20.03.2020 08:00,2.8,666.0,757.9,-0.3,38,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.0,,,2500 or more  or no clouds.,,,8.0,-10.1,No precipitation,12,,,,
20.03.2020 05:00,3.6,666.3,757.8,,41,Wind blowing from the north-northeast,1,,7,, ,,,2.5,20.0,,,,,,13.0,-8.7,No precipitation,6,,,,
20.03.2020 02:00,4.9,667.0,758.8,-0.2,38,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,20.0,,,2500 or more  or no clouds.,,,7.0,-8.2,No precipitation,12,,,,
19.03.2020 23:00,10.6,667.2,758.8,,24,Wind blowing from the west,1,,7,,Haze. ,,,2.5,20.0,,,,,,3.9,-9.1,No precipitation,6,,,,
19.03.2020 20:00,18.0,666.7,758.6,,13,Wind blowing from the west-southwest,2,,7,, ,,,2.5,20.0,,,,,,14.0,-10.8,No precipitation,6,,,,
19.03.2020 17:00,19.8,667.6,759.2,,13,Wind blowing from the west-southwest,3,,7,, ,,,2.5,19.8,,,,,,13.0,-9.4,No precipitation,6,,,,
19.03.2020 14:00,17.5,670.1,762.2,,18,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,19.6,,,2500 or more  or no clouds.,,,10.0,-7.1,No precipitation,12,,,,
19.03.2020 11:00,12.5,671.0,763.4,,23,Wind blowing from the east,1,,2,, ,,,2.5,19.6,,,,,,10.0,-8.1,No precipitation,6,,,,
19.03.2020 08:00,3.6,670.8,763.3,-0.1,42,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,19.6,,,2500 or more  or no clouds.,,,7.0,-8.1,No precipitation,12,,,,
19.03.2020 05:00,3.8,670.9,763.2,,44,Wind blowing from the north,1,,7,, ,,,1.5,19.6,,,,,,9.0,-7.6,No precipitation,6,,,,
19.03.2020 02:00,5.7,672.0,764.5,-0.3,38,Wind blowing from the north,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,19.6,,,2500 or more  or no clouds.,,,5.0,-7.5,No precipitation,12,,,,
18.03.2020 23:00,9.3,672.3,765.2,,30,Wind blowing from the north,1,,7,,Haze. ,,,1.5,19.6,,,,,,4.0,-7.4,No precipitation,6,,,,
18.03.2020 20:00,17.6,672.1,765.1,,14,Wind blowing from the south-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,19.6,,,2500 or more  or no clouds.,,,8.0,-10.2,No precipitation,12,,,,
18.03.2020 17:00,19.0,672.3,764.8,,13,Wind blowing from the south-southwest,3,,7,, ,,,1.5,19.4,,,,,,11.0,-10.0,No precipitation,6,,,,
