Local time in Chenzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 20:00,21.8,726.1,758.2,1.2,81,Wind blowing from the south-southeast,10,,16,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.7,,,1500-2000,,,30.0,18.4,8.0,12,,,,
26.03.2020 17:00,22.6,724.9,756.7,,76,Wind blowing from the south-southeast,10,,,70 – 80%., ,,,,,,,2000-2500,,,30.0,18.2,,,,,,
26.03.2020 14:00,23.5,725.7,757.4,-2.0,72,Wind blowing from the south-southeast,9,,18,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,24.3,,,2000-2500,,,30.0,18.2,28.0,12,,,,
26.03.2020 11:00,19.9,727.7,759.7,,92,Wind blowing from the south-southeast,7,,21,50%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,24.5,,,1000-1500,,,30.0,18.6,28.0,6,,,,
26.03.2020 08:00,16.5,728.3,760.5,3.3,99,Wind blowing from the south-southwest,2,,26,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,24.5,,,300-600,,,3.6,16.3,21.0,12,,,,
26.03.2020 05:00,19.0,725.0,756.8,,86,Wind blowing from the south-southeast,12,,26,, ,,,18.8,24.5,,,,,,30.0,16.6,No precipitation,6,,,,
26.03.2020 02:00,19.7,724.9,756.6,-0.6,84,Wind blowing from the south-southeast,10,,26,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,24.5,,,2500 or more  or no clouds.,,,30.0,16.9,0.8,12,,,,
25.03.2020 23:00,19.3,725.5,757.3,,90,Wind blowing from the south-southeast,16,,26,,Rain (not freezing) not falling as shower(s). ,,,18.8,24.5,,,,,,30.0,17.6,0.8,6,,,,
25.03.2020 20:00,20.1,725.7,757.6,1.1,89,Wind blowing from the south-southeast,11,,22,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,24.5,,,300-600,,,30.0,18.2,0.1,12,,,,
25.03.2020 17:00,22.4,724.6,756.3,,73,Wind blowing from the south-southeast,10,,22,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,24.5,,,,,,30.0,17.3,No precipitation,6,,,,
25.03.2020 14:00,24.3,725.9,757.6,-1.1,69,Wind blowing from the south-southeast,11,,22,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,24.5,,,1000-1500,,,30.0,18.3,No precipitation,12,,,,
25.03.2020 11:00,22.6,727.0,758.8,,74,Wind blowing from the south-southeast,14,,22,, ,,,19.2,23.7,,,,,,30.0,17.7,No precipitation,6,,,,
25.03.2020 08:00,20.5,726.9,758.8,0.1,81,Wind blowing from the south-southeast,11,,17,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,1000-1500,,,30.0,17.1,No precipitation,12,,,,
25.03.2020 05:00,19.6,726.8,758.7,,83,Wind blowing from the south-southeast,7,,17,, ,,,17.4,,,,,,,30.0,16.6,No precipitation,6,,,,
25.03.2020 02:00,19.5,726.8,758.7,-1.1,85,Wind blowing from the south-southeast,10,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,23.7,,,2500 or more  or no clouds.,,,30.0,16.9,No precipitation,12,,,,
24.03.2020 23:00,19.7,727.9,760.0,,88,Wind blowing from the south-southeast,8,,13,, ,,,17.4,23.7,,,,,,30.0,17.7,No precipitation,6,,,,
24.03.2020 20:00,20.7,727.6,759.6,,84,Wind blowing from the south,6,,17,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,23.7,,,1000-1500,,,30.0,17.9,0.8,12,,,,
24.03.2020 14:00,21.6,728.3,760.3,-1.2,80,Wind blowing from the south,4,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,23.0,,,2500 or more  or no clouds.,,,30.0,18.0,4.0,12,,,,
24.03.2020 11:00,20.4,729.5,761.7,,83,Wind blowing from the south,7,,17,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,23.5,,,600-1000,,,30.0,17.4,3.0,6,,,,
24.03.2020 08:00,18.2,729.7,761.9,,99,Wind blowing from the south,6,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,,,,300-600,,,30.0,18.0,3.0,12,,,,
24.03.2020 05:00,17.5,728.7,760.9,,99,Wind blowing from the south-southeast,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,16.6,23.5,,,,,,1.5,17.3,1.0,6,,,,
24.03.2020 02:00,18.0,729.2,761.2,-1.1,99,Wind blowing from the north,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,23.5,,,2500 or more  or no clouds.,,,30.0,17.8,No precipitation,12,,,,
23.03.2020 23:00,18.4,730.3,762.6,,99,Wind blowing from the north-northwest,3,,9,, ,,,16.6,23.5,,,,,,30.0,18.2,No precipitation,6,,,,
23.03.2020 20:00,19.0,729.1,761.5,,94,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,23.5,,,1500-2000,,,30.0,18.0,2.0,12,,,,
23.03.2020 17:00,20.2,728.2,760.3,,87,Wind blowing from the north,5,,,90  or more  but not 100%, ,,,,,,,,,,30.0,18.0,,,,,,
23.03.2020 14:00,22.9,728.7,760.6,,80,Wind blowing from the north-northwest,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,16.6,29.4,,,2500 or more  or no clouds.,,,30.0,19.3,9.0,12,,,,
23.03.2020 11:00,18.5,730.6,762.8,,99,Wind blowing from the east-southeast,3,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,16.6,,,,300-600,,,30.0,18.3,9.0,6,,,,
23.03.2020 08:00,16.7,730.6,762.9,,99,Wind blowing from the east-northeast,2,,11,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,29.4,,,300-600,,,1.8,16.5,8.0,12,,,,
23.03.2020 05:00,17.6,728.3,760.2,,99,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.5,29.4,,,,,,0.4,17.4,No precipitation,6,,,,
23.03.2020 02:00,18.3,729.1,760.8,,99,Wind blowing from the north,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,29.4,,,2500 or more  or no clouds.,,,30.0,18.1,No precipitation,12,,,,
22.03.2020 23:00,19.8,729.3,760.9,,93,Wind blowing from the north,3,,10,, ,,,19.8,29.4,,,,,,30.0,18.6,No precipitation,6,,,,
22.03.2020 20:00,21.5,727.8,759.6,1.6,84,Wind blowing from the north,5,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,29.4,,,1500-2000,,,30.0,18.7,No precipitation,12,,,,
22.03.2020 17:00,25.3,726.2,757.8,,69,Wind blowing from the north,5,,,70 – 80%., ,,,,,,,1500-2000,,,30.0,19.2,,,,,,
22.03.2020 14:00,27.7,726.7,758.2,-1.8,60,Wind blowing from the south-southeast,5,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,28.2,,,1500-2000,,,30.0,19.2,No precipitation,12,,,,
22.03.2020 11:00,27.1,728.5,760.0,,59,Wind blowing from the south-southeast,6,,15,70 – 80%., ,,,21.4,27.2,,,1500-2000,,,30.0,18.4,No precipitation,6,,,,
22.03.2020 08:00,21.8,727.8,759.5,2.1,79,Wind blowing from the south,7,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,,,,2500 or more  or no clouds.,,,30.0,18.0,No precipitation,12,,,,
22.03.2020 05:00,21.8,725.7,757.3,,80,Wind blowing from the south-southeast,9,,,, ,,,,,,,,,,30.0,18.2,,,,,,
22.03.2020 02:00,22.1,726.4,757.9,,79,Wind blowing from the south-southeast,8,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,26.2,,,2500 or more  or no clouds.,,,30.0,18.3,No precipitation,12,,,,
21.03.2020 23:00,22.5,726.6,758.2,,78,Wind blowing from the south,10,,19,, ,,,20.4,26.2,,,,,,30.0,18.5,No precipitation,6,,,,
21.03.2020 20:00,22.8,725.6,757.3,,76,Wind blowing from the south,10,,21,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.2,,,1500-2000,,,30.0,18.3,No precipitation,12,,,,
21.03.2020 17:00,24.8,724.8,756.4,,69,Wind blowing from the south,10,,,100%., ,,,,,,,1000-1500,,,30.0,18.7,,,,,,
21.03.2020 14:00,25.0,725.6,757.2,-1.7,71,Wind blowing from the south-southeast,12,,21,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.1,,,1000-1500,,,30.0,19.4,No precipitation,12,,,,
21.03.2020 11:00,24.3,727.3,759.1,,72,Wind blowing from the south-southeast,10,,21,70 – 80%., ,,,20.4,25.3,,,2500 or more  or no clouds.,,,30.0,18.9,No precipitation,6,,,,
21.03.2020 08:00,21.4,726.7,758.5,1.2,81,Wind blowing from the south-southeast,12,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,18.0,No precipitation,12,,,,
21.03.2020 05:00,20.6,725.5,757.1,,83,Wind blowing from the south-southeast,9,,,, ,,,,,,,,,,30.0,17.6,,,,,,
21.03.2020 02:00,20.6,726.5,758.2,-0.8,82,Wind blowing from the south-southeast,8,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,25.3,,,2500 or more  or no clouds.,,,30.0,17.4,No precipitation,12,,,,
20.03.2020 23:00,20.6,727.3,759.1,,81,Wind blowing from the south-southeast,10,,15,, ,,,,25.3,,,,,,30.0,17.2,No precipitation,6,,,,
20.03.2020 20:00,21.1,726.5,758.7,0.5,79,Wind blowing from the south-southeast,9,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,25.3,,,2500 or more  or no clouds.,,,30.0,17.3,No precipitation,12,,,,
20.03.2020 17:00,23.6,726.0,758.1,,67,Wind blowing from the south-southeast,7,,,70 – 80%., ,,,,,,,1500-2000,,,30.0,17.1,,,,,,
20.03.2020 14:00,24.7,727.9,760.0,-2.2,61,Wind blowing from the south-east,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,24.7,,,2500 or more  or no clouds.,,,30.0,16.7,No precipitation,12,,,,
20.03.2020 11:00,22.1,730.1,762.4,,65,Wind blowing from the south,3,,,20–30%., ,,,11.6,22.3,,,2500 or more  or no clouds.,,,30.0,15.2,No precipitation,6,,,,
20.03.2020 08:00,14.5,729.7,762.2,0.7,82,Wind blowing from the south,3,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,19.2,,,1500-2000,,,30.0,11.5,No precipitation,12,,,,
20.03.2020 05:00,13.7,729.0,761.5,,88,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,30.0,11.8,,,,,,
20.03.2020 02:00,14.2,729.8,762.4,,70,Wind blowing from the south,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,19.2,,,2500 or more  or no clouds.,,,30.0,8.8,No precipitation,12,,,,
19.03.2020 23:00,14.6,730.6,763.3,,83,Wind blowing from the south,2,,7,, ,,,12.8,19.2,,,,,,30.0,11.7,No precipitation,6,,,,
19.03.2020 20:00,16.6,729.7,762.4,,83,Wind blowing from the south-southeast,1,,4,60%., ,,,12.7,19.2,,,1000-1500,,,30.0,13.7,No precipitation,6,,,,
19.03.2020 17:00,18.7,728.7,761.2,,70,Wind blowing from the north,2,,,20–30%., ,,,,,,,1000-1500,,,30.0,13.1,,,,,,
19.03.2020 14:00,16.2,729.8,762.5,,99,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,12.5,16.3,,,1500-2000,,,30.0,16.0,20.0,12,,,,
19.03.2020 11:00,14.2,730.9,763.7,,99,Wind blowing from the north,1,,5,,Fog or ice fog. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,14.2,,,,,,1.0,14.0,3.0,6,,,,
19.03.2020 08:00,13.2,730.3,763.2,,99,Wind blowing from the north-west,2,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.7,,,300-600,,,0.8,13.0,39.0,12,,,,
19.03.2020 05:00,13.0,728.2,761.0,,99,Wind blowing from the north-northeast,2,,8,,Rain  not freezing  intermittent  moderate at time of observation. ,,,,13.7,,,,,,0.4,12.8,26.0,6,,,,
19.03.2020 02:00,13.0,729.1,762.0,,99,Wind blowing from the north-west,1,,8,,Rain  not freezing  intermittent  moderate at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,13.7,,,2500 or more  or no clouds.,,,0.6,12.8,41.0,12,,,,
18.03.2020 23:00,13.0,729.7,762.6,,99,Wind blowing from the north-northwest,1,,8,,Rain  not freezing  intermittent  moderate at time of observation. ,,,10.9,13.7,,,,,,1.2,12.8,21.0,6,,,,
18.03.2020 20:00,12.7,728.3,761.2,1.0,99,Wind blowing from the south-east,4,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,10.9,13.7,,,300-600,,,0.4,12.5,23.0,12,,,,
18.03.2020 17:00,12.6,727.3,760.2,,99,Wind blowing from the south,6,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,10.9,13.7,,,300-600,,,1.3,12.4,11.0,6,,,,
18.03.2020 14:00,13.5,729.1,762.1,-2.4,99,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,10.9,13.6,,,600-1000,,,30.0,13.3,7.0,12,,,,
18.03.2020 11:00,12.1,731.5,764.6,,99,Wind blowing from the north-northwest,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,10.9,12.4,,,600-1000,,,3.2,11.9,5.0,6,,,,
18.03.2020 08:00,11.1,731.8,765.1,1.5,99,Wind blowing from the north-northwest,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,,,,300-600,,,0.4,10.9,6.0,12,,,,
18.03.2020 05:00,11.1,730.3,763.3,,99,Wind blowing from the north-northwest,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.9,12.1,,,,,,0.5,10.9,2.0,6,,,,
18.03.2020 02:00,11.0,731.6,764.8,-1.3,99,Wind blowing from the north,1,,9,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,10.9,12.9,,,2500 or more  or no clouds.,,,0.3,10.8,10.0,12,,,,
17.03.2020 23:00,10.9,732.9,766.1,,99,Wind blowing from the north-northwest,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.9,,,,,,,0.6,10.7,9.0,6,,,,
17.03.2020 20:00,11.1,732.6,765.8,0.6,99,Wind blowing from the north-west,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.0,,,,300-600,,,0.6,10.9,19.0,12,,,,
17.03.2020 17:00,11.6,732.0,765.1,,99,Wind blowing from the north-east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,,,,300-600,,,1.8,11.4,8.0,6,,,,
17.03.2020 14:00,11.8,733.0,766.1,-1.9,99,Wind blowing from the north-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.0,,,,300-600,,,2.3,11.6,16.0,12,,,,
17.03.2020 11:00,11.4,734.9,768.1,,99,Wind blowing from the north-west,5,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.0,19.7,,,300-600,,,1.4,11.2,6.0,6,,,,
17.03.2020 08:00,11.4,733.9,766.9,,99,Wind blowing from the north-northwest,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.7,,,2500 or more  or no clouds.,,,0.9,11.2,6.0,12,,,,
