Local time in Yangjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 23:00,24.0,752.6,760.6,1.2,96,Wind blowing from the south-east,3,,12,,Cloud development not observed or not observable. ,,,22.0,26.5,,,2500 or more  or no clouds.,,,20.0,23.3,0.2,12,,,,
26.03.2020 20:00,23.9,751.4,759.4,0.9,96,Wind blowing from the south-east,3,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,26.5,,,300-600,,,20.0,23.2,0.9,12,,,,
26.03.2020 17:00,25.0,750.5,758.4,,92,Wind blowing from the south-southeast,4,,12,90  or more  but not 100%, ,,,22.0,26.5,,,300-600,,,28.0,23.6,0.2,6,,,,
26.03.2020 14:00,25.8,751.4,759.3,-1.4,91,Wind blowing from the south-southeast,5,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,26.8,,,300-600,,,28.0,24.3,2.0,12,,,,
26.03.2020 11:00,24.4,752.8,760.8,,94,Wind blowing from the south-southeast,6,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,27.1,,,300-600,,,18.0,23.3,1.0,6,,,,
26.03.2020 08:00,23.1,752.0,760.0,0.7,96,Wind blowing from the east-southeast,5,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,,,,300-600,,,10.0,22.5,0.7,12,,,,
26.03.2020 05:00,22.5,751.3,759.3,,96,Wind blowing from the east-southeast,2,,9,,Rain (not freezing) not falling as shower(s). ,,,20.7,,,,,,,13.0,21.8,0.1,6,,,,
26.03.2020 02:00,22.2,751.9,759.7,-0.9,95,Wind blowing from the east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,27.1,,,2500 or more  or no clouds.,,,12.0,21.3,0.1,12,,,,
25.03.2020 23:00,22.6,752.8,760.8,,94,Wind blowing from the north-east,3,,11,,Rain (not freezing) not falling as shower(s). ,,,20.7,27.1,,,,,,16.0,21.5,No precipitation,6,,,,
25.03.2020 20:00,23.1,751.4,759.4,,93,Wind blowing from the south-east,4,,11,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,27.1,,,300-600,,,20.0,21.9,No precipitation,6,,,,
25.03.2020 17:00,24.0,750.8,758.8,,91,Wind blowing from the south-southeast,5,,11,100%., ,,,20.7,27.1,,,300-600,,,25.0,22.4,No precipitation,6,,,,
25.03.2020 14:00,26.8,751.9,759.8,-1.8,71,Wind blowing from the south-east,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,27.1,,,300-600,,,30.0,21.1,No precipitation,12,,,,
25.03.2020 11:00,24.8,753.7,761.6,,84,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,20.7,26.5,,,300-600,,,22.0,21.9,No precipitation,6,,,,
25.03.2020 08:00,21.8,752.9,760.9,1.0,95,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,,,,300-600,,,15.0,20.9,No precipitation,12,,,,
25.03.2020 05:00,20.7,751.9,759.9,,97,Wind blowing from the north-northeast,2,,10,,Mist. ,,,20.7,26.5,,,,,,6.0,20.2,No precipitation,6,,,,
25.03.2020 02:00,21.5,752.3,760.3,-1.1,95,Wind blowing from the east-southeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,26.5,,,2500 or more  or no clouds.,,,10.0,20.6,No precipitation,12,,,,
24.03.2020 23:00,21.7,753.4,761.4,,95,Wind blowing from the east-southeast,1,,11,, ,,,21.6,26.5,,,,,,10.0,20.8,No precipitation,6,,,,
24.03.2020 20:00,22.6,752.3,760.3,0.6,95,Wind blowing from the south-east,3,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,26.5,,,300-600,,,12.0,21.7,No precipitation,12,,,,
24.03.2020 17:00,24.4,751.7,759.7,,86,Wind blowing from the south-east,6,,11,no clouds, ,,,22.0,26.5,,,,,,21.0,21.9,No precipitation,6,,,,
24.03.2020 14:00,25.8,752.9,760.9,,74,Wind blowing from the south-southeast,5,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,26.5,,,300-600,,,30.0,20.8,No precipitation,12,,,,
24.03.2020 11:00,25.2,754.4,762.4,,80,Wind blowing from the south-east,4,,8,90  or more  but not 100%, ,,,22.0,26.8,,,300-600,,,28.0,21.5,No precipitation,6,,,,
24.03.2020 08:00,23.2,754.0,762.0,,91,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,,,,300-600,,,12.0,21.6,No precipitation,12,,,,
24.03.2020 05:00,22.2,752.5,760.4,,96,Wind blowing from the east-southeast,3,,5,, ,,,22.0,26.8,,,,,,11.0,21.5,No precipitation,6,,,,
24.03.2020 02:00,22.6,752.8,760.8,-0.6,96,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,26.8,,,2500 or more  or no clouds.,,,12.0,22.0,No precipitation,12,,,,
23.03.2020 23:00,22.8,753.4,761.3,,96,Wind blowing from the south-east,2,,6,, ,,,22.3,26.8,,,,,,10.0,22.1,No precipitation,6,,,,
23.03.2020 20:00,23.3,751.9,759.9,,94,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,26.8,,,2500 or more  or no clouds.,,,16.0,22.2,No precipitation,12,,,,
23.03.2020 17:00,25.8,751.3,759.2,,88,Wind blowing from the south-southeast,2,,6,10%  or less  but not 0, ,,,22.3,26.8,,Sky obscured by fog and/or other meteorological phenomena.,300-600,,,30.0,23.6,No precipitation,6,,,,
23.03.2020 14:00,25.3,752.7,760.6,-1.7,92,Wind blowing from the south-southeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,27.2,,,300-600,,,30.0,23.9,No precipitation,12,,,,
23.03.2020 11:00,25.0,754.4,762.4,,92,Wind blowing from the south,2,,4,70 – 80%., ,,,22.3,27.2,,,300-600,,,30.0,23.6,No precipitation,6,,,,
23.03.2020 08:00,23.2,753.4,761.3,,96,Wind blowing from the east-southeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,,,,300-600,,,9.0,22.6,No precipitation,12,,,,
23.03.2020 05:00,22.4,751.8,759.7,,98,Wind blowing from the south-east,2,,5,, ,,,22.2,27.2,,,,,,7.0,22.0,No precipitation,6,,,,
23.03.2020 02:00,22.5,752.1,760.0,-1.1,98,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,27.2,,,2500 or more  or no clouds.,,,8.0,22.1,No precipitation,12,,,,
22.03.2020 23:00,22.8,753.2,761.2,,96,Wind blowing from the south-southeast,2,,7,, ,,,22.2,27.2,,,,,,10.0,22.2,No precipitation,6,,,,
22.03.2020 20:00,23.3,752.2,760.2,,95,Wind blowing from the south-southeast,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,27.2,,,300-600,,,23.0,22.4,No precipitation,12,,,,
22.03.2020 17:00,25.7,751.0,758.8,,87,Wind blowing from the south,3,,7,50%., ,,,22.2,27.2,,,300-600,,,30.0,23.3,No precipitation,6,,,,
22.03.2020 14:00,26.6,752.3,760.2,-1.7,86,Wind blowing from the south-southeast,4,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,26.8,,,300-600,,,30.0,24.0,No precipitation,12,,,,
22.03.2020 11:00,25.7,754.0,762.0,,91,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%, ,,,22.2,25.7,,,300-600,,,30.0,24.2,No precipitation,6,,,,
22.03.2020 08:00,22.7,753.4,761.3,1.9,99,Wind blowing from the south-east,2,,5,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,23.2,,,300-600,,,3.6,22.5,No precipitation,12,,,,
22.03.2020 05:00,22.3,751.5,759.4,,99,Wind blowing from the south-southeast,2,,5,,Mist. ,,,22.2,23.2,,,,,,2.1,22.1,No precipitation,6,,,,
22.03.2020 02:00,22.5,752.2,760.1,-1.1,99,Wind blowing from the south,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.2,,,2500 or more  or no clouds.,,,3.9,22.3,3.0,12,,,,
21.03.2020 23:00,22.8,753.3,761.2,,98,Wind blowing from the south-southeast,3,,10,,Mist. ,,,,23.2,,,,,,5.0,22.4,No precipitation,6,,,,
21.03.2020 20:00,22.8,752.7,760.6,,99,Wind blowing from the south-southeast,2,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.2,,,300-600,,,4.0,22.6,5.0,12,,,,
21.03.2020 17:00,23.1,751.9,759.9,,99,Wind blowing from the south,2,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.2,,,300-600,,,2.3,22.9,5.0,6,,,,
21.03.2020 14:00,22.9,752.9,760.9,-2.2,99,Wind blowing from the west-southwest,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,20.5,23.0,,,300-600,,,4.8,22.7,4.0,12,,,,
21.03.2020 11:00,22.8,755.1,763.1,,99,Wind blowing from the south,4,,8,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,19.7,22.8,,,300-600,,,2.6,22.6,No precipitation,6,,,,
21.03.2020 08:00,22.2,753.6,761.6,,99,Wind blowing from the south-southeast,3,,,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,19.4,22.6,,,300-600,,,0.1,22.0,2.0,12,,,,
21.03.2020 05:00,22.6,752.0,760.0,,99,Wind blowing from the south,4,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,19.4,22.6,,,,,,0.1,22.4,0.8,6,,,,
21.03.2020 02:00,21.6,752.7,760.7,-0.8,99,Wind blowing from the east-southeast,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,21.8,,,2500 or more  or no clouds.,,,0.2,21.4,1.0,12,,,,
20.03.2020 23:00,20.8,753.5,761.5,,99,Wind blowing from the east,2,,,,Mist. ,,,19.4,21.0,,,,,,0.8,20.6,1.0,6,,,,
20.03.2020 20:00,20.7,752.3,760.3,0.6,99,Wind blowing from the east-northeast,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Drizzle.,Fog or ice fog or thick haze.,19.4,21.0,,,300-600,,,0.9,20.5,1.0,12,,,,
20.03.2020 17:00,21.0,751.7,759.7,,98,Wind blowing from the north-east,1,,7,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,19.4,21.0,,,300-600,,,0.4,20.6,0.5,6,,,,
20.03.2020 14:00,20.6,753.0,761.0,-1.9,98,Wind blowing from the north-east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,18.9,,,,300-600,,,1.2,20.2,1.0,12,,,,
20.03.2020 11:00,19.7,754.9,762.9,,98,Wind blowing from the north-east,3,,7,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,18.9,,,,300-600,,,1.0,19.3,0.9,6,,,,
20.03.2020 08:00,19.5,753.7,761.7,1.2,97,Wind blowing from the east-northeast,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,,,300-600,,,1.6,19.0,0.1,12,,,,
20.03.2020 05:00,19.8,752.5,760.6,,96,Wind blowing from the north-east,3,,10,,Mist. ,,,18.9,,,,,,,3.2,19.1,No precipitation,6,,,,
20.03.2020 02:00,20.0,753.4,761.4,,95,Wind blowing from the north-northeast,3,,14,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.3,,,2500 or more  or no clouds.,,,5.0,19.1,0.7,12,,,,
19.03.2020 23:00,20.3,754.1,762.1,,94,Wind blowing from the north-east,3,,14,, ,,,18.9,24.3,,,,,,8.0,19.3,0.1,6,,,,
19.03.2020 20:00,19.5,753.2,761.2,,97,Wind blowing from the north-northeast,3,,14,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.3,,,300-600,,,8.0,19.0,0.7,6,,,,
19.03.2020 17:00,19.5,751.6,759.7,,95,Wind blowing from the east-northeast,6,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.3,,,300-600,,,30.0,18.6,0.6,6,,,,
19.03.2020 14:00,22.7,752.9,760.9,,96,Wind blowing from the south-east,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,24.3,,,300-600,,,5.0,22.0,Trace of precipitation,12,,,,
19.03.2020 11:00,23.3,753.8,761.8,,92,Wind blowing from the south-southeast,2,,5,100%., ,,,19.4,23.3,,,300-600,,,13.0,21.9,No precipitation,6,,,,
19.03.2020 08:00,20.7,753.1,761.2,1.6,96,Wind blowing from the east-southeast,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,300-600,,,7.0,20.0,Trace of precipitation,12,,,,
19.03.2020 05:00,20.4,751.5,759.5,,94,Wind blowing from the east-northeast,2,,5,, ,,,19.4,23.1,,,,,,11.0,19.4,No precipitation,6,,,,
19.03.2020 02:00,20.4,752.2,760.3,-1.5,94,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,23.1,,,2500 or more  or no clouds.,,,14.0,19.4,No precipitation,12,,,,
18.03.2020 23:00,20.7,753.7,761.7,,94,Wind blowing from the north-east,2,,10,, ,,,19.4,23.1,,,,,,12.0,19.7,No precipitation,6,,,,
18.03.2020 20:00,21.3,752.6,760.6,,92,Wind blowing from the east,2,,10,100%., ,,,19.4,23.1,,,1000-1500,,,20.0,19.9,No precipitation,6,,,,
18.03.2020 17:00,21.8,751.7,759.7,,91,Wind blowing from the south-east,3,,10,100%., ,,,19.4,23.1,,,300-600,,,26.0,20.2,7.0,6,,,,
18.03.2020 14:00,21.4,753.1,761.1,,93,Wind blowing from the east,2,,10,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,300-600,,,9.0,20.3,7.0,12,,,,
18.03.2020 11:00,20.8,755.3,763.3,,93,Wind blowing from the east-northeast,4,,6,100%., ,,,20.2,,,,1000-1500,,,11.0,19.6,No precipitation,6,,,,
18.03.2020 08:00,20.4,754.3,762.3,1.1,95,Wind blowing from the east-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,24.4,,,1000-1500,,,12.0,19.5,No precipitation,12,,,,
18.03.2020 05:00,20.4,753.2,761.2,,94,Wind blowing from the east,2,,6,, ,,,19.7,24.4,,,,,,15.0,19.4,No precipitation,6,,,,
18.03.2020 02:00,20.6,754.3,762.3,-0.9,94,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,24.4,,,2500 or more  or no clouds.,,,14.0,19.6,No precipitation,12,,,,
17.03.2020 23:00,21.0,755.2,763.2,,93,Wind blowing from the east-southeast,2,,8,, ,,,19.7,24.4,,,,,,20.0,19.8,No precipitation,6,,,,
17.03.2020 20:00,22.2,755.3,763.3,1.1,88,Wind blowing from the east-southeast,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,24.4,,,300-600,,,23.0,20.1,No precipitation,12,,,,
17.03.2020 17:00,22.9,754.2,762.2,,78,Wind blowing from the south-southeast,3,,,100%., ,,,19.7,24.4,,,300-600,,,30.0,18.8,No precipitation,6,,,,
