Local time in Jixi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,1.1,735.8,761.2,-1.3,23,Wind blowing from the west,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,,,,,,,30.0,-17.7,No precipitation,12,,,,
27.03.2020 08:00,-1.0,737.1,762.6,0.0,30,Wind blowing from the west,9,,14,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-2.4,,,,2500 or more  or no clouds.,,,30.0,-16.4,Trace of precipitation,12,,,,
27.03.2020 05:00,-1.7,737.1,762.4,0.3,35,Wind blowing from the west-southwest,5,,,,Cloud development not observed or not observable. ,,,-1.7,11.2,,,2500 or more  or no clouds.,,,30.0,-15.2,0.2,12,,,,
27.03.2020 02:00,1.0,736.8,761.8,-0.4,48,Wind blowing from the west-southwest,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,11.2,,,2500 or more  or no clouds.,,,30.0,-9.0,0.2,12,,,,
26.03.2020 23:00,1.2,737.2,762.3,0.2,65,Wind blowing from the west-southwest,7,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,1.2,11.2,,,2500 or more  or no clouds.,,,17.0,-4.8,0.2,12,,,,
26.03.2020 20:00,1.7,737.0,762.2,1.6,87,Wind blowing from the south-west,7,,14,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.7,11.2,,,2500 or more  or no clouds.,,,11.0,-0.2,0.2,12,,,,
26.03.2020 17:00,6.8,735.4,760.4,,52,Wind blowing from the west-southwest,5,,14,90  or more  but not 100%, ,,,2.1,11.2,,,2500 or more  or no clouds.,,,30.0,-2.4,No precipitation,6,,,,
26.03.2020 14:00,10.2,734.6,759.4,0.1,41,Wind blowing from the south-west,5,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,12.1,,,2500 or more  or no clouds.,,,26.0,-2.5,No precipitation,12,,,,
26.03.2020 11:00,10.4,734.5,759.2,,39,Wind blowing from the south-southwest,8,,14,90  or more  but not 100%, ,,,2.1,13.6,,,2500 or more  or no clouds.,,,30.0,-3.0,No precipitation,6,,,,
26.03.2020 08:00,6.1,735.2,760.1,0.1,68,Wind blowing from the south-east,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,13.6,,,2500 or more  or no clouds.,,,16.0,0.6,No precipitation,12,,,,
26.03.2020 05:00,2.4,735.1,760.0,,88,Wind blowing from the south-west,1,,10,, ,,,-2.4,13.6,,,,,,9.0,0.6,No precipitation,6,,,,
26.03.2020 02:00,5.1,735.1,759.8,-0.5,78,Wind blowing from the south-west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,13.6,,,2500 or more  or no clouds.,,,16.0,1.6,Trace of precipitation,12,,,,
25.03.2020 23:00,5.7,735.6,760.3,,79,Wind blowing from the west-southwest,1,,10,, ,,,-2.4,13.6,,,,,,15.0,2.3,No precipitation,6,,,,
25.03.2020 20:00,6.7,735.6,760.6,,75,Wind blowing from the west-northwest,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,13.6,,,600-1000,,,17.0,2.6,Trace of precipitation,6,,,,
25.03.2020 17:00,9.7,735.3,760.4,,57,Wind blowing from the south-west,6,,10,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,13.6,,,600-1000,,,20.0,1.4,Trace of precipitation,6,,,,
25.03.2020 14:00,12.0,735.5,760.4,-1.3,27,Wind blowing from the south-west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,13.6,,,600-1000,,,30.0,-6.4,No precipitation,12,,,,
25.03.2020 11:00,11.3,736.8,761.8,,24,Wind blowing from the south-west,2,,4,20–30%., ,,,-2.4,11.3,,,2500 or more  or no clouds.,,,30.0,-8.5,No precipitation,6,,,,
25.03.2020 08:00,2.8,738.1,763.3,-0.3,47,Wind blowing from the north-northwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,9.6,,,2500 or more  or no clouds.,,,14.0,-7.4,No precipitation,12,,,,
25.03.2020 05:00,-2.1,738.4,763.8,,62,Wind blowing from the west-southwest,2,,4,, ,,,-5.1,9.6,,,,,,25.0,-8.4,No precipitation,6,,,,
25.03.2020 02:00,0.8,738.5,763.6,-0.3,46,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,9.6,,,2500 or more  or no clouds.,,,30.0,-9.5,No precipitation,12,,,,
24.03.2020 23:00,1.0,738.8,764.1,,48,Wind blowing from the west,3,,,, ,,,-5.3,9.6,,,,,,23.0,-8.8,No precipitation,6,,,,
24.03.2020 20:00,3.6,738.9,764.3,0.7,35,Wind blowing from the north-west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,9.6,,,,,,6.0,-10.4,No precipitation,12,,,,
24.03.2020 17:00,8.1,738.2,763.6,,22,Wind blowing from the north-west,1,,10,no clouds, ,,,-5.3,9.6,,,,,,30.0,-12.3,No precipitation,6,,,,
24.03.2020 14:00,9.0,738.6,763.9,,17,Wind blowing from the north-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,9.1,,,,,,30.0,-14.8,No precipitation,12,,,,
24.03.2020 11:00,5.8,739.9,765.3,,24,Wind blowing from the south-west,6,,9,no clouds, ,,,-5.3,6.0,,,,,,30.0,-13.2,No precipitation,6,,,,
24.03.2020 08:00,0.3,740.5,766.1,,46,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,4.3,,,,,,24.0,-10.0,No precipitation,12,,,,
24.03.2020 05:00,-5.1,739.9,765.7,,68,Wind blowing from the west,3,,8,, ,,,-5.3,4.3,,,,,,30.0,-10.1,No precipitation,6,,,,
24.03.2020 02:00,-3.0,739.3,764.9,0.5,59,Wind blowing from the west-southwest,4,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.3,,,2500 or more  or no clouds.,,,30.0,-9.9,No precipitation,12,,,,
23.03.2020 23:00,-1.7,738.8,764.4,,51,Wind blowing from the west-southwest,4,,,, ,,,-4.0,4.3,,,,,,30.0,-10.5,No precipitation,6,,,,
23.03.2020 20:00,0.1,738.2,763.8,,39,Wind blowing from the west,2,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.3,,,,,,30.0,-12.2,No precipitation,12,,,,
23.03.2020 17:00,2.6,737.1,762.7,,31,Wind blowing from the north-northwest,5,,18,no clouds, ,,,-4.0,4.3,,,,,,30.0,-12.8,No precipitation,6,,,,
23.03.2020 14:00,3.4,735.5,760.9,-0.5,29,Wind blowing from the north-west,11,,18,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.5,,,600-1000,,,28.0,-13.0,No precipitation,12,,,,
23.03.2020 11:00,2.6,736.0,761.5,,38,Wind blowing from the west-northwest,7,,13,70 – 80%., ,,,-4.0,4.5,,,600-1000,,,30.0,-10.3,No precipitation,6,,,,
23.03.2020 08:00,-0.1,736.3,761.9,,52,Wind blowing from the west-southwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,,,,600-1000,,,29.0,-8.8,No precipitation,12,,,,
23.03.2020 05:00,-3.4,735.5,761.1,,72,Wind blowing from the west-northwest,2,,15,, ,,,-3.4,4.5,,,,,,25.0,-7.7,No precipitation,6,,,,
23.03.2020 02:00,-2.1,734.7,760.1,,68,Wind blowing from the west,4,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,4.5,,,2500 or more  or no clouds.,,,30.0,-7.2,No precipitation,12,,,,
22.03.2020 23:00,-1.6,734.8,760.3,,71,Wind blowing from the west-southwest,4,,,, ,,,-2.3,4.5,,,,,,30.0,-6.3,No precipitation,6,,,,
22.03.2020 20:00,-0.4,734.5,759.9,,72,Wind blowing from the south-west,6,,16,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,4.5,,,1000-1500,,,30.0,-4.8,No precipitation,12,,,,
22.03.2020 17:00,2.1,733.3,758.8,,49,Wind blowing from the west,4,,16,60%., ,,,-2.3,4.5,,,1000-1500,,,30.0,-7.5,No precipitation,6,,,,
22.03.2020 14:00,3.2,732.7,758.1,-0.2,36,Wind blowing from the west-northwest,5,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,6.8,,,600-1000,,,30.0,-10.4,No precipitation,12,,,,
22.03.2020 11:00,2.3,732.9,758.2,,45,Wind blowing from the west-northwest,9,,13,50%., ,,,-2.3,7.6,,,600-1000,,,30.0,-8.4,No precipitation,6,,,,
22.03.2020 08:00,1.2,732.8,758.1,0.6,62,Wind blowing from the west,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,,,,30.0,-5.3,No precipitation,12,,,,
22.03.2020 05:00,-1.9,732.2,757.5,,72,Wind blowing from the west-southwest,5,,10,, ,,,-2.1,7.6,,,,,,30.0,-6.3,No precipitation,6,,,,
22.03.2020 02:00,-1.2,731.8,756.9,0.0,69,Wind blowing from the west-southwest,6,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,7.6,,,2500 or more  or no clouds.,,,30.0,-6.3,No precipitation,12,,,,
21.03.2020 23:00,-0.1,731.8,756.9,,65,Wind blowing from the west-southwest,6,,,, ,,,-2.1,7.6,,,,,,30.0,-5.9,No precipitation,6,,,,
21.03.2020 20:00,0.9,731.8,757.0,,67,Wind blowing from the west-southwest,6,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,7.6,,,,,,29.0,-4.7,No precipitation,12,,,,
21.03.2020 17:00,4.4,730.2,755.4,,40,Wind blowing from the west-southwest,7,,17,20–30%., ,,,-2.1,7.6,,,600-1000,,,30.0,-8.0,No precipitation,6,,,,
21.03.2020 14:00,6.9,729.1,754.0,-0.2,28,Wind blowing from the west-northwest,8,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,7.6,,,600-1000,,,30.0,-10.3,No precipitation,12,,,,
21.03.2020 11:00,7.0,729.3,754.1,,39,Wind blowing from the west,7,,12,40%., ,,,-2.1,7.2,,,600-1000,,,30.0,-6.3,No precipitation,6,,,,
21.03.2020 08:00,1.8,729.4,754.4,,65,Wind blowing from the south-southwest,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,7.2,,,2500 or more  or no clouds.,,,14.0,-4.1,No precipitation,12,,,,
21.03.2020 05:00,-1.9,728.5,753.5,,80,Wind blowing from the north-west,2,,8,, ,,,-1.9,7.2,,,,,,18.0,-4.9,No precipitation,6,,,,
21.03.2020 02:00,1.1,727.6,752.5,-0.2,69,Wind blowing from the west-southwest,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,7.2,,,2500 or more  or no clouds.,,,26.0,-4.1,No precipitation,12,,,,
20.03.2020 23:00,3.0,727.8,752.6,,57,Wind blowing from the west,5,,,, ,,,-0.7,7.2,,,,,,29.0,-4.9,No precipitation,6,,,,
20.03.2020 20:00,3.8,727.6,752.5,1.0,42,Wind blowing from the south-west,4,,17,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,7.2,,,1000-1500,,,30.0,-8.2,No precipitation,12,,,,
20.03.2020 17:00,5.8,726.6,751.6,,30,Wind blowing from the west,4,,17,40%., ,,,-0.7,7.2,,,1000-1500,,,30.0,-10.4,No precipitation,6,,,,
20.03.2020 14:00,6.8,725.8,750.7,-0.8,29,Wind blowing from the west,10,,17,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,7.0,,,600-1000,,,30.0,-10.0,No precipitation,12,,,,
20.03.2020 11:00,5.1,726.6,751.5,,39,Wind blowing from the west,10,,17,40%., ,,,-0.7,5.1,,,600-1000,,,30.0,-8.0,No precipitation,6,,,,
20.03.2020 08:00,1.8,727.0,752.1,1.2,46,Wind blowing from the west-northwest,10,,16,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,3.1,,,600-1000,,,30.0,-8.6,No precipitation,12,,,,
20.03.2020 05:00,-0.6,725.8,750.9,,51,Wind blowing from the west-northwest,5,,16,, ,,,-0.7,3.1,,,,,,30.0,-9.7,No precipitation,6,,,,
20.03.2020 02:00,0.0,724.2,749.2,,47,Wind blowing from the west-northwest,7,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,4.3,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,12,,,,
19.03.2020 23:00,1.3,723.4,748.3,,48,Wind blowing from the north-west,8,,,, ,,,1.3,4.9,,,,,,30.0,-8.5,No precipitation,6,,,,
19.03.2020 20:00,2.3,722.9,747.7,,58,Wind blowing from the north-west,8,,,100%., ,,,1.5,,,,2500 or more  or no clouds.,,,30.0,-5.3,No precipitation,6,,,,
19.03.2020 17:00,2.4,722.6,747.4,,63,Wind blowing from the north-west,6,,13,70 – 80%., ,,,1.5,,,,600-1000,,,30.0,-4.1,No precipitation,6,,,,
19.03.2020 14:00,3.0,722.2,746.8,,65,Wind blowing from the north-northwest,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,7.2,,,600-1000,,,22.0,-3.1,No precipitation,12,,,,
19.03.2020 11:00,2.5,724.1,748.9,,67,Wind blowing from the north-northeast,2,,12,90  or more  but not 100%, ,,,1.5,7.2,,,600-1000,,,21.0,-3.0,No precipitation,6,,,,
19.03.2020 08:00,2.3,724.7,749.5,0.1,67,Wind blowing from the west-northwest,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,7.2,,,2500 or more  or no clouds.,,,20.0,-3.2,No precipitation,12,,,,
19.03.2020 05:00,1.9,724.6,749.3,,71,Wind blowing from the west,5,,12,, ,,,-2.0,7.2,,,,,,28.0,-2.8,No precipitation,6,,,,
19.03.2020 02:00,4.3,724.3,748.9,0.8,64,Wind blowing from the west,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,7.2,,,2500 or more  or no clouds.,,,20.0,-1.9,No precipitation,12,,,,
