Local time in Shangzhi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,-0.8,741.7,759.2,,93,Wind blowing from the south-southwest,0,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,13.1,,,2500 or more  or no clouds.,,,5.0,-1.8,No precipitation,12,,,,
25.03.2020 20:00,2.9,741.4,759.1,,82,Wind blowing from the east,1,,11,100%., ,,,-2.9,13.1,,,1000-1500,,,4.5,0.1,No precipitation,6,,,,
25.03.2020 17:00,9.7,741.1,758.8,,60,Wind blowing from the south-southeast,2,,11,100%., ,,,-2.9,13.1,,,1000-1500,,,10.0,2.3,No precipitation,6,,,,
25.03.2020 14:00,10.8,741.4,758.9,-0.7,57,Wind blowing from the south,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,13.1,,,1000-1500,,,12.0,2.6,No precipitation,12,,,,
25.03.2020 11:00,8.1,742.1,759.7,,49,Wind blowing from the north,2,,3,90  or more  but not 100%, ,,,-2.9,10.3,,,,,,13.0,-2.0,No precipitation,6,,,,
25.03.2020 08:00,2.8,743.5,761.3,-0.3,59,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,10.3,,,2500 or more  or no clouds.,,,13.0,-4.4,No precipitation,12,,,,
25.03.2020 05:00,-2.3,743.8,761.5,,83,Calm  no wind,0,,,, ,,,-6.1,10.3,,,,,,24.0,-4.8,No precipitation,6,,,,
25.03.2020 02:00,-0.5,744.4,762.1,,72,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,10.3,,,2500 or more  or no clouds.,,,30.0,-4.9,No precipitation,12,,,,
24.03.2020 20:00,-0.1,745.8,763.8,-0.1,70,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,10.3,,,,,,3.2,-4.9,No precipitation,12,,,,
24.03.2020 17:00,9.0,745.9,763.8,,22,Wind blowing from the south,1,,6,no clouds, ,,,-6.1,10.3,,,,,,22.0,-11.6,No precipitation,6,,,,
24.03.2020 14:00,8.8,747.0,764.9,,28,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,9.4,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
24.03.2020 11:00,5.8,748.9,766.9,,38,Wind blowing from the south-west,3,,6,, ,,,-6.1,6.9,,,,,,20.0,-7.4,No precipitation,6,,,,
24.03.2020 08:00,0.6,749.5,767.6,,62,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,6.9,,,2500 or more  or no clouds.,,,25.0,-6.0,No precipitation,12,,,,
24.03.2020 05:00,-5.8,749.0,767.2,,88,Wind blowing from the south-west,1,,6,, ,,,-6.1,6.9,,,,,,16.0,-7.5,No precipitation,6,,,,
24.03.2020 02:00,-5.2,748.6,766.6,,84,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,6.9,,,2500 or more  or no clouds.,,,30.0,-7.5,No precipitation,12,,,,
23.03.2020 20:00,-2.3,748.2,766.3,,67,Wind blowing from the west-southwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,6.9,,,,,,11.0,-7.6,No precipitation,12,,,,
23.03.2020 17:00,3.5,747.3,765.4,,37,Wind blowing from the north-west,3,,11,no clouds, ,,,-5.8,6.9,,,,,,30.0,-9.8,No precipitation,6,,,,
23.03.2020 14:00,5.0,746.1,764.1,0.8,25,Wind blowing from the north-west,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,6.9,,,,,,30.0,-13.4,No precipitation,12,,,,
23.03.2020 11:00,6.6,745.3,763.3,,26,Wind blowing from the north-west,4,,8,40%., ,,,-5.8,6.8,,,600-1000,,,30.0,-11.5,No precipitation,6,,,,
23.03.2020 08:00,-0.4,745.7,763.8,,75,Wind blowing from the south-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,5.1,,,2500 or more  or no clouds.,,,11.0,-4.3,No precipitation,12,,,,
23.03.2020 05:00,-4.8,745.0,763.0,,93,Wind blowing from the south-southwest,1,,6,, ,,,-5.8,5.1,,,,,,19.0,-5.8,No precipitation,6,,,,
23.03.2020 02:00,-4.8,744.2,762.2,,91,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,5.1,,,2500 or more  or no clouds.,,,22.0,-6.0,No precipitation,12,,,,
22.03.2020 20:00,-0.6,743.3,761.2,,65,Wind blowing from the west,1,,9,20–30%., ,,,-4.1,5.1,,,1000-1500,,,5.0,-6.4,No precipitation,6,,,,
22.03.2020 17:00,3.9,742.6,760.5,,44,Wind blowing from the north-northwest,4,,9,, ,,,-4.1,5.1,,,,,,19.0,-7.5,0.1,6,,,,
22.03.2020 14:00,3.9,742.0,759.8,-0.5,58,Wind blowing from the north-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.4,,,2500 or more  or no clouds.,,,25.0,-3.8,0.1,12,,,,
22.03.2020 11:00,3.7,742.5,760.3,,66,Wind blowing from the south-west,4,,8,, ,,,-4.1,7.4,,,,,,16.0,-2.1,No precipitation,6,,,,
22.03.2020 08:00,0.8,742.6,760.5,0.7,82,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.4,,,,,,16.0,-1.9,No precipitation,12,,,,
22.03.2020 05:00,-3.9,741.9,759.9,,94,Wind blowing from the south-east,1,,6,, ,,,-4.1,7.4,,,,,,12.0,-4.7,No precipitation,6,,,,
22.03.2020 02:00,-2.4,741.6,759.4,,91,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.4,,,2500 or more  or no clouds.,,,19.0,-3.7,0.2,12,,,,
21.03.2020 20:00,2.2,741.5,759.3,,74,Wind blowing from the west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.4,,,2500 or more  or no clouds.,,,29.0,-2.1,0.2,12,,,,
21.03.2020 17:00,1.6,740.5,758.5,,88,Wind blowing from the south-west,2,,10,,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.4,,,,,,6.0,-0.2,0.2,6,,,,
21.03.2020 14:00,6.6,739.3,757.0,-0.3,55,Wind blowing from the west,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.5,,,600-1000,,,27.0,-2.0,No precipitation,12,,,,
21.03.2020 11:00,5.2,739.6,757.3,,66,Wind blowing from the south-west,5,,8,, ,,,-4.1,7.5,,,,,,10.0,-0.8,No precipitation,6,,,,
21.03.2020 08:00,2.3,739.2,756.9,1.7,71,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.5,,,2500 or more  or no clouds.,,,10.0,-2.4,No precipitation,12,,,,
21.03.2020 05:00,-4.1,737.5,755.3,,91,Wind blowing from the west-southwest,1,,3,, ,,,-4.1,7.5,,,,,,10.0,-5.3,No precipitation,6,,,,
21.03.2020 02:00,-1.4,736.1,753.7,,88,Wind blowing from the east-southeast,0,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.5,,,2500 or more  or no clouds.,,,7.0,-3.1,No precipitation,12,,,,
20.03.2020 20:00,2.1,735.6,753.3,0.5,67,Wind blowing from the east,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.5,,,1000-1500,,,7.0,-3.4,No precipitation,12,,,,
20.03.2020 17:00,5.9,735.1,752.7,,56,Wind blowing from the south-west,2,,10,40%., ,,,-3.4,7.5,,,1000-1500,,,7.0,-2.4,No precipitation,6,,,,
20.03.2020 14:00,6.7,735.1,752.6,,50,Wind blowing from the west-southwest,4,,10,50%., ,,,-3.4,6.8,,,1000-1500,,,23.0,-3.0,No precipitation,6,,,,
20.03.2020 11:00,3.8,736.6,754.3,,62,Wind blowing from the west-southwest,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,6.8,,,,,,17.0,-3.0,No precipitation,6,,,,
20.03.2020 08:00,-0.4,737.6,755.4,0.6,83,Wind blowing from the south-west,4,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,6.8,,,2500 or more  or no clouds.,,,7.0,-2.9,No precipitation,12,,,,
20.03.2020 05:00,-3.2,737.0,754.8,,87,Wind blowing from the south-southwest,1,,8,,Snow not falling as shower(s). ,,,-3.2,6.8,,,,,,13.0,-5.1,No precipitation,6,,,,
20.03.2020 02:00,-1.3,736.3,753.9,,79,Wind blowing from the west,2,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.8,,,2500 or more  or no clouds.,,,25.0,-4.6,No precipitation,12,,,,
19.03.2020 20:00,2.2,734.5,752.2,,59,Wind blowing from the north-west,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,30.0,-5.0,No precipitation,6,,,,
19.03.2020 17:00,3.3,733.1,750.7,,61,Wind blowing from the north-northwest,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,8.6,,,,,,18.0,-3.5,No precipitation,6,,,,
19.03.2020 14:00,,731.9,,,,Wind blowing from the east-northeast,3,,8,,Drizzle (not freezing) or snow grains not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,11.0,,,2500 or more  or no clouds.,,,30.0,,No precipitation,12,,,,
19.03.2020 11:00,,732.1,,,,Wind blowing from the east,2,,,,Drizzle (not freezing) or snow grains not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,11.0,,,,,,16.0,,No precipitation,6,,,,
19.03.2020 08:00,,733.3,,0.3,,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,11.0,,,2500 or more  or no clouds.,,,2.0,,No precipitation,12,,,,
19.03.2020 05:00,,733.0,,,,Wind blowing from the south-east,1,,5,, ,,,-5.7,11.0,,,,,,4.8,,No precipitation,6,,,,
19.03.2020 02:00,,733.6,,,,Wind blowing from the west,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,,No precipitation,12,,,,
18.03.2020 20:00,,732.3,,2.5,,Wind blowing from the west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,11.0,,,1000-1500,,,11.0,,No precipitation,12,,,,
18.03.2020 17:00,8.6,729.8,747.4,,42,Wind blowing from the west-southwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,11.0,,,,,,3.3,-3.6,No precipitation,6,,,,
18.03.2020 14:00,8.8,730.5,748.0,,43,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,9.2,,,2500 or more  or no clouds.,,,19.0,-3.1,No precipitation,12,,,,
18.03.2020 11:00,8.7,732.5,750.0,,35,Wind blowing from the south-southwest,1,,4,, ,,,-6.1,9.0,,,,,,23.0,-5.9,No precipitation,6,,,,
18.03.2020 08:00,0.3,735.8,753.7,-0.5,92,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.4,,,2500 or more  or no clouds.,,,4.5,-0.8,No precipitation,12,,,,
18.03.2020 05:00,-5.7,736.3,754.1,,95,Wind blowing from the south-east,1,,4,,Mist. ,,,-11.2,3.4,,,,,,3.1,-6.4,No precipitation,6,,,,
18.03.2020 02:00,-5.1,737.3,755.2,,93,Wind blowing from the north,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.4,,,2500 or more  or no clouds.,,,2.6,-6.1,No precipitation,12,,,,
17.03.2020 20:00,-2.4,738.5,756.7,,89,Wind blowing from the west-southwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.4,,,,,,2.2,-4.0,No precipitation,6,,,,
17.03.2020 17:00,2.5,738.2,756.3,,75,Wind blowing from the south-west,2,,8,20–30%., ,,,-11.2,3.4,,,1000-1500,,,6.0,-1.5,No precipitation,6,,,,
17.03.2020 14:00,3.1,737.9,756.0,-0.5,69,Wind blowing from the south-west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.2,,,2500 or more  or no clouds.,,,10.0,-2.2,No precipitation,12,,,,
17.03.2020 11:00,-0.7,738.4,756.6,,62,Wind blowing from the south,1,,3,100%., ,,,-11.2,-0.2,,,1000-1500,,,13.0,-7.1,No precipitation,6,,,,
17.03.2020 08:00,-7.2,738.9,757.2,0.1,78,Wind blowing from the west-southwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-0.2,,,2500 or more  or no clouds.,,,4.1,-10.4,No precipitation,12,,,,
17.03.2020 05:00,-10.3,738.8,757.0,,81,Wind blowing from the south,0,,4,, ,,,-10.4,-0.2,,,,,,13.0,-12.9,No precipitation,6,,,,
17.03.2020 02:00,-10.3,739.6,757.9,,81,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-0.2,,,2500 or more  or no clouds.,,,14.0,-12.9,No precipitation,12,,,,
