Local time in Weichang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,0.6,685.4,763.0,,95,Wind blowing from the north-west,3,,13,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,18.9,,,2500 or more  or no clouds.,,,2.0,-0.1,1.0,12,,,,
25.03.2020 20:00,10.5,679.4,757.2,0.8,55,Wind blowing from the south-southeast,1,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,18.9,,,2500 or more  or no clouds.,,,10.0,1.8,No precipitation,12,,,,
25.03.2020 17:00,17.3,678.6,755.3,,35,Wind blowing from the south,4,,11,, ,,,0.3,18.9,,,,,,10.0,1.7,No precipitation,6,,,,
25.03.2020 14:00,18.3,679.0,755.4,-2.1,36,Wind blowing from the south,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,18.3,,,2500 or more  or no clouds.,,,8.0,3.0,No precipitation,12,,,,
25.03.2020 11:00,12.0,681.1,757.8,,53,Wind blowing from the south-southwest,2,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,16.9,,,2500 or more  or no clouds.,,,4.7,2.7,No precipitation,6,,,,
25.03.2020 08:00,2.6,681.7,759.7,0.6,89,Wind blowing from the north-northeast,1,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,16.9,,,2500 or more  or no clouds.,,,2.9,1.0,Trace of precipitation,12,,,,
25.03.2020 05:00,2.1,681.1,758.5,,94,Wind blowing from the north-east,2,,8,,Mist. ,,,-2.8,16.9,,,,,,2.0,1.2,No precipitation,6,,,,
25.03.2020 02:00,4.5,681.2,758.2,,84,Wind blowing from the east,2,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,16.9,,,2500 or more  or no clouds.,,,3.5,2.0,No precipitation,12,,,,
24.03.2020 20:00,11.1,681.3,759.6,,46,Wind blowing from the south-southwest,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,16.9,,,2500 or more  or no clouds.,,,20.0,-0.1,No precipitation,12,,,,
24.03.2020 14:00,15.6,682.2,760.0,-2.4,31,Wind blowing from the south-southeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,18.2,,,2500 or more  or no clouds.,,,14.0,-1.5,No precipitation,12,,,,
24.03.2020 11:00,9.1,684.6,763.3,,38,Wind blowing from the south-west,2,,4,90  or more  but not 100%, ,,,-2.8,,,,2500 or more  or no clouds.,,,11.0,-4.5,No precipitation,6,,,,
24.03.2020 08:00,-0.1,685.8,765.4,,64,Wind blowing from the north,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,,,,2500 or more  or no clouds.,,,16.0,-6.1,No precipitation,12,,,,
24.03.2020 05:00,-1.9,685.6,763.7,,71,Wind blowing from the north-northeast,2,,5,, ,,,-3.8,18.2,,,,,,30.0,-6.5,No precipitation,6,,,,
24.03.2020 02:00,-0.5,685.9,763.9,,64,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,18.2,,,2500 or more  or no clouds.,,,30.0,-6.5,No precipitation,12,,,,
23.03.2020 20:00,5.7,685.3,764.8,0.9,35,Wind blowing from the east-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,18.2,,,,,,30.0,-8.6,No precipitation,12,,,,
23.03.2020 17:00,17.7,684.4,762.5,,13,Wind blowing from the east-southeast,1,,8,no clouds, ,,,-3.8,18.2,,,,,,30.0,-11.1,No precipitation,6,,,,
23.03.2020 14:00,16.8,685.6,763.5,-2.2,15,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,16.8,,,,,,30.0,-10.0,No precipitation,12,,,,
23.03.2020 11:00,10.9,687.8,766.8,,27,Wind blowing from the south-southwest,2,,6,no clouds, ,,,-3.8,12.2,,,,,,30.0,-7.4,No precipitation,6,,,,
23.03.2020 08:00,-0.2,688.4,768.6,,57,Wind blowing from the north-northeast,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,12.2,,,,,,30.0,-7.7,No precipitation,12,,,,
23.03.2020 05:00,-3.1,687.6,766.9,,70,Wind blowing from the north-east,1,,10,, ,,,-4.6,12.2,,,,,,30.0,-7.8,No precipitation,6,,,,
23.03.2020 02:00,0.0,686.8,765.5,,57,Wind blowing from the north-northeast,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,12.2,,,2500 or more  or no clouds.,,,30.0,-7.5,No precipitation,12,,,,
22.03.2020 20:00,4.0,685.6,765.9,1.4,41,Wind blowing from the east,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,12.2,,,,,,30.0,-8.1,No precipitation,12,,,,
22.03.2020 17:00,11.8,684.2,763.3,,21,Wind blowing from the west,4,,,no clouds, ,,,,,,,,,,30.0,-9.8,,,,,,
22.03.2020 14:00,12.0,684.2,763.3,-0.8,23,Wind blowing from the west,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,12.1,,,,,,30.0,-8.5,No precipitation,12,,,,
22.03.2020 11:00,7.5,685.0,764.5,,39,Wind blowing from the west-southwest,1,,5,no clouds, ,,,-4.6,7.5,,,,,,26.0,-5.6,No precipitation,6,,,,
22.03.2020 08:00,-3.3,686.2,767.1,0.3,81,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,6.5,,,,,,30.0,-6.1,No precipitation,12,,,,
22.03.2020 05:00,-4.2,685.9,766.1,,85,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,-6.3,,,,,,
22.03.2020 02:00,-3.8,685.9,766.3,,90,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.5,,,2500 or more  or no clouds.,,,30.0,-5.2,No precipitation,12,,,,
21.03.2020 20:00,0.7,684.3,764.6,,75,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,6.5,,,,,,30.0,-3.2,3.0,12,,,,
21.03.2020 17:00,6.2,683.0,762.3,,46,Wind blowing from the west,4,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,10.3,,,600-1000,,,30.0,-4.8,No precipitation,6,,,,
21.03.2020 14:00,4.9,683.3,763.0,-0.7,57,Wind blowing from the south,1,,6,40%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-2.1,12.8,,,600-1000,,,30.0,-3.1,5.0,12,,,,
21.03.2020 11:00,1.2,684.0,764.3,,86,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-2.1,,,,600-1000,,,7.0,-0.9,5.0,6,,,,
21.03.2020 08:00,-0.9,683.2,762.9,1.7,96,Wind blowing from the north,0,,6,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,,,,2500 or more  or no clouds.,,,0.5,-1.5,2.0,12,,,,
21.03.2020 05:00,-0.5,681.5,760.0,,56,Wind blowing from the north-east,1,,10,, ,,,-4.8,13.3,,,,,,30.0,-8.2,No precipitation,6,,,,
21.03.2020 02:00,-1.7,681.6,759.9,,59,Wind blowing from the north,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,13.3,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
20.03.2020 20:00,3.5,680.6,760.3,,41,Wind blowing from the east,1,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,13.3,,,2500 or more  or no clouds.,,,30.0,-8.5,No precipitation,12,,,,
20.03.2020 17:00,10.2,678.3,757.0,,23,Wind blowing from the west-northwest,5,,15,20–30%., ,,,-5.8,13.3,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,6,,,,
20.03.2020 14:00,12.7,676.6,754.9,0.3,14,Wind blowing from the west-northwest,5,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,13.3,,,,,,21.0,-14.1,No precipitation,12,,,,
20.03.2020 11:00,11.4,676.3,754.7,,20,Wind blowing from the north,3,,7,40%., ,,,-5.8,11.5,,,2500 or more  or no clouds.,,,26.0,-10.8,No precipitation,6,,,,
20.03.2020 08:00,-2.6,676.6,756.7,-0.3,43,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,,,,,,,29.0,-13.5,No precipitation,12,,,,
20.03.2020 05:00,-4.7,676.9,756.2,,49,Wind blowing from the north-northeast,2,,5,, ,,,-5.8,6.0,,,,,,30.0,-14.0,No precipitation,6,,,,
20.03.2020 02:00,-4.8,678.1,757.5,,51,Wind blowing from the north-east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,6.0,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,12,,,,
19.03.2020 20:00,-2.5,680.4,760.9,,35,Wind blowing from the east,1,,13,no clouds, ,,,-3.8,6.0,,,,,,30.0,-15.9,No precipitation,6,,,,
19.03.2020 17:00,5.7,680.5,759.9,,16,Wind blowing from the north-west,3,,13,no clouds, ,,,-3.8,6.4,,,,,,30.0,-18.2,No precipitation,6,,,,
19.03.2020 14:00,5.4,681.1,760.7,,20,Wind blowing from the west,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,,,,,,,30.0,-15.8,No precipitation,12,,,,
19.03.2020 11:00,2.7,682.0,761.6,,23,Wind blowing from the west-northwest,6,,13,no clouds, ,,,-3.8,,,,,,,20.0,-16.4,No precipitation,6,,,,
19.03.2020 08:00,-1.6,680.8,760.8,,44,Wind blowing from the west-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,,,,,,,30.0,-12.3,No precipitation,12,,,,
19.03.2020 05:00,-3.2,679.6,758.8,,54,Wind blowing from the west-northwest,3,,16,, ,,,-5.5,,,,,,,30.0,-11.4,No precipitation,6,,,,
19.03.2020 02:00,-3.7,679.8,757.9,,53,Wind blowing from the north,1,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,15.5,,,2500 or more  or no clouds.,,,30.0,-12.1,No precipitation,12,,,,
18.03.2020 20:00,1.0,679.9,759.8,3.6,48,Wind blowing from the north-west,3,,18,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,15.5,,,2500 or more  or no clouds.,,,30.0,-8.8,No precipitation,12,,,,
18.03.2020 17:00,6.5,676.3,755.4,,45,Wind blowing from the west,8,,18,100%., ,,,-5.5,15.5,,,2500 or more  or no clouds.,,,18.0,-4.6,No precipitation,6,,,,
18.03.2020 14:00,14.8,672.7,749.9,-1.2,14,Wind blowing from the north-west,6,,13,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,15.5,,,2500 or more  or no clouds.,,,21.0,-12.4,No precipitation,12,,,,
18.03.2020 11:00,14.2,673.9,751.0,,10,Wind blowing from the west,4,,8,60%., ,,,-5.5,14.2,,,2500 or more  or no clouds.,,,22.0,-17.0,No precipitation,6,,,,
18.03.2020 08:00,-2.4,676.0,755.5,-0.3,63,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,,,,,,,22.0,-8.5,No precipitation,12,,,,
18.03.2020 05:00,-4.7,676.3,754.6,,72,Wind blowing from the east-northeast,1,,,, ,,,-5.4,11.9,,,,,,30.0,-9.0,No precipitation,6,,,,
18.03.2020 02:00,-3.1,677.8,756.3,,65,Wind blowing from the north-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,11.9,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,12,,,,
17.03.2020 20:00,1.5,680.5,760.5,-0.7,46,Wind blowing from the east-northeast,1,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,11.9,,,,,,30.0,-8.9,No precipitation,12,,,,
17.03.2020 17:00,11.9,681.2,759.8,,21,Wind blowing from the west,2,,14,no clouds, ,,,-5.4,11.9,,,,,,30.0,-9.7,No precipitation,6,,,,
17.03.2020 14:00,10.1,682.6,761.4,-1.0,22,Wind blowing from the north-northwest,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,11.1,,,,,,30.0,-10.7,No precipitation,12,,,,
17.03.2020 11:00,8.1,683.6,762.7,,22,Wind blowing from the west,6,,,no clouds, ,,,-5.4,11.1,,,,,,20.0,-12.3,No precipitation,6,,,,
17.03.2020 08:00,-2.0,683.8,763.3,,61,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,11.1,,,,,,30.0,-8.7,No precipitation,12,,,,
17.03.2020 05:00,-3.1,683.4,762.6,,67,Wind blowing from the north-northeast,2,,11,, ,,,-11.2,11.1,,,,,,30.0,-8.5,No precipitation,6,,,,
17.03.2020 02:00,-1.1,683.8,762.7,,58,Wind blowing from the north,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.1,,,2500 or more  or no clouds.,,,30.0,-8.3,No precipitation,12,,,,
