Local time in Fuding,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 20:00,20.6,756.7,760.0,2.2,90,Wind blowing from the west,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,25.7,,,600-1000,,,30.0,18.9,2.0,12,,,,
26.03.2020 17:00,24.8,754.5,757.7,,68,Wind blowing from the east-southeast,2,,7,70 – 80%., ,,,17.7,25.7,,,600-1000,,,30.0,18.5,No precipitation,6,,,,
26.03.2020 14:00,24.5,755.0,758.2,-2.7,67,Wind blowing from the south-southeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,25.1,,,600-1000,,,20.0,18.0,No precipitation,12,,,,
26.03.2020 11:00,20.4,757.7,761.0,,86,Wind blowing from the south,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,23.1,,,600-1000,,,6.0,18.0,No precipitation,6,,,,
26.03.2020 08:00,18.0,757.8,761.1,0.7,99,Wind blowing from the south-east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,22.8,,,600-1000,,,3.8,17.8,No precipitation,12,,,,
26.03.2020 05:00,18.3,757.1,760.4,,99,Wind blowing from the south,1,,4,,Mist. ,,,16.0,22.8,,,,,,1.7,18.1,No precipitation,6,,,,
26.03.2020 02:00,18.5,757.3,760.6,-0.6,97,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,22.8,,,2500 or more  or no clouds.,,,6.0,18.0,No precipitation,12,,,,
25.03.2020 23:00,19.8,757.9,761.2,,93,Wind blowing from the south-southwest,1,,,, ,,,16.0,22.8,,,,,,9.0,18.6,No precipitation,6,,,,
25.03.2020 20:00,20.1,757.5,760.8,0.8,90,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,22.8,,,600-1000,,,14.0,18.4,Trace of precipitation,12,,,,
25.03.2020 17:00,22.2,756.7,760.0,,77,Wind blowing from the south-east,2,,4,90  or more  but not 100%, ,,,16.0,22.8,,,600-1000,,,30.0,18.0,No precipitation,6,,,,
25.03.2020 14:00,21.3,757.5,760.8,-2.5,68,Wind blowing from the south,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,22.5,,,600-1000,,,30.0,15.2,Trace of precipitation,12,,,,
25.03.2020 11:00,19.4,760.0,763.3,,64,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,22.6,,,600-1000,,,30.0,12.4,No precipitation,6,,,,
25.03.2020 08:00,16.6,760.5,763.8,0.5,78,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,,,,600-1000,,,29.0,12.8,Trace of precipitation,12,,,,
25.03.2020 05:00,16.2,760.0,763.3,,81,Wind blowing from the north-west,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,,,,,,,,29.0,12.9,No precipitation,6,,,,
25.03.2020 02:00,16.3,760.3,763.6,-1.2,81,Wind blowing from the west,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,22.6,,,2500 or more  or no clouds.,,,30.0,13.0,Trace of precipitation,12,,,,
24.03.2020 23:00,16.4,761.5,764.8,,80,Wind blowing from the west-northwest,1,,7,, ,,,12.5,22.6,,,,,,28.0,12.9,Trace of precipitation,6,,,,
24.03.2020 20:00,17.2,760.8,764.1,,72,Wind blowing from the south-west,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,22.6,,,600-1000,,,29.0,12.1,Trace of precipitation,12,,,,
24.03.2020 14:00,22.4,759.8,763.1,-2.0,38,Wind blowing from the south-southeast,3,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,22.6,,,1000-1500,,,30.0,7.4,No precipitation,12,,,,
24.03.2020 11:00,19.9,761.8,765.1,,50,Wind blowing from the south-east,2,,4,60%., ,,,12.5,20.2,,,600-1000,,,30.0,9.2,No precipitation,6,,,,
24.03.2020 08:00,15.4,762.3,765.7,1.0,67,Wind blowing from the east-northeast,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,20.4,,,1000-1500,,,30.0,9.3,No precipitation,12,,,,
24.03.2020 05:00,13.1,761.3,764.6,,79,Wind blowing from the north-northwest,1,,4,, ,,,13.1,20.4,,,,,,30.0,9.5,No precipitation,6,,,,
24.03.2020 02:00,14.6,761.5,764.8,-0.9,70,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,20.4,,,2500 or more  or no clouds.,,,30.0,9.2,No precipitation,12,,,,
23.03.2020 23:00,15.4,762.4,765.7,,57,Wind blowing from the east-northeast,1,,,, ,,,15.4,20.4,,,,,,30.0,6.9,No precipitation,6,,,,
23.03.2020 20:00,16.4,761.6,764.9,0.5,52,Wind blowing from the north,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,20.4,,,600-1000,,,30.0,6.5,No precipitation,12,,,,
23.03.2020 17:00,18.8,761.1,764.4,,36,Wind blowing from the east,2,,6,100%., ,,,16.7,24.3,,,600-1000,,,30.0,3.4,No precipitation,6,,,,
23.03.2020 14:00,19.7,760.4,763.7,-1.5,40,Wind blowing from the north-east,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,,,,600-1000,,,30.0,5.7,0.3,12,,,,
23.03.2020 11:00,20.2,761.9,765.2,,57,Wind blowing from the north-east,2,,5,90  or more  but not 100%, ,,,16.7,,,,600-1000,,,10.0,11.4,No precipitation,6,,,,
23.03.2020 08:00,17.4,761.2,764.5,1.4,91,Wind blowing from the north,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,,,,600-1000,,,7.0,15.9,3.0,12,,,,
23.03.2020 05:00,16.9,759.8,763.1,,95,Wind blowing from the north,1,,11,, ,,,15.7,29.2,,,,,,12.0,16.1,0.4,6,,,,
23.03.2020 02:00,17.7,759.7,762.9,,99,Wind blowing from the north,1,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,29.2,,,2500 or more  or no clouds.,,,2.4,17.5,14.0,12,,,,
22.03.2020 23:00,18.3,760.3,763.6,,95,Wind blowing from the north-east,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.7,29.2,,,,,,29.0,17.5,14.0,6,,,,
22.03.2020 20:00,18.4,759.9,763.2,4.4,97,Wind blowing from the north-west,1,,11,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,29.2,,,600-1000,,,2.3,17.9,12.0,12,,,,
22.03.2020 17:00,24.3,755.5,758.8,,55,Wind blowing from the south-east,3,,,90  or more  but not 100%, ,,,15.7,29.2,,,1000-1500,,,30.0,14.7,No precipitation,6,,,,
22.03.2020 14:00,28.7,754.9,758.1,-1.5,48,Wind blowing from the east-southeast,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,29.2,,,600-1000,,,30.0,16.6,No precipitation,12,,,,
22.03.2020 11:00,27.0,756.4,759.6,,56,Wind blowing from the north,4,,7,no clouds, ,,,15.7,27.5,,,,,,16.0,17.5,No precipitation,6,,,,
22.03.2020 08:00,18.2,756.1,759.4,1.3,87,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,24.2,,,,,,10.0,16.0,No precipitation,12,,,,
22.03.2020 05:00,16.0,754.8,758.1,,94,Calm  no wind,0,,,, ,,,10.5,24.2,,,,,,10.0,15.0,No precipitation,6,,,,
22.03.2020 02:00,16.4,754.9,758.2,-0.9,91,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,24.2,,,2500 or more  or no clouds.,,,11.0,14.9,No precipitation,12,,,,
21.03.2020 23:00,17.3,755.8,759.1,,84,Wind blowing from the north,1,,,, ,,,10.5,24.2,,,,,,13.0,14.6,No precipitation,6,,,,
21.03.2020 20:00,19.1,755.8,759.1,0.8,72,Wind blowing from the west-southwest,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,24.2,,,600-1000,,,16.0,13.9,No precipitation,12,,,,
21.03.2020 17:00,22.0,755.0,758.3,,59,Wind blowing from the south,3,,6,90  or more  but not 100%, ,,,10.5,24.2,,,600-1000,,,27.0,13.6,No precipitation,6,,,,
21.03.2020 14:00,23.7,755.8,759.1,-3.3,49,Wind blowing from the south-southeast,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,24.0,,,600-1000,,,30.0,12.4,No precipitation,12,,,,
21.03.2020 11:00,20.9,759.1,762.4,,56,Wind blowing from the south-southeast,3,,4,60%., ,,,10.5,20.9,,,600-1000,,,30.0,11.8,No precipitation,6,,,,
21.03.2020 08:00,13.3,760.3,763.7,1.2,80,Wind blowing from the south-east,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,18.6,,,600-1000,,,21.0,9.9,No precipitation,12,,,,
21.03.2020 05:00,10.7,759.1,762.4,,90,Wind blowing from the north,1,,3,, ,,,10.5,18.6,,,,,,24.0,9.1,No precipitation,6,,,,
21.03.2020 02:00,11.0,759.6,763.0,-0.9,85,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,18.6,,,2500 or more  or no clouds.,,,30.0,8.6,No precipitation,12,,,,
20.03.2020 23:00,12.1,760.5,763.9,,79,Wind blowing from the north-northwest,1,,,, ,,,12.0,18.6,,,,,,28.0,8.6,No precipitation,6,,,,
20.03.2020 20:00,14.6,760.0,763.4,,71,Wind blowing from the north-east,0,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,18.6,,,600-1000,,,29.0,9.4,No precipitation,12,,,,
20.03.2020 17:00,17.9,759.4,762.8,,41,Wind blowing from the south-east,2,,3,90  or more  but not 100%, ,,,12.0,20.9,,,600-1000,,,30.0,4.5,No precipitation,6,,,,
20.03.2020 14:00,17.8,760.3,763.7,-1.9,35,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,21.2,,,600-1000,,,30.0,2.1,No precipitation,12,,,,
20.03.2020 11:00,16.6,762.2,765.5,,41,Wind blowing from the south,1,,5,90  or more  but not 100%, ,,,12.0,21.2,,,600-1000,,,29.0,3.3,No precipitation,6,,,,
20.03.2020 08:00,13.3,762.5,765.9,,68,Wind blowing from the north-east,2,,6,90  or more  but not 100%, ,,,12.0,21.2,,,600-1000,,,30.0,7.5,No precipitation,6,,,,
20.03.2020 05:00,12.2,761.9,765.2,,76,Wind blowing from the north-northwest,1,,6,, ,,,12.1,21.2,,,,,,30.0,8.1,No precipitation,6,,,,
20.03.2020 02:00,12.9,762.0,765.3,0.2,72,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,21.2,,,2500 or more  or no clouds.,,,29.0,8.0,No precipitation,12,,,,
19.03.2020 23:00,15.9,761.8,765.1,,69,Calm  no wind,0,,,, ,,,15.3,21.2,,,,,,13.0,10.2,No precipitation,6,,,,
19.03.2020 20:00,17.9,759.4,762.7,,84,Wind blowing from the north-northwest,1,,3,100%., ,,,15.3,21.2,,,600-1000,,,12.0,15.2,No precipitation,6,,,,
19.03.2020 17:00,20.9,757.6,760.9,,76,Wind blowing from the south,1,,3,90  or more  but not 100%, ,,,15.3,21.2,,,600-1000,,,10.0,16.5,No precipitation,6,,,,
19.03.2020 14:00,20.9,757.2,760.5,,72,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,21.1,,,600-1000,,,17.0,15.7,Trace of precipitation,12,,,,
19.03.2020 11:00,19.0,758.8,762.1,,80,Wind blowing from the east-southeast,1,,2,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,19.2,,,600-1000,,,8.0,15.5,No precipitation,6,,,,
19.03.2020 08:00,15.7,758.5,761.8,2.0,95,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,,,,600-1000,,,6.0,14.9,No precipitation,12,,,,
19.03.2020 05:00,15.3,756.5,759.8,,94,Wind blowing from the north-east,0,,4,, ,,,14.1,19.2,,,,,,8.0,14.3,No precipitation,6,,,,
19.03.2020 02:00,15.4,757.0,760.3,-0.9,93,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,19.2,,,2500 or more  or no clouds.,,,8.0,14.3,No precipitation,12,,,,
18.03.2020 23:00,15.6,757.9,761.2,,91,Wind blowing from the south-west,0,,,, ,,,14.1,19.2,,,,,,9.0,14.1,No precipitation,6,,,,
18.03.2020 20:00,16.6,757.9,761.2,0.3,84,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,19.2,,,600-1000,,,11.0,13.9,No precipitation,12,,,,
18.03.2020 17:00,18.3,757.6,760.9,,75,Wind blowing from the south,2,,4,90  or more  but not 100%, ,,,14.1,19.2,,,600-1000,,,15.0,13.8,No precipitation,6,,,,
18.03.2020 14:00,18.7,758.2,761.5,-1.7,73,Wind blowing from the south-southeast,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,19.0,,,600-1000,,,18.0,13.8,0.5,12,,,,
18.03.2020 11:00,17.7,759.9,763.2,,78,Wind blowing from the south-southeast,2,,3,90  or more  but not 100%, ,,,14.1,18.9,,,600-1000,,,9.0,13.8,No precipitation,6,,,,
18.03.2020 08:00,14.9,760.4,763.8,1.0,97,Wind blowing from the north-east,0,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,,,,600-1000,,,5.0,14.4,0.6,12,,,,
18.03.2020 05:00,14.3,759.4,762.7,,99,Wind blowing from the north,1,,3,,Mist. ,,,12.8,18.9,,,,,,4.5,14.1,0.5,6,,,,
18.03.2020 02:00,14.4,760.0,763.3,-1.1,97,Wind blowing from the west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,18.9,,,2500 or more  or no clouds.,,,4.8,13.9,0.4,12,,,,
17.03.2020 23:00,14.5,761.1,764.4,,97,Wind blowing from the north-northwest,1,,,,Mist. ,,,12.8,18.9,,,,,,5.0,14.0,0.1,6,,,,
17.03.2020 20:00,15.2,761.2,764.6,0.6,94,Wind blowing from the south-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,18.9,,,600-1000,,,6.0,14.2,0.3,12,,,,
17.03.2020 17:00,16.9,760.6,763.9,,76,Wind blowing from the south-southeast,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,18.9,,,1000-1500,,,11.0,12.6,0.3,6,,,,
