Local time in Lhasa,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,10.0,492.8,754.7,1.1,28,Wind blowing from the east-northeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,17.3,,,1000-1500,,,30.0,-7.7,No precipitation,12,,,,
27.03.2020 08:00,3.3,491.7,755.4,0.9,45,Wind blowing from the east,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,17.3,,,1000-1500,,,30.0,-7.5,No precipitation,12,,,,
27.03.2020 05:00,4.5,490.8,751.8,0.2,44,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,,,2.4,17.3,,,2500 or more  or no clouds.,,,30.0,-6.7,No precipitation,12,,,,
27.03.2020 02:00,7.5,490.6,751.4,0.5,36,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,17.3,,,2500 or more  or no clouds.,,,30.0,-6.6,No precipitation,12,,,,
26.03.2020 23:00,10.8,490.1,751.9,1.9,27,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,,,2.4,17.3,,,2500 or more  or no clouds.,,,30.0,-7.4,No precipitation,12,,,,
26.03.2020 20:00,13.4,488.2,750.4,0.6,21,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,17.3,,,2500 or more  or no clouds.,,,30.0,-8.5,No precipitation,12,,,,
26.03.2020 17:00,16.2,487.6,747.5,,14,Wind blowing from the north,2,,6,90  or more  but not 100%, ,,,2.4,16.4,,,1000-1500,,,30.0,-11.3,No precipitation,6,,,,
26.03.2020 14:00,13.3,490.0,751.1,-1.6,26,Wind blowing from the east,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,15.5,,,1000-1500,,,30.0,-5.8,No precipitation,12,,,,
26.03.2020 11:00,7.7,491.6,756.9,,50,Wind blowing from the west,2,,8,70 – 80%., ,,,2.4,15.5,,,1000-1500,,,30.0,-2.3,No precipitation,6,,,,
26.03.2020 08:00,2.5,490.3,754.3,0.7,75,Wind blowing from the east,2,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,15.5,,,1000-1500,,,30.0,-1.5,No precipitation,12,,,,
26.03.2020 05:00,3.3,489.6,751.8,,72,Wind blowing from the west-northwest,2,,11,, ,,,-0.7,15.5,,,,,,30.0,-1.3,No precipitation,6,,,,
26.03.2020 02:00,6.3,489.5,752.1,1.1,54,Wind blowing from the east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,15.5,,,2500 or more  or no clouds.,,,30.0,-2.3,No precipitation,12,,,,
25.03.2020 23:00,6.0,488.4,753.4,,56,Wind blowing from the east-southeast,4,,11,, ,,,-0.7,15.5,,,,,,30.0,-2.1,No precipitation,6,,,,
25.03.2020 20:00,12.2,485.0,747.9,-0.7,15,Wind blowing from the south-southwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,15.5,,,1000-1500,,,15.0,-13.7,No precipitation,12,,,,
25.03.2020 17:00,13.9,485.7,747.3,,12,Wind blowing from the north-northeast,3,,,20–30%., ,,,-0.7,14.4,,,1000-1500,,,30.0,-15.0,No precipitation,6,,,,
25.03.2020 14:00,10.2,489.0,753.2,-2.2,17,Wind blowing from the north-east,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,10.5,,,1000-1500,,,30.0,-13.8,No precipitation,12,,,,
25.03.2020 11:00,5.1,491.2,758.3,,29,Wind blowing from the east,2,,,no clouds, ,,,-0.7,10.5,,,,,,30.0,-11.5,No precipitation,6,,,,
25.03.2020 08:00,-0.7,490.6,758.8,0.4,47,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,10.5,,,,,,30.0,-10.6,No precipitation,12,,,,
25.03.2020 05:00,0.8,490.2,756.1,,46,Wind blowing from the east,2,,6,, ,,,-1.5,10.5,,,,,,30.0,-9.5,No precipitation,6,,,,
25.03.2020 02:00,2.8,490.8,757.4,0.2,39,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,10.5,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
24.03.2020 23:00,5.0,490.6,758.3,,29,Wind blowing from the east,2,,7,, ,,,-1.5,10.5,,,,,,30.0,-11.6,No precipitation,6,,,,
24.03.2020 20:00,8.3,489.3,756.7,,19,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,10.5,,,,,,30.0,-14.0,No precipitation,12,,,,
24.03.2020 14:00,7.7,491.7,760.4,-1.3,25,Wind blowing from the east,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,11.1,,,1000-1500,,,30.0,-11.1,0.1,12,,,,
24.03.2020 11:00,3.5,493.0,764.8,,64,Wind blowing from the east,2,,,, ,,,-1.5,,,,,,,24.0,-2.7,0.9,6,,,,
24.03.2020 08:00,-0.5,491.3,760.0,0.9,74,Wind blowing from the south,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-1.5,11.1,,,1000-1500,,,26.0,-4.6,2.0,12,,,,
24.03.2020 05:00,0.4,490.4,756.5,,84,Wind blowing from the south-west,1,,8,,Snow not falling as shower(s). ,,,-1.5,11.1,,,,,,22.0,-2.0,2.0,6,,,,
24.03.2020 02:00,0.0,490.5,757.7,0.0,91,Wind blowing from the south,1,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,11.1,,,2500 or more  or no clouds.,,,3.6,-1.3,2.0,12,,,,
23.03.2020 23:00,0.3,490.5,760.0,,92,Wind blowing from the west-southwest,3,,8,,Intermittent fall of snowflakes  heavy at time of observation. ,,,-1.5,11.1,,,,,,0.8,-0.8,0.6,6,,,,
23.03.2020 20:00,7.8,487.0,753.5,0.0,30,Wind blowing from the west-southwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,11.1,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
23.03.2020 17:00,10.6,487.0,751.3,,19,Wind blowing from the west,2,,8,90  or more  but not 100%, ,,,-1.5,11.1,,,,,,30.0,-12.1,No precipitation,6,,,,
23.03.2020 14:00,9.4,489.3,755.2,-1.5,25,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,10.5,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,12,,,,
23.03.2020 11:00,5.2,490.8,759.4,,37,Wind blowing from the north-west,1,,3,20–30%., ,,,-1.5,10.5,,,1000-1500,,,30.0,-8.6,No precipitation,6,,,,
23.03.2020 08:00,-0.6,490.0,758.4,,53,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,10.5,,,2500 or more  or no clouds.,,,30.0,-9.0,No precipitation,12,,,,
23.03.2020 05:00,0.4,489.6,755.9,,52,Wind blowing from the east,1,,,, ,,,-2.0,10.5,,,,,,30.0,-8.3,No precipitation,6,,,,
23.03.2020 02:00,0.8,490.0,757.6,,45,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,10.5,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
22.03.2020 23:00,2.0,489.7,759.4,,37,Wind blowing from the west,0,,5,, ,,,-2.9,10.5,,,,,,30.0,-11.2,No precipitation,6,,,,
22.03.2020 20:00,7.4,488.4,756.6,-0.2,16,Wind blowing from the north-west,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,10.5,,,1000-1500,,,30.0,-16.8,No precipitation,12,,,,
22.03.2020 17:00,9.7,488.6,755.6,,17,Wind blowing from the south-west,1,,5,70 – 80%., ,,,-2.9,9.7,,,1000-1500,,,30.0,-14.2,No precipitation,6,,,,
22.03.2020 14:00,7.4,490.8,760.3,-1.5,27,Wind blowing from the south-east,3,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,7.8,,,1000-1500,,,30.0,-10.4,No precipitation,12,,,,
22.03.2020 11:00,2.3,492.3,764.0,,42,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-2.9,5.5,,,,,,30.0,-9.3,No precipitation,6,,,,
22.03.2020 08:00,-1.7,491.1,763.6,0.6,57,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,5.5,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,12,,,,
22.03.2020 05:00,-1.9,490.5,761.9,,62,Wind blowing from the east-northeast,1,,8,, ,,,-2.9,5.5,,,,,,30.0,-8.4,No precipitation,6,,,,
22.03.2020 02:00,-2.0,490.9,762.0,,65,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,5.5,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
21.03.2020 23:00,0.8,490.4,762.9,,55,Wind blowing from the south-east,1,,8,, ,,,-1.3,5.5,,,,,,28.0,-7.2,No precipitation,6,,,,
21.03.2020 20:00,2.6,489.2,760.2,0.4,45,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,5.5,,,1000-1500,,,30.0,-8.4,0.8,12,,,,
21.03.2020 17:00,4.0,488.8,758.8,,39,Wind blowing from the south,3,,8,100%., ,,,-1.3,8.7,,,1000-1500,,,30.0,-9.0,0.1,6,,,,
21.03.2020 14:00,5.0,489.6,759.3,-1.1,46,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,9.9,,,2500 or more  or no clouds.,,,30.0,-5.7,3.0,12,,,,
21.03.2020 11:00,-0.7,490.7,763.0,,83,Wind blowing from the west-southwest,1,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-1.3,,,,1000-1500,,,2.3,-3.2,0.8,6,,,,
21.03.2020 08:00,-1.1,489.2,759.4,0.5,84,Wind blowing from the east,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,9.9,,,2500 or more  or no clouds.,,,30.0,-3.5,3.0,12,,,,
21.03.2020 05:00,-1.1,488.7,756.9,,87,Wind blowing from the east-northeast,2,,12,,Intermittent fall of snowflakes  slight at time of observation. ,,,-1.2,9.9,,,,,,11.0,-3.0,3.0,6,,,,
21.03.2020 02:00,-0.8,489.1,757.2,0.8,83,Wind blowing from the east-northeast,1,,12,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,9.9,,,2500 or more  or no clouds.,,,7.0,-3.3,0.6,12,,,,
20.03.2020 23:00,1.4,488.3,756.7,,62,Wind blowing from the east,5,,12,, ,,,0.4,9.9,,,,,,30.0,-5.1,No precipitation,6,,,,
20.03.2020 20:00,4.0,486.7,753.6,1.0,39,Wind blowing from the north-northeast,3,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,9.9,,,600-1000,,,30.0,-8.7,No precipitation,12,,,,
20.03.2020 17:00,6.8,485.7,751.1,,24,Wind blowing from the west-northwest,3,,10,90  or more  but not 100%, ,,,0.4,9.9,,,,,,30.0,-12.4,No precipitation,6,,,,
20.03.2020 14:00,7.3,487.3,750.7,-1.6,25,Wind blowing from the north-west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,10.0,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
20.03.2020 11:00,3.7,488.9,754.2,,36,Wind blowing from the west,3,,8,100%., ,,,0.4,10.0,,,1000-1500,,,30.0,-10.3,No precipitation,6,,,,
20.03.2020 08:00,2.3,487.4,752.2,0.8,38,Wind blowing from the east,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,10.0,,,1000-1500,,,30.0,-10.6,No precipitation,12,,,,
20.03.2020 05:00,0.9,486.6,751.4,,42,Calm  no wind,0,,,, ,,,-0.6,10.0,,,,,,30.0,-10.6,No precipitation,6,,,,
20.03.2020 02:00,5.6,486.8,749.0,0.5,29,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.0,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
19.03.2020 23:00,7.3,486.3,750.9,,26,Wind blowing from the south-east,2,,9,, ,,,-0.6,10.0,,,,,,30.0,-10.9,No precipitation,6,,,,
19.03.2020 20:00,8.1,484.9,750.0,,19,Wind blowing from the north-northeast,2,,9,70 – 80%., ,,,-0.6,10.1,,,1000-1500,,,30.0,-14.1,No precipitation,6,,,,
19.03.2020 17:00,9.0,485.5,750.3,,20,Wind blowing from the north-west,2,,9,90  or more  but not 100%, ,,,-0.6,12.1,,,,,,30.0,-12.8,No precipitation,6,,,,
19.03.2020 14:00,8.9,487.5,752.9,,27,Wind blowing from the west-southwest,3,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.5,,,1000-1500,,,30.0,-9.1,2.0,12,,,,
19.03.2020 11:00,2.6,489.0,754.5,,70,Wind blowing from the west,2,,9,90  or more  but not 100%, ,,,-0.6,12.5,,,1000-1500,,,27.0,-2.3,0.3,6,,,,
19.03.2020 08:00,-0.4,487.8,753.2,0.3,91,Wind blowing from the west-southwest,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.5,,,1000-1500,,,30.0,-1.7,2.0,12,,,,
19.03.2020 05:00,-0.2,487.5,751.9,,92,Wind blowing from the west,1,,9,,Snow not falling as shower(s). ,,,-0.4,12.5,,,,,,30.0,-1.3,2.0,6,,,,
