Local time in Qionghai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 02:00,24.6,756.3,758.4,-1.1,89,Wind blowing from the south-southwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,30.3,,,2500 or more  or no clouds.,,,20.0,22.7,No precipitation,12,,,,
26.03.2020 23:00,25.2,757.4,759.5,1.3,89,Wind blowing from the south,2,,10,,Cloud development not observed or not observable. ,,,24.0,30.3,,,2500 or more  or no clouds.,,,18.0,23.3,No precipitation,12,,,,
26.03.2020 20:00,26.3,756.1,758.2,1.0,80,Wind blowing from the south,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,30.3,,,600-1000,,,25.0,22.6,No precipitation,12,,,,
26.03.2020 17:00,28.3,755.1,757.2,,73,Wind blowing from the south-southeast,3,,10,90  or more  but not 100%, ,,,24.0,30.3,,,600-1000,,,25.0,23.0,No precipitation,6,,,,
26.03.2020 14:00,29.9,756.0,758.1,-1.7,67,Wind blowing from the south-southeast,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,30.2,,,600-1000,,,28.0,23.1,No precipitation,12,,,,
26.03.2020 11:00,28.8,757.7,759.8,,71,Wind blowing from the south-southeast,4,,9,90  or more  but not 100%, ,,,24.0,29.3,,,600-1000,,,25.0,23.0,No precipitation,6,,,,
26.03.2020 08:00,25.2,757.2,759.3,0.8,88,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,,,,600-1000,,,16.0,23.1,No precipitation,12,,,,
26.03.2020 05:00,24.5,756.4,758.5,,89,Wind blowing from the south-east,2,,9,, ,,,23.9,29.3,,,,,,17.0,22.6,No precipitation,6,,,,
26.03.2020 02:00,24.1,756.9,759.0,-0.4,91,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.9,29.3,,,2500 or more  or no clouds.,,,14.0,22.5,No precipitation,12,,,,
25.03.2020 23:00,24.8,757.3,759.4,,87,Wind blowing from the south-east,1,,10,, ,,,23.9,29.3,,,,,,16.0,22.5,No precipitation,6,,,,
25.03.2020 20:00,25.4,756.3,758.4,0.7,82,Wind blowing from the south-southeast,2,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.9,29.3,,,600-1000,,,20.0,22.1,Trace of precipitation,12,,,,
25.03.2020 17:00,27.1,755.6,757.7,,73,Wind blowing from the south-east,5,,10,70 – 80%., ,,,23.9,29.3,,,600-1000,,,27.0,21.8,No precipitation,6,,,,
25.03.2020 14:00,28.9,756.8,758.9,-1.4,65,Wind blowing from the south-east,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.9,29.3,,,600-1000,,,26.0,21.7,Trace of precipitation,12,,,,
25.03.2020 11:00,27.9,758.2,760.3,,67,Wind blowing from the south-east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.9,29.3,,,600-1000,,,25.0,21.2,No precipitation,6,,,,
25.03.2020 08:00,24.8,757.5,759.6,1.1,85,Wind blowing from the south-east,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.8,,,,600-1000,,,20.0,22.1,Trace of precipitation,12,,,,
25.03.2020 05:00,24.2,756.4,758.5,,86,Wind blowing from the east-southeast,2,,8,, ,,,,,,,,,,21.0,21.7,No precipitation,6,,,,
25.03.2020 02:00,24.5,757.2,759.3,-0.7,85,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,29.3,,,2500 or more  or no clouds.,,,25.0,21.8,No precipitation,12,,,,
24.03.2020 23:00,24.6,757.9,760.0,,89,Wind blowing from the south-east,2,,9,, ,,,22.3,29.3,,,,,,21.0,22.7,No precipitation,6,,,,
24.03.2020 20:00,25.0,757.0,759.1,,86,Wind blowing from the east-southeast,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,29.3,,,600-1000,,,22.0,22.5,No precipitation,12,,,,
24.03.2020 14:00,28.1,757.4,759.5,-1.7,70,Wind blowing from the east-southeast,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,30.2,,,600-1000,,,29.0,22.1,No precipitation,12,,,,
24.03.2020 11:00,27.8,759.1,761.2,,70,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%, ,,,22.3,31.1,,,600-1000,,,30.0,21.8,No precipitation,6,,,,
24.03.2020 08:00,23.9,758.5,760.6,1.1,95,Wind blowing from the south,1,,2,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,,,,600-1000,,,8.0,23.0,No precipitation,12,,,,
24.03.2020 05:00,22.6,757.4,759.5,,95,Wind blowing from the south-southwest,0,,7,,Mist. ,,,22.5,31.1,,,,,,6.0,21.8,No precipitation,6,,,,
24.03.2020 02:00,23.2,758.1,760.2,-0.1,94,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,31.1,,,2500 or more  or no clouds.,,,11.0,22.2,No precipitation,12,,,,
23.03.2020 23:00,23.6,758.2,760.3,,92,Wind blowing from the east,1,,8,, ,,,22.5,31.1,,,,,,16.0,22.2,No precipitation,6,,,,
23.03.2020 20:00,24.9,757.2,759.3,0.8,86,Wind blowing from the south-southeast,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,31.1,,,600-1000,,,23.0,22.4,No precipitation,12,,,,
23.03.2020 17:00,27.6,756.4,758.5,,75,Wind blowing from the east-southeast,5,,8,10%  or less  but not 0, ,,,22.5,31.1,,,600-1000,,,26.0,22.8,No precipitation,6,,,,
23.03.2020 14:00,29.8,757.3,759.4,-1.9,65,Wind blowing from the east-southeast,5,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,31.6,,,600-1000,,,28.0,22.5,No precipitation,12,,,,
23.03.2020 11:00,29.3,759.2,761.3,,67,Wind blowing from the south-southeast,3,,7,70 – 80%., ,,,22.5,32.0,,,600-1000,,,28.0,22.5,No precipitation,6,,,,
23.03.2020 08:00,23.2,758.5,760.6,1.8,92,Wind blowing from the south-southwest,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,,,,600-1000,,,11.0,21.8,No precipitation,12,,,,
23.03.2020 05:00,23.0,756.7,758.8,,93,Wind blowing from the south,1,,6,, ,,,22.7,32.0,,,,,,14.0,21.8,No precipitation,6,,,,
23.03.2020 02:00,23.4,757.2,759.3,,93,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,32.0,,,2500 or more  or no clouds.,,,11.0,22.2,No precipitation,12,,,,
22.03.2020 23:00,24.3,757.9,760.0,,91,Wind blowing from the south,2,,8,, ,,,23.2,32.0,,,,,,17.0,22.7,No precipitation,6,,,,
22.03.2020 20:00,25.1,757.0,759.1,1.4,85,Wind blowing from the south-east,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,32.0,,,600-1000,,,24.0,22.4,No precipitation,12,,,,
22.03.2020 17:00,29.9,755.6,757.7,,60,Wind blowing from the south-southeast,3,,9,20–30%., ,,,23.2,32.0,,,600-1000,,,29.0,21.3,No precipitation,6,,,,
22.03.2020 14:00,31.6,756.7,758.8,-1.8,61,Wind blowing from the south-east,3,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,32.0,,,600-1000,,,29.0,23.2,No precipitation,12,,,,
22.03.2020 11:00,29.2,758.5,760.6,,64,Wind blowing from the south,4,,,60%., ,,,23.2,30.2,,,600-1000,,,26.0,21.7,0.1,6,,,,
22.03.2020 08:00,24.4,758.2,760.3,1.5,87,Wind blowing from the south,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,,,,600-1000,,,20.0,22.1,No precipitation,12,,,,
22.03.2020 05:00,23.4,756.7,758.8,,93,Wind blowing from the south,3,,10,, ,,,23.2,30.2,,,,,,17.0,22.2,No precipitation,6,,,,
22.03.2020 02:00,23.5,757.4,759.5,-1.1,94,Wind blowing from the south,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,30.2,,,2500 or more  or no clouds.,,,10.0,22.5,No precipitation,12,,,,
21.03.2020 23:00,24.3,758.5,760.6,,92,Wind blowing from the south-southeast,1,,10,, ,,,23.1,30.2,,,,,,20.0,22.9,No precipitation,6,,,,
21.03.2020 20:00,25.1,757.5,759.6,1.1,88,Wind blowing from the south-southeast,3,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,30.2,,,600-1000,,,21.0,23.0,No precipitation,12,,,,
21.03.2020 17:00,28.4,756.4,758.5,,72,Wind blowing from the south-southeast,4,,9,70 – 80%., ,,,23.1,30.2,,,600-1000,,,28.0,22.9,No precipitation,6,,,,
21.03.2020 14:00,29.8,757.4,759.5,-2.0,66,Wind blowing from the south-southeast,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,30.2,,,600-1000,,,30.0,22.8,No precipitation,12,,,,
21.03.2020 11:00,28.9,759.4,761.5,,69,Wind blowing from the south-southeast,4,,9,70 – 80%., ,,,23.1,29.6,,,600-1000,,,25.0,22.6,No precipitation,6,,,,
21.03.2020 08:00,24.4,758.8,760.9,1.6,89,Wind blowing from the south,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,,,,600-1000,,,20.0,22.5,No precipitation,12,,,,
21.03.2020 05:00,23.2,757.2,759.3,,94,Wind blowing from the south-southeast,2,,6,, ,,,23.1,29.6,,,,,,12.0,22.2,No precipitation,6,,,,
21.03.2020 02:00,23.5,757.5,759.6,-1.2,94,Wind blowing from the south,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.5,29.6,,,2500 or more  or no clouds.,,,16.0,22.5,No precipitation,12,,,,
20.03.2020 23:00,23.8,758.7,760.8,,90,Wind blowing from the south,2,,8,, ,,,23.8,29.6,,,,,,22.0,22.1,No precipitation,6,,,,
20.03.2020 20:00,24.9,757.3,759.4,,84,Wind blowing from the south,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.8,29.6,,,600-1000,,,27.0,22.0,Trace of precipitation,12,,,,
20.03.2020 17:00,28.5,756.4,758.5,,69,Wind blowing from the south-southeast,3,,,70 – 80%., ,,,23.8,29.6,,,600-1000,,,27.0,22.3,No precipitation,6,,,,
20.03.2020 14:00,28.6,757.8,759.9,-2.0,73,Wind blowing from the south-southeast,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.8,29.0,,,600-1000,,,26.0,23.3,Trace of precipitation,12,,,,
20.03.2020 11:00,25.9,759.8,761.9,,88,Wind blowing from the south,2,,6,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.8,28.7,,,300-600,,,16.0,23.8,Trace of precipitation,6,,,,
20.03.2020 08:00,24.8,758.9,761.0,,94,Wind blowing from the south,2,,4,90  or more  but not 100%, ,,,23.0,,,,600-1000,,,10.0,23.8,No precipitation,6,,,,
20.03.2020 05:00,23.9,757.4,759.5,,96,Wind blowing from the south-southwest,1,,6,,Mist. ,,,22.3,28.7,,,,,,3.0,23.2,No precipitation,6,,,,
20.03.2020 02:00,24.4,758.2,760.3,-0.6,95,Wind blowing from the south-southwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,28.7,,,2500 or more  or no clouds.,,,5.0,23.5,No precipitation,12,,,,
19.03.2020 23:00,24.9,758.8,760.9,,94,Wind blowing from the south,2,,7,, ,,,22.1,28.7,,,,,,9.0,23.9,No precipitation,6,,,,
19.03.2020 20:00,25.0,757.3,759.4,,90,Wind blowing from the south-southeast,2,,7,90  or more  but not 100%, ,,,22.1,28.7,,,600-1000,,,15.0,23.2,No precipitation,6,,,,
19.03.2020 17:00,27.4,755.8,757.9,,78,Wind blowing from the south,4,,7,90  or more  but not 100%, ,,,22.1,28.7,,,600-1000,,,22.0,23.2,No precipitation,6,,,,
19.03.2020 14:00,28.0,757.1,759.2,,77,Wind blowing from the east-southeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,28.7,,,600-1000,,,21.0,23.6,No precipitation,12,,,,
19.03.2020 11:00,27.5,758.8,760.9,,76,Wind blowing from the south,3,,5,90  or more  but not 100%, ,,,22.1,27.5,,,600-1000,,,20.0,22.9,No precipitation,6,,,,
19.03.2020 08:00,23.0,758.0,760.1,1.6,96,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,,,,600-1000,,,5.0,22.3,No precipitation,12,,,,
19.03.2020 05:00,22.5,756.4,758.5,,96,Wind blowing from the south-southeast,1,,7,,Mist. ,,,22.1,26.8,,,,,,6.0,21.8,No precipitation,6,,,,
19.03.2020 02:00,22.4,757.0,759.1,-1.4,95,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,26.8,,,2500 or more  or no clouds.,,,10.0,21.6,No precipitation,12,,,,
18.03.2020 23:00,22.9,758.4,760.5,,92,Wind blowing from the south-east,1,,,, ,,,22.4,26.8,,,,,,12.0,21.5,No precipitation,6,,,,
18.03.2020 20:00,23.4,757.5,759.6,0.8,87,Wind blowing from the east-southeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,26.8,,,600-1000,,,15.0,21.1,No precipitation,12,,,,
18.03.2020 17:00,24.9,756.7,758.8,,78,Wind blowing from the east-southeast,4,,7,90  or more  but not 100%, ,,,22.4,26.8,,,600-1000,,,20.0,20.8,No precipitation,6,,,,
18.03.2020 14:00,26.8,757.7,759.8,-2.3,71,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,26.8,,,600-1000,,,21.0,21.1,No precipitation,12,,,,
