Local time in Haikou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,30.4,753.2,758.8,0.4,61,Wind blowing from the south-southeast,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.1,33.3,,,300-600,,,30.0,22.0,No precipitation,12,,,,
27.03.2020 08:00,25.1,752.8,758.4,1.3,86,Wind blowing from the south-southeast,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.1,,,,300-600,,,27.0,22.6,No precipitation,12,,,,
27.03.2020 05:00,24.4,751.5,757.0,-0.7,86,Wind blowing from the south-east,3,,14,,Cloud development not observed or not observable. ,,,23.6,33.3,,,2500 or more  or no clouds.,,,30.0,21.9,No precipitation,12,,,,
27.03.2020 02:00,24.6,752.2,757.7,-0.9,85,Wind blowing from the south-southeast,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,33.3,,,2500 or more  or no clouds.,,,30.0,21.9,No precipitation,12,,,,
26.03.2020 23:00,25.2,753.1,758.6,1.2,83,Wind blowing from the south-southeast,3,,14,,Cloud development not observed or not observable. ,,,23.6,33.3,,,2500 or more  or no clouds.,,,29.0,22.1,No precipitation,12,,,,
26.03.2020 20:00,25.9,751.9,757.6,0.9,87,Wind blowing from the east-southeast,4,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,33.3,,,300-600,,,21.0,23.6,No precipitation,12,,,,
26.03.2020 17:00,30.2,751.0,756.5,,64,Wind blowing from the south-east,4,,10,90  or more  but not 100%, ,,,23.6,33.3,,,300-600,,,28.0,22.6,No precipitation,6,,,,
26.03.2020 14:00,33.0,751.6,757.1,-2.2,51,Wind blowing from the south,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,33.0,,,300-600,,,30.0,21.5,No precipitation,12,,,,
26.03.2020 11:00,29.4,753.8,759.4,,63,Wind blowing from the south-southeast,4,,10,70 – 80%., ,,,23.6,30.9,,,300-600,,,30.0,21.6,No precipitation,6,,,,
26.03.2020 08:00,24.6,753.1,758.8,0.9,89,Wind blowing from the south-east,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,,,,300-600,,,19.0,22.7,No precipitation,12,,,,
26.03.2020 05:00,23.6,752.2,757.8,,94,Wind blowing from the south-east,3,,12,, ,,,23.1,30.9,,,,,,13.0,22.6,No precipitation,6,,,,
26.03.2020 02:00,24.2,753.0,758.5,-0.4,90,Wind blowing from the south-east,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,30.9,,,2500 or more  or no clouds.,,,17.0,22.5,No precipitation,12,,,,
25.03.2020 23:00,25.3,753.4,758.9,,84,Wind blowing from the south-east,4,,12,, ,,,23.1,30.9,,,,,,22.0,22.4,No precipitation,6,,,,
25.03.2020 20:00,26.2,752.2,757.9,,75,Wind blowing from the south-east,6,,12,90  or more  but not 100%, ,,,23.1,30.9,,,300-600,,,25.0,21.4,No precipitation,6,,,,
25.03.2020 17:00,29.3,751.2,756.7,,58,Wind blowing from the south-east,5,,10,60%., ,,,23.1,30.9,,,300-600,,,27.0,20.2,No precipitation,6,,,,
25.03.2020 14:00,30.3,752.5,758.1,-1.8,52,Wind blowing from the south-southeast,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,30.9,,,300-600,,,30.0,19.3,No precipitation,12,,,,
25.03.2020 11:00,28.4,754.3,759.8,,63,Wind blowing from the south-east,5,,10,70 – 80%., ,,,23.1,31.7,,,300-600,,,30.0,20.7,No precipitation,6,,,,
25.03.2020 08:00,23.9,753.7,759.4,0.8,88,Wind blowing from the east-southeast,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,,,,300-600,,,16.0,21.8,No precipitation,12,,,,
25.03.2020 05:00,23.4,752.9,758.5,,90,Wind blowing from the east-southeast,3,,12,, ,,,23.0,31.7,,,,,,17.0,21.7,No precipitation,6,,,,
25.03.2020 02:00,24.0,753.7,759.3,-0.7,89,Wind blowing from the east-southeast,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,31.7,,,2500 or more  or no clouds.,,,20.0,22.1,No precipitation,12,,,,
24.03.2020 23:00,24.7,754.4,760.0,,86,Wind blowing from the east-southeast,4,,12,, ,,,23.0,31.7,,,,,,26.0,22.2,No precipitation,6,,,,
24.03.2020 20:00,25.7,753.4,759.0,1.3,77,Wind blowing from the south-east,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,31.7,,,300-600,,,30.0,21.4,No precipitation,12,,,,
24.03.2020 17:00,29.5,752.1,757.6,,61,Wind blowing from the east-southeast,5,,8,90  or more  but not 100%, ,,,23.0,31.7,,,300-600,,,30.0,21.2,No precipitation,6,,,,
24.03.2020 14:00,30.1,753.3,758.8,,61,Wind blowing from the east-northeast,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,31.7,,,300-600,,,24.0,21.8,No precipitation,12,,,,
24.03.2020 11:00,28.9,755.6,761.2,,64,Wind blowing from the south-southeast,2,,7,70 – 80%., ,,,23.0,30.4,,,300-600,,,30.0,21.4,No precipitation,6,,,,
24.03.2020 08:00,23.4,755.0,760.6,1.0,94,Wind blowing from the south-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,30.4,,,2500 or more  or no clouds.,,,10.0,22.4,No precipitation,12,,,,
24.03.2020 05:00,23.3,754.0,759.7,,95,Wind blowing from the south-east,3,,8,, ,,,22.3,30.4,,,,,,10.0,22.5,No precipitation,6,,,,
24.03.2020 02:00,24.0,754.3,759.8,-0.3,92,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,30.4,,,2500 or more  or no clouds.,,,18.0,22.6,No precipitation,12,,,,
23.03.2020 23:00,24.7,754.6,760.3,,87,Wind blowing from the east-southeast,2,,8,, ,,,22.3,30.4,,,,,,28.0,22.4,No precipitation,6,,,,
23.03.2020 20:00,26.9,753.1,758.8,0.3,71,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,30.4,,,300-600,,,19.0,21.2,No precipitation,12,,,,
23.03.2020 17:00,26.3,752.8,758.4,,78,Wind blowing from the north-northeast,3,,6,40%., ,,,22.3,30.4,,,300-600,,,11.0,22.2,No precipitation,6,,,,
23.03.2020 14:00,29.5,753.9,759.4,-2.2,65,Wind blowing from the west-northwest,4,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,32.1,,,300-600,,,14.0,22.2,No precipitation,12,,,,
23.03.2020 11:00,26.9,756.1,761.7,,73,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%, ,,,22.3,32.1,,,300-600,,,15.0,21.7,No precipitation,6,,,,
23.03.2020 08:00,23.1,754.5,760.1,,91,Wind blowing from the south,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,,,,300-600,,,9.0,21.5,No precipitation,12,,,,
23.03.2020 05:00,22.9,753.1,758.7,,92,Wind blowing from the west-southwest,1,,7,, ,,,22.9,32.1,,,,,,17.0,21.5,No precipitation,6,,,,
23.03.2020 02:00,23.9,753.1,758.7,-1.0,90,Wind blowing from the south-east,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,32.1,,,2500 or more  or no clouds.,,,22.0,22.2,No precipitation,12,,,,
22.03.2020 23:00,24.8,754.1,759.7,,85,Wind blowing from the south-east,3,,,, ,,,22.9,32.1,,,,,,25.0,22.1,No precipitation,6,,,,
22.03.2020 20:00,25.3,753.1,758.7,1.1,84,Wind blowing from the north-east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,32.1,,,300-600,,,11.0,22.4,No precipitation,12,,,,
22.03.2020 17:00,29.0,752.0,757.6,,61,Wind blowing from the north-northeast,3,,7,20–30%., ,,,22.9,32.1,,,300-600,,,30.0,20.7,No precipitation,6,,,,
22.03.2020 14:00,30.6,753.3,758.8,-1.8,48,Wind blowing from the north-northeast,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,31.5,,,300-600,,,30.0,18.3,No precipitation,12,,,,
22.03.2020 11:00,30.4,755.1,760.6,,43,Wind blowing from the south-west,1,,8,40%., ,,,22.9,32.3,,,300-600,,,30.0,16.4,No precipitation,6,,,,
22.03.2020 08:00,23.8,754.3,760.0,1.9,86,Wind blowing from the south,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,,,,300-600,,,28.0,21.3,No precipitation,12,,,,
22.03.2020 05:00,23.5,752.4,757.9,,89,Wind blowing from the south-southeast,3,,10,, ,,,23.0,32.3,,,,,,30.0,21.6,No precipitation,6,,,,
22.03.2020 02:00,24.2,753.3,758.8,-0.8,87,Wind blowing from the south-southeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,32.3,,,2500 or more  or no clouds.,,,30.0,21.9,No precipitation,12,,,,
21.03.2020 23:00,25.0,754.1,759.7,,84,Wind blowing from the south-east,4,,10,, ,,,23.0,32.3,,,,,,30.0,22.1,No precipitation,6,,,,
21.03.2020 20:00,26.4,753.2,758.8,,79,Wind blowing from the south-east,5,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,32.3,,,300-600,,,30.0,22.5,No precipitation,12,,,,
21.03.2020 17:00,30.9,751.9,757.4,,59,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%, ,,,23.0,32.3,,,300-600,,,30.0,22.0,No precipitation,6,,,,
21.03.2020 14:00,29.6,753.7,759.3,-1.9,60,Wind blowing from the north,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,32.3,,,300-600,,,30.0,21.0,No precipitation,12,,,,
21.03.2020 11:00,29.5,755.6,761.2,,59,Wind blowing from the south-southeast,4,,7,20–30%., ,,,23.0,30.1,,,300-600,,,30.0,20.6,No precipitation,6,,,,
21.03.2020 08:00,23.7,754.7,760.3,1.2,90,Wind blowing from the south-east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,30.1,,,300-600,,,29.0,22.0,No precipitation,12,,,,
21.03.2020 05:00,23.1,753.5,759.1,,93,Wind blowing from the south-east,3,,5,, ,,,23.0,30.1,,,,,,25.0,21.9,No precipitation,6,,,,
21.03.2020 02:00,23.3,754.0,759.5,-0.6,86,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.3,30.1,,,2500 or more  or no clouds.,,,30.0,20.8,No precipitation,12,,,,
20.03.2020 23:00,24.9,754.6,760.1,,80,Wind blowing from the south-southeast,2,,5,, ,,,23.9,30.1,,,,,,30.0,21.2,No precipitation,6,,,,
20.03.2020 20:00,26.9,753.2,758.8,0.9,74,Wind blowing from the east-southeast,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.5,30.1,,,300-600,,,30.0,21.9,No precipitation,12,,,,
20.03.2020 17:00,28.1,752.3,757.9,,67,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%, ,,,23.5,30.1,,,300-600,,,30.0,21.4,No precipitation,6,,,,
20.03.2020 14:00,29.5,753.9,759.4,-2.1,67,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.5,30.1,,,300-600,,,22.0,22.7,No precipitation,12,,,,
20.03.2020 11:00,28.0,756.0,761.6,,71,Wind blowing from the south,3,,6,90  or more  but not 100%, ,,,23.5,28.7,,,300-600,,,30.0,22.2,No precipitation,6,,,,
20.03.2020 08:00,24.5,755.2,760.8,1.7,91,Wind blowing from the south-southeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,,,,300-600,,,13.0,22.9,No precipitation,12,,,,
20.03.2020 05:00,24.2,753.5,759.1,,92,Wind blowing from the south-southeast,2,,5,, ,,,22.0,,,,,,,9.0,22.8,No precipitation,6,,,,
20.03.2020 02:00,24.9,754.6,760.2,-0.6,92,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,28.7,,,2500 or more  or no clouds.,,,15.0,23.5,No precipitation,12,,,,
19.03.2020 23:00,24.7,755.2,760.8,,92,Wind blowing from the east,2,,6,, ,,,22.0,28.7,,,,,,16.0,23.3,No precipitation,6,,,,
19.03.2020 20:00,23.5,753.9,759.5,,92,Wind blowing from the north-northwest,2,,6,50%., ,,,22.0,28.7,,,300-600,,,10.0,22.1,No precipitation,6,,,,
19.03.2020 17:00,25.5,752.5,758.1,,78,Wind blowing from the north,2,,7,70 – 80%., ,,,22.0,28.7,,,300-600,,,18.0,21.4,No precipitation,6,,,,
19.03.2020 14:00,26.6,753.9,759.5,,76,Wind blowing from the north-northeast,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,28.7,,,300-600,,,16.0,22.0,No precipitation,12,,,,
19.03.2020 11:00,28.6,755.2,760.8,,65,Wind blowing from the south,1,,8,50%., ,,,22.0,28.6,,,300-600,,,26.0,21.4,No precipitation,6,,,,
19.03.2020 08:00,22.5,754.2,759.8,1.5,95,Wind blowing from the south-east,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,,,,300-600,,,8.0,21.7,No precipitation,12,,,,
19.03.2020 05:00,22.0,752.7,758.3,,96,Wind blowing from the east-southeast,4,,9,, ,,,21.9,28.1,,,,,,8.0,21.3,No precipitation,6,,,,
19.03.2020 02:00,22.2,753.3,758.9,-1.3,94,Wind blowing from the south-east,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,28.1,,,2500 or more  or no clouds.,,,10.0,21.2,No precipitation,12,,,,
