Local time in Guiping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.02.2020 20:00,13.3,755.5,767.4,1.4,94,Wind blowing from the east-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,17.6,,,600-1000,,,12.0,12.4,5.0,12,,,,
07.02.2020 17:00,13.3,754.1,766.0,,96,Wind blowing from the north-east,4,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,17.6,,,600-1000,,,20.0,12.7,3.0,6,,,,
07.02.2020 14:00,13.9,754.7,766.6,-1.6,94,Wind blowing from the east-northeast,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,17.6,,,300-600,,,16.0,13.0,2.0,12,,,,
07.02.2020 11:00,14.7,756.3,768.1,,93,Wind blowing from the east,4,,10,, ,,,14.1,,,,,,,30.0,13.6,2.0,6,,,,
07.02.2020 08:00,14.8,754.9,766.7,2.1,87,Wind blowing from the north-northeast,3,,10,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,14.2,17.6,,,300-600,,,30.0,12.7,2.0,12,,,,
07.02.2020 05:00,15.1,752.8,764.6,,97,Wind blowing from the north-east,4,,9,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,14.2,17.6,,,,,,0.2,14.6,0.7,6,,,,
07.02.2020 02:00,15.4,753.1,764.8,,98,Wind blowing from the south-southeast,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,14.2,17.6,,,2500 or more  or no clouds.,,,0.1,15.1,6.0,12,,,,
06.02.2020 20:00,15.9,751.4,763.2,1.3,96,Wind blowing from the north-northeast,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,13.9,16.8,,,300-600,,,0.3,15.3,7.0,12,,,,
06.02.2020 17:00,16.2,750.1,761.9,,93,Wind blowing from the north-east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,16.7,,,300-600,,,8.0,15.1,No precipitation,6,,,,
06.02.2020 14:00,16.5,751.1,762.9,-2.0,96,Wind blowing from the north,2,,8,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,12.8,16.5,,,300-600,,,10.0,15.9,5.0,12,,,,
06.02.2020 11:00,14.9,753.1,765.0,,97,Wind blowing from the north-east,1,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,15.6,,,300-600,,,1.9,14.4,5.0,6,,,,
06.02.2020 08:00,15.1,751.6,763.4,0.9,94,Wind blowing from the north-east,2,,15,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,15.6,,,300-600,,,4.1,14.1,2.0,12,,,,
06.02.2020 05:00,15.4,750.7,762.5,,88,Wind blowing from the north-northeast,3,,15,, ,,,11.6,15.6,,,,,,25.0,13.4,0.5,6,,,,
06.02.2020 02:00,15.2,751.8,763.6,,86,Wind blowing from the north-east,5,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,15.2,,,2500 or more  or no clouds.,,,30.0,12.9,3.0,12,,,,
05.02.2020 20:00,14.0,752.4,764.3,0.8,87,Wind blowing from the north,4,,16,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,14.4,,,,,,30.0,11.9,3.0,12,,,,
05.02.2020 17:00,12.9,751.6,763.5,,92,Wind blowing from the north-east,4,,16,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.4,14.4,,,300-600,,,7.0,11.6,3.0,6,,,,
05.02.2020 14:00,13.2,752.5,764.4,-1.7,87,Wind blowing from the north-east,5,,16,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,14.4,,,600-1000,,,30.0,11.1,1.0,12,,,,
05.02.2020 11:00,14.3,754.2,766.1,,80,Wind blowing from the north-northeast,11,,16,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,14.4,,,600-1000,,,30.0,10.9,0.1,6,,,,
05.02.2020 08:00,11.7,754.2,766.2,0.5,97,Wind blowing from the east-northeast,5,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.2,,,600-1000,,,3.1,11.2,1.0,12,,,,
05.02.2020 05:00,11.8,753.7,765.7,,96,Wind blowing from the east-northeast,4,,7,,Rain (not freezing) not falling as shower(s). ,,,,12.2,,,,,,28.0,11.2,1.0,6,,,,
05.02.2020 02:00,11.9,754.2,766.2,,95,Wind blowing from the north-east,4,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,12.2,,,2500 or more  or no clouds.,,,4.2,11.1,2.0,12,,,,
04.02.2020 20:00,11.7,754.3,766.3,0.7,95,Wind blowing from the east-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,11.9,,,600-1000,,,19.0,10.9,15.0,12,,,,
04.02.2020 17:00,11.8,753.6,765.6,,95,Wind blowing from the east-northeast,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,12.0,,,300-600,,,20.0,11.0,4.0,6,,,,
04.02.2020 14:00,11.3,754.0,766.0,-1.5,97,Wind blowing from the south,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,,,,300-600,,,1.6,10.8,14.0,12,,,,
04.02.2020 11:00,11.1,755.5,767.5,,97,Wind blowing from the north-east,3,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,10.7,,,,300-600,,,3.1,10.6,12.0,6,,,,
04.02.2020 08:00,10.8,754.3,766.3,0.3,94,Wind blowing from the north-east,6,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,,,,300-600,,,5.0,9.9,4.0,12,,,,
04.02.2020 05:00,11.1,754.0,766.0,,93,Wind blowing from the east-northeast,3,,6,, ,,,11.0,,,,,,,30.0,10.0,0.1,6,,,,
04.02.2020 02:00,11.3,754.6,766.6,,96,Wind blowing from the east-northeast,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,,,,2500 or more  or no clouds.,,,10.0,10.7,8.0,12,,,,
03.02.2020 20:00,11.6,754.4,766.3,1.0,96,Wind blowing from the east-northeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,,,,300-600,,,3.2,11.0,9.0,12,,,,
03.02.2020 17:00,12.0,753.4,765.4,,91,Wind blowing from the north-northeast,4,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,,,,600-1000,,,10.0,10.6,0.6,6,,,,
03.02.2020 14:00,12.6,753.8,765.7,-1.8,94,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,20.1,,,2500 or more  or no clouds.,,,13.0,11.7,7.0,12,,,,
03.02.2020 11:00,12.6,755.6,767.5,,94,Wind blowing from the east,5,,7,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,12.5,20.1,,,300-600,,,18.0,11.7,7.0,6,,,,
03.02.2020 08:00,12.9,754.7,766.5,2.1,97,Wind blowing from the south,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,12.8,20.1,,,300-600,,,0.3,12.4,8.0,12,,,,
03.02.2020 05:00,14.5,752.6,764.3,,95,Wind blowing from the east-northeast,4,,9,,Rain (not freezing) not falling as shower(s). ,,,14.5,20.1,,,,,,1.2,13.7,2.0,6,,,,
03.02.2020 02:00,15.5,753.3,765.1,,94,Wind blowing from the south-west,1,,9,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,20.1,,,2500 or more  or no clouds.,,,2.2,14.5,4.0,12,,,,
02.02.2020 20:00,19.0,752.5,764.2,0.6,64,Wind blowing from the north-northeast,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,20.1,,,1000-1500,,,12.0,12.0,No precipitation,12,,,,
02.02.2020 17:00,19.4,751.9,763.6,,60,Wind blowing from the east-northeast,2,,12,90  or more  but not 100%, ,,,13.0,20.1,,,1500-2000,,,10.0,11.4,No precipitation,6,,,,
02.02.2020 14:00,18.6,752.8,764.6,-2.6,56,Wind blowing from the east-northeast,4,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,19.1,,,1500-2000,,,11.0,9.7,No precipitation,12,,,,
02.02.2020 11:00,16.0,755.4,767.2,,60,Wind blowing from the north,6,,14,100%., ,,,,16.4,,,1000-1500,,,13.0,8.2,No precipitation,6,,,,
02.02.2020 08:00,15.2,755.1,766.9,1.7,59,Wind blowing from the north-northeast,7,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.4,,,1000-1500,,,14.0,7.2,Trace of precipitation,12,,,,
02.02.2020 05:00,15.2,753.4,765.1,,57,Wind blowing from the north-northeast,9,,14,, ,,,,16.4,,,,,,15.0,6.7,No precipitation,6,,,,
02.02.2020 02:00,15.4,753.6,765.4,,53,Wind blowing from the north,8,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.4,,,2500 or more  or no clouds.,,,17.0,5.9,No precipitation,12,,,,
01.02.2020 20:00,15.8,753.4,765.3,0.7,42,Wind blowing from the north-northeast,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,16.4,,,1000-1500,,,12.0,2.9,No precipitation,12,,,,
01.02.2020 17:00,15.8,752.7,764.5,,44,Wind blowing from the north-east,6,,10,100%., ,,,13.2,17.3,,,1000-1500,,,8.0,3.6,No precipitation,6,,,,
01.02.2020 14:00,15.9,753.2,765.0,-2.0,43,Wind blowing from the north-east,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,17.7,,,1500-2000,,,12.0,3.3,No precipitation,12,,,,
01.02.2020 11:00,14.8,755.2,767.1,,40,Wind blowing from the north,5,,10,, ,,,13.2,,,,,,,23.0,1.3,No precipitation,6,,,,
01.02.2020 08:00,14.3,754.9,766.8,1.1,41,Wind blowing from the north-northeast,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,23.0,1.2,No precipitation,12,,,,
01.02.2020 05:00,14.7,753.8,765.6,,41,Wind blowing from the north-northeast,6,,10,, ,,,10.4,17.7,,,,,,22.0,1.6,No precipitation,6,,,,
01.02.2020 02:00,15.4,754.0,765.7,,38,Wind blowing from the north-northeast,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,17.7,,,2500 or more  or no clouds.,,,25.0,1.2,No precipitation,12,,,,
31.01.2020 20:00,14.2,754.0,765.9,1.2,42,Wind blowing from the north,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,17.7,,,1500-2000,,,17.0,1.5,No precipitation,12,,,,
31.01.2020 17:00,17.3,752.8,764.7,,34,Wind blowing from the north-northeast,4,,11,10%  or less  but not 0, ,,,9.5,17.7,,,2500 or more  or no clouds.,,,19.0,1.3,No precipitation,6,,,,
31.01.2020 14:00,16.9,754.0,765.9,-2.4,35,Wind blowing from the north-east,4,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,17.6,,,2500 or more  or no clouds.,,,18.0,1.4,No precipitation,12,,,,
31.01.2020 11:00,14.4,756.4,768.4,,36,Wind blowing from the north-northeast,6,,11,90  or more  but not 100%, ,,,9.5,17.6,,,1000-1500,,,22.0,-0.5,No precipitation,6,,,,
31.01.2020 08:00,11.8,755.6,767.6,1.6,42,Wind blowing from the north,6,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,23.0,-0.7,No precipitation,12,,,,
31.01.2020 05:00,11.6,754.0,765.9,,45,Wind blowing from the north-northeast,3,,10,, ,,,5.9,17.6,,,,,,25.0,0.1,No precipitation,6,,,,
31.01.2020 02:00,13.2,754.3,766.1,,38,Wind blowing from the north,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,17.6,,,2500 or more  or no clouds.,,,23.0,-0.8,No precipitation,12,,,,
30.01.2020 20:00,11.2,754.3,766.4,0.7,50,Wind blowing from the north,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,17.6,,,,,,18.0,1.2,No precipitation,12,,,,
30.01.2020 17:00,17.2,753.6,765.5,,25,Wind blowing from the north-northeast,3,,13,no clouds, ,,,5.9,17.6,,,,,,23.0,-3.0,No precipitation,6,,,,
30.01.2020 14:00,16.3,754.7,766.6,-2.7,25,Wind blowing from the east-northeast,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,16.9,,,,,,23.0,-3.7,No precipitation,12,,,,
30.01.2020 11:00,12.9,757.4,769.5,,43,Wind blowing from the east,6,,10,no clouds, ,,,5.9,16.7,,,,,,18.0,0.6,No precipitation,6,,,,
30.01.2020 08:00,6.6,756.7,768.8,1.4,70,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,16.7,,,,,,19.0,1.5,No precipitation,12,,,,
30.01.2020 05:00,6.9,755.3,767.3,,72,Wind blowing from the north,4,,8,, ,,,6.7,16.7,,,,,,17.0,2.2,No precipitation,6,,,,
30.01.2020 02:00,9.4,755.7,767.7,,64,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,16.7,,,2500 or more  or no clouds.,,,20.0,2.9,No precipitation,12,,,,
29.01.2020 20:00,10.4,754.5,766.6,1.0,69,Wind blowing from the north,6,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,16.7,,,,,,14.0,5.0,No precipitation,12,,,,
29.01.2020 17:00,15.6,753.5,765.4,,40,Wind blowing from the south-southwest,1,,6,90  or more  but not 100%, ,,,8.0,16.7,,,1500-2000,,,16.0,2.1,No precipitation,6,,,,
29.01.2020 14:00,14.7,754.7,766.7,-2.7,39,Wind blowing from the east-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,14.7,,,1500-2000,,,17.0,0.9,No precipitation,12,,,,
29.01.2020 11:00,10.5,757.4,769.5,,59,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%, ,,,8.0,12.9,,,1500-2000,,,13.0,2.8,No precipitation,6,,,,
29.01.2020 08:00,8.7,756.7,768.8,1.4,74,Wind blowing from the east-southeast,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,16.0,4.3,No precipitation,12,,,,
29.01.2020 05:00,9.6,755.3,767.3,,58,Wind blowing from the north-northeast,5,,8,, ,,,5.9,12.9,,,,,,19.0,1.7,No precipitation,6,,,,
29.01.2020 02:00,8.7,755.6,767.7,,68,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,12.9,,,2500 or more  or no clouds.,,,19.0,3.1,No precipitation,12,,,,
28.01.2020 20:00,8.4,754.2,766.3,1.7,73,Wind blowing from the north,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,12.9,,,1500-2000,,,18.0,3.8,No precipitation,12,,,,
28.01.2020 17:00,12.5,752.5,764.6,,47,Wind blowing from the north-east,4,,10,no clouds, ,,,5.9,12.9,,,,,,23.0,1.5,No precipitation,6,,,,
28.01.2020 14:00,11.7,753.1,765.2,-2.4,52,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,12.4,,,2500 or more  or no clouds.,,,21.0,2.2,No precipitation,12,,,,
28.01.2020 11:00,8.6,755.5,767.6,,61,Wind blowing from the east,5,,9,50%., ,,,5.9,12.4,,,2500 or more  or no clouds.,,,17.0,1.5,No precipitation,6,,,,
28.01.2020 08:00,6.1,755.0,767.2,1.3,71,Wind blowing from the north-northeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,12.4,,,600-1000,,,19.0,1.2,No precipitation,12,,,,
28.01.2020 05:00,6.4,753.7,765.8,,71,Wind blowing from the north-east,4,,10,, ,,,6.4,12.4,,,,,,20.0,1.5,No precipitation,6,,,,
28.01.2020 02:00,7.2,754.4,766.5,,69,Wind blowing from the north,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,12.4,,,2500 or more  or no clouds.,,,21.0,1.9,No precipitation,12,,,,
27.01.2020 20:00,10.2,752.5,764.6,1.3,63,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,12.4,,,1500-2000,,,23.0,3.5,No precipitation,12,,,,
27.01.2020 17:00,12.3,751.2,763.2,,58,Wind blowing from the north-northeast,2,,9,90  or more  but not 100%, ,,,7.1,12.3,,,1500-2000,,,28.0,4.3,No precipitation,6,,,,
27.01.2020 14:00,11.6,751.8,763.8,-2.8,59,Wind blowing from the east,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,11.8,,,1500-2000,,,28.0,3.9,No precipitation,12,,,,
27.01.2020 11:00,9.4,754.6,766.7,,66,Wind blowing from the east-northeast,5,,9,90  or more  but not 100%, ,,,7.1,11.7,,,1500-2000,,,30.0,3.2,No precipitation,6,,,,
27.01.2020 08:00,7.7,754.0,766.1,0.6,76,Wind blowing from the north-northeast,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,11.7,,,1000-1500,,,30.0,3.6,No precipitation,12,,,,
27.01.2020 05:00,7.1,753.4,765.4,,85,Wind blowing from the east-northeast,3,,9,, ,,,7.1,11.7,,,,,,30.0,4.8,No precipitation,6,,,,
27.01.2020 02:00,7.6,753.5,765.6,,77,Wind blowing from the north-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,11.7,,,2500 or more  or no clouds.,,,30.0,3.8,No precipitation,12,,,,
26.01.2020 20:00,10.3,753.4,765.4,,77,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,11.7,,,1000-1500,,,29.0,6.4,No precipitation,12,,,,
26.01.2020 17:00,11.1,752.6,764.6,,75,Wind blowing from the north-northeast,2,,5,100%., ,,,7.9,11.7,,,1000-1500,,,30.0,6.8,No precipitation,6,,,,
26.01.2020 14:00,10.6,753.2,765.3,-1.4,77,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.2,,,1000-1500,,,30.0,6.6,2.0,12,,,,
26.01.2020 11:00,9.8,754.6,766.6,,83,Wind blowing from the south-southeast,2,,,90  or more  but not 100%, ,,,7.9,,,,600-1000,,,11.0,7.1,0.3,6,,,,
26.01.2020 08:00,8.3,753.7,765.7,1.7,96,Wind blowing from the east-southeast,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,7.9,,,,1000-1500,,,12.0,7.7,12.0,12,,,,
26.01.2020 05:00,8.5,752.0,764.1,,96,Wind blowing from the north-east,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.9,12.7,,,,,,12.0,7.9,10.0,6,,,,
26.01.2020 02:00,8.9,752.5,764.5,,97,Wind blowing from the east,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.8,,,2500 or more  or no clouds.,,,1.7,8.5,12.0,12,,,,
25.01.2020 20:00,9.9,752.2,764.2,,97,Wind blowing from the east-northeast,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,9.7,,,,300-600,,,1.4,9.4,2.0,12,,,,
25.01.2020 17:00,10.5,751.5,763.4,,95,Wind blowing from the south-west,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,,,,300-600,,,3.5,9.7,0.2,6,,,,
25.01.2020 14:00,12.2,752.0,763.9,-0.4,89,Wind blowing from the east,2,,8,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,11.4,,,,600-1000,,,14.0,10.4,4.0,12,,,,
25.01.2020 11:00,11.9,752.4,764.2,,95,Wind blowing from the east,4,,14,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,,,,600-1000,,,1.8,11.1,0.2,6,,,,
25.01.2020 08:00,12.1,752.2,764.0,1.0,94,Wind blowing from the south-east,1,,14,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,11.8,21.6,,,600-1000,,,0.5,11.2,6.0,12,,,,
25.01.2020 05:00,12.7,751.2,763.0,,96,Wind blowing from the west-southwest,3,,14,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,12.5,21.6,,,,,,0.4,12.1,6.0,6,,,,
25.01.2020 02:00,14.6,751.9,763.6,,93,Wind blowing from the north-east,5,,14,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,21.6,,,2500 or more  or no clouds.,,,4.1,13.5,3.0,12,,,,
24.01.2020 20:00,18.0,751.2,762.8,1.3,88,Wind blowing from the north-northwest,3,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,22.0,,,600-1000,,,6.0,16.0,0.8,12,,,,
24.01.2020 17:00,19.5,749.9,761.5,,84,Wind blowing from the east-northeast,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,600-1000,,,6.0,16.7,No precipitation,6,,,,
24.01.2020 14:00,20.4,750.7,762.2,-1.9,82,Wind blowing from the east-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,1000-1500,,,7.0,17.2,No precipitation,12,,,,
24.01.2020 11:00,21.3,752.6,764.2,,77,Wind blowing from the east-northeast,3,,7,100%., ,,,19.4,,,,1000-1500,,,16.0,17.1,No precipitation,6,,,,
24.01.2020 08:00,19.5,751.7,763.3,1.1,88,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.3,,,1500-2000,,,10.0,17.5,No precipitation,12,,,,
24.01.2020 05:00,20.4,750.6,762.1,,83,Wind blowing from the north-west,2,,6,, ,,,19.8,25.3,,,,,,14.0,17.4,No precipitation,6,,,,
24.01.2020 02:00,20.8,750.6,762.1,,81,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,25.3,,,2500 or more  or no clouds.,,,11.0,17.4,No precipitation,12,,,,
23.01.2020 20:00,21.9,749.5,761.0,1.2,76,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,25.3,,,1000-1500,,,9.0,17.5,No precipitation,12,,,,
23.01.2020 17:00,24.5,748.3,759.8,,68,Wind blowing from the north-east,1,,5,90  or more  but not 100%, ,,,19.8,25.3,,,600-1000,,,15.0,18.2,No precipitation,6,,,,
