Local time in Wuzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 02:00,22.9,748.5,758.5,-0.3,83,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,28.2,,,2500 or more  or no clouds.,,,11.0,19.9,No precipitation,12,,,,
26.03.2020 23:00,23.7,748.8,758.9,1.2,82,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,,,18.5,28.2,,,2500 or more  or no clouds.,,,12.0,20.4,No precipitation,12,,,,
26.03.2020 20:00,24.4,747.6,757.7,0.9,84,Wind blowing from the east-southeast,4,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,28.2,,,2500 or more  or no clouds.,,,11.0,21.5,No precipitation,12,,,,
26.03.2020 17:00,26.9,746.7,756.7,,72,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%, ,,,18.5,28.2,,,1000-1500,,,16.0,21.4,No precipitation,6,,,,
26.03.2020 14:00,27.1,747.7,757.7,-2.2,72,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,27.7,,,1000-1500,,,29.0,21.6,No precipitation,12,,,,
26.03.2020 11:00,21.8,749.9,760.1,,90,Wind blowing from the east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.1,,,600-1000,,,5.0,20.1,No precipitation,6,,,,
26.03.2020 08:00,19.3,749.3,759.5,0.9,97,Wind blowing from the east-northeast,1,,6,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,18.5,,,,300-600,,,2.5,18.8,3.0,12,,,,
26.03.2020 05:00,18.5,748.4,758.6,,97,Wind blowing from the north-east,2,,17,,Mist. ,,,18.5,25.1,,,,,,1.5,18.0,No precipitation,6,,,,
26.03.2020 02:00,18.6,749.2,759.4,0.2,97,Wind blowing from the north-northeast,2,,17,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.1,,,2500 or more  or no clouds.,,,0.5,18.1,42.0,12,,,,
25.03.2020 23:00,18.8,749.0,759.2,,96,Wind blowing from the east-southeast,3,,17,,Rain (not freezing) not falling as shower(s). ,,,18.5,25.1,,,,,,6.0,18.1,42.0,6,,,,
25.03.2020 20:00,18.9,748.7,758.9,,96,Wind blowing from the south-east,3,,17,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.1,,,300-600,,,6.0,18.2,39.0,6,,,,
25.03.2020 17:00,21.3,747.2,757.3,,86,Wind blowing from the north,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.1,,,1500-2000,,,8.0,18.9,0.1,6,,,,
25.03.2020 14:00,24.6,748.9,759.1,-2.1,73,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.1,,,1500-2000,,,12.0,19.4,No precipitation,12,,,,
25.03.2020 11:00,22.2,751.0,761.2,,84,Wind blowing from the east,2,,,100%., ,,,19.4,24.5,,,1500-2000,,,8.0,19.4,No precipitation,6,,,,
25.03.2020 08:00,20.1,750.4,760.6,1.3,95,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,1500-2000,,,4.0,19.3,No precipitation,12,,,,
25.03.2020 05:00,19.5,749.1,759.2,,97,Wind blowing from the east-northeast,2,,5,,Mist. ,,,19.5,24.5,,,,,,2.2,19.0,No precipitation,6,,,,
25.03.2020 02:00,20.0,749.2,759.4,-1.0,95,Wind blowing from the east,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,24.5,,,2500 or more  or no clouds.,,,3.3,19.2,No precipitation,12,,,,
24.03.2020 23:00,20.6,750.2,760.4,,94,Wind blowing from the north-northeast,2,,7,,Mist. ,,,20.3,24.5,,,,,,5.0,19.6,No precipitation,6,,,,
24.03.2020 20:00,21.0,749.2,759.4,0.6,92,Wind blowing from the north,2,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,24.5,,,2500 or more  or no clouds.,,,6.0,19.7,0.3,12,,,,
24.03.2020 17:00,23.7,748.6,758.8,,82,Wind blowing from the north,2,,7,no clouds, ,,,20.3,24.5,,,,,,17.0,20.4,No precipitation,6,,,,
24.03.2020 14:00,21.9,750.4,760.5,,89,Wind blowing from the north,4,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,,,,600-1000,,,10.0,20.0,1.0,12,,,,
24.03.2020 11:00,21.8,751.9,762.1,,91,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,,,,600-1000,,,15.0,20.3,1.0,6,,,,
24.03.2020 08:00,20.6,751.1,761.3,,96,Wind blowing from the east-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,,,,300-600,,,2.0,19.9,1.0,12,,,,
24.03.2020 05:00,20.3,749.2,759.4,,96,Wind blowing from the south-southeast,2,,4,,Mist. ,,,20.3,,,,,,,3.5,19.6,0.4,6,,,,
24.03.2020 02:00,20.7,749.9,760.0,-1.0,95,Wind blowing from the north-northeast,2,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,28.0,,,2500 or more  or no clouds.,,,4.1,19.9,21.0,12,,,,
23.03.2020 23:00,20.8,750.9,761.0,,95,Wind blowing from the east,1,,11,,Mist. ,,,20.6,28.0,,,,,,5.0,20.0,No precipitation,6,,,,
23.03.2020 20:00,21.4,749.6,759.7,,95,Wind blowing from the east-southeast,2,,11,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,28.0,,,600-1000,,,4.0,20.6,21.0,12,,,,
23.03.2020 17:00,22.1,748.7,758.8,,93,Wind blowing from the east,3,,11,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,29.1,,,300-600,,,3.3,20.9,21.0,6,,,,
23.03.2020 14:00,27.8,750.0,760.0,-1.9,65,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,29.7,,,600-1000,,,16.0,20.6,No precipitation,12,,,,
23.03.2020 11:00,24.5,751.9,762.0,,83,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,29.7,,,600-1000,,,5.0,21.4,No precipitation,6,,,,
23.03.2020 08:00,22.6,750.8,760.9,,93,Wind blowing from the south-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,29.7,,,1500-2000,,,4.5,21.4,No precipitation,12,,,,
23.03.2020 05:00,22.4,749.2,759.2,,92,Wind blowing from the south-east,2,,4,,Mist. ,,,20.4,29.7,,,,,,5.0,21.0,No precipitation,6,,,,
23.03.2020 02:00,22.7,748.9,758.8,-0.8,94,Wind blowing from the north-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,29.7,,,2500 or more  or no clouds.,,,3.9,21.7,No precipitation,12,,,,
22.03.2020 23:00,24.9,749.7,759.7,,82,Wind blowing from the north-east,2,,5,, ,,,20.4,29.7,,,,,,8.0,21.6,No precipitation,6,,,,
22.03.2020 20:00,26.9,748.8,758.8,,71,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,29.7,,,2000-2500,,,13.0,21.2,No precipitation,12,,,,
22.03.2020 17:00,29.1,747.7,757.6,,63,Wind blowing from the east-northeast,1,,6,70 – 80%., ,,,20.4,29.7,,,2000-2500,,,28.0,21.3,No precipitation,6,,,,
22.03.2020 14:00,29.4,748.7,758.7,-2.8,63,Wind blowing from the east,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,29.6,,,1000-1500,,,30.0,21.6,No precipitation,12,,,,
22.03.2020 11:00,26.1,751.5,761.5,,70,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%, ,,,20.4,28.2,,,600-1000,,,30.0,20.2,No precipitation,6,,,,
22.03.2020 08:00,20.7,750.6,760.7,1.5,95,Wind blowing from the east-northeast,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,28.2,,,1500-2000,,,4.1,19.9,Trace of precipitation,12,,,,
22.03.2020 05:00,20.6,749.1,759.1,,95,Wind blowing from the east-southeast,1,,9,,Mist. ,,,20.3,28.2,,,,,,3.9,19.8,No precipitation,6,,,,
22.03.2020 02:00,21.6,749.3,759.4,-0.8,90,Wind blowing from the west-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,28.2,,,2500 or more  or no clouds.,,,7.0,19.9,No precipitation,12,,,,
21.03.2020 23:00,23.6,750.1,760.1,,80,Wind blowing from the south-east,1,,9,, ,,,20.2,28.2,,,,,,13.0,19.9,No precipitation,6,,,,
21.03.2020 20:00,25.4,749.0,759.1,,73,Wind blowing from the east-southeast,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,28.2,,,2000-2500,,,16.0,20.2,No precipitation,12,,,,
21.03.2020 17:00,27.8,747.8,757.9,,57,Wind blowing from the south,5,,8,70 – 80%., ,,,20.2,28.2,,,600-1000,,,29.0,18.5,No precipitation,6,,,,
21.03.2020 14:00,27.6,748.7,758.8,-2.7,68,Wind blowing from the south-east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,27.8,,,600-1000,,,25.0,21.2,No precipitation,12,,,,
21.03.2020 11:00,24.1,751.4,761.5,,82,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%, ,,,20.2,25.8,,,1500-2000,,,7.0,20.8,No precipitation,6,,,,
21.03.2020 08:00,20.6,750.5,760.7,,95,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.1,,,1500-2000,,,3.6,19.8,No precipitation,12,,,,
21.03.2020 05:00,20.4,748.9,759.0,,95,Wind blowing from the east,1,,4,,Mist. ,,,,22.1,,,,,,3.1,19.6,No precipitation,6,,,,
21.03.2020 02:00,20.5,749.5,759.7,-1.2,94,Wind blowing from the north-northeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.1,,,2500 or more  or no clouds.,,,3.4,19.5,No precipitation,12,,,,
20.03.2020 23:00,21.0,750.7,760.9,,91,Wind blowing from the east,2,,4,,Mist. ,,,,22.1,,,,,,4.4,19.5,No precipitation,6,,,,
20.03.2020 20:00,21.1,749.6,759.8,0.9,91,Wind blowing from the east-northeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,22.1,,,1500-2000,,,5.0,19.6,Trace of precipitation,12,,,,
20.03.2020 17:00,21.6,748.7,758.9,,88,Wind blowing from the east-northeast,2,,,100%., ,,,17.7,22.1,,,1500-2000,,,9.0,19.5,No precipitation,6,,,,
20.03.2020 14:00,21.8,750.2,760.4,-2.3,86,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,21.9,,,1500-2000,,,11.0,19.4,0.3,12,,,,
20.03.2020 11:00,20.7,752.5,762.7,,92,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,20.8,,,300-600,,,7.0,19.4,No precipitation,6,,,,
20.03.2020 08:00,18.2,751.8,762.1,1.4,97,Wind blowing from the north-northeast,1,,4,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,19.6,,,200-300,,,0.4,17.7,0.8,12,,,,
20.03.2020 05:00,17.7,750.4,760.6,,97,Wind blowing from the east-northeast,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,17.3,19.6,,,,,,0.8,17.2,0.7,6,,,,
20.03.2020 02:00,17.8,751.6,761.9,,97,Wind blowing from the north,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,17.3,19.6,,,2500 or more  or no clouds.,,,1.2,17.3,5.0,12,,,,
19.03.2020 23:00,18.2,752.4,762.7,,97,Wind blowing from the north-northeast,1,,5,,Mist. ,,,17.3,19.6,,,,,,5.0,17.7,4.0,6,,,,
19.03.2020 20:00,18.4,751.4,761.7,,97,Wind blowing from the north-northeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,17.3,19.6,,,200-300,,,1.3,17.9,4.0,6,,,,
19.03.2020 17:00,18.8,749.9,760.2,,95,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,19.6,,,600-1000,,,3.4,18.0,4.0,6,,,,
19.03.2020 14:00,18.9,751.0,761.2,,97,Wind blowing from the north-northeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,17.3,18.9,,,300-600,,,3.3,18.4,25.0,12,,,,
19.03.2020 11:00,17.9,752.4,762.7,,97,Wind blowing from the south-east,1,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,17.0,18.9,,,200-300,,,0.2,17.4,21.0,6,,,,
19.03.2020 08:00,17.6,751.1,761.4,1.9,97,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,18.9,,,100-200,,,0.6,17.1,9.0,12,,,,
19.03.2020 05:00,17.7,749.2,759.4,,97,Wind blowing from the west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,,18.9,,,,,,1.4,17.2,0.3,6,,,,
19.03.2020 02:00,18.1,749.8,760.0,-0.9,97,Wind blowing from the north,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.9,,,2500 or more  or no clouds.,,,0.2,17.6,0.3,12,,,,
18.03.2020 23:00,18.2,750.7,760.9,,97,Wind blowing from the north-northeast,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.7,18.9,,,,,,0.6,17.7,0.2,6,,,,
18.03.2020 20:00,18.3,750.1,760.3,,96,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,18.9,,,1000-1500,,,1.8,17.7,Trace of precipitation,6,,,,
18.03.2020 17:00,18.6,748.9,759.2,,94,Wind blowing from the north-east,1,,19,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,18.9,,,1000-1500,,,4.7,17.6,No precipitation,6,,,,
18.03.2020 14:00,18.4,750.5,760.8,,92,Wind blowing from the north-northwest,1,,19,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,18.6,,,1000-1500,,,4.7,17.1,21.0,12,,,,
18.03.2020 11:00,17.0,753.3,763.6,,96,Wind blowing from the west-northwest,2,,19,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,18.7,,,300-600,,,4.7,16.4,20.0,6,,,,
18.03.2020 08:00,15.9,753.1,763.4,1.9,97,Wind blowing from the north-west,1,,19,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,15.7,18.7,,,300-600,,,3.0,15.4,21.0,12,,,,
18.03.2020 05:00,16.1,751.2,761.5,,97,Wind blowing from the north-east,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.9,18.7,,,,,,0.6,15.6,2.0,6,,,,
18.03.2020 02:00,16.5,752.5,762.9,-1.1,95,Wind blowing from the north,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,18.7,,,2500 or more  or no clouds.,,,4.3,15.7,3.0,12,,,,
17.03.2020 23:00,17.1,753.6,763.9,,94,Wind blowing from the north-east,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,16.9,18.7,,,,,,7.0,16.1,2.0,6,,,,
