Local time in Nenjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 17:00,-2.3,737.5,760.6,0.2,32,Wind blowing from the west-northwest,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,-1.3,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,12,,,,
27.03.2020 14:00,-2.8,737.3,760.4,-0.2,60,Wind blowing from the west,3,,11,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,0.8,,,1000-1500,,,5.0,-9.5,Trace of precipitation,12,,,,
27.03.2020 11:00,-3.0,737.5,760.6,0.0,44,Wind blowing from the north-west,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,0.9,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
27.03.2020 08:00,-4.7,737.5,760.6,0.3,43,Wind blowing from the west-northwest,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,0.9,,,,,,30.0,-15.4,No precipitation,12,,,,
27.03.2020 05:00,-7.2,737.2,760.3,-0.3,60,Wind blowing from the west,4,,11,,Cloud development not observed or not observable. ,,,-7.2,0.9,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
27.03.2020 02:00,-5.6,737.5,760.4,-0.2,53,Wind blowing from the west,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,4.1,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
26.03.2020 23:00,-5.1,737.7,760.6,-0.4,51,Wind blowing from the west-southwest,4,,14,,Cloud development not observed or not observable. ,,,-5.1,6.7,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
26.03.2020 20:00,-3.8,738.1,760.9,1.4,44,Wind blowing from the west,5,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,,,,,,,30.0,-14.5,No precipitation,12,,,,
26.03.2020 17:00,-1.4,736.7,759.4,,32,Wind blowing from the west,7,,15,70 – 80%., ,,,-2.2,,,,2500 or more  or no clouds.,,,5.0,-16.0,No precipitation,6,,,,
26.03.2020 14:00,0.5,735.7,758.2,-0.3,27,Wind blowing from the west,8,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,,,,1000-1500,,,30.0,-16.3,No precipitation,12,,,,
26.03.2020 11:00,-0.3,736.0,758.4,,32,Wind blowing from the west,8,,15,20–30%., ,,,-2.2,14.2,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,6,,,,
26.03.2020 08:00,-0.3,735.5,757.9,1.0,35,Wind blowing from the west,7,,14,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,14.2,,,2500 or more  or no clouds.,,,30.0,-13.9,0.1,12,,,,
26.03.2020 05:00,0.8,734.5,756.6,,38,Wind blowing from the west,6,,12,, ,,,0.8,14.2,,,,,,30.0,-11.9,No precipitation,6,,,,
26.03.2020 02:00,3.9,733.0,754.8,2.7,44,Wind blowing from the west,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,14.2,,,2500 or more  or no clouds.,,,30.0,-7.5,0.1,12,,,,
25.03.2020 23:00,6.7,730.3,752.2,,80,Wind blowing from the west-southwest,3,,,,Rain (not freezing) not falling as shower(s). ,,,1.6,14.2,,,,,,13.0,3.5,0.1,6,,,,
25.03.2020 20:00,5.9,730.5,752.6,,78,Wind blowing from the south-east,3,,12,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,14.2,,,,,,10.0,2.4,Trace of precipitation,6,,,,
25.03.2020 17:00,11.6,729.4,751.3,,52,Wind blowing from the south,6,,12,90  or more  but not 100%, ,,,1.6,14.2,,,,,,18.0,2.1,No precipitation,6,,,,
25.03.2020 14:00,14.0,730.2,752.0,-2.2,44,Wind blowing from the south,9,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,14.1,,,2500 or more  or no clouds.,,,20.0,2.0,No precipitation,12,,,,
25.03.2020 11:00,10.4,732.4,754.4,,48,Wind blowing from the south,6,,13,90  or more  but not 100%, ,,,1.6,10.6,,,,,,23.0,-0.1,No precipitation,6,,,,
25.03.2020 08:00,3.9,733.4,755.7,-0.2,58,Wind blowing from the south-southeast,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,2500 or more  or no clouds.,,,30.0,-3.8,No precipitation,12,,,,
25.03.2020 05:00,2.4,733.6,755.8,,59,Wind blowing from the south-southeast,7,,13,, ,,,-0.8,10.6,,,,,,30.0,-5.0,No precipitation,6,,,,
25.03.2020 02:00,2.5,734.6,756.7,-1.5,61,Wind blowing from the south-southeast,9,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,10.6,,,2500 or more  or no clouds.,,,30.0,-4.3,No precipitation,12,,,,
24.03.2020 23:00,3.7,736.1,758.4,,56,Wind blowing from the south,10,,,, ,,,-1.4,10.6,,,,,,30.0,-4.3,No precipitation,6,,,,
24.03.2020 20:00,4.1,737.0,759.5,0.1,56,Wind blowing from the south,7,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.6,,,,,,30.0,-3.9,No precipitation,12,,,,
24.03.2020 17:00,8.7,736.9,759.2,,39,Wind blowing from the south-west,5,,16,100%., ,,,-1.4,10.6,,,2500 or more  or no clouds.,,,8.0,-4.5,No precipitation,6,,,,
24.03.2020 14:00,10.4,737.2,759.4,,39,Wind blowing from the south-west,8,,16,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.4,,,2500 or more  or no clouds.,,,30.0,-3.0,No precipitation,12,,,,
24.03.2020 11:00,6.7,738.8,761.3,,45,Wind blowing from the south-west,9,,12,20–30%., ,,,-1.4,6.8,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,6,,,,
24.03.2020 08:00,1.5,739.6,762.4,,52,Wind blowing from the south-southwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,5.5,,,,,,19.0,-7.5,No precipitation,12,,,,
24.03.2020 05:00,-0.2,739.7,762.4,,54,Wind blowing from the south-southwest,4,,8,, ,,,-5.6,5.5,,,,,,21.0,-8.4,No precipitation,6,,,,
24.03.2020 02:00,0.5,740.4,763.0,-0.9,55,Wind blowing from the south-southwest,6,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,5.5,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
23.03.2020 23:00,0.3,741.3,764.0,,52,Wind blowing from the south,4,,,, ,,,-6.1,5.5,,,,,,30.0,-8.4,No precipitation,6,,,,
23.03.2020 20:00,-1.0,741.6,764.5,,82,Wind blowing from the south-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,5.5,,,,,,30.0,-3.7,No precipitation,12,,,,
23.03.2020 17:00,3.7,741.7,764.5,,45,Wind blowing from the east-southeast,2,,7,no clouds, ,,,-6.1,5.5,,,,,,30.0,-7.4,No precipitation,6,,,,
23.03.2020 14:00,4.3,742.2,765.1,-0.9,30,Wind blowing from the north-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,4.4,,,,,,30.0,-11.7,No precipitation,12,,,,
23.03.2020 11:00,1.6,743.1,766.0,,31,Wind blowing from the north-northwest,4,,7,no clouds, ,,,-6.1,4.0,,,,,,30.0,-13.7,No precipitation,6,,,,
23.03.2020 08:00,-1.1,742.9,765.8,,47,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,4.0,,,,,,30.0,-11.2,No precipitation,12,,,,
23.03.2020 05:00,-4.8,741.5,764.5,,55,Wind blowing from the north-northwest,2,,6,, ,,,-6.5,4.0,,,,,,30.0,-12.5,No precipitation,6,,,,
23.03.2020 02:00,-3.9,740.2,763.0,,68,Wind blowing from the north,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,4.0,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,12,,,,
22.03.2020 23:00,-1.1,738.8,761.5,,63,Wind blowing from the north,2,,,, ,,,-6.5,4.0,,,,,,30.0,-7.4,No precipitation,6,,,,
22.03.2020 20:00,-0.2,737.5,760.3,,58,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,4.0,,,,,,30.0,-7.5,No precipitation,12,,,,
22.03.2020 17:00,2.0,736.6,759.4,,51,Wind blowing from the east-southeast,3,,8,no clouds, ,,,-6.5,4.0,,,,,,30.0,-7.1,No precipitation,6,,,,
22.03.2020 14:00,3.1,736.3,759.1,-0.6,30,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,4.3,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
22.03.2020 11:00,1.7,736.9,759.7,,42,Calm  no wind,0,,,10%  or less  but not 0, ,,,-6.5,4.3,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,6,,,,
22.03.2020 08:00,-2.0,736.9,759.8,0.6,57,Wind blowing from the west-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,4.3,,,2500 or more  or no clouds.,,,27.0,-9.4,No precipitation,12,,,,
22.03.2020 05:00,-6.3,736.3,759.1,,85,Wind blowing from the west,1,,5,, ,,,-6.3,4.3,,,,,,30.0,-8.4,No precipitation,6,,,,
22.03.2020 02:00,-5.1,736.0,758.8,0.0,85,Wind blowing from the south-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,4.3,,,2500 or more  or no clouds.,,,30.0,-7.2,No precipitation,12,,,,
21.03.2020 23:00,-3.4,736.0,758.8,,86,Wind blowing from the west-southwest,2,,,, ,,,-3.4,4.3,,,,,,30.0,-5.4,No precipitation,6,,,,
21.03.2020 20:00,-1.5,735.9,758.6,,71,Wind blowing from the west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,4.3,,,,,,14.0,-6.1,No precipitation,12,,,,
21.03.2020 17:00,3.3,734.7,757.3,,40,Wind blowing from the north-west,2,,10,, ,,,-2.7,4.3,,,,,,22.0,-9.3,No precipitation,6,,,,
21.03.2020 14:00,3.4,734.4,756.9,-0.5,40,Wind blowing from the north-west,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,5.4,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,12,,,,
21.03.2020 11:00,2.3,734.9,757.5,,55,Wind blowing from the north,4,,8,70 – 80%., ,,,-2.7,5.4,,,2500 or more  or no clouds.,,,30.0,-5.8,No precipitation,6,,,,
21.03.2020 08:00,-0.3,734.3,,,64,Wind blowing from the north,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,16.0,-6.3,No precipitation,12,,,,
21.03.2020 05:00,-2.2,733.3,755.8,,82,Wind blowing from the north-northwest,3,,8,, ,,,-4.0,5.4,,,,,,30.0,-4.9,No precipitation,6,,,,
21.03.2020 02:00,-1.0,732.3,754.6,0.8,86,Wind blowing from the north,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,5.4,,,2500 or more  or no clouds.,,,30.0,-3.0,No precipitation,12,,,,
20.03.2020 23:00,-0.3,731.5,754.0,,85,Wind blowing from the north-northwest,4,,,, ,,,-4.0,5.4,,,,,,30.0,-2.5,No precipitation,6,,,,
20.03.2020 17:00,2.3,729.4,751.9,,68,Wind blowing from the west-northwest,3,,7,90  or more  but not 100%, ,,,-4.0,5.4,,,,,,30.0,-3.0,No precipitation,6,,,,
20.03.2020 14:00,5.2,728.2,750.5,-0.3,39,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,5.3,,,2500 or more  or no clouds.,,,30.0,-7.6,No precipitation,12,,,,
20.03.2020 11:00,2.7,728.5,750.9,,54,Wind blowing from the south-west,2,,3,90  or more  but not 100%, ,,,-4.0,5.3,,,,,,30.0,-5.9,No precipitation,6,,,,
20.03.2020 08:00,-1.0,729.1,751.6,0.3,68,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,,,,2500 or more  or no clouds.,,,12.0,-6.2,No precipitation,12,,,,
20.03.2020 05:00,-3.0,728.8,751.3,,74,Wind blowing from the west-southwest,2,,4,, ,,,-3.4,5.3,,,,,,30.0,-7.0,No precipitation,6,,,,
20.03.2020 02:00,-3.3,729.1,751.5,,86,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,5.3,,,2500 or more  or no clouds.,,,30.0,-5.3,No precipitation,12,,,,
19.03.2020 23:00,-1.2,729.7,752.2,,76,Wind blowing from the west-southwest,2,,,, ,,,-2.7,5.3,,,,,,30.0,-4.9,No precipitation,6,,,,
19.03.2020 20:00,-1.2,730.0,752.6,,82,Wind blowing from the south,2,,8,10%  or less  but not 0, ,,,-2.7,5.3,,,2500 or more  or no clouds.,,,30.0,-3.9,No precipitation,6,,,,
19.03.2020 17:00,4.5,729.9,752.2,,50,Wind blowing from the west-southwest,2,,8,40%., ,,,-2.7,5.3,,,1000-1500,,,27.0,-5.0,No precipitation,6,,,,
19.03.2020 14:00,4.2,730.5,752.8,,49,Wind blowing from the north,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,4.4,,,2500 or more  or no clouds.,,,30.0,-5.6,0.2,12,,,,
19.03.2020 11:00,1.5,731.5,754.0,,65,Wind blowing from the north,4,,8,no clouds, ,,,-2.7,4.5,,,,,,30.0,-4.4,No precipitation,6,,,,
19.03.2020 08:00,-1.6,731.6,754.2,1.0,77,Wind blowing from the north,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,,,,2500 or more  or no clouds.,,,23.0,-5.1,0.2,12,,,,
