Local time in Sanya (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 17:00,24.1,722.0,757.8,-1.1,98,Wind blowing from the south-east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,26.8,,,2500 or more  or no clouds.,,,24.0,23.8,No precipitation,12,,,,
27.03.2020 14:00,25.8,723.1,758.8,-1.7,83,Wind blowing from the south-east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,26.8,,,2500 or more  or no clouds.,,,30.0,22.7,No precipitation,12,,,,
27.03.2020 11:00,25.1,724.8,760.6,1.0,91,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,25.9,,,2500 or more  or no clouds.,,,30.0,23.5,No precipitation,12,,,,
27.03.2020 08:00,22.7,723.8,759.7,1.1,100,Wind blowing from the south-east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,,,,2500 or more  or no clouds.,,,20.0,22.7,No precipitation,12,,,,
27.03.2020 05:00,22.5,722.7,758.5,-0.8,100,Wind blowing from the east-southeast,4,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,22.2,25.9,,,2500 or more  or no clouds.,,,0.3,22.5,No precipitation,12,,,,
27.03.2020 02:00,22.7,723.5,759.3,-0.9,100,Wind blowing from the east-southeast,3,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,25.9,,,2500 or more  or no clouds.,,,0.4,22.7,No precipitation,12,,,,
26.03.2020 23:00,22.6,724.4,760.2,1.3,100,Wind blowing from the east,3,,9,,Fog or ice fog. ,,,21.9,25.9,,,2500 or more  or no clouds.,,,3.3,22.6,No precipitation,12,,,,
26.03.2020 20:00,23.0,723.1,759.0,0.5,100,Wind blowing from the east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,25.9,,,2500 or more  or no clouds.,,,20.0,23.0,No precipitation,12,,,,
26.03.2020 17:00,24.2,722.6,758.4,,95,Wind blowing from the south-east,3,,9,90  or more  but not 100%, ,,,21.9,25.9,,,,,,20.0,23.3,No precipitation,6,,,,
26.03.2020 14:00,24.4,723.4,759.2,-1.3,98,Wind blowing from the south-east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,26.0,,,2500 or more  or no clouds.,,,14.0,24.1,No precipitation,12,,,,
26.03.2020 11:00,25.2,724.7,760.6,,93,Wind blowing from the east-southeast,5,,9,90  or more  but not 100%, ,,,21.9,26.1,,,,,,16.0,24.0,No precipitation,6,,,,
26.03.2020 08:00,22.4,723.8,759.7,0.9,100,Wind blowing from the east-southeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,,,,2500 or more  or no clouds.,,,15.0,22.4,No precipitation,12,,,,
26.03.2020 05:00,22.3,722.9,758.8,,100,Wind blowing from the east-southeast,5,,9,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,21.3,,,,,,,less than 0.1,22.3,No precipitation,6,,,,
26.03.2020 02:00,22.4,723.4,759.1,-0.3,100,Wind blowing from the east,5,,9,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,26.1,,,2500 or more  or no clouds.,,,less than 0.1,22.4,No precipitation,12,,,,
25.03.2020 23:00,22.2,723.7,759.5,,100,Wind blowing from the east,5,,10,,Mist. ,,,21.3,26.1,,,,,,1.7,22.2,No precipitation,6,,,,
25.03.2020 20:00,22.2,722.9,758.8,,100,Wind blowing from the east,6,,10,90  or more  but not 100%, ,,,21.3,26.1,,,,,,20.0,22.2,No precipitation,6,,,,
25.03.2020 17:00,23.6,722.5,758.3,,94,Wind blowing from the east-southeast,5,,10,90  or more  but not 100%, ,,,21.3,26.1,,,,,,22.0,22.6,No precipitation,6,,,,
25.03.2020 14:00,25.5,723.6,759.4,-1.2,84,Wind blowing from the east,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,26.1,,,2500 or more  or no clouds.,,,23.0,22.6,No precipitation,12,,,,
25.03.2020 11:00,25.0,724.8,760.6,,84,Wind blowing from the east,5,,10,90  or more  but not 100%, ,,,21.3,26.0,,,,,,25.0,22.1,No precipitation,6,,,,
25.03.2020 08:00,22.1,723.8,759.8,1.1,100,Wind blowing from the east,7,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,,,,2500 or more  or no clouds.,,,20.0,22.1,0.3,12,,,,
25.03.2020 05:00,21.5,722.7,758.5,,100,Wind blowing from the east,6,,10,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,21.0,26.0,,,,,,2.0,21.5,0.3,6,,,,
25.03.2020 02:00,22.2,723.3,759.0,-0.9,100,Wind blowing from the east,6,,10,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,21.0,26.0,,,2500 or more  or no clouds.,,,less than 0.1,22.2,0.3,12,,,,
24.03.2020 23:00,22.2,724.2,760.0,,100,Wind blowing from the east-southeast,6,,10,,Mist. ,,,21.0,26.0,,,,,,1.7,22.2,No precipitation,6,,,,
24.03.2020 20:00,22.4,723.3,759.2,0.5,100,Wind blowing from the east,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,26.0,,,2500 or more  or no clouds.,,,20.0,22.4,No precipitation,12,,,,
24.03.2020 17:00,23.5,722.8,758.8,,99,Wind blowing from the east-southeast,6,,10,90  or more  but not 100%, ,,,21.0,26.0,,,,,,20.0,23.3,No precipitation,6,,,,
24.03.2020 14:00,25.7,724.0,759.8,,88,Wind blowing from the east-southeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,26.0,,,2500 or more  or no clouds.,,,30.0,23.6,No precipitation,12,,,,
24.03.2020 11:00,25.2,725.5,761.3,,90,Wind blowing from the east-southeast,5,,8,90  or more  but not 100%, ,,,21.0,26.3,,,,,,30.0,23.4,No precipitation,6,,,,
24.03.2020 08:00,21.7,724.7,760.7,,100,Wind blowing from the east,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,,,,100-200,,,20.0,21.7,No precipitation,12,,,,
24.03.2020 05:00,21.1,723.7,759.7,,100,Wind blowing from the east-northeast,4,,8,,Mist. ,,,21.1,26.3,,,,,,1.7,21.1,No precipitation,6,,,,
24.03.2020 02:00,21.5,724.3,760.2,-0.3,100,Wind blowing from the east,4,,8,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,26.3,,,2500 or more  or no clouds.,,,0.2,21.5,No precipitation,12,,,,
23.03.2020 23:00,22.1,724.6,760.4,,100,Wind blowing from the east,3,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,21.2,26.3,,,,,,0.5,22.1,No precipitation,6,,,,
23.03.2020 20:00,22.5,723.7,759.7,,100,Wind blowing from the east,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,26.3,,,2500 or more  or no clouds.,,,4.3,22.5,No precipitation,12,,,,
23.03.2020 17:00,23.6,723.0,758.9,,96,Wind blowing from the south-east,5,,8,, ,,,21.2,26.3,,,,,,26.0,22.9,No precipitation,6,,,,
23.03.2020 14:00,25.3,724.2,760.0,-1.8,83,Wind blowing from the south-east,5,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,27.6,,,300-600,,,30.0,22.2,No precipitation,12,,,,
23.03.2020 11:00,26.1,726.0,761.8,,81,Wind blowing from the south-east,4,,,70 – 80%., ,,,21.2,27.8,,,300-600,,,28.0,22.6,No precipitation,6,,,,
23.03.2020 08:00,21.8,724.9,760.9,,100,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,,,,2500 or more  or no clouds.,,,20.0,21.8,No precipitation,12,,,,
23.03.2020 05:00,21.4,723.4,759.3,,100,Wind blowing from the east-southeast,4,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,21.2,27.8,,,,,,0.2,21.4,No precipitation,6,,,,
23.03.2020 02:00,21.4,723.7,759.4,-0.9,100,Wind blowing from the east,5,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,27.8,,,2500 or more  or no clouds.,,,0.1,21.4,No precipitation,12,,,,
22.03.2020 23:00,21.9,724.6,760.5,,100,Wind blowing from the east,4,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,21.2,27.8,,,,,,0.1,21.9,No precipitation,6,,,,
22.03.2020 20:00,22.6,724.0,760.0,,88,Wind blowing from the south-east,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,27.8,,,300-600,,,30.0,20.5,No precipitation,12,,,,
22.03.2020 17:00,25.1,722.9,758.7,,72,Wind blowing from the south,3,,7,90  or more  but not 100%, ,,,21.2,27.8,,,,,,30.0,19.7,No precipitation,6,,,,
22.03.2020 14:00,26.9,724.1,759.8,-1.7,67,Wind blowing from the south,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,27.8,,,2500 or more  or no clouds.,,,30.0,20.3,No precipitation,12,,,,
22.03.2020 11:00,24.2,725.8,761.8,,81,Wind blowing from the south,3,,7,90  or more  but not 100%, ,,,21.2,25.7,,,,,,30.0,20.7,No precipitation,6,,,,
22.03.2020 08:00,21.8,725.3,761.4,1.5,100,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,,,,2500 or more  or no clouds.,,,15.0,21.8,No precipitation,12,,,,
22.03.2020 05:00,21.6,723.8,759.7,,100,Wind blowing from the east-southeast,3,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,21.4,25.7,,,,,,0.1,21.6,No precipitation,6,,,,
22.03.2020 02:00,21.8,724.5,760.3,-0.9,100,Wind blowing from the east,4,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,25.7,,,2500 or more  or no clouds.,,,0.1,21.8,No precipitation,12,,,,
21.03.2020 23:00,22.0,725.4,761.2,,100,Wind blowing from the east,3,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,21.5,25.7,,,,,,0.2,22.0,No precipitation,6,,,,
21.03.2020 20:00,22.2,724.4,760.4,,100,Wind blowing from the east-southeast,4,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,25.7,,,2500 or more  or no clouds.,,,1.8,22.2,No precipitation,12,,,,
21.03.2020 17:00,23.7,723.7,759.7,,93,Wind blowing from the south-east,4,,8,90  or more  but not 100%, ,,,21.5,25.7,,,,,,27.0,22.5,No precipitation,6,,,,
21.03.2020 14:00,25.4,725.0,760.9,-1.7,81,Wind blowing from the south-east,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,26.5,,,2500 or more  or no clouds.,,,30.0,21.9,No precipitation,12,,,,
21.03.2020 11:00,25.3,726.7,762.7,,87,Wind blowing from the south-east,4,,,90  or more  but not 100%, ,,,21.5,26.5,,,,,,30.0,23.0,No precipitation,6,,,,
21.03.2020 08:00,21.9,725.5,761.5,,100,Wind blowing from the south-east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,,,,2500 or more  or no clouds.,,,15.0,21.9,No precipitation,12,,,,
21.03.2020 05:00,21.5,724.1,760.0,,100,Wind blowing from the south-southeast,4,,7,,Mist. ,,,21.5,26.5,,,,,,0.8,21.5,No precipitation,6,,,,
21.03.2020 02:00,21.6,724.7,760.6,-0.8,100,Wind blowing from the south-southeast,3,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,26.5,,,2500 or more  or no clouds.,,,0.3,21.6,No precipitation,12,,,,
20.03.2020 23:00,22.1,725.5,761.4,,100,Wind blowing from the east-southeast,2,,7,,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,,,21.7,26.5,,,,,,0.1,22.1,No precipitation,6,,,,
20.03.2020 20:00,22.0,724.3,760.3,0.6,100,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.7,26.5,,,2500 or more  or no clouds.,,,20.0,22.0,No precipitation,12,,,,
20.03.2020 17:00,23.9,723.7,759.5,,93,Wind blowing from the south-east,3,,,90  or more  but not 100%, ,,,21.8,26.5,,,,,,30.0,22.7,No precipitation,6,,,,
20.03.2020 14:00,24.2,724.8,760.6,-1.6,89,Wind blowing from the south-east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,25.7,,,2500 or more  or no clouds.,,,30.0,22.3,No precipitation,12,,,,
20.03.2020 11:00,24.5,726.4,762.4,,91,Wind blowing from the south-east,4,,,90  or more  but not 100%, ,,,21.8,25.6,,,,,,26.0,22.9,No precipitation,6,,,,
20.03.2020 08:00,22.4,725.5,761.5,1.5,100,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,,,,100-200,,,15.0,22.4,No precipitation,12,,,,
20.03.2020 05:00,22.1,724.0,759.9,,100,Wind blowing from the east-southeast,3,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,20.9,25.6,,,,,,0.1,22.1,No precipitation,6,,,,
