Local time in Xinyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 02:00,7.4,757.6,768.2,0.0,91,Wind blowing from the north,4,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,18.4,,,2500 or more  or no clouds.,,,25.0,6.0,4.0,12,,,,
26.03.2020 23:00,8.2,757.6,768.1,3.3,95,Wind blowing from the north,4,,15,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.1,18.9,,,2500 or more  or no clouds.,,,9.0,7.4,30.0,12,,,,
26.03.2020 20:00,9.1,754.3,764.8,4.8,96,Wind blowing from the north,6,,15,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,19.7,,,300-600,,,4.3,8.5,31.0,12,,,,
26.03.2020 17:00,15.9,749.5,759.7,,97,Wind blowing from the north,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,20.0,,,300-600,,,4.2,15.4,29.0,6,,,,
26.03.2020 14:00,16.5,747.8,758.0,0.1,99,Wind blowing from the north-east,3,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,20.1,,,300-600,,,4.9,16.3,29.0,12,,,,
26.03.2020 11:00,17.7,747.7,757.9,,99,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,20.1,,,1000-1500,,,4.3,17.5,2.0,6,,,,
26.03.2020 08:00,17.7,746.6,756.7,1.2,99,Wind blowing from the east-northeast,2,,,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,17.6,20.1,,,1000-1500,,,3.8,17.5,0.2,12,,,,
26.03.2020 05:00,18.1,745.4,755.5,,99,Wind blowing from the north-east,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,18.1,20.1,,,,,,1.3,17.9,No precipitation,6,,,,
26.03.2020 02:00,18.3,745.6,755.8,-0.4,99,Wind blowing from the north-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,20.1,,,2500 or more  or no clouds.,,,3.7,18.1,0.2,12,,,,
25.03.2020 23:00,18.9,746.0,756.1,,97,Wind blowing from the east,1,,6,,Mist. ,,,18.3,20.6,,,,,,4.6,18.4,No precipitation,6,,,,
25.03.2020 20:00,19.7,745.3,755.5,,93,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,2500 or more  or no clouds.,,,8.0,18.5,0.2,6,,,,
25.03.2020 17:00,19.9,744.7,754.8,,94,Wind blowing from the east,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,1500-2000,,,6.0,18.9,0.4,6,,,,
25.03.2020 14:00,18.8,745.3,755.5,-1.4,98,Wind blowing from the south-southeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,1500-2000,,,4.2,18.5,0.2,12,,,,
25.03.2020 11:00,19.5,746.7,756.8,,90,Wind blowing from the south-west,3,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,1500-2000,,,8.0,17.8,No precipitation,6,,,,
25.03.2020 08:00,18.9,746.3,756.4,0.3,86,Wind blowing from the west-southwest,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,25.8,,,2500 or more  or no clouds.,,,8.0,16.5,0.5,12,,,,
25.03.2020 05:00,18.8,746.0,756.1,,83,Wind blowing from the south-east,2,,,, ,,,,,,,,,,8.0,15.9,,,,,,
25.03.2020 02:00,19.8,747.6,757.6,-1.1,77,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,25.8,,,2500 or more  or no clouds.,,,9.0,15.7,0.5,12,,,,
24.03.2020 23:00,20.4,748.7,758.8,,79,Wind blowing from the south-east,1,,,,Rain (not freezing) not falling as shower(s). ,,,12.3,25.8,,,,,,10.0,16.6,0.5,6,,,,
24.03.2020 20:00,22.3,748.5,758.7,0.8,62,Wind blowing from the south-southwest,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,25.8,,,2500 or more  or no clouds.,,,16.0,14.7,No precipitation,12,,,,
24.03.2020 17:00,25.0,747.7,757.8,,49,Wind blowing from the south,2,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,19.0,13.6,,,,,,
24.03.2020 14:00,25.4,749.2,759.4,,45,Wind blowing from the east,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,25.8,,,2500 or more  or no clouds.,,,13.0,12.6,No precipitation,12,,,,
24.03.2020 11:00,22.3,751.6,761.8,,48,Wind blowing from the south,1,,,40%., ,,,,,,,2500 or more  or no clouds.,,,13.0,10.8,,,,,,
24.03.2020 08:00,13.8,752.1,762.4,,62,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,22.8,,,2500 or more  or no clouds.,,,16.0,6.7,No precipitation,12,,,,
24.03.2020 05:00,13.1,751.6,761.8,,69,Wind blowing from the west,1,,,, ,,,,,,,,,,20.0,7.5,,,,,,
24.03.2020 02:00,13.6,752.0,762.3,-0.8,67,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,22.8,,,2500 or more  or no clouds.,,,23.0,7.6,No precipitation,12,,,,
23.03.2020 23:00,15.5,752.8,763.1,,58,Wind blowing from the north-west,2,,6,, ,,,12.9,22.8,,,,,,22.0,7.3,No precipitation,6,,,,
23.03.2020 20:00,19.4,752.3,762.6,,44,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,22.8,,,,,,21.0,6.8,No precipitation,12,,,,
23.03.2020 17:00,22.2,751.6,761.8,,40,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,18.0,8.0,,,,,,
23.03.2020 14:00,22.2,752.5,762.8,-1.8,45,Wind blowing from the north-northeast,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,22.2,,,2500 or more  or no clouds.,,,17.0,9.7,0.2,12,,,,
23.03.2020 11:00,18.2,754.3,764.7,,54,Wind blowing from the north-east,3,,4,90  or more  but not 100%, ,,,12.9,18.2,,,2500 or more  or no clouds.,,,19.0,8.7,No precipitation,6,,,,
23.03.2020 08:00,13.5,754.3,764.7,,72,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,18.0,,,2500 or more  or no clouds.,,,20.0,8.6,0.2,12,,,,
23.03.2020 05:00,13.3,753.2,763.6,,75,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,21.0,9.0,,,,,,
23.03.2020 02:00,14.2,753.6,763.9,,66,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,19.2,,,2500 or more  or no clouds.,,,22.0,7.9,No precipitation,12,,,,
22.03.2020 23:00,15.5,754.9,765.2,,58,Wind blowing from the north,2,,7,, ,,,14.3,19.9,,,,,,23.0,7.3,No precipitation,6,,,,
22.03.2020 20:00,16.5,753.5,763.9,,54,Wind blowing from the north-east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,21.7,,,2500 or more  or no clouds.,,,20.0,7.2,No precipitation,12,,,,
22.03.2020 17:00,17.8,752.3,762.6,,53,Wind blowing from the north-northeast,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,15.0,8.1,,,,,,
22.03.2020 14:00,17.8,752.8,763.1,-1.4,56,Wind blowing from the east-northeast,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,,,2500 or more  or no clouds.,,,10.0,8.9,No precipitation,12,,,,
22.03.2020 11:00,15.1,754.2,764.5,,61,Wind blowing from the north,3,,9,100%., ,,,14.3,29.0,,,2500 or more  or no clouds.,,,8.0,7.6,No precipitation,6,,,,
22.03.2020 08:00,14.6,752.8,763.0,3.0,67,Wind blowing from the north-northwest,3,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,29.0,,,2500 or more  or no clouds.,,,7.0,8.5,2.0,12,,,,
22.03.2020 05:00,16.2,749.8,760.0,,72,Wind blowing from the north,4,,9,,Mist. ,,,16.2,29.0,,,,,,4.8,11.2,0.7,6,,,,
22.03.2020 02:00,19.0,748.8,758.8,1.4,95,Wind blowing from the north-west,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,29.0,,,2500 or more  or no clouds.,,,7.0,18.2,2.0,12,,,,
21.03.2020 23:00,19.7,747.4,757.3,,93,Wind blowing from the east,1,,9,, ,,,17.4,29.0,,,,,,9.0,18.5,1.0,6,,,,
21.03.2020 20:00,21.7,745.9,756.0,,74,Wind blowing from the south-east,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,29.0,,,1500-2000,,,21.0,16.9,No precipitation,12,,,,
21.03.2020 17:00,24.1,744.1,754.1,,57,Wind blowing from the south,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,27.0,15.1,,,,,,
21.03.2020 14:00,27.2,744.2,754.1,-2.0,44,Wind blowing from the south-west,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,29.0,,,2500 or more  or no clouds.,,,30.0,13.9,No precipitation,12,,,,
21.03.2020 11:00,27.0,746.2,756.1,,35,Wind blowing from the south-west,3,,,no clouds, ,,,,,,,,,,28.0,10.2,,,,,,
21.03.2020 08:00,18.9,746.5,756.6,,50,Wind blowing from the east,2,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,27.9,,,2500 or more  or no clouds.,,,18.0,8.3,No precipitation,12,,,,
21.03.2020 05:00,18.2,745.9,755.9,,49,Wind blowing from the east,1,,,, ,,,,,,,,,,25.0,7.3,,,,,,
21.03.2020 02:00,21.2,746.5,756.5,-0.6,38,Wind blowing from the south-southwest,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,27.9,,,2500 or more  or no clouds.,,,28.0,6.3,No precipitation,12,,,,
20.03.2020 23:00,21.9,747.1,757.0,,46,Wind blowing from the south-west,4,,12,, ,,,,27.9,,,,,,22.0,9.8,No precipitation,6,,,,
20.03.2020 20:00,23.4,746.4,756.4,1.1,44,Wind blowing from the south-southwest,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,27.9,,,,,,20.0,10.5,No precipitation,12,,,,
20.03.2020 17:00,26.9,745.3,755.5,,31,Wind blowing from the south-southwest,4,,,no clouds, ,,,,,,,,,,22.0,8.4,,,,,,
20.03.2020 14:00,27.1,746.9,757.0,-2.3,29,Wind blowing from the south-west,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,27.3,,,,,,23.0,7.6,No precipitation,12,,,,
20.03.2020 11:00,24.0,749.2,759.4,,31,Wind blowing from the south-west,4,,,no clouds, ,,,,,,,,,,23.0,5.8,,,,,,
20.03.2020 08:00,18.1,749.3,759.5,-0.4,39,Wind blowing from the south-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,21.7,,,,,,19.0,3.9,No precipitation,12,,,,
20.03.2020 05:00,11.0,749.7,760.0,,48,Wind blowing from the east,2,,,, ,,,,,,,,,,23.0,0.4,,,,,,
20.03.2020 02:00,10.6,751.0,761.2,,70,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,21.7,,,2500 or more  or no clouds.,,,21.0,5.2,No precipitation,12,,,,
19.03.2020 23:00,14.0,752.2,762.6,,45,Wind blowing from the south,1,,7,, ,,,14.0,21.7,,,,,,20.0,2.3,No precipitation,6,,,,
19.03.2020 20:00,17.8,752.0,762.4,,25,Wind blowing from the east,2,,7,20–30%., ,,,14.3,21.7,,,2500 or more  or no clouds.,,,22.0,-2.5,No precipitation,6,,,,
19.03.2020 17:00,20.9,751.4,761.6,,19,Wind blowing from the east-northeast,3,,,no clouds, ,,,,,,,,,,20.0,-3.6,,,,,,
19.03.2020 14:00,21.1,752.9,763.1,,19,Wind blowing from the east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,27.4,,,,,,17.0,-3.4,No precipitation,12,,,,
19.03.2020 11:00,17.9,754.6,764.8,,19,Wind blowing from the north-east,3,,9,70 – 80%., ,,,14.3,27.4,,,2500 or more  or no clouds.,,,14.0,-6.0,No precipitation,6,,,,
19.03.2020 08:00,14.4,754.0,764.2,3.8,38,Wind blowing from the north-northeast,2,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,27.4,,,2500 or more  or no clouds.,,,10.0,0.3,No precipitation,12,,,,
19.03.2020 05:00,15.5,750.2,760.3,,56,Wind blowing from the west,1,,12,, ,,,14.6,27.4,,,,,,22.0,6.8,No precipitation,6,,,,
19.03.2020 02:00,18.2,748.9,758.9,-0.3,47,Wind blowing from the south,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,27.4,,,2500 or more  or no clouds.,,,23.0,6.7,No precipitation,12,,,,
18.03.2020 23:00,19.2,749.2,759.4,,48,Wind blowing from the south-southwest,3,,12,, ,,,14.6,27.4,,,,,,23.0,7.9,No precipitation,6,,,,
18.03.2020 20:00,21.3,747.8,758.0,,40,Wind blowing from the south-southwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,27.4,,,,,,23.0,7.2,No precipitation,12,,,,
18.03.2020 17:00,25.8,747.0,757.1,,22,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,30.0,2.5,,,,,,
18.03.2020 14:00,26.2,748.6,758.7,,21,Wind blowing from the south-west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,26.4,,,,,,29.0,2.2,No precipitation,12,,,,
18.03.2020 11:00,23.1,750.8,761.0,,28,Wind blowing from the south-southwest,5,,,no clouds, ,,,,,,,,,,29.0,3.6,,,,,,
18.03.2020 08:00,16.0,751.5,761.8,0.8,52,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,26.1,,,,,,17.0,6.2,No precipitation,12,,,,
18.03.2020 05:00,15.0,750.7,760.8,,53,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,20.0,5.5,,,,,,
18.03.2020 02:00,15.6,751.7,761.8,-1.1,55,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,26.1,,,2500 or more  or no clouds.,,,18.0,6.6,No precipitation,12,,,,
17.03.2020 23:00,16.7,752.8,763.0,,50,Wind blowing from the west,1,,5,, ,,,10.8,26.1,,,,,,24.0,6.2,No precipitation,6,,,,
17.03.2020 20:00,20.0,752.3,762.6,1.2,38,Wind blowing from the north,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,26.1,,,2500 or more  or no clouds.,,,26.0,5.3,No precipitation,12,,,,
