Local time in Yong'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 02:00,16.6,738.2,760.6,-1.1,97,Wind blowing from the east-northeast,1,,13,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,27.8,,,2500 or more  or no clouds.,,,2.6,16.1,No precipitation,12,,,,
26.03.2020 23:00,18.0,739.3,761.7,1.8,95,Wind blowing from the east-southeast,1,,13,,Cloud development not observed or not observable. ,,,17.9,27.8,,,2500 or more  or no clouds.,,,10.0,17.2,No precipitation,12,,,,
26.03.2020 20:00,19.6,737.5,760.0,0.8,86,Wind blowing from the north-northeast,2,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,27.8,,,2500 or more  or no clouds.,,,24.0,17.2,No precipitation,12,,,,
26.03.2020 17:00,22.4,736.7,759.1,,69,Wind blowing from the north-northeast,2,,13,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,27.8,,,1000-1500,,,29.0,16.4,No precipitation,6,,,,
26.03.2020 14:00,26.8,736.4,758.7,-1.7,56,Wind blowing from the south-southeast,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,29.4,,,2500 or more  or no clouds.,,,28.0,17.3,No precipitation,12,,,,
26.03.2020 11:00,25.9,738.1,760.4,,58,Wind blowing from the south,4,,7,, ,,,18.5,29.4,,,,,,23.0,17.0,No precipitation,6,,,,
26.03.2020 08:00,22.7,737.4,759.7,0.5,70,Wind blowing from the south-southwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,,,,2500 or more  or no clouds.,,,17.0,17.0,No precipitation,12,,,,
26.03.2020 05:00,20.8,736.9,759.1,,77,Wind blowing from the south,2,,4,, ,,,16.9,29.4,,,,,,14.0,16.6,No precipitation,6,,,,
26.03.2020 02:00,19.1,737.8,760.1,0.0,90,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,29.4,,,2500 or more  or no clouds.,,,10.0,17.4,No precipitation,12,,,,
25.03.2020 23:00,21.1,737.8,760.2,,77,Wind blowing from the south-southwest,3,,4,, ,,,16.9,29.4,,,,,,16.0,16.9,No precipitation,6,,,,
25.03.2020 20:00,22.2,736.5,759.0,,79,Wind blowing from the south-southeast,2,,4,50%., ,,,16.9,29.4,,,2500 or more  or no clouds.,,,13.0,18.4,No precipitation,6,,,,
25.03.2020 17:00,27.7,735.4,757.6,,56,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%, ,,,16.9,29.4,,,1000-1500,,,18.0,18.1,No precipitation,6,,,,
25.03.2020 14:00,27.8,736.2,758.5,-3.2,56,Wind blowing from the north-northwest,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,27.8,,,1000-1500,,,20.0,18.2,No precipitation,12,,,,
25.03.2020 11:00,22.8,739.4,762.0,,71,Wind blowing from the east-northeast,2,,3,40%., ,,,16.9,23.2,,,1000-1500,,,10.0,17.3,No precipitation,6,,,,
25.03.2020 08:00,17.5,739.6,762.4,0.6,95,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,19.2,,,600-1000,,,3.9,16.7,0.1,12,,,,
25.03.2020 05:00,17.1,739.0,761.7,,98,Wind blowing from the south,1,,3,,Mist. ,,,16.8,19.2,,,,,,1.9,16.8,No precipitation,6,,,,
25.03.2020 02:00,17.5,739.0,761.8,-0.4,98,Wind blowing from the east-northeast,0,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,19.2,,,2500 or more  or no clouds.,,,0.3,17.2,8.0,12,,,,
24.03.2020 23:00,17.8,739.4,762.1,,98,Wind blowing from the north-east,1,,4,,Mist. ,,,16.6,19.2,,,,,,0.6,17.5,0.1,6,,,,
24.03.2020 20:00,18.3,739.2,762.0,0.7,97,Wind blowing from the north-west,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,19.2,,,300-600,,,5.0,17.8,8.0,12,,,,
24.03.2020 17:00,19.0,738.5,761.2,,93,Wind blowing from the north-northeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,19.2,,,300-600,,,4.1,17.8,8.0,6,,,,
24.03.2020 14:00,18.4,739.6,762.4,,94,Wind blowing from the north,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,,,,300-600,,,2.3,17.4,0.7,12,,,,
24.03.2020 11:00,18.4,740.7,763.6,,95,Wind blowing from the north-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,,,,300-600,,,3.5,17.6,No precipitation,6,,,,
24.03.2020 08:00,17.5,739.9,762.7,,99,Calm  no wind,0,,,100%.,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,,,,1000-1500,,,2.2,17.3,0.2,12,,,,
24.03.2020 05:00,16.8,739.3,762.1,,98,Wind blowing from the south-southeast,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,16.5,,,,,,,0.4,16.5,0.2,6,,,,
24.03.2020 02:00,16.8,739.9,762.5,-0.6,98,Wind blowing from the south-southeast,1,,17,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,24.4,,,2500 or more  or no clouds.,,,2.1,16.5,23.0,12,,,,
23.03.2020 23:00,16.7,740.5,763.3,,98,Wind blowing from the east,1,,17,,Mist. ,,,16.5,24.4,,,,,,2.2,16.4,No precipitation,6,,,,
23.03.2020 20:00,17.7,739.3,762.0,,98,Wind blowing from the south-southwest,1,,17,100%.,Fog or ice fog. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,24.4,,,1000-1500,,,8.0,17.4,23.0,12,,,,
23.03.2020 17:00,18.6,738.1,760.8,,95,Wind blowing from the north-east,1,,17,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,28.2,,,1000-1500,,,12.0,17.8,23.0,6,,,,
23.03.2020 14:00,22.6,738.3,760.8,-1.9,82,Wind blowing from the north-northeast,4,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,,,,1000-1500,,,8.0,19.4,Trace of precipitation,12,,,,
23.03.2020 11:00,20.7,740.2,762.8,,88,Wind blowing from the south-southwest,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,,,,1000-1500,,,6.0,18.6,No precipitation,6,,,,
23.03.2020 08:00,18.8,740.1,762.6,,98,Wind blowing from the east,1,,13,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,18.5,30.6,,,300-600,,,0.8,18.5,20.0,12,,,,
23.03.2020 05:00,18.6,738.2,760.6,,98,Wind blowing from the east-northeast,0,,13,,Mist. ,,,18.5,30.6,,,,,,3.3,18.3,No precipitation,6,,,,
23.03.2020 02:00,19.0,738.4,760.7,-0.9,98,Wind blowing from the east-southeast,0,,13,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,30.6,,,2500 or more  or no clouds.,,,0.5,18.7,20.0,12,,,,
22.03.2020 23:00,19.4,739.3,761.7,,97,Wind blowing from the west,2,,,,Rain (not freezing) not falling as shower(s). ,,,19.3,30.6,,,,,,5.0,18.9,20.0,6,,,,
22.03.2020 20:00,23.9,737.7,760.0,,70,Wind blowing from the north-east,6,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,30.6,,,1000-1500,,,17.0,18.1,No precipitation,12,,,,
22.03.2020 17:00,28.1,735.4,757.5,,55,Wind blowing from the north-east,2,,5,90  or more  but not 100%, ,,,20.2,30.6,,,,,,15.0,18.2,No precipitation,6,,,,
22.03.2020 14:00,29.4,736.0,758.0,-2.1,51,Wind blowing from the north,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,30.4,,,1000-1500,,,16.0,18.2,No precipitation,12,,,,
22.03.2020 11:00,27.5,738.1,760.3,,59,Wind blowing from the north-west,2,,5,90  or more  but not 100%, ,,,20.2,27.7,,,1000-1500,,,15.0,18.8,No precipitation,6,,,,
22.03.2020 08:00,20.9,738.0,760.4,1.6,86,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,10.0,18.5,No precipitation,12,,,,
22.03.2020 05:00,21.1,736.4,758.7,,82,Wind blowing from the south-southeast,2,,6,, ,,,15.6,26.8,,,,,,14.0,17.9,No precipitation,6,,,,
22.03.2020 02:00,22.1,736.6,758.8,-1.2,76,Wind blowing from the south-southeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,26.8,,,2500 or more  or no clouds.,,,15.0,17.7,No precipitation,12,,,,
21.03.2020 23:00,22.2,737.8,760.0,,76,Wind blowing from the south-southwest,2,,9,, ,,,,26.8,,,,,,12.0,17.8,No precipitation,6,,,,
21.03.2020 20:00,23.1,737.2,759.8,,73,Wind blowing from the south,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,26.8,,,2500 or more  or no clouds.,,,14.0,18.0,No precipitation,12,,,,
21.03.2020 17:00,24.8,736.5,759.0,,66,Wind blowing from the south,3,,,90  or more  but not 100%, ,,,15.6,26.8,,,,,,15.0,18.0,No precipitation,6,,,,
21.03.2020 14:00,25.8,736.9,759.3,-2.1,63,Wind blowing from the south-southwest,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,26.8,,,1000-1500,,,16.0,18.2,No precipitation,12,,,,
21.03.2020 11:00,24.4,739.0,761.5,,66,Wind blowing from the south-southwest,4,,8,20–30%., ,,,15.6,24.4,,,1000-1500,,,11.0,17.6,No precipitation,6,,,,
21.03.2020 08:00,16.2,739.9,762.8,,98,Wind blowing from the north-west,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,20.7,,,600-1000,,,2.3,15.9,No precipitation,12,,,,
21.03.2020 05:00,15.8,738.7,761.5,,98,Calm  no wind,0,,,,Fog or ice fog. ,,,15.6,20.7,,,,,,0.9,15.5,No precipitation,6,,,,
21.03.2020 02:00,16.3,739.0,761.7,-0.6,97,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,20.7,,,2500 or more  or no clouds.,,,2.9,15.8,No precipitation,12,,,,
20.03.2020 23:00,16.8,739.6,762.4,,95,Wind blowing from the north-east,1,,,,Mist. ,,,16.0,20.7,,,,,,4.3,16.0,No precipitation,6,,,,
20.03.2020 20:00,18.4,738.4,761.2,0.5,91,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,20.7,,,600-1000,,,8.0,16.9,No precipitation,12,,,,
20.03.2020 17:00,20.6,737.9,760.6,,78,Wind blowing from the north,1,,4,100%., ,,,16.0,20.7,,,600-1000,,,10.0,16.6,No precipitation,6,,,,
20.03.2020 14:00,20.1,738.7,761.4,-1.9,78,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,20.1,,,600-1000,,,7.0,16.1,No precipitation,12,,,,
20.03.2020 11:00,18.9,740.6,763.4,,81,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,20.8,,,600-1000,,,4.1,15.6,No precipitation,6,,,,
20.03.2020 08:00,16.3,740.5,763.3,1.2,94,Wind blowing from the north-northeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,,,,1000-1500,,,6.0,15.3,No precipitation,12,,,,
20.03.2020 05:00,16.2,739.3,762.1,,94,Wind blowing from the north,1,,5,,Mist. ,,,15.2,20.8,,,,,,7.0,15.2,No precipitation,6,,,,
20.03.2020 02:00,16.6,739.9,762.7,,95,Wind blowing from the north-northwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,20.8,,,2500 or more  or no clouds.,,,6.0,15.8,No precipitation,12,,,,
19.03.2020 23:00,16.7,740.7,763.6,,96,Wind blowing from the north-east,1,,5,,Mist. ,,,15.2,20.8,,,,,,5.0,16.1,No precipitation,6,,,,
19.03.2020 20:00,17.7,739.6,762.5,,91,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,20.8,,,1000-1500,,,11.0,16.2,Trace of precipitation,6,,,,
19.03.2020 17:00,19.3,738.7,761.5,,84,Wind blowing from the north-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,20.8,,,1000-1500,,,10.0,16.5,0.1,6,,,,
19.03.2020 14:00,20.1,738.5,761.2,,76,Wind blowing from the north-west,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,15.2,20.8,,,1000-1500,,,7.0,15.7,4.0,12,,,,
19.03.2020 11:00,17.2,740.8,763.8,,98,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.8,17.5,,,1000-1500,,,4.9,16.9,1.0,6,,,,
19.03.2020 08:00,15.6,739.8,762.7,1.7,99,Wind blowing from the south,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.4,,,,300-600,,,0.5,15.4,11.0,12,,,,
19.03.2020 05:00,15.4,738.1,760.9,,99,Wind blowing from the east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.2,17.1,,,,,,30.0,15.2,7.0,6,,,,
19.03.2020 02:00,15.4,738.0,760.9,-1.1,98,Wind blowing from the west,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,17.1,,,2500 or more  or no clouds.,,,30.0,15.1,7.0,12,,,,
18.03.2020 23:00,15.5,739.1,762.1,,98,Wind blowing from the south,2,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.1,17.1,,,,,,30.0,15.2,2.0,6,,,,
18.03.2020 20:00,16.0,739.2,762.1,,97,Wind blowing from the south,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,17.1,,,1000-1500,,,30.0,15.5,Trace of precipitation,6,,,,
18.03.2020 17:00,16.9,738.3,761.2,,89,Wind blowing from the north-west,0,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,17.1,,,1000-1500,,,6.0,15.1,0.1,6,,,,
18.03.2020 14:00,16.1,738.6,761.5,,95,Wind blowing from the east-northeast,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Drizzle.,Fog or ice fog or thick haze.,14.1,16.2,,,300-600,,,3.8,15.3,2.0,12,,,,
18.03.2020 11:00,15.0,741.1,764.2,,98,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,14.1,16.1,,,300-600,,,1.5,14.7,2.0,6,,,,
18.03.2020 08:00,14.3,740.8,763.9,1.0,98,Wind blowing from the north,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,1.0,14.0,1.0,12,,,,
18.03.2020 05:00,14.2,739.8,762.9,,98,Wind blowing from the south,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.5,,,,,,,1.1,13.9,0.8,6,,,,
18.03.2020 02:00,14.1,740.5,763.6,-1.8,98,Wind blowing from the north-east,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,16.1,,,2500 or more  or no clouds.,,,0.5,13.8,8.0,12,,,,
17.03.2020 23:00,14.3,742.3,765.4,,98,Calm  no wind,0,,,,Mist. ,,,13.5,16.1,,,,,,1.9,14.0,1.0,6,,,,
