Local time in Tailai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 14:00,18.6,739.5,752.0,-1.9,31,Wind blowing from the south-southwest,6,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,18.8,,,2500 or more  or no clouds.,,,8.0,1.2,No precipitation,12,,,,
25.03.2020 11:00,12.1,741.4,754.0,,39,Wind blowing from the south-southwest,4,,7,90  or more  but not 100%, ,,,1.8,14.3,,,2500 or more  or no clouds.,,,9.0,-1.4,No precipitation,6,,,,
25.03.2020 08:00,4.5,742.0,754.8,-0.3,57,Wind blowing from the south,3,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,14.3,,,2500 or more  or no clouds.,,,5.0,-3.3,No precipitation,12,,,,
25.03.2020 05:00,1.9,742.3,754.9,,62,Wind blowing from the south,3,,,,Haze. ,,,-1.5,14.3,,,,,,5.0,-4.8,No precipitation,6,,,,
25.03.2020 02:00,3.1,743.2,755.9,,54,Wind blowing from the south,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,14.3,,,2500 or more  or no clouds.,,,7.0,-5.5,No precipitation,12,,,,
24.03.2020 20:00,8.8,744.9,757.7,-0.2,29,Wind blowing from the south,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,14.3,,,,,,10.0,-8.3,No precipitation,12,,,,
24.03.2020 17:00,12.8,745.1,757.9,,22,Wind blowing from the south,6,,14,no clouds, ,,,-1.5,14.3,,,,,,14.0,-8.4,No precipitation,6,,,,
24.03.2020 14:00,13.8,746.5,759.3,,18,Wind blowing from the south-southwest,8,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,13.8,,,2500 or more  or no clouds.,,,15.0,-10.1,No precipitation,12,,,,
24.03.2020 11:00,11.1,749.1,762.0,,22,Wind blowing from the south-southwest,6,,11,10%  or less  but not 0, ,,,-1.5,11.1,,,2500 or more  or no clouds.,,,19.0,-9.8,No precipitation,6,,,,
24.03.2020 08:00,3.5,750.4,763.4,,37,Wind blowing from the south-southwest,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,10.3,,,,,,15.0,-9.8,No precipitation,12,,,,
24.03.2020 02:00,-1.0,751.4,764.5,,43,Wind blowing from the south-southwest,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,10.3,,,2500 or more  or no clouds.,,,5.0,-12.0,No precipitation,12,,,,
23.03.2020 20:00,3.6,752.1,765.1,,30,Wind blowing from the south,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,10.3,,,,,,2.4,-12.4,No precipitation,12,,,,
23.03.2020 17:00,9.2,751.9,764.9,,20,Wind blowing from the west-northwest,1,,8,no clouds, ,,,-3.6,10.3,,,,,,30.0,-12.6,No precipitation,6,,,,
23.03.2020 14:00,9.0,752.5,765.6,-1.2,19,Wind blowing from the north-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,9.2,,,,,,30.0,-13.4,No precipitation,12,,,,
23.03.2020 11:00,6.6,753.7,766.8,,23,Wind blowing from the north-west,3,,8,no clouds, ,,,-3.6,8.3,,,,,,30.0,-13.1,No precipitation,6,,,,
23.03.2020 08:00,2.5,753.4,766.6,,43,Wind blowing from the north-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,8.3,,,,,,20.0,-8.8,No precipitation,12,,,,
23.03.2020 05:00,-1.8,751.6,764.6,,62,Wind blowing from the north-northwest,4,,6,, ,,,-6.0,8.3,,,,,,25.0,-8.3,No precipitation,6,,,,
23.03.2020 02:00,-1.0,750.3,763.3,,66,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,8.3,,,2500 or more  or no clouds.,,,30.0,-6.7,No precipitation,12,,,,
22.03.2020 20:00,0.4,748.5,761.6,,34,Wind blowing from the west,2,,10,no clouds, ,,,-6.0,8.3,,,,,,8.0,-13.6,No precipitation,6,,,,
22.03.2020 17:00,7.7,746.8,759.8,,17,Wind blowing from the west-northwest,1,,10,60%., ,,,-6.0,8.3,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,6,,,,
22.03.2020 14:00,7.5,746.8,759.9,-0.9,17,Wind blowing from the north-northwest,5,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,8.7,,,2500 or more  or no clouds.,,,29.0,-16.0,No precipitation,12,,,,
22.03.2020 11:00,5.7,747.7,760.7,,22,Wind blowing from the north-west,5,,9,90  or more  but not 100%, ,,,-6.0,8.7,,,,,,30.0,-14.4,No precipitation,6,,,,
22.03.2020 08:00,-0.3,748.3,761.4,0.4,37,Wind blowing from the north-west,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,8.7,,,2500 or more  or no clouds.,,,16.0,-13.2,No precipitation,12,,,,
22.03.2020 05:00,-5.1,747.9,761.0,,47,Wind blowing from the west-northwest,3,,8,, ,,,-5.2,8.7,,,,,,18.0,-14.7,No precipitation,6,,,,
22.03.2020 02:00,-4.3,747.8,760.9,,45,Wind blowing from the west-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,8.7,,,2500 or more  or no clouds.,,,18.0,-14.5,No precipitation,12,,,,
21.03.2020 20:00,0.2,746.9,760.0,,33,Wind blowing from the north,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,8.7,,,,,,9.0,-14.2,No precipitation,12,,,,
21.03.2020 17:00,7.3,745.2,758.2,,18,Wind blowing from the north-northwest,4,,11,20–30%., ,,,-4.7,10.1,,,1000-1500,,,30.0,-15.5,No precipitation,6,,,,
21.03.2020 14:00,8.4,745.0,757.9,-0.6,20,Wind blowing from the north,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,12.3,,,,,,15.0,-13.3,No precipitation,12,,,,
21.03.2020 11:00,6.8,745.6,758.5,,25,Wind blowing from the north-northwest,5,,9,no clouds, ,,,-4.7,12.3,,,,,,30.0,-11.9,No precipitation,6,,,,
21.03.2020 08:00,1.4,745.5,758.5,1.5,37,Wind blowing from the west-northwest,4,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,12.3,,,2500 or more  or no clouds.,,,24.0,-11.7,No precipitation,12,,,,
21.03.2020 05:00,-4.3,744.0,757.0,,55,Wind blowing from the north-west,3,,10,, ,,,-4.7,12.3,,,,,,30.0,-12.2,No precipitation,6,,,,
21.03.2020 02:00,-3.0,743.5,756.4,,54,Wind blowing from the north-west,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,12.3,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,12,,,,
20.03.2020 20:00,2.1,741.3,754.3,3.0,39,Wind blowing from the north-northwest,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,12.3,,,,,,22.0,-10.7,No precipitation,12,,,,
20.03.2020 17:00,10.1,738.3,751.1,,22,Wind blowing from the north-northwest,5,,11,60%., ,,,-4.9,12.3,,,1000-1500,,,30.0,-10.7,No precipitation,6,,,,
20.03.2020 14:00,10.8,737.3,750.1,,24,Wind blowing from the west-northwest,3,,8,70 – 80%., ,,,-4.9,11.6,,,1000-1500,,,30.0,-9.0,No precipitation,6,,,,
20.03.2020 11:00,8.2,738.5,751.3,,35,Wind blowing from the south-west,3,,6,20–30%., ,,,-4.9,8.2,,,1000-1500,,,27.0,-6.3,No precipitation,6,,,,
20.03.2020 08:00,0.7,739.6,752.7,-0.4,49,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,,,,2500 or more  or no clouds.,,,10.0,-8.8,No precipitation,12,,,,
20.03.2020 05:00,-2.4,740.0,752.9,,59,Wind blowing from the south-southwest,1,,4,, ,,,-4.9,6.8,,,,,,13.0,-9.5,No precipitation,6,,,,
20.03.2020 02:00,-1.3,741.1,754.0,,57,Wind blowing from the west-southwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,6.8,,,2500 or more  or no clouds.,,,15.0,-8.9,No precipitation,12,,,,
19.03.2020 20:00,-2.6,741.7,754.8,,59,Wind blowing from the south-southwest,2,,12,20–30%., ,,,-4.2,6.8,,,1500-2000,,,30.0,-9.5,No precipitation,6,,,,
19.03.2020 17:00,5.9,741.2,754.2,,35,Wind blowing from the north-northwest,3,,12,20–30%., ,,,-4.2,8.8,,,1000-1500,,,30.0,-8.4,No precipitation,6,,,,
19.03.2020 14:00,5.7,741.1,754.1,,43,Wind blowing from the north,6,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,10.2,,,1000-1500,,,21.0,-5.9,No precipitation,12,,,,
19.03.2020 11:00,3.1,741.4,754.4,,63,Wind blowing from the north,7,,12,70 – 80%., ,,,-4.2,10.6,,,1500-2000,,,8.0,-3.3,No precipitation,6,,,,
19.03.2020 08:00,1.9,740.1,753.0,1.2,71,Wind blowing from the north,8,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,10.6,,,1500-2000,,,11.0,-2.8,No precipitation,12,,,,
19.03.2020 05:00,-2.2,738.9,751.7,,71,Wind blowing from the north,4,,7,, ,,,-4.2,10.6,,,,,,19.0,-6.9,No precipitation,6,,,,
19.03.2020 02:00,-3.3,738.4,751.2,,56,Wind blowing from the west-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,10.6,,,2500 or more  or no clouds.,,,24.0,-11.0,No precipitation,12,,,,
18.03.2020 20:00,3.3,738.2,751.0,1.8,37,Wind blowing from the north-west,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,10.6,,,,,,12.0,-10.3,No precipitation,12,,,,
18.03.2020 17:00,8.8,736.4,749.2,,24,Wind blowing from the west,1,,12,40%., ,,,-0.7,10.6,,,1500-2000,,,30.0,-10.7,No precipitation,6,,,,
18.03.2020 14:00,10.0,735.4,748.0,,24,Wind blowing from the north-northwest,6,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,11.3,,,1500-2000,,,30.0,-9.6,No precipitation,12,,,,
18.03.2020 11:00,7.4,735.7,748.5,,45,Wind blowing from the north-northwest,4,,7,100%., ,,,-0.7,11.3,,,1500-2000,,,20.0,-4.0,No precipitation,6,,,,
18.03.2020 08:00,2.5,735.8,748.6,-0.8,42,Wind blowing from the south-southwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,,,,1500-2000,,,11.0,-9.1,No precipitation,12,,,,
18.03.2020 05:00,0.9,736.6,749.3,,51,Wind blowing from the south-southwest,3,,6,, ,,,-1.8,11.3,,,,,,30.0,-8.1,No precipitation,6,,,,
18.03.2020 02:00,-0.1,738.5,751.3,,50,Wind blowing from the south-southwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,11.3,,,2500 or more  or no clouds.,,,18.0,-9.3,No precipitation,12,,,,
17.03.2020 20:00,3.4,741.4,754.3,,37,Wind blowing from the south-southeast,1,,11,no clouds, ,,,-3.0,11.3,,,,,,16.0,-9.9,No precipitation,6,,,,
17.03.2020 17:00,10.2,741.2,754.0,,20,Wind blowing from the north-northwest,3,,11,60%., ,,,-3.0,11.3,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,6,,,,
17.03.2020 14:00,10.6,741.1,753.9,-1.2,25,Wind blowing from the west-northwest,4,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,10.8,,,1000-1500,,,30.0,-8.6,No precipitation,12,,,,
17.03.2020 11:00,7.9,742.3,755.2,,38,Wind blowing from the north,6,,10,20–30%., ,,,-3.0,8.1,,,1500-2000,,,20.0,-5.5,No precipitation,6,,,,
17.03.2020 08:00,1.1,742.3,755.3,0.7,47,Wind blowing from the north-northwest,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,4.6,,,2500 or more  or no clouds.,,,9.0,-9.0,No precipitation,12,,,,
17.03.2020 05:00,-1.5,741.6,754.6,,43,Wind blowing from the north-northwest,3,,6,, ,,,-10.3,4.6,,,,,,10.0,-12.7,No precipitation,6,,,,
17.03.2020 02:00,-1.7,741.4,754.4,,46,Wind blowing from the south-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,4.6,,,2500 or more  or no clouds.,,,19.0,-11.8,No precipitation,12,,,,
16.03.2020 20:00,1.7,743.3,756.5,,24,Wind blowing from the south-southwest,2,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,4.6,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
16.03.2020 17:00,4.4,743.5,756.7,,23,Wind blowing from the south,3,,,70 – 80%., ,,,-10.3,4.6,,,2500 or more  or no clouds.,,,28.0,-14.9,No precipitation,6,,,,
16.03.2020 14:00,3.8,744.3,757.5,-1.9,19,Wind blowing from the south-west,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,3.9,,,2500 or more  or no clouds.,,,19.0,-17.7,No precipitation,12,,,,
16.03.2020 11:00,0.8,746.2,759.4,,20,Wind blowing from the west-southwest,6,,9,20–30%., ,,,-10.3,0.9,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,6,,,,
16.03.2020 08:00,-7.3,748.0,761.5,,35,Wind blowing from the south-west,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-2.3,,,2500 or more  or no clouds.,,,29.0,-20.2,No precipitation,12,,,,
