Local time in Xingtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,10.5,753.7,770.7,-2.4,30,Wind blowing from the east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,11.2,,,2500 or more  or no clouds.,,,30.0,-6.3,No precipitation,12,,,,
27.03.2020 11:00,9.7,756.1,773.2,0.5,22,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,10.1,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
27.03.2020 08:00,6.7,755.6,772.8,0.7,37,Wind blowing from the north-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,9.7,,,,,,30.0,-7.0,No precipitation,12,,,,
27.03.2020 05:00,4.2,754.9,772.2,0.8,63,Wind blowing from the north,3,,11,,Cloud development not observed or not observable. ,,,4.2,,,,2500 or more  or no clouds.,,,30.0,-2.4,0.4,12,,,,
27.03.2020 02:00,5.8,754.1,771.3,-0.1,91,Wind blowing from the west-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,,,,2500 or more  or no clouds.,,,22.0,4.4,2.0,12,,,,
26.03.2020 23:00,6.0,754.2,771.3,0.5,95,Wind blowing from the west-northwest,6,,16,,Cloud development not observed or not observable. ,,,4.8,,,,2500 or more  or no clouds.,,,28.0,5.3,4.0,12,,,,
26.03.2020 20:00,5.0,753.7,770.8,1.8,99,Wind blowing from the north-east,1,,18,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,17.8,,,2500 or more  or no clouds.,,,30.0,4.9,5.0,12,,,,
26.03.2020 17:00,6.0,751.9,768.7,,99,Wind blowing from the north,5,,24,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,5.2,20.4,,,2500 or more  or no clouds.,,,14.0,5.9,4.0,6,,,,
26.03.2020 14:00,5.3,751.0,767.8,1.5,99,Wind blowing from the north-northeast,8,,24,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,5.2,21.3,,,2500 or more  or no clouds.,,,10.0,5.2,4.0,12,,,,
26.03.2020 11:00,8.3,749.5,766.1,,99,Wind blowing from the north-east,5,,24,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,21.3,,,2500 or more  or no clouds.,,,4.4,8.2,2.0,6,,,,
26.03.2020 08:00,9.7,745.6,762.1,4.1,99,Wind blowing from the north-northeast,13,,24,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,21.3,,,2500 or more  or no clouds.,,,2.6,9.6,0.9,12,,,,
26.03.2020 05:00,14.1,741.5,757.7,,99,Wind blowing from the north-northeast,2,,10,,Mist. ,,,11.0,21.3,,,,,,1.3,13.9,No precipitation,6,,,,
26.03.2020 02:00,15.5,740.2,756.3,-0.4,98,Wind blowing from the south,3,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.3,,,2500 or more  or no clouds.,,,3.5,15.2,No precipitation,12,,,,
25.03.2020 23:00,17.3,740.6,756.8,,89,Wind blowing from the south,3,,8,,Mist. ,,,11.0,21.3,,,,,,5.0,15.5,No precipitation,6,,,,
25.03.2020 20:00,17.7,740.2,756.6,,66,Wind blowing from the south,1,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.3,,,2500 or more  or no clouds.,,,6.0,11.3,No precipitation,6,,,,
25.03.2020 17:00,20.5,739.0,755.2,,50,Wind blowing from the south-east,5,,8,90  or more  but not 100%, ,,,11.0,21.3,,,2500 or more  or no clouds.,,,7.0,9.7,No precipitation,6,,,,
25.03.2020 14:00,20.6,739.6,755.8,-2.1,42,Wind blowing from the south-east,3,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.0,,,2500 or more  or no clouds.,,,5.0,7.3,No precipitation,12,,,,
25.03.2020 11:00,17.0,741.7,757.9,,51,Wind blowing from the east,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,20.3,,,2500 or more  or no clouds.,,,3.7,6.8,No precipitation,6,,,,
25.03.2020 08:00,11.8,741.7,758.1,0.0,78,Wind blowing from the south-southeast,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,20.3,,,2500 or more  or no clouds.,,,3.1,8.1,No precipitation,12,,,,
25.03.2020 05:00,11.6,741.7,758.0,,79,Wind blowing from the north,1,,7,,Mist. ,,,9.9,20.3,,,,,,3.2,8.1,No precipitation,6,,,,
25.03.2020 02:00,13.1,741.6,757.9,-1.1,63,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,20.3,,,2500 or more  or no clouds.,,,8.0,6.2,No precipitation,12,,,,
24.03.2020 23:00,17.2,742.7,759.1,,46,Wind blowing from the south-southwest,4,,8,, ,,,9.9,20.3,,,,,,11.0,5.5,No precipitation,6,,,,
24.03.2020 20:00,17.8,742.6,759.1,0.3,40,Wind blowing from the south,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,20.3,,,2500 or more  or no clouds.,,,13.0,4.0,No precipitation,12,,,,
24.03.2020 17:00,20.0,742.3,758.5,,29,Wind blowing from the south-southeast,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,21.6,,,2500 or more  or no clouds.,,,14.0,1.4,No precipitation,6,,,,
24.03.2020 14:00,18.0,744.0,760.3,,53,Wind blowing from the east,4,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,22.3,,,2500 or more  or no clouds.,,,6.0,8.3,3.0,12,,,,
24.03.2020 11:00,14.4,746.7,763.1,,73,Wind blowing from the east,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,22.3,,,2500 or more  or no clouds.,,,4.3,9.6,2.0,6,,,,
24.03.2020 08:00,10.2,747.0,763.5,0.5,95,Wind blowing from the north,3,,9,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,22.3,,,2500 or more  or no clouds.,,,2.6,9.4,3.0,12,,,,
24.03.2020 05:00,11.9,746.5,762.8,,87,Wind blowing from the north,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.0,22.3,,,,,,2.6,9.8,0.4,6,,,,
24.03.2020 02:00,14.5,745.8,762.1,-0.4,49,Wind blowing from the south-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,22.3,,,2500 or more  or no clouds.,,,14.0,3.9,No precipitation,12,,,,
23.03.2020 23:00,16.8,746.2,762.4,,43,Wind blowing from the south,3,,,, ,,,9.8,22.3,,,,,,20.0,4.2,No precipitation,6,,,,
23.03.2020 20:00,18.3,745.7,762.1,,35,Wind blowing from the south,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,22.3,,,2500 or more  or no clouds.,,,24.0,2.6,No precipitation,12,,,,
23.03.2020 17:00,21.5,745.4,761.8,,28,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,9.8,22.3,,,2500 or more  or no clouds.,,,8.0,2.2,No precipitation,6,,,,
23.03.2020 14:00,20.8,746.7,763.1,-1.9,29,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,20.8,,,2500 or more  or no clouds.,,,9.0,2.1,No precipitation,12,,,,
23.03.2020 11:00,18.8,748.6,765.0,,30,Wind blowing from the east,3,,,60%., ,,,9.8,20.4,,,2500 or more  or no clouds.,,,10.0,0.9,No precipitation,6,,,,
23.03.2020 08:00,12.6,748.1,764.6,,36,Wind blowing from the west-northwest,4,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,20.4,,,2500 or more  or no clouds.,,,14.0,-2.1,No precipitation,12,,,,
23.03.2020 05:00,10.0,746.9,763.4,,41,Wind blowing from the west-northwest,3,,13,, ,,,5.2,20.4,,,,,,17.0,-2.6,No precipitation,6,,,,
23.03.2020 02:00,10.1,746.9,763.3,0.0,47,Wind blowing from the west-northwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,20.4,,,2500 or more  or no clouds.,,,16.0,-0.7,No precipitation,12,,,,
22.03.2020 23:00,13.7,746.9,763.3,,40,Wind blowing from the south-east,3,,13,, ,,,5.2,20.4,,,,,,13.0,0.4,No precipitation,6,,,,
22.03.2020 20:00,16.3,746.2,762.8,0.6,29,Wind blowing from the south,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,20.4,,,2500 or more  or no clouds.,,,19.0,-1.8,No precipitation,12,,,,
22.03.2020 17:00,18.9,745.6,762.2,,22,Wind blowing from the south-southeast,6,,11,90  or more  but not 100%, ,,,5.2,20.4,,,2500 or more  or no clouds.,,,21.0,-3.3,No precipitation,6,,,,
22.03.2020 14:00,20.1,747.2,763.7,-2.8,18,Wind blowing from the south,5,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,20.4,,,2500 or more  or no clouds.,,,18.0,-4.9,No precipitation,12,,,,
22.03.2020 11:00,17.1,750.0,766.6,,28,Wind blowing from the south-southeast,4,,6,50%., ,,,5.2,18.2,,,2500 or more  or no clouds.,,,12.0,-1.5,No precipitation,6,,,,
22.03.2020 08:00,7.6,750.1,766.9,1.5,48,Wind blowing from the west-northwest,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,18.9,,,2500 or more  or no clouds.,,,16.0,-2.7,No precipitation,12,,,,
22.03.2020 05:00,6.3,748.6,765.4,,55,Wind blowing from the west-northwest,2,,10,, ,,,5.8,18.9,,,,,,14.0,-2.1,No precipitation,6,,,,
22.03.2020 02:00,8.0,748.3,764.9,0.9,49,Wind blowing from the north-northeast,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,18.9,,,2500 or more  or no clouds.,,,16.0,-2.3,No precipitation,12,,,,
21.03.2020 23:00,10.1,747.4,763.9,,47,Wind blowing from the north,3,,11,, ,,,10.1,19.5,,,,,,13.0,-0.7,No precipitation,6,,,,
21.03.2020 20:00,13.1,745.5,762.0,,45,Wind blowing from the north-east,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,20.4,,,2500 or more  or no clouds.,,,10.0,1.4,No precipitation,12,,,,
21.03.2020 17:00,16.8,742.6,758.9,,40,Wind blowing from the north-east,6,,11,90  or more  but not 100%, ,,,12.9,24.6,,,2500 or more  or no clouds.,,,7.0,3.1,No precipitation,6,,,,
21.03.2020 14:00,15.4,741.8,758.0,0.5,46,Wind blowing from the north-east,6,,10,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,,,,2500 or more  or no clouds.,,,7.0,3.9,No precipitation,12,,,,
21.03.2020 11:00,18.3,741.3,757.4,,29,Wind blowing from the east-northeast,4,,10,90  or more  but not 100%, ,,,12.9,,,,2500 or more  or no clouds.,,,9.0,0.0,No precipitation,6,,,,
21.03.2020 08:00,13.7,740.5,756.7,1.8,41,Wind blowing from the west-northwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,29.4,,,2500 or more  or no clouds.,,,11.0,0.7,No precipitation,12,,,,
21.03.2020 05:00,14.7,738.7,754.8,,45,Wind blowing from the north,4,,10,, ,,,10.7,29.4,,,,,,10.0,2.9,No precipitation,6,,,,
21.03.2020 02:00,18.9,737.9,753.7,-0.2,20,Wind blowing from the west-northwest,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,29.4,,,2500 or more  or no clouds.,,,25.0,-4.5,No precipitation,12,,,,
20.03.2020 23:00,17.8,738.1,754.0,,42,Wind blowing from the west-northwest,5,,,, ,,,10.2,29.4,,,,,,12.0,4.7,No precipitation,6,,,,
20.03.2020 20:00,20.3,737.0,753.1,1.7,39,Wind blowing from the south,4,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,29.4,,,2500 or more  or no clouds.,,,12.0,5.9,No precipitation,12,,,,
20.03.2020 17:00,24.6,735.3,751.3,,26,Wind blowing from the south-southeast,6,,14,90  or more  but not 100%, ,,,10.2,29.4,,,2500 or more  or no clouds.,,,13.0,3.8,No precipitation,6,,,,
20.03.2020 14:00,28.6,736.1,752.1,-2.1,8,Wind blowing from the south-southeast,2,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,29.4,,,2500 or more  or no clouds.,,,17.0,-8.9,No precipitation,12,,,,
20.03.2020 11:00,26.7,738.2,754.2,,6,Wind blowing from the north,2,,7,90  or more  but not 100%, ,,,10.2,26.7,,,2500 or more  or no clouds.,,,19.0,-13.8,No precipitation,6,,,,
20.03.2020 08:00,16.2,738.5,754.8,0.1,15,Wind blowing from the west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,19.3,,,2500 or more  or no clouds.,,,23.0,-10.5,No precipitation,12,,,,
20.03.2020 05:00,10.7,738.4,754.7,,33,Wind blowing from the north,2,,14,, ,,,5.8,19.3,,,,,,17.0,-4.9,No precipitation,6,,,,
20.03.2020 02:00,11.3,740.0,756.4,-2.0,35,Wind blowing from the west-northwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,19.3,,,2500 or more  or no clouds.,,,21.0,-3.6,No precipitation,12,,,,
19.03.2020 23:00,12.5,742.0,758.3,,37,Wind blowing from the south-southeast,5,,14,, ,,,5.8,19.3,,,,,,20.0,-1.8,No precipitation,6,,,,
19.03.2020 20:00,14.4,743.0,759.5,,32,Wind blowing from the south,3,,14,no clouds, ,,,5.8,23.4,,,,,,24.0,-2.1,No precipitation,6,,,,
19.03.2020 17:00,18.0,742.2,758.7,,18,Wind blowing from the south,8,,14,no clouds, ,,,5.8,27.2,,,,,,23.0,-6.7,No precipitation,6,,,,
19.03.2020 14:00,18.1,743.8,760.3,,12,Wind blowing from the south-east,9,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,,,,2500 or more  or no clouds.,,,27.0,-11.7,No precipitation,12,,,,
