Local time in Bijie,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.02.2020 11:00,5.3,640.8,769.8,,86,Wind blowing from the east-southeast,1,,3,100%., ,,,3.4,,,,300-600,,,11.0,3.2,0.1,6,,,,
07.02.2020 08:00,3.9,640.0,768.7,0.8,93,Wind blowing from the east-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,8.7,,,300-600,,,9.0,2.9,0.9,12,,,,
07.02.2020 05:00,3.4,639.2,767.4,,95,Wind blowing from the north-northwest,0,,5,,Mist. ,,,3.1,8.7,,,,,,3.7,2.7,0.6,6,,,,
07.02.2020 02:00,3.9,639.8,768.2,,92,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,8.7,,,2500 or more  or no clouds.,,,8.0,2.7,0.8,12,,,,
06.02.2020 20:00,5.7,638.5,767.0,2.0,80,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,8.7,,,600-1000,,,17.0,2.5,No precipitation,12,,,,
06.02.2020 17:00,8.1,636.5,764.2,,64,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,600-1000,,,17.0,1.7,,,,,,
06.02.2020 14:00,7.1,637.5,765.5,-1.8,69,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,12.6,,,600-1000,,,25.0,1.8,0.2,12,,,,
06.02.2020 11:00,4.9,639.3,768.1,,77,Wind blowing from the north-northwest,1,,4,100%., ,,,3.1,,,,600-1000,,,26.0,1.2,No precipitation,6,,,,
06.02.2020 08:00,3.6,637.9,766.3,1.4,85,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,3.1,,,,600-1000,,,30.0,1.3,0.7,12,,,,
06.02.2020 05:00,3.1,636.5,763.2,,90,Wind blowing from the north-west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.1,12.6,,,,,,9.0,1.6,0.4,6,,,,
06.02.2020 02:00,3.6,636.5,763.9,,89,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,12.6,,,2500 or more  or no clouds.,,,8.0,2.0,0.5,12,,,,
05.02.2020 20:00,5.5,634.3,761.8,2.2,88,Wind blowing from the north-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,12.6,,,300-600,,,6.0,3.7,No precipitation,12,,,,
05.02.2020 17:00,12.2,632.1,757.6,,62,Wind blowing from the south-southeast,1,,,90  or more  but not 100%, ,,,,,,,600-1000,,,15.0,5.1,,,,,,
05.02.2020 14:00,9.0,633.6,760.1,-3.3,79,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,10.2,,,600-1000,,,7.0,5.6,No precipitation,12,,,,
05.02.2020 11:00,5.3,636.9,764.9,,92,Wind blowing from the east-southeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,,,,300-600,,,5.0,4.1,No precipitation,6,,,,
05.02.2020 08:00,4.4,637.0,765.2,0.1,94,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,300-600,,,3.1,3.5,No precipitation,12,,,,
05.02.2020 05:00,4.6,636.9,764.1,,95,Wind blowing from the east,1,,3,,Mist. ,,,2.9,10.2,,,,,,2.2,3.9,No precipitation,6,,,,
05.02.2020 02:00,4.6,638.6,766.3,,93,Wind blowing from the east-northeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,10.2,,,2500 or more  or no clouds.,,,2.1,3.6,No precipitation,12,,,,
04.02.2020 20:00,5.3,638.3,767.2,1.3,87,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,10.2,,,600-1000,,,5.0,3.3,No precipitation,12,,,,
04.02.2020 17:00,8.9,637.0,764.7,,72,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,1000-1500,,,10.0,4.1,,,,,,
04.02.2020 14:00,8.7,637.9,765.7,-1.8,69,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,8.8,,,600-1000,,,11.0,3.3,No precipitation,12,,,,
04.02.2020 11:00,5.1,639.7,768.7,,81,Wind blowing from the east,1,,3,100%., ,,,2.9,5.1,,,300-600,,,8.0,2.1,No precipitation,6,,,,
04.02.2020 08:00,2.9,638.6,767.8,0.4,90,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,4.6,,,300-600,,,6.0,1.4,No precipitation,12,,,,
04.02.2020 05:00,3.1,638.2,767.1,,91,Wind blowing from the east-southeast,1,,3,,Mist. ,,,2.6,4.6,,,,,,5.0,1.8,No precipitation,6,,,,
04.02.2020 02:00,3.3,639.4,768.6,,90,Wind blowing from the east-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,4.6,,,2500 or more  or no clouds.,,,6.0,1.8,No precipitation,12,,,,
03.02.2020 20:00,3.9,639.2,768.6,0.7,84,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,4.6,,,300-600,,,9.0,1.4,No precipitation,12,,,,
03.02.2020 17:00,4.5,638.5,767.6,,79,Wind blowing from the south-southeast,1,,,100%., ,,,,,,,300-600,,,15.0,1.2,,,,,,
03.02.2020 14:00,4.2,639.5,768.9,-2.2,79,Wind blowing from the east-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,5.7,,,300-600,,,17.0,0.9,No precipitation,12,,,,
03.02.2020 11:00,3.4,641.7,771.6,,83,Wind blowing from the east-southeast,1,,3,100%., ,,,2.6,,,,300-600,,,17.0,0.8,No precipitation,6,,,,
03.02.2020 08:00,2.7,640.7,770.5,0.9,87,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,,,,300-600,,,24.0,0.8,0.4,12,,,,
03.02.2020 05:00,2.8,639.8,769.2,,88,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,1.0,,,,,,
03.02.2020 02:00,2.9,640.6,769.9,,89,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,5.7,,,2500 or more  or no clouds.,,,15.0,1.3,0.5,12,,,,
02.02.2020 20:00,3.5,639.9,769.5,1.5,93,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,5.7,,,300-600,,,4.4,2.5,0.1,12,,,,
02.02.2020 17:00,4.5,638.4,767.5,,82,Wind blowing from the north,1,,,100%., ,,,,,,,300-600,,,22.0,1.7,,,,,,
02.02.2020 14:00,5.6,639.1,767.9,-1.6,74,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,5.6,,,300-600,,,29.0,1.3,No precipitation,12,,,,
02.02.2020 11:00,4.1,640.7,770.2,,86,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.8,4.1,,,300-600,,,28.0,2.0,No precipitation,6,,,,
02.02.2020 08:00,2.8,639.7,769.3,1.2,94,Wind blowing from the south-east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.0,,,300-600,,,11.0,1.9,0.3,12,,,,
02.02.2020 05:00,2.9,638.5,767.8,,95,Wind blowing from the west-northwest,0,,3,, ,,,2.3,4.0,,,,,,12.0,2.2,0.1,6,,,,
02.02.2020 02:00,3.1,638.1,767.2,,94,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.0,,,2500 or more  or no clouds.,,,7.0,2.2,0.6,12,,,,
01.02.2020 20:00,3.4,636.5,765.6,1.0,95,Wind blowing from the north,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.0,,,300-600,,,3.0,2.7,0.3,12,,,,
01.02.2020 17:00,3.7,635.5,764.2,,94,Wind blowing from the east-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.0,,,300-600,,,2.8,2.8,No precipitation,6,,,,
01.02.2020 14:00,3.8,635.8,764.5,-1.9,92,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,3.8,,,300-600,,,6.0,2.6,0.4,12,,,,
01.02.2020 11:00,3.3,637.7,766.9,,91,Wind blowing from the east,1,,2,100%., ,,,2.3,3.8,,,300-600,,,16.0,2.0,No precipitation,6,,,,
01.02.2020 08:00,2.3,637.4,766.8,0.8,94,Wind blowing from the north,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,2.3,3.9,,,300-600,,,12.0,1.4,3.0,12,,,,
01.02.2020 05:00,2.6,636.6,765.6,,96,Wind blowing from the north-northeast,1,,,,Mist. ,,,2.5,4.6,,,,,,4.0,2.0,2.0,6,,,,
01.02.2020 02:00,2.8,636.8,765.8,,96,Wind blowing from the north,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,4.8,,,2500 or more  or no clouds.,,,2.2,2.2,3.0,12,,,,
31.01.2020 20:00,3.1,636.6,765.4,1.0,95,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.5,4.9,,,300-600,,,2.4,2.4,0.7,12,,,,
31.01.2020 17:00,3.6,635.6,763.9,,93,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.5,5.0,,,300-600,,,4.0,2.6,0.2,6,,,,
31.01.2020 14:00,3.4,636.4,764.9,-1.6,92,Wind blowing from the east-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.5,5.0,,,300-600,,,3.6,2.2,1.0,12,,,,
31.01.2020 11:00,2.8,638.0,766.9,,92,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.5,5.4,,,300-600,,,3.9,1.6,1.0,6,,,,
31.01.2020 08:00,3.9,636.8,765.2,1.0,91,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,5.4,,,300-600,,,6.0,2.6,0.9,12,,,,
31.01.2020 05:00,4.6,635.8,763.7,,81,Wind blowing from the east,1,,,, ,,,,,,,,,,10.0,1.6,,,,,,
31.01.2020 02:00,4.6,636.8,765.0,,81,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.4,,,2500 or more  or no clouds.,,,10.0,1.5,0.6,12,,,,
30.01.2020 20:00,4.8,637.4,766.1,0.4,78,Wind blowing from the south-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,5.4,,,300-600,,,6.0,1.3,0.7,12,,,,
30.01.2020 17:00,5.0,637.0,765.6,,83,Wind blowing from the east-southeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,5.4,,,300-600,,,5.0,2.4,0.7,6,,,,
30.01.2020 14:00,5.0,638.2,767.0,-2.4,79,Wind blowing from the south-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,6.3,,,300-600,,,5.0,1.7,0.1,12,,,,
30.01.2020 11:00,4.6,640.6,769.9,,74,Wind blowing from the east-southeast,1,,3,100%., ,,,2.8,6.3,,,600-1000,,,10.0,0.4,No precipitation,6,,,,
30.01.2020 08:00,3.0,639.9,769.3,0.2,84,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,,,,2500 or more  or no clouds.,,,9.0,0.6,No precipitation,12,,,,
30.01.2020 05:00,2.9,639.7,768.9,,83,Wind blowing from the west-northwest,0,,,, ,,,,,,,,,,10.0,0.3,,,,,,
30.01.2020 02:00,3.3,640.7,769.9,,82,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,6.3,,,2500 or more  or no clouds.,,,11.0,0.4,No precipitation,12,,,,
29.01.2020 20:00,4.1,639.8,769.6,0.9,78,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,6.3,,,300-600,,,10.0,0.6,No precipitation,12,,,,
29.01.2020 17:00,5.2,638.9,768.2,,74,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,300-600,,,13.0,0.8,,,,,,
29.01.2020 14:00,5.2,639.8,769.3,-1.9,69,Wind blowing from the east,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,5.4,,,300-600,,,16.0,0.0,No precipitation,12,,,,
29.01.2020 11:00,3.2,641.7,772.1,,82,Wind blowing from the east,1,,3,100%., ,,,1.2,3.3,,,300-600,,,10.0,0.3,No precipitation,6,,,,
29.01.2020 08:00,1.5,640.6,771.0,0.3,90,Wind blowing from the south,0,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,,,,300-600,,,8.0,0.0,0.3,12,,,,
29.01.2020 05:00,1.5,640.3,770.4,,90,Wind blowing from the east,1,,,, ,,,,,,,,,,9.0,0.0,,,,,,
29.01.2020 02:00,1.4,640.7,771.1,,91,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,3.3,,,2500 or more  or no clouds.,,,8.0,0.1,0.3,12,,,,
28.01.2020 20:00,2.1,638.8,769.1,1.8,87,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,3.3,,,300-600,,,8.0,0.2,No precipitation,12,,,,
28.01.2020 17:00,3.2,637.0,766.5,,82,Wind blowing from the north-east,1,,,100%., ,,,,,,,300-600,,,9.0,0.3,,,,,,
28.01.2020 14:00,2.8,637.3,767.0,-1.2,82,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,3.5,,,300-600,,,11.0,0.0,0.2,12,,,,
28.01.2020 11:00,1.8,638.5,768.7,,88,Wind blowing from the east,1,,3,100%., ,,,0.8,,,,300-600,,,9.0,0.0,No precipitation,6,,,,
28.01.2020 08:00,0.8,637.4,767.5,0.4,93,Wind blowing from the south-west,1,,3,100%.,Mist. ,Rain.,Drizzle.,0.8,,,,300-600,,,6.0,-0.2,0.7,12,,,,
28.01.2020 05:00,1.0,637.0,766.8,,93,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,9.0,0.0,,,,,,
28.01.2020 02:00,1.0,637.7,767.5,,93,Wind blowing from the east,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,3.5,,,2500 or more  or no clouds.,,,5.0,0.0,0.5,12,,,,
27.01.2020 20:00,1.7,636.4,766.3,1.4,92,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,5.1,,,300-600,,,4.4,0.5,Trace of precipitation,12,,,,
27.01.2020 17:00,2.1,635.0,764.5,,89,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,300-600,,,8.0,0.5,,,,,,
27.01.2020 14:00,3.1,635.4,764.3,-1.7,83,Wind blowing from the east-northeast,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,300-600,,,12.0,0.5,0.2,12,,,,
27.01.2020 11:00,1.6,637.1,766.6,,91,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.0,,,,300-600,,,5.0,0.3,0.1,6,,,,
27.01.2020 08:00,1.0,636.1,765.1,0.3,92,Wind blowing from the south,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,8.6,,,300-600,,,7.0,-0.2,0.2,12,,,,
27.01.2020 05:00,1.0,635.8,763.9,,92,Wind blowing from the east-southeast,1,,,,Mist. ,,,-2.0,8.6,,,,,,2.2,-0.2,0.1,6,,,,
27.01.2020 02:00,2.2,636.4,764.5,,83,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.6,,,2500 or more  or no clouds.,,,7.0,-0.5,No precipitation,12,,,,
26.01.2020 20:00,5.1,635.8,765.4,0.6,67,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.6,,,2500 or more  or no clouds.,,,17.0,-0.5,No precipitation,12,,,,
26.01.2020 17:00,7.6,635.2,763.7,,55,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,,,,23.0,-0.9,,,,,,
26.01.2020 14:00,7.1,636.7,765.2,-2.9,52,Wind blowing from the east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.0,,,600-1000,,,20.0,-2.1,No precipitation,12,,,,
26.01.2020 11:00,4.2,639.6,769.3,,59,Wind blowing from the south,1,,3,no clouds, ,,,-2.0,4.2,,,,,,17.0,-3.3,No precipitation,6,,,,
26.01.2020 08:00,-1.9,638.8,770.0,0.1,89,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,2.1,,,,,,12.0,-3.5,No precipitation,12,,,,
26.01.2020 05:00,-0.8,638.7,769.4,,89,Wind blowing from the west,1,,,, ,,,,,,,,,,12.0,-2.4,,,,,,
26.01.2020 02:00,1.2,639.9,770.4,,80,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,2.1,,,2500 or more  or no clouds.,,,13.0,-1.9,No precipitation,12,,,,
25.01.2020 20:00,1.3,639.2,769.8,,86,Wind blowing from the east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,3.4,,,2500 or more  or no clouds.,,,11.0,-0.8,0.6,12,,,,
25.01.2020 17:00,1.8,638.5,768.8,,83,Wind blowing from the west-northwest,1,,,100%., ,,,,,,,300-600,,,12.0,-0.8,,,,,,
25.01.2020 14:00,1.6,639.1,769.6,-1.8,80,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,,,,300-600,,,17.0,-1.5,5.0,12,,,,
25.01.2020 11:00,1.7,640.9,771.1,,90,Wind blowing from the east-northeast,1,,5,100%.,Rain and snow or ice pellets not falling as shower(s). ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,,,,300-600,,,16.0,0.2,2.0,6,,,,
25.01.2020 08:00,0.7,640.5,770.8,1.4,96,Wind blowing from the west,1,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Drizzle.,0.4,5.4,,,300-600,,,6.0,0.1,8.0,12,,,,
25.01.2020 05:00,0.8,639.1,768.9,,96,Wind blowing from the north-west,0,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,0.4,5.4,,,,,,3.2,0.2,6.0,6,,,,
25.01.2020 02:00,0.7,640.3,770.1,,94,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,5.4,,,2500 or more  or no clouds.,,,1.6,-0.2,4.0,12,,,,
24.01.2020 20:00,3.3,640.2,769.5,1.7,89,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,3.3,5.4,,,300-600,,,10.0,1.7,0.6,12,,,,
24.01.2020 17:00,3.9,638.5,767.3,,87,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,3.9,5.7,,,300-600,,,12.0,1.9,0.5,6,,,,
24.01.2020 14:00,5.0,639.1,767.8,-1.2,83,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,4.2,,,,300-600,,,14.0,2.4,0.3,12,,,,
24.01.2020 11:00,4.7,640.3,769.2,,90,Wind blowing from the north-northeast,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,4.2,,,,300-600,,,4.1,3.2,0.2,6,,,,
24.01.2020 08:00,4.5,639.1,767.7,1.1,92,Wind blowing from the east-southeast,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,6.6,,,300-600,,,5.0,3.3,0.2,12,,,,
24.01.2020 05:00,4.2,638.0,766.3,,95,Wind blowing from the west,0,,5,,Rain (not freezing) not falling as shower(s). ,,,4.0,6.6,,,,,,1.7,3.5,0.1,6,,,,
24.01.2020 02:00,4.4,638.3,766.5,,93,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,6.6,,,2500 or more  or no clouds.,,,2.1,3.4,No precipitation,12,,,,
23.01.2020 20:00,5.2,637.4,765.8,2.2,88,Wind blowing from the north,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,6.6,,,300-600,,,4.6,3.4,No precipitation,12,,,,
23.01.2020 17:00,5.8,635.2,763.0,,83,Wind blowing from the north-northeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,7.1,,,300-600,,,6.0,3.1,No precipitation,6,,,,
23.01.2020 14:00,6.4,635.5,763.0,-2.1,80,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,600-1000,,,7.0,3.2,No precipitation,12,,,,
23.01.2020 11:00,4.9,637.6,765.8,,84,Wind blowing from the east-northeast,1,,3,100%., ,,,4.0,,,,600-1000,,,11.0,2.4,No precipitation,6,,,,
23.01.2020 08:00,4.0,636.7,764.9,0.3,89,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,300-600,,,11.0,2.4,No precipitation,12,,,,
23.01.2020 05:00,4.3,636.4,764.0,,85,Wind blowing from the north,1,,,, ,,,,,,,,,,15.0,2.0,,,,,,
23.01.2020 02:00,4.5,636.8,763.8,,91,Wind blowing from the north-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,11.6,,,2500 or more  or no clouds.,,,4.9,3.2,No precipitation,12,,,,
22.01.2020 20:00,5.5,636.2,764.2,2.1,89,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,11.6,,,300-600,,,8.0,3.8,No precipitation,12,,,,
22.01.2020 17:00,7.0,634.1,761.2,,81,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,300-600,,,8.0,4.0,,,,,,
22.01.2020 14:00,9.8,634.3,760.8,-2.9,68,Wind blowing from the east-southeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,15.1,,,600-1000,,,10.0,4.2,No precipitation,12,,,,
22.01.2020 11:00,5.5,637.2,765.3,,82,Wind blowing from the north-east,1,,4,100%., ,,,4.3,,,,300-600,,,9.0,2.7,No precipitation,6,,,,
