Local time in Nanchong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 05:00,11.8,728.2,758.5,-1.4,98,Wind blowing from the north,5,,16,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.8,29.8,,,2500 or more  or no clouds.,,,21.0,11.5,24.0,12,,,,
27.03.2020 02:00,12.3,729.6,759.7,1.7,95,Wind blowing from the north-northwest,5,,,,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.8,,,2500 or more  or no clouds.,,,12.0,11.5,3.0,12,,,,
26.03.2020 23:00,15.2,727.9,757.9,2.4,55,Wind blowing from the north,9,,15,,Cloud development not observed or not observable. ,,,15.0,29.8,,,2500 or more  or no clouds.,,,30.0,6.2,No precipitation,12,,,,
26.03.2020 20:00,19.8,725.5,755.5,2.3,34,Wind blowing from the north,7,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,29.8,,,1500-2000,,,17.0,3.5,No precipitation,12,,,,
26.03.2020 17:00,23.7,723.2,753.0,,43,Wind blowing from the north-northwest,6,,,100%., ,,,,,,,1500-2000,,,13.0,10.4,,,,,,
26.03.2020 14:00,28.8,723.3,752.8,-1.0,41,Wind blowing from the north-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,29.1,,,2500 or more  or no clouds.,,,25.0,14.2,No precipitation,12,,,,
26.03.2020 11:00,24.4,724.3,753.9,,56,Wind blowing from the north-northeast,4,,6,90  or more  but not 100%, ,,,17.0,28.1,,,2500 or more  or no clouds.,,,18.0,15.1,No precipitation,6,,,,
26.03.2020 08:00,19.0,722.8,752.5,1.0,76,Wind blowing from the north-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,28.1,,,600-1000,,,13.0,14.7,No precipitation,12,,,,
26.03.2020 05:00,17.8,721.8,751.3,,84,Calm  no wind,0,,,, ,,,,,,,,,,12.0,15.1,,,,,,
26.03.2020 02:00,19.1,722.1,751.6,-0.1,76,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,28.1,,,2500 or more  or no clouds.,,,13.0,14.8,No precipitation,12,,,,
25.03.2020 23:00,21.0,722.2,751.8,,66,Wind blowing from the north,2,,6,, ,,,15.5,28.1,,,,,,17.0,14.4,No precipitation,6,,,,
25.03.2020 20:00,23.0,720.5,750.3,-0.2,59,Wind blowing from the east,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,28.1,,,2500 or more  or no clouds.,,,20.0,14.6,No precipitation,12,,,,
25.03.2020 17:00,27.7,720.7,750.2,,44,Wind blowing from the north-northeast,3,,,60%., ,,,,,,,2500 or more  or no clouds.,,,26.0,14.3,,,,,,
25.03.2020 14:00,27.1,722.6,752.2,-2.5,47,Wind blowing from the west-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,27.3,,,2500 or more  or no clouds.,,,19.0,14.8,No precipitation,12,,,,
25.03.2020 11:00,22.9,725.1,754.9,,60,Wind blowing from the north-northeast,1,,7,20–30%., ,,,15.5,25.5,,,2500 or more  or no clouds.,,,22.0,14.7,No precipitation,6,,,,
25.03.2020 08:00,16.4,724.3,754.3,0.5,97,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,25.5,,,,,,12.0,15.9,No precipitation,12,,,,
25.03.2020 05:00,16.5,723.8,753.6,,96,Wind blowing from the west,1,,,, ,,,,,,,,,,13.0,15.9,,,,,,
25.03.2020 02:00,18.0,725.5,755.3,0.0,84,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,25.5,,,2500 or more  or no clouds.,,,17.0,15.3,No precipitation,12,,,,
24.03.2020 23:00,19.7,725.5,755.5,,71,Wind blowing from the north-northwest,2,,7,, ,,,16.4,25.5,,,,,,19.0,14.3,No precipitation,6,,,,
24.03.2020 20:00,21.8,724.4,754.3,,62,Wind blowing from the north-east,5,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,25.5,,,2500 or more  or no clouds.,,,22.0,14.2,Trace of precipitation,12,,,,
24.03.2020 14:00,24.4,725.9,755.7,-2.4,53,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,27.1,,,2500 or more  or no clouds.,,,18.0,14.2,Trace of precipitation,12,,,,
24.03.2020 11:00,20.3,728.3,758.4,,71,Wind blowing from the east-northeast,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,,,,300-600,,,15.0,14.9,No precipitation,6,,,,
24.03.2020 08:00,17.1,727.9,757.9,,82,Wind blowing from the east-northeast,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,27.1,,,2500 or more  or no clouds.,,,14.0,14.0,No precipitation,12,,,,
24.03.2020 05:00,17.6,727.3,757.2,,76,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,18.0,13.3,,,,,,
24.03.2020 02:00,19.1,728.4,758.2,-0.8,66,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,27.1,,,2500 or more  or no clouds.,,,19.0,12.6,No precipitation,12,,,,
23.03.2020 23:00,19.7,729.2,759.2,,59,Wind blowing from the north-east,1,,5,, ,,,13.6,27.1,,,,,,17.0,11.5,No precipitation,6,,,,
23.03.2020 20:00,21.8,727.8,758.0,,52,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,27.1,,,1500-2000,,,26.0,11.5,No precipitation,12,,,,
23.03.2020 17:00,25.9,727.2,757.2,,41,Wind blowing from the north-east,2,,,70 – 80%., ,,,,,,,2000-2500,,,30.0,11.7,,,,,,
23.03.2020 14:00,25.7,728.9,758.9,,45,Wind blowing from the south-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,25.7,,,600-1000,,,25.0,12.9,No precipitation,12,,,,
23.03.2020 11:00,21.9,731.2,761.3,,53,Wind blowing from the north-northeast,2,,5,20–30%., ,,,13.6,24.5,,,600-1000,,,30.0,11.9,No precipitation,6,,,,
23.03.2020 08:00,14.5,730.3,760.8,,85,Wind blowing from the north-northeast,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,24.5,,,,,,20.0,12.0,No precipitation,12,,,,
23.03.2020 05:00,14.2,729.5,759.8,,90,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,18.0,12.6,,,,,,
23.03.2020 02:00,15.8,729.9,760.0,,78,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,24.5,,,2500 or more  or no clouds.,,,17.0,12.0,No precipitation,12,,,,
22.03.2020 23:00,18.5,730.3,760.6,,61,Wind blowing from the north,1,,6,, ,,,12.9,24.5,,,,,,30.0,10.8,No precipitation,6,,,,
22.03.2020 20:00,19.3,729.1,759.6,0.8,56,Wind blowing from the north-east,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,24.5,,,2500 or more  or no clouds.,,,30.0,10.3,No precipitation,12,,,,
22.03.2020 17:00,22.7,728.3,758.5,,39,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,8.0,,,,,,
22.03.2020 14:00,23.8,729.5,759.7,-1.4,39,Wind blowing from the west,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,23.8,,,2500 or more  or no clouds.,,,30.0,9.0,No precipitation,12,,,,
22.03.2020 11:00,20.6,730.9,761.2,,53,Wind blowing from the south-west,1,,5,90  or more  but not 100%, ,,,12.9,22.7,,,,,,24.0,10.7,No precipitation,6,,,,
22.03.2020 08:00,13.5,729.3,759.8,1.3,97,Wind blowing from the east-southeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,22.7,,,600-1000,,,15.0,13.0,No precipitation,12,,,,
22.03.2020 05:00,14.2,728.0,758.3,,90,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,22.0,12.6,,,,,,
22.03.2020 02:00,15.3,728.3,758.5,,77,Wind blowing from the north,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,22.7,,,2500 or more  or no clouds.,,,26.0,11.3,No precipitation,12,,,,
21.03.2020 23:00,16.8,728.5,758.7,,68,Calm  no wind,0,,,, ,,,16.7,22.7,,,,,,30.0,10.9,No precipitation,6,,,,
21.03.2020 20:00,19.1,727.0,757.1,,58,Wind blowing from the north-northeast,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,23.0,,,2500 or more  or no clouds.,,,30.0,10.7,No precipitation,12,,,,
21.03.2020 17:00,21.6,725.3,755.2,,52,Wind blowing from the north-east,7,,12,90  or more  but not 100%, ,,,17.3,28.0,,,,,,30.0,11.3,No precipitation,6,,,,
21.03.2020 14:00,22.0,724.9,754.8,-0.2,47,Wind blowing from the north-northeast,7,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,28.0,,,2500 or more  or no clouds.,,,26.0,10.2,No precipitation,12,,,,
21.03.2020 11:00,22.2,725.1,754.9,,46,Wind blowing from the north,4,,5,90  or more  but not 100%, ,,,17.3,28.0,,,,,,25.0,10.0,No precipitation,6,,,,
21.03.2020 08:00,17.5,723.8,753.7,,62,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,28.0,,,2500 or more  or no clouds.,,,23.0,10.1,No precipitation,12,,,,
21.03.2020 05:00,18.0,722.2,751.6,,58,Wind blowing from the north,3,,,, ,,,,,,,,,,26.0,9.6,,,,,,
21.03.2020 02:00,19.2,723.0,752.5,-0.7,55,Wind blowing from the north,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,28.0,,,2500 or more  or no clouds.,,,21.0,10.0,No precipitation,12,,,,
20.03.2020 23:00,20.2,723.7,753.5,,48,Wind blowing from the north-west,0,,6,, ,,,13.1,28.0,,,,,,29.0,8.9,No precipitation,6,,,,
20.03.2020 20:00,22.1,723.0,753.1,0.3,42,Wind blowing from the east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,28.0,,,,,,25.0,8.6,No precipitation,12,,,,
20.03.2020 17:00,27.8,722.7,752.4,,28,Wind blowing from the north-northwest,1,,,20–30%., ,,,,,,,600-1000,,,30.0,7.6,,,,,,
20.03.2020 14:00,26.3,725.3,755.2,-2.7,29,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,26.9,,,,,,30.0,6.9,No precipitation,12,,,,
20.03.2020 11:00,21.4,728.0,758.0,,43,Wind blowing from the north,3,,6,no clouds, ,,,13.1,25.7,,,,,,27.0,8.3,No precipitation,6,,,,
20.03.2020 08:00,13.6,727.8,758.2,0.6,67,Wind blowing from the north,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,25.7,,,2500 or more  or no clouds.,,,29.0,7.6,No precipitation,12,,,,
20.03.2020 05:00,14.0,727.2,757.3,,62,Wind blowing from the north,2,,,, ,,,,,,,,,,25.0,6.8,,,,,,
20.03.2020 02:00,15.0,728.8,758.9,,54,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,25.7,,,2500 or more  or no clouds.,,,30.0,5.8,No precipitation,12,,,,
19.03.2020 23:00,19.3,729.5,759.7,,38,Wind blowing from the east,1,,8,, ,,,12.8,25.7,,,,,,30.0,4.6,No precipitation,6,,,,
19.03.2020 20:00,20.5,728.9,759.3,,33,Wind blowing from the east-southeast,2,,8,no clouds, ,,,12.8,25.7,,,,,,30.0,3.7,No precipitation,6,,,,
19.03.2020 17:00,25.2,728.5,758.6,,23,Wind blowing from the south,3,,,no clouds, ,,,,,,,,,,30.0,2.6,,,,,,
19.03.2020 14:00,24.9,731.0,761.2,,26,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,24.9,,,,,,30.0,4.1,No precipitation,12,,,,
19.03.2020 11:00,19.9,733.3,763.7,,43,Wind blowing from the south-southwest,2,,5,no clouds, ,,,12.8,23.9,,,,,,30.0,7.0,No precipitation,6,,,,
19.03.2020 08:00,14.3,732.7,763.3,,58,Wind blowing from the south,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,23.9,,,2500 or more  or no clouds.,,,30.0,6.2,No precipitation,12,,,,
19.03.2020 05:00,13.1,731.5,761.9,,70,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,30.0,7.8,,,,,,
19.03.2020 02:00,15.4,732.0,762.3,,56,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,23.9,,,2500 or more  or no clouds.,,,30.0,6.7,No precipitation,12,,,,
18.03.2020 23:00,18.3,732.3,762.7,,45,Wind blowing from the south-southeast,2,,6,, ,,,9.9,23.9,,,,,,30.0,6.2,No precipitation,6,,,,
18.03.2020 20:00,19.2,730.9,761.5,1.4,44,Wind blowing from the south-southeast,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,23.9,,,2000-2500,,,30.0,6.7,No precipitation,12,,,,
18.03.2020 17:00,23.5,729.5,759.9,,28,Wind blowing from the north-northwest,2,,,20–30%., ,,,,,,,600-1000,,,30.0,4.0,,,,,,
18.03.2020 14:00,22.2,731.2,761.5,-2.2,34,Wind blowing from the west,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,22.4,,,600-1000,,,30.0,5.6,No precipitation,12,,,,
