Local time in Hohhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,4.4,671.7,775.2,-0.8,12,Wind blowing from the west-northwest,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,4.6,,,,,,30.0,-22.6,No precipitation,12,,,,
27.03.2020 11:00,1.3,672.5,776.5,0.7,14,Wind blowing from the north-west,7,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,1.7,,,,,,30.0,-23.3,No precipitation,12,,,,
27.03.2020 08:00,-4.1,671.8,776.3,0.4,24,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,1.7,,,,,,30.0,-21.7,No precipitation,12,,,,
27.03.2020 05:00,-7.7,671.4,776.0,-0.4,37,Wind blowing from the north-west,4,,11,,Cloud development not observed or not observable. ,,,-8.3,1.7,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
27.03.2020 02:00,-6.0,671.8,776.0,-0.1,40,Wind blowing from the north-northwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,1.7,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
26.03.2020 23:00,-4.7,671.9,775.8,0.6,43,Wind blowing from the north-northwest,3,,13,,Cloud development not observed or not observable. ,,,-4.7,1.7,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
26.03.2020 20:00,-2.4,671.3,775.3,1.1,39,Wind blowing from the north-northeast,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,2.7,,,,,,30.0,-14.5,No precipitation,12,,,,
26.03.2020 17:00,0.6,670.2,773.3,,28,Wind blowing from the north,5,,13,70 – 80%., ,,,-2.2,,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,6,,,,
26.03.2020 14:00,1.4,670.0,772.6,0.3,22,Wind blowing from the north,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
26.03.2020 11:00,1.4,669.7,772.5,,19,Wind blowing from the north-northwest,9,,12,90  or more  but not 100%, ,,,-2.2,,,,,,,30.0,-19.7,No precipitation,6,,,,
26.03.2020 08:00,-1.5,668.8,771.3,1.5,27,Wind blowing from the north-northwest,7,,19,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,,,,2500 or more  or no clouds.,,,30.0,-18.1,0.7,12,,,,
26.03.2020 05:00,-1.2,667.3,768.4,,50,Wind blowing from the north-northwest,7,,23,, ,,,-1.2,,,,,,,30.0,-10.5,0.1,6,,,,
26.03.2020 02:00,-0.2,666.2,765.4,0.9,39,Wind blowing from the north,5,,23,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,18.3,,,2500 or more  or no clouds.,,,30.0,-12.5,0.8,12,,,,
25.03.2020 23:00,-0.5,665.3,764.9,,74,Wind blowing from the north-northwest,6,,23,,Intermittent fall of snowflakes  slight at time of observation. ,,,-0.7,18.3,,,,,,2.1,-4.6,0.7,6,,,,
25.03.2020 20:00,2.7,662.2,762.2,,63,Wind blowing from the north-northwest,11,,23,100%.,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,18.3,,,2500 or more  or no clouds.,,,18.0,-3.8,0.1,6,,,,
25.03.2020 17:00,9.1,659.1,758.0,,17,Wind blowing from the north,14,,23,100%., ,,,2.8,18.3,,,600-1000,,,10.0,-14.7,No precipitation,6,,,,
25.03.2020 14:00,16.6,658.3,755.5,-1.2,23,Wind blowing from the north,7,,11,100%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,18.3,,,600-1000,,,5.0,-4.6,Trace of precipitation,12,,,,
25.03.2020 11:00,13.9,659.5,757.1,,47,Wind blowing from the east,2,,,, ,,,2.8,13.9,,,,,,7.0,2.8,No precipitation,6,,,,
25.03.2020 08:00,6.2,659.5,758.0,0.2,79,Wind blowing from the north-west,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,13.3,,,2500 or more  or no clouds.,,,3.0,2.7,No precipitation,12,,,,
25.03.2020 05:00,3.3,659.3,757.5,,87,Wind blowing from the north-west,4,,8,,Mist. ,,,3.0,13.3,,,,,,2.3,1.3,No precipitation,6,,,,
25.03.2020 02:00,3.9,660.0,758.4,-0.8,86,Wind blowing from the north-west,4,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,13.3,,,2500 or more  or no clouds.,,,2.5,1.8,No precipitation,12,,,,
24.03.2020 23:00,5.5,660.8,759.2,,74,Wind blowing from the north-west,3,,,,Haze. ,,,4.6,13.3,,,,,,5.0,1.2,No precipitation,6,,,,
24.03.2020 20:00,8.4,660.4,759.0,0.6,67,Wind blowing from the north-northwest,2,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,13.6,,,2500 or more  or no clouds.,,,5.0,2.6,No precipitation,12,,,,
24.03.2020 17:00,13.2,659.8,757.6,,53,Wind blowing from the south-southwest,5,,9,100%., ,,,4.6,17.5,,,2500 or more  or no clouds.,,,8.0,3.8,No precipitation,6,,,,
24.03.2020 14:00,11.9,661.3,758.8,,56,Wind blowing from the south,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,17.6,,,2500 or more  or no clouds.,,,8.0,3.4,No precipitation,12,,,,
24.03.2020 11:00,11.1,662.8,760.6,,55,Wind blowing from the south,4,,6,100%., ,,,4.6,17.6,,,2500 or more  or no clouds.,,,8.0,2.2,No precipitation,6,,,,
24.03.2020 08:00,6.4,663.2,761.3,0.4,50,Wind blowing from the west-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,17.6,,,2500 or more  or no clouds.,,,14.0,-3.5,No precipitation,12,,,,
24.03.2020 05:00,5.2,662.8,760.4,,51,Wind blowing from the north-northwest,2,,6,, ,,,2.0,17.6,,,,,,15.0,-4.1,No precipitation,6,,,,
24.03.2020 02:00,9.4,662.8,759.6,0.3,23,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,17.6,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,12,,,,
23.03.2020 23:00,10.3,662.5,759.8,,21,Wind blowing from the north-west,4,,9,, ,,,2.0,17.6,,,,,,30.0,-11.1,No precipitation,6,,,,
23.03.2020 20:00,13.6,663.0,761.1,0.0,16,Wind blowing from the north-west,2,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,17.6,,,2500 or more  or no clouds.,,,22.0,-11.7,No precipitation,12,,,,
23.03.2020 17:00,17.5,663.0,761.0,,11,Wind blowing from the south,2,,,60%., ,,,2.0,17.6,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,6,,,,
23.03.2020 14:00,17.2,664.4,762.5,-2.0,11,Wind blowing from the south-southwest,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,17.2,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
23.03.2020 11:00,13.6,666.4,765.1,,17,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%, ,,,2.0,15.3,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,6,,,,
23.03.2020 08:00,6.0,666.7,766.3,,24,Wind blowing from the north-west,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,15.3,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
23.03.2020 05:00,2.9,666.1,764.9,,28,Wind blowing from the north-west,5,,8,, ,,,-2.0,15.3,,,,,,30.0,-13.8,No precipitation,6,,,,
23.03.2020 02:00,3.8,666.4,765.4,-0.1,25,Wind blowing from the north-west,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,15.3,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
22.03.2020 23:00,6.2,666.5,765.9,,20,Wind blowing from the north-west,4,,9,, ,,,-2.0,15.3,,,,,,30.0,-15.1,No precipitation,6,,,,
22.03.2020 20:00,8.8,665.7,766.0,0.9,29,Wind blowing from the north-west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,15.3,,,,,,30.0,-8.3,No precipitation,12,,,,
22.03.2020 17:00,15.3,664.8,764.2,,20,Wind blowing from the south-southwest,4,,9,no clouds, ,,,-2.0,15.3,,,,,,30.0,-7.5,No precipitation,6,,,,
22.03.2020 14:00,13.7,666.0,765.0,-1.6,20,Wind blowing from the south-southwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,13.7,,,,,,30.0,-8.8,No precipitation,12,,,,
22.03.2020 11:00,9.7,667.6,767.6,,27,Wind blowing from the south,4,,6,no clouds, ,,,-2.0,12.0,,,,,,23.0,-8.4,No precipitation,6,,,,
22.03.2020 08:00,1.4,667.1,768.5,0.9,38,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,12.0,,,,,,30.0,-11.4,No precipitation,12,,,,
22.03.2020 05:00,-1.2,666.2,766.6,,47,Wind blowing from the north-northwest,3,,9,, ,,,-1.4,12.0,,,,,,30.0,-11.1,No precipitation,6,,,,
22.03.2020 02:00,3.8,666.3,765.7,0.0,34,Wind blowing from the north-west,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,12.0,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,12,,,,
21.03.2020 23:00,3.2,666.3,766.3,,33,Wind blowing from the north-west,4,,13,, ,,,2.6,12.0,,,,,,30.0,-11.6,No precipitation,6,,,,
21.03.2020 20:00,4.2,665.2,766.0,,30,Wind blowing from the north-northwest,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,12.0,,,,,,28.0,-11.8,No precipitation,12,,,,
21.03.2020 17:00,11.3,664.1,762.5,,19,Wind blowing from the north-west,7,,13,no clouds, ,,,2.6,16.6,,,,,,30.0,-11.5,No precipitation,6,,,,
21.03.2020 14:00,11.4,663.7,762.7,-0.6,24,Wind blowing from the north-northwest,7,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,16.6,,,,,,30.0,-8.4,No precipitation,12,,,,
21.03.2020 11:00,8.9,664.3,763.3,,35,Calm  no wind,0,,,, ,,,2.6,16.6,,,,,,30.0,-5.9,No precipitation,6,,,,
21.03.2020 08:00,3.1,663.0,762.4,3.1,45,Wind blowing from the north-northwest,7,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,16.6,,,,,,30.0,-7.7,No precipitation,12,,,,
21.03.2020 05:00,7.9,659.9,756.7,,39,Wind blowing from the north-west,9,,16,, ,,,1.1,16.6,,,,,,30.0,-5.2,No precipitation,6,,,,
21.03.2020 02:00,4.1,658.8,756.3,0.1,44,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,16.6,,,2500 or more  or no clouds.,,,24.0,-7.1,No precipitation,12,,,,
20.03.2020 23:00,7.4,658.7,756.4,,32,Wind blowing from the north-northeast,1,,10,, ,,,1.1,16.6,,,,,,24.0,-8.2,No precipitation,6,,,,
20.03.2020 20:00,9.3,657.7,755.6,0.5,32,Wind blowing from the north-west,4,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,16.6,,,2500 or more  or no clouds.,,,16.0,-6.5,No precipitation,12,,,,
20.03.2020 17:00,16.4,657.2,754.6,,19,Wind blowing from the west-southwest,2,,11,70 – 80%., ,,,1.1,16.4,,,2500 or more  or no clouds.,,,17.0,-7.3,No precipitation,6,,,,
20.03.2020 14:00,15.4,658.2,755.6,-1.2,20,Wind blowing from the south,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,15.6,,,2500 or more  or no clouds.,,,30.0,-7.4,No precipitation,12,,,,
20.03.2020 11:00,11.4,659.4,757.6,,25,Wind blowing from the north-west,5,,11,no clouds, ,,,1.1,13.0,,,,,,30.0,-7.9,No precipitation,6,,,,
20.03.2020 08:00,6.8,659.1,757.7,1.6,30,Wind blowing from the north-northwest,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,13.0,,,,,,24.0,-9.6,No precipitation,12,,,,
20.03.2020 05:00,2.7,657.5,755.6,,38,Wind blowing from the north-west,2,,6,, ,,,-6.2,13.0,,,,,,15.0,-10.5,No precipitation,6,,,,
20.03.2020 02:00,4.3,657.6,756.0,-0.7,31,Wind blowing from the north-west,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,13.0,,,2500 or more  or no clouds.,,,16.0,-11.3,No precipitation,12,,,,
19.03.2020 23:00,4.9,658.3,757.6,,28,Wind blowing from the north-west,2,,11,, ,,,-6.2,13.0,,,,,,19.0,-12.1,No precipitation,6,,,,
19.03.2020 20:00,7.0,658.3,758.6,,24,Wind blowing from the north-west,3,,11,20–30%., ,,,-6.2,13.0,,,2500 or more  or no clouds.,,,16.0,-12.2,No precipitation,6,,,,
19.03.2020 17:00,12.5,658.5,758.0,,17,Wind blowing from the south-southwest,3,,11,50%., ,,,-6.2,12.9,,,2500 or more  or no clouds.,,,17.0,-11.9,No precipitation,6,,,,
19.03.2020 14:00,9.7,661.0,761.2,,15,Wind blowing from the south,6,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,9.7,,,2500 or more  or no clouds.,,,26.0,-15.7,No precipitation,12,,,,
19.03.2020 11:00,4.6,663.7,764.4,,28,Wind blowing from the south,3,,,20–30%., ,,,-6.2,12.0,,,2500 or more  or no clouds.,,,19.0,-12.3,No precipitation,6,,,,
19.03.2020 08:00,-2.4,663.9,766.1,0.4,38,Wind blowing from the east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,12.0,,,,,,30.0,-14.8,No precipitation,12,,,,
