Local time in Heyuan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 08:00,21.0,755.5,761.8,2.4,95,Wind blowing from the east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,26.9,,,600-1000,,,8.0,20.1,0.7,12,,,,
27.03.2020 05:00,20.5,753.1,759.4,-1.0,96,Wind blowing from the east-northeast,2,,3,,Cloud development not observed or not observable. ,,,20.5,26.9,,,2500 or more  or no clouds.,,,11.0,19.8,No precipitation,12,,,,
27.03.2020 02:00,20.9,754.1,760.4,-0.6,95,Wind blowing from the east-northeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,26.9,,,2500 or more  or no clouds.,,,13.0,20.0,No precipitation,12,,,,
26.03.2020 23:00,22.1,754.7,761.0,1.3,93,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,,,20.9,26.9,,,2500 or more  or no clouds.,,,18.0,20.9,No precipitation,12,,,,
26.03.2020 20:00,24.3,753.4,759.7,0.9,83,Wind blowing from the north-northeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,26.9,,,600-1000,,,27.0,21.2,Trace of precipitation,12,,,,
26.03.2020 17:00,26.9,752.5,758.8,,70,Wind blowing from the south-southwest,1,,6,90  or more  but not 100%, ,,,20.9,27.7,,,,,,30.0,20.9,No precipitation,6,,,,
26.03.2020 14:00,25.0,753.7,759.9,-1.5,78,Wind blowing from the south-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,28.3,,,2500 or more  or no clouds.,,,23.0,20.8,2.0,12,,,,
26.03.2020 11:00,24.0,755.2,761.5,,79,Wind blowing from the west-southwest,2,,6,20–30%., ,,,20.9,28.3,,,600-1000,,,18.0,20.1,1.0,6,,,,
26.03.2020 08:00,21.3,754.8,761.1,1.7,89,Wind blowing from the south-west,1,,6,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,28.3,,,600-1000,,,18.0,19.4,2.0,12,,,,
26.03.2020 05:00,21.3,753.1,759.4,,89,Wind blowing from the south-west,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.8,28.3,,,,,,11.0,19.4,0.4,6,,,,
26.03.2020 02:00,23.1,754.7,760.9,0.1,77,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,28.3,,,2500 or more  or no clouds.,,,30.0,18.8,No precipitation,12,,,,
25.03.2020 23:00,24.2,754.6,760.9,,70,Wind blowing from the south-west,2,,6,, ,,,19.8,28.3,,,,,,30.0,18.3,No precipitation,6,,,,
25.03.2020 20:00,24.2,752.7,759.0,,72,Wind blowing from the west,1,,6,60%., ,,,19.8,28.3,,,2500 or more  or no clouds.,,,30.0,18.8,No precipitation,6,,,,
25.03.2020 17:00,27.8,752.0,758.2,,52,Wind blowing from the south-west,3,,6,70 – 80%., ,,,19.8,28.3,,,1000-1500,,,30.0,17.0,No precipitation,6,,,,
25.03.2020 14:00,26.4,754.0,760.2,-2.1,58,Wind blowing from the west-southwest,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,27.5,,,2500 or more  or no clouds.,,,30.0,17.4,No precipitation,12,,,,
25.03.2020 11:00,22.1,756.1,762.4,,72,Wind blowing from the west-southwest,2,,5,100%., ,,,19.8,,,,600-1000,,,24.0,16.8,No precipitation,6,,,,
25.03.2020 08:00,20.2,755.9,762.2,1.5,82,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,27.5,,,600-1000,,,25.0,17.0,No precipitation,12,,,,
25.03.2020 05:00,20.0,754.4,760.7,,82,Wind blowing from the south,2,,5,, ,,,20.0,27.5,,,,,,29.0,16.8,No precipitation,6,,,,
25.03.2020 02:00,21.3,754.8,761.1,-0.1,80,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,27.5,,,2500 or more  or no clouds.,,,24.0,17.7,No precipitation,12,,,,
24.03.2020 23:00,22.3,754.9,761.2,,88,Wind blowing from the east-northeast,1,,,, ,,,20.4,27.5,,,,,,14.0,20.2,No precipitation,6,,,,
24.03.2020 20:00,23.9,753.8,760.1,0.1,82,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,27.5,,,2500 or more  or no clouds.,,,17.0,20.6,Trace of precipitation,12,,,,
24.03.2020 17:00,26.1,753.7,760.0,,68,Wind blowing from the west,1,,5,100%., ,,,20.4,28.7,,,600-1000,,,23.0,19.7,No precipitation,6,,,,
24.03.2020 14:00,25.6,754.6,760.9,,66,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,30.9,,,2500 or more  or no clouds.,,,20.0,18.7,0.9,12,,,,
24.03.2020 11:00,22.7,757.0,763.3,,79,Wind blowing from the south-west,3,,5,100%., ,,,20.4,,,,600-1000,,,17.0,18.8,0.9,6,,,,
24.03.2020 08:00,20.6,756.4,762.7,,93,Wind blowing from the west-southwest,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,,,,600-1000,,,9.0,19.4,0.9,12,,,,
24.03.2020 05:00,21.3,754.4,760.6,,93,Wind blowing from the east-northeast,2,,5,, ,,,20.1,30.9,,,,,,19.0,20.1,No precipitation,6,,,,
24.03.2020 02:00,22.1,754.9,761.2,-0.6,88,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,30.9,,,2500 or more  or no clouds.,,,25.0,20.0,No precipitation,12,,,,
23.03.2020 23:00,23.3,755.5,761.8,,79,Wind blowing from the east-northeast,2,,5,, ,,,20.1,30.9,,,,,,30.0,19.4,No precipitation,6,,,,
23.03.2020 20:00,24.2,754.3,760.6,,76,Wind blowing from the east,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,30.9,,,600-1000,,,30.0,19.7,No precipitation,12,,,,
23.03.2020 17:00,28.7,752.8,759.0,,58,Wind blowing from the east,2,,,70 – 80%., ,,,20.1,30.9,,,600-1000,,,30.0,19.6,No precipitation,6,,,,
23.03.2020 14:00,28.2,753.7,759.9,-2.1,65,Wind blowing from the south-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,30.2,,,2500 or more  or no clouds.,,,13.0,20.9,No precipitation,12,,,,
23.03.2020 11:00,25.1,755.8,762.1,,76,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%, ,,,20.1,30.2,,,,,,13.0,20.5,No precipitation,6,,,,
23.03.2020 08:00,21.2,755.1,761.4,,99,Wind blowing from the north,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,30.2,,,2500 or more  or no clouds.,,,11.0,21.0,No precipitation,12,,,,
23.03.2020 05:00,20.7,753.7,759.9,,100,Wind blowing from the east-northeast,1,,,, ,,,20.7,30.2,,,,,,14.0,20.7,No precipitation,6,,,,
23.03.2020 02:00,21.4,753.8,760.0,-0.7,99,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,30.2,,,2500 or more  or no clouds.,,,15.0,21.2,No precipitation,12,,,,
22.03.2020 23:00,23.3,754.5,760.7,,92,Wind blowing from the north-east,1,,6,, ,,,21.2,30.2,,,,,,25.0,21.9,No precipitation,6,,,,
22.03.2020 20:00,25.7,753.2,759.4,,73,Wind blowing from the north-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,30.2,,,,,,23.0,20.4,No precipitation,12,,,,
22.03.2020 17:00,29.7,752.2,758.4,,52,Wind blowing from the west-southwest,2,,6,50%., ,,,21.2,30.2,,,600-1000,,,30.0,18.7,No precipitation,6,,,,
22.03.2020 14:00,29.6,753.7,759.9,-2.0,53,Wind blowing from the west-southwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,29.9,,,600-1000,,,30.0,19.0,No precipitation,12,,,,
22.03.2020 11:00,25.6,755.7,762.0,,76,Wind blowing from the south-west,3,,5,70 – 80%., ,,,21.2,26.1,,,600-1000,,,26.0,21.0,No precipitation,6,,,,
22.03.2020 08:00,22.0,755.5,761.8,1.9,98,Wind blowing from the south-southwest,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,24.8,,,1500-2000,,,12.0,21.6,No precipitation,12,,,,
22.03.2020 05:00,21.6,753.6,759.9,,99,Wind blowing from the west-southwest,2,,7,, ,,,20.1,24.8,,,,,,10.0,21.4,No precipitation,6,,,,
22.03.2020 02:00,21.9,754.1,760.4,-1.0,98,Wind blowing from the south-west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,24.8,,,2500 or more  or no clouds.,,,11.0,21.5,No precipitation,12,,,,
21.03.2020 23:00,22.4,755.1,761.4,,96,Wind blowing from the south-southwest,1,,7,, ,,,20.1,24.8,,,,,,12.0,21.8,No precipitation,6,,,,
21.03.2020 20:00,23.0,754.2,760.5,,95,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,24.8,,,2500 or more  or no clouds.,,,15.0,22.1,0.1,12,,,,
21.03.2020 17:00,24.2,754.0,760.3,,89,Wind blowing from the south-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,24.8,,,,,,17.0,22.2,No precipitation,6,,,,
21.03.2020 14:00,24.2,754.7,761.0,-1.9,86,Wind blowing from the south-west,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,24.8,,,2500 or more  or no clouds.,,,13.0,21.7,0.1,12,,,,
21.03.2020 11:00,21.6,756.6,763.0,,97,Wind blowing from the west-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,21.6,,,600-1000,,,8.0,21.1,0.1,6,,,,
21.03.2020 08:00,20.3,756.1,762.5,,99,Wind blowing from the east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,5.0,20.1,Trace of precipitation,12,,,,
21.03.2020 05:00,20.2,754.4,760.7,,99,Wind blowing from the east,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,,21.6,,,,,,6.0,20.0,No precipitation,6,,,,
21.03.2020 02:00,20.4,754.8,761.1,-1.0,100,Wind blowing from the east-northeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,21.6,,,2500 or more  or no clouds.,,,7.0,20.4,No precipitation,12,,,,
20.03.2020 23:00,20.4,755.8,762.2,,100,Wind blowing from the north-east,0,,2,,Mist. ,,,17.5,21.6,,,,,,7.0,20.4,No precipitation,6,,,,
20.03.2020 20:00,20.5,754.9,761.2,0.8,99,Wind blowing from the north-northeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,21.6,,,600-1000,,,8.0,20.3,Trace of precipitation,12,,,,
20.03.2020 17:00,21.4,754.1,760.5,,92,Wind blowing from the south,1,,2,100%., ,,,17.5,21.6,,,1500-2000,,,18.0,20.0,No precipitation,6,,,,
20.03.2020 14:00,20.9,755.1,761.5,-2.1,96,Wind blowing from the south-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,20.9,,,600-1000,,,14.0,20.2,Trace of precipitation,12,,,,
20.03.2020 11:00,19.4,757.2,763.6,,98,Wind blowing from the north-east,1,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,19.5,,,1500-2000,,,13.0,19.0,No precipitation,6,,,,
20.03.2020 08:00,18.3,756.4,762.7,1.3,100,Wind blowing from the north,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,19.2,,,1500-2000,,,12.0,18.3,No precipitation,12,,,,
20.03.2020 05:00,17.9,755.1,761.5,,100,Wind blowing from the west,1,,3,,Mist. ,,,17.5,19.2,,,,,,6.0,17.9,No precipitation,6,,,,
20.03.2020 02:00,17.7,755.9,762.3,,100,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,19.4,,,2500 or more  or no clouds.,,,7.0,17.7,0.2,12,,,,
19.03.2020 23:00,17.7,756.7,763.0,,100,Wind blowing from the east-northeast,0,,3,,Mist. ,,,17.7,19.9,,,,,,1.3,17.7,No precipitation,6,,,,
19.03.2020 20:00,18.3,755.7,762.1,,100,Wind blowing from the west-southwest,1,,6,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,20.7,,,1000-1500,,,20.0,18.3,0.2,6,,,,
19.03.2020 17:00,19.1,754.3,760.7,,99,Wind blowing from the west,1,,6,, ,,,18.1,,,,,,,30.0,18.9,5.0,6,,,,
19.03.2020 14:00,18.9,755.8,762.1,,100,Wind blowing from the west-southwest,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,6.0,18.9,12.0,12,,,,
19.03.2020 11:00,18.3,757.3,763.6,,100,Wind blowing from the west,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,21.5,,,600-1000,,,10.0,18.3,7.0,6,,,,
19.03.2020 08:00,19.1,755.8,762.2,1.8,100,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,21.5,,,600-1000,,,14.0,19.1,2.0,12,,,,
19.03.2020 05:00,19.0,754.0,760.3,,100,Wind blowing from the north-east,2,,4,,Rain (not freezing) not falling as shower(s). ,,,17.4,21.5,,,,,,7.0,19.0,2.0,6,,,,
19.03.2020 02:00,19.1,754.6,761.0,-1.4,100,Wind blowing from the west-northwest,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,21.5,,,2500 or more  or no clouds.,,,6.0,19.1,1.0,12,,,,
18.03.2020 23:00,19.9,756.0,762.4,,99,Wind blowing from the south-southeast,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.4,21.5,,,,,,12.0,19.7,No precipitation,6,,,,
18.03.2020 20:00,20.7,755.0,761.4,,95,Wind blowing from the south,0,,4,100%., ,,,17.4,21.5,,,1500-2000,,,17.0,19.8,No precipitation,6,,,,
18.03.2020 17:00,21.4,753.8,760.2,,90,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%, ,,,17.4,21.5,,,,,,24.0,19.6,0.1,6,,,,
18.03.2020 14:00,20.5,754.9,761.3,,97,Wind blowing from the south-west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,22.7,,,600-1000,,,24.0,20.0,7.0,12,,,,
18.03.2020 11:00,18.4,757.1,763.5,,100,Wind blowing from the south-east,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,,,,,,,6.0,18.4,7.0,6,,,,
