Local time in Suifenhe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,2.9,709.8,760.8,,86,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,10.9,,,2500 or more  or no clouds.,,,12.0,0.8,0.4,12,,,,
25.03.2020 20:00,4.5,710.6,761.9,0.2,85,Wind blowing from the north-northwest,0,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,10.9,,,2500 or more  or no clouds.,,,12.0,2.2,0.4,12,,,,
25.03.2020 17:00,5.9,710.4,762.3,,73,Wind blowing from the west,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,10.9,,,2500 or more  or no clouds.,,,19.0,1.4,0.2,6,,,,
25.03.2020 14:00,8.4,710.8,762.4,-0.8,40,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,10.9,,,2500 or more  or no clouds.,,,30.0,-4.7,No precipitation,12,,,,
25.03.2020 11:00,9.8,711.6,763.0,,23,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%, ,,,-4.2,9.8,,,,,,30.0,-10.3,No precipitation,6,,,,
25.03.2020 08:00,3.6,712.4,764.2,-0.2,41,Wind blowing from the west-northwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,6.4,,,2500 or more  or no clouds.,,,22.0,-8.4,No precipitation,12,,,,
25.03.2020 05:00,-3.6,712.6,764.7,,61,Wind blowing from the west-northwest,2,,5,, ,,,-6.0,6.4,,,,,,30.0,-10.2,No precipitation,6,,,,
25.03.2020 02:00,-3.2,712.7,764.7,,63,Wind blowing from the west-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,6.4,,,2500 or more  or no clouds.,,,30.0,-9.4,No precipitation,12,,,,
24.03.2020 20:00,1.6,712.9,765.1,,39,Wind blowing from the west-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,6.4,,,,,,30.0,-10.9,No precipitation,12,,,,
24.03.2020 14:00,6.1,712.4,764.5,-0.9,24,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,6.2,,,,,,30.0,-13.0,No precipitation,12,,,,
24.03.2020 11:00,3.5,713.3,765.7,,26,Wind blowing from the west,3,,8,no clouds, ,,,-6.0,3.7,,,,,,30.0,-14.2,No precipitation,6,,,,
24.03.2020 08:00,-0.6,713.7,766.3,,48,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,1.8,,,,,,30.0,-10.5,No precipitation,12,,,,
24.03.2020 05:00,-5.9,713.2,766.0,,68,Wind blowing from the west,3,,9,, ,,,-6.0,1.8,,,,,,30.0,-11.0,No precipitation,6,,,,
24.03.2020 02:00,-4.6,712.5,765.2,,63,Wind blowing from the west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,1.8,,,2500 or more  or no clouds.,,,30.0,-10.6,0.1,12,,,,
23.03.2020 20:00,-2.0,711.7,764.2,1.7,42,Wind blowing from the west,1,,14,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,1.8,,,,,,30.0,-13.2,0.1,12,,,,
23.03.2020 17:00,0.6,710.0,762.4,,34,Wind blowing from the north-northwest,5,,14,no clouds,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,1.8,,,,,,30.0,-13.5,0.1,6,,,,
23.03.2020 14:00,-0.2,709.0,761.4,-0.4,75,Wind blowing from the west,3,,,70 – 80%.,Rain or drizzle and snow  slight. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,2.3,,,600-1000,,,11.0,-4.1,Trace of precipitation,12,,,,
23.03.2020 11:00,0.3,709.4,761.7,,42,Wind blowing from the west-northwest,8,,13,70 – 80%., ,,,-4.3,2.3,,,600-1000,,,30.0,-11.1,No precipitation,6,,,,
23.03.2020 08:00,-0.9,709.6,761.8,,46,Wind blowing from the west-northwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,2.3,,,,,,30.0,-11.3,No precipitation,12,,,,
23.03.2020 05:00,-4.3,708.6,760.9,,75,Wind blowing from the west-northwest,2,,10,, ,,,-4.3,2.3,,,,,,30.0,-8.2,No precipitation,6,,,,
23.03.2020 02:00,-3.1,708.3,760.5,,70,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.3,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,12,,,,
22.03.2020 20:00,-1.2,708.4,760.6,1.4,63,Wind blowing from the west,4,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.3,,,1000-1500,,,30.0,-7.5,Trace of precipitation,12,,,,
22.03.2020 17:00,0.7,707.0,759.1,,42,Wind blowing from the west-northwest,5,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.9,,,600-1000,,,30.0,-11.0,Trace of precipitation,6,,,,
22.03.2020 14:00,0.7,706.6,758.6,0.3,49,Wind blowing from the west-northwest,4,,12,90  or more  but not 100%,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,-3.4,4.8,,,600-1000,,,26.0,-8.8,Trace of precipitation,12,,,,
22.03.2020 11:00,1.4,706.3,758.2,,42,Wind blowing from the west-northwest,6,,,20–30%., ,,,,,,,600-1000,,,30.0,-10.1,,,,,,
22.03.2020 08:00,-0.5,706.3,758.2,0.3,67,Wind blowing from the west,5,,12,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,4.8,,,600-1000,,,30.0,-5.9,Trace of precipitation,12,,,,
22.03.2020 05:00,-3.2,706.0,757.8,,81,Wind blowing from the west,4,,12,, ,,,-4.7,4.8,,,,,,30.0,-6.0,No precipitation,6,,,,
22.03.2020 02:00,-2.7,705.6,757.2,,77,Wind blowing from the west,4,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.8,,,2500 or more  or no clouds.,,,30.0,-6.2,No precipitation,12,,,,
21.03.2020 20:00,0.2,705.8,757.5,,62,Wind blowing from the west-northwest,6,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.8,,,1000-1500,,,30.0,-6.4,No precipitation,12,,,,
21.03.2020 17:00,2.9,704.3,756.1,,41,Wind blowing from the west-northwest,5,,16,, ,,,-4.7,4.8,,,,,,30.0,-9.1,No precipitation,6,,,,
21.03.2020 14:00,4.5,703.3,754.7,-0.3,34,Wind blowing from the west-northwest,9,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.8,,,600-1000,,,30.0,-10.0,No precipitation,12,,,,
21.03.2020 11:00,4.0,703.6,754.9,,36,Wind blowing from the west-northwest,8,,13,40%., ,,,-4.7,4.7,,,600-1000,,,30.0,-9.7,No precipitation,6,,,,
21.03.2020 08:00,0.9,703.4,754.9,1.1,59,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.7,,,,,,30.0,-6.4,No precipitation,12,,,,
21.03.2020 05:00,-4.6,702.3,753.9,,79,Wind blowing from the west,2,,7,, ,,,-4.7,4.7,,,,,,30.0,-7.8,No precipitation,6,,,,
21.03.2020 02:00,-2.7,701.8,753.2,,68,Wind blowing from the north-west,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,4.7,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,12,,,,
20.03.2020 20:00,0.3,702.1,753.6,,55,Wind blowing from the west-northwest,1,,18,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,4.7,,,1000-1500,,,30.0,-7.7,No precipitation,12,,,,
20.03.2020 17:00,3.5,701.2,752.6,,41,Wind blowing from the west-northwest,4,,18,40%., ,,,-3.3,4.7,,,1000-1500,,,30.0,-8.8,No precipitation,6,,,,
20.03.2020 14:00,3.5,700.3,751.5,-0.5,41,Wind blowing from the west-northwest,8,,18,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,3.7,,,600-1000,,,30.0,-8.5,No precipitation,12,,,,
20.03.2020 11:00,2.3,700.8,752.1,,49,Wind blowing from the west-northwest,9,,17,60%., ,,,-3.3,2.3,,,600-1000,,,30.0,-7.3,No precipitation,6,,,,
20.03.2020 08:00,-0.9,700.6,752.2,1.8,63,Wind blowing from the west-northwest,6,,17,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,1.5,,,600-1000,,,30.0,-7.1,No precipitation,12,,,,
20.03.2020 05:00,-3.1,698.8,750.5,,63,Wind blowing from the west,5,,17,, ,,,-3.1,1.5,,,,,,30.0,-9.3,No precipitation,6,,,,
20.03.2020 02:00,-2.0,697.2,748.6,,61,Wind blowing from the west-northwest,8,,13,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,2500 or more  or no clouds.,,,30.0,-8.5,1.0,12,,,,
19.03.2020 20:00,-1.0,695.3,746.2,,75,Wind blowing from the north-west,5,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,5.1,,,600-1000,,,18.0,-4.9,1.0,6,,,,
19.03.2020 17:00,-1.2,695.2,746.2,,89,Wind blowing from the north-northwest,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.4,,,1000-1500,,,13.0,-2.8,5.0,6,,,,
19.03.2020 14:00,-1.2,695.4,746.2,,94,Wind blowing from the north-northeast,3,,9,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.1,,,1000-1500,,,0.8,-2.0,7.0,12,,,,
19.03.2020 11:00,-0.4,697.3,748.0,,93,Wind blowing from the east,1,,,100%.,Rain and snow or ice pellets not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,8.1,,,1000-1500,,,2.3,-1.4,3.0,6,,,,
19.03.2020 08:00,1.5,697.6,748.1,,76,Wind blowing from the east-northeast,2,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,8.1,,,2500 or more  or no clouds.,,,21.0,-2.4,Trace of precipitation,12,,,,
19.03.2020 05:00,1.3,698.3,748.9,,77,Wind blowing from the west,3,,9,, ,,,-2.5,8.1,,,,,,21.0,-2.3,No precipitation,6,,,,
19.03.2020 02:00,3.9,698.6,748.8,,53,Wind blowing from the west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.1,,,2500 or more  or no clouds.,,,30.0,-4.8,No precipitation,12,,,,
18.03.2020 20:00,4.6,699.1,749.8,-0.3,42,Wind blowing from the south,3,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,8.1,,,2500 or more  or no clouds.,,,30.0,-7.2,No precipitation,12,,,,
18.03.2020 17:00,6.0,699.4,750.4,,46,Wind blowing from the east,2,,8,50%., ,,,-3.5,8.1,,,2500 or more  or no clouds.,,,30.0,-5.0,No precipitation,6,,,,
18.03.2020 14:00,7.2,700.3,751.2,-2.5,33,Wind blowing from the south,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,7.2,,,2500 or more  or no clouds.,,,30.0,-8.0,No precipitation,12,,,,
18.03.2020 11:00,5.3,702.8,754.0,,41,Wind blowing from the west-southwest,3,,8,90  or more  but not 100%, ,,,-3.5,5.4,,,,,,30.0,-6.9,No precipitation,6,,,,
18.03.2020 08:00,1.3,703.9,755.5,0.2,64,Wind blowing from the west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,3.6,,,2500 or more  or no clouds.,,,29.0,-4.8,No precipitation,12,,,,
18.03.2020 05:00,-2.6,703.7,755.4,,81,Wind blowing from the west,3,,8,, ,,,-10.9,3.6,,,,,,20.0,-5.4,No precipitation,6,,,,
18.03.2020 02:00,-2.9,703.6,755.1,,83,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,3.6,,,2500 or more  or no clouds.,,,20.0,-5.4,No precipitation,12,,,,
17.03.2020 20:00,-0.7,703.8,756.1,0.8,63,Wind blowing from the west-northwest,3,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,3.6,,,1000-1500,,,27.0,-6.9,No precipitation,12,,,,
17.03.2020 17:00,1.6,703.0,755.5,,52,Wind blowing from the west-northwest,4,,8,20–30%., ,,,-11.0,3.6,,,600-1000,,,30.0,-7.2,No precipitation,6,,,,
17.03.2020 14:00,3.4,702.5,754.6,-1.0,43,Wind blowing from the west,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,3.4,,,600-1000,,,30.0,-8.0,No precipitation,12,,,,
17.03.2020 11:00,0.4,703.5,755.7,,44,Wind blowing from the west,3,,6,10%  or less  but not 0, ,,,-11.0,0.5,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,6,,,,
17.03.2020 08:00,-6.1,704.8,757.5,,59,Wind blowing from the north-west,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-0.9,,,2500 or more  or no clouds.,,,26.0,-13.0,No precipitation,12,,,,
