Local time in Shaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 05:00,17.1,730.4,757.6,,100,Wind blowing from the east-northeast,1,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,15.4,,,,,,,less than 0.1,17.1,No precipitation,6,,,,
25.03.2020 02:00,17.6,731.6,758.8,,100,Wind blowing from the east-northeast,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,21.8,,,2500 or more  or no clouds.,,,0.8,17.6,No precipitation,12,,,,
24.03.2020 20:00,18.4,731.7,759.0,,100,Wind blowing from the east-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,21.8,,,1500-2000,,,2.3,18.4,No precipitation,12,,,,
24.03.2020 14:00,20.9,732.7,759.9,-2.1,81,Wind blowing from the north-northeast,3,,5,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,22.3,,,2500 or more  or no clouds.,,,3.7,17.5,5.0,12,,,,
24.03.2020 11:00,18.3,734.8,762.2,,100,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,22.3,,,,,,2.3,18.3,No precipitation,6,,,,
24.03.2020 08:00,16.4,734.4,761.8,1.8,100,Wind blowing from the east-northeast,1,,6,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,22.3,,,1000-1500,,,0.4,16.4,5.0,12,,,,
24.03.2020 05:00,15.6,732.6,759.8,,100,Wind blowing from the east,2,,6,,Rain (not freezing) not falling as shower(s). ,,,15.6,22.3,,,,,,0.7,15.6,5.0,6,,,,
24.03.2020 02:00,16.7,734.3,761.5,,100,Wind blowing from the east-northeast,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,22.3,,,2500 or more  or no clouds.,,,2.6,16.7,No precipitation,12,,,,
23.03.2020 20:00,18.6,734.3,761.7,1.0,89,Wind blowing from the east-northeast,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,22.3,,,1500-2000,,,3.2,16.8,,,,,,
23.03.2020 17:00,21.7,733.3,760.6,,72,Wind blowing from the north-east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,22.3,,,1500-2000,,,4.8,16.4,No precipitation,6,,,,
23.03.2020 14:00,21.1,734.5,761.8,-1.7,73,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,21.2,,,2500 or more  or no clouds.,,,5.0,16.1,4.0,12,,,,
23.03.2020 11:00,18.9,736.2,763.6,,97,Wind blowing from the east,1,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,20.4,,,,,,3.1,18.4,0.9,6,,,,
23.03.2020 08:00,16.2,735.3,762.8,0.3,100,Wind blowing from the north-northwest,2,,9,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,,,,2500 or more  or no clouds.,,,1.6,16.2,6.0,12,,,,
23.03.2020 05:00,16.3,735.0,762.4,,100,Wind blowing from the west,1,,9,,Rain  not freezing  intermittent  moderate at time of observation. ,,,16.3,,,,,,,0.6,16.3,5.0,6,,,,
23.03.2020 02:00,16.8,734.7,762.1,,100,Wind blowing from the east,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,21.7,,,2500 or more  or no clouds.,,,1.1,16.8,8.0,12,,,,
22.03.2020 20:00,17.2,733.6,760.9,0.6,100,Wind blowing from the north-east,2,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.4,,,1500-2000,,,3.6,17.2,9.0,12,,,,
22.03.2020 17:00,17.6,733.0,760.2,,100,Wind blowing from the west-northwest,2,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,,,,300-600,,,2.7,17.6,7.0,6,,,,
22.03.2020 14:00,19.1,733.3,760.3,-0.9,90,Wind blowing from the east-northeast,2,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,1500-2000,,,7.0,17.4,3.0,12,,,,
22.03.2020 11:00,18.7,734.2,761.2,,85,Wind blowing from the north-east,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,,,,300-600,,,5.0,16.1,0.8,6,,,,
22.03.2020 08:00,20.4,732.1,758.8,1.8,100,Wind blowing from the east-northeast,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,30.5,,,300-600,,,5.0,20.4,Trace of precipitation,12,,,,
22.03.2020 05:00,20.5,730.3,756.8,,93,Wind blowing from the east,2,,10,,Mist. ,,,18.7,30.5,,,,,,5.0,19.3,No precipitation,6,,,,
22.03.2020 02:00,21.7,730.3,756.7,,81,Wind blowing from the east-southeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,30.5,,,2500 or more  or no clouds.,,,7.0,18.3,No precipitation,12,,,,
21.03.2020 20:00,25.5,728.2,754.9,1.6,61,Wind blowing from the south,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,30.5,,,2500 or more  or no clouds.,,,8.0,17.4,No precipitation,12,,,,
21.03.2020 17:00,29.2,726.6,753.1,,48,Wind blowing from the south,6,,,, ,,,,,,,,,,9.0,17.1,,,,,,
21.03.2020 14:00,29.8,727.7,754.2,-2.8,50,Wind blowing from the south-southwest,5,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,29.8,,,1000-1500,,,9.0,18.3,No precipitation,12,,,,
21.03.2020 11:00,25.9,730.5,757.2,,67,Wind blowing from the south-west,1,,3,20–30%., ,,,18.7,26.3,,,1000-1500,,,9.0,19.3,No precipitation,6,,,,
21.03.2020 08:00,19.6,730.5,757.4,0.9,85,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,7.0,17.0,No precipitation,12,,,,
21.03.2020 05:00,19.0,729.6,756.4,,81,Wind blowing from the east-northeast,1,,5,,Mist. ,,,12.1,26.3,,,,,,7.0,15.7,No precipitation,6,,,,
21.03.2020 02:00,19.6,730.3,757.0,,76,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,26.3,,,2500 or more  or no clouds.,,,7.0,15.3,No precipitation,12,,,,
20.03.2020 20:00,21.7,730.3,757.6,0.3,59,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,26.3,,,2500 or more  or no clouds.,,,8.0,13.3,No precipitation,12,,,,
20.03.2020 17:00,25.1,730.0,757.1,,45,Wind blowing from the south-east,2,,,60%., ,,,,,,,2500 or more  or no clouds.,,,9.0,12.3,,,,,,
20.03.2020 14:00,24.9,732.0,759.1,-2.8,38,Wind blowing from the south,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,25.7,,,2500 or more  or no clouds.,,,10.0,9.6,No precipitation,12,,,,
20.03.2020 11:00,21.0,734.8,762.1,,57,Wind blowing from the south,2,,3,no clouds, ,,,12.1,25.4,,,,,,8.0,12.2,No precipitation,6,,,,
20.03.2020 08:00,13.5,734.5,761.9,0.7,99,Wind blowing from the west-southwest,1,,3,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,25.4,,,2500 or more  or no clouds.,,,5.0,13.3,No precipitation,12,,,,
20.03.2020 05:00,13.3,733.8,761.0,,88,Wind blowing from the east,1,,6,,Mist. ,,,11.5,25.4,,,,,,5.0,11.4,No precipitation,6,,,,
20.03.2020 02:00,15.1,734.7,761.8,,79,Wind blowing from the east,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,25.4,,,2500 or more  or no clouds.,,,6.0,11.5,No precipitation,12,,,,
19.03.2020 20:00,20.4,734.0,761.5,,53,Wind blowing from the east-southeast,2,,7,no clouds, ,,,11.5,25.4,,,,,,8.0,10.5,No precipitation,6,,,,
19.03.2020 17:00,24.6,732.8,760.1,,31,Wind blowing from the east,3,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,9.0,6.4,,,,,,
19.03.2020 14:00,24.9,734.2,761.4,,41,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,25.0,,,,,,7.0,10.8,No precipitation,12,,,,
19.03.2020 11:00,19.0,735.9,763.4,,65,Wind blowing from the west-southwest,2,,4,70 – 80%., ,,,11.5,20.9,,,2500 or more  or no clouds.,,,7.0,12.3,No precipitation,6,,,,
19.03.2020 08:00,12.6,734.7,762.4,0.9,100,Wind blowing from the north-west,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,20.9,,,2500 or more  or no clouds.,,,4.4,12.6,No precipitation,12,,,,
19.03.2020 05:00,11.6,733.8,761.3,,100,Wind blowing from the west-southwest,2,,6,,Mist. ,,,9.9,20.9,,,,,,3.5,11.6,No precipitation,6,,,,
19.03.2020 02:00,13.1,733.9,761.5,,81,Wind blowing from the west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,20.9,,,2500 or more  or no clouds.,,,5.0,9.9,No precipitation,12,,,,
18.03.2020 20:00,15.7,733.3,761.2,0.9,67,Wind blowing from the south-southeast,1,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,20.9,,,2500 or more  or no clouds.,,,6.0,9.6,No precipitation,12,,,,
18.03.2020 17:00,19.6,732.4,760.0,,52,Wind blowing from the south-east,2,,,60%., ,,,,,,,2500 or more  or no clouds.,,,8.0,9.5,,,,,,
18.03.2020 14:00,19.4,734.1,761.8,-2.4,47,Wind blowing from the south-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,19.5,,,2500 or more  or no clouds.,,,8.0,7.8,No precipitation,12,,,,
18.03.2020 11:00,14.0,736.5,764.5,,100,Wind blowing from the south-southwest,2,,4,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.3,,,2000-2500,,,4.4,14.0,No precipitation,6,,,,
18.03.2020 08:00,10.3,736.3,764.4,0.6,100,Wind blowing from the south-southeast,1,,4,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.3,,,2500 or more  or no clouds.,,,0.1,10.3,No precipitation,12,,,,
18.03.2020 05:00,9.9,735.7,763.6,,100,Wind blowing from the west,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,9.8,14.3,,,,,,0.1,9.9,No precipitation,6,,,,
18.03.2020 02:00,9.8,736.9,,,100,Wind blowing from the west,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.3,,,2500 or more  or no clouds.,,,0.1,9.8,No precipitation,12,,,,
17.03.2020 20:00,12.1,738.1,766.2,0.5,100,Wind blowing from the south-west,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.9,,,1500-2000,,,3.4,12.1,5.0,12,,,,
17.03.2020 17:00,13.8,737.6,765.7,,86,Wind blowing from the south-southwest,2,,7,100%.,Mist. ,Rain.,Drizzle.,10.8,16.9,,,1500-2000,,,5.0,11.5,1.0,6,,,,
17.03.2020 08:00,11.2,739.1,767.1,,100,Wind blowing from the west,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.8,,,1500-2000,,,1.0,11.2,8.0,12,,,,
17.03.2020 05:00,10.8,738.2,766.1,,100,Wind blowing from the west,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.8,17.8,,,,,,1.0,10.8,6.0,6,,,,
17.03.2020 02:00,11.4,738.3,766.1,,100,Wind blowing from the north,1,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,17.8,,,2500 or more  or no clouds.,,,1.1,11.4,5.0,12,,,,
16.03.2020 20:00,14.9,737.9,765.7,1.9,62,Wind blowing from the north-east,2,,5,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.8,,,1000-1500,,,6.0,7.7,No precipitation,12,,,,
16.03.2020 17:00,16.9,736.0,763.7,,50,Wind blowing from the east-northeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,19.2,,,1500-2000,,,7.0,6.4,No precipitation,6,,,,
16.03.2020 14:00,17.6,736.2,763.8,-1.5,46,Wind blowing from the east-northeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,19.8,,,1500-2000,,,7.0,5.9,No precipitation,12,,,,
16.03.2020 11:00,15.8,737.7,765.4,,61,Wind blowing from the north-east,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,1500-2000,,,5.0,8.3,No precipitation,6,,,,
16.03.2020 08:00,13.9,736.9,764.6,0.9,70,Wind blowing from the north-east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,19.8,,,2500 or more  or no clouds.,,,6.0,8.5,No precipitation,12,,,,
16.03.2020 05:00,14.1,736.0,763.5,,61,Wind blowing from the east,1,,4,,Haze. ,,,6.9,19.8,,,,,,6.0,6.7,No precipitation,6,,,,
16.03.2020 02:00,15.0,737.0,764.5,,51,Wind blowing from the east-northeast,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,19.8,,,2500 or more  or no clouds.,,,6.0,5.0,No precipitation,12,,,,
15.03.2020 20:00,16.9,736.8,764.8,1.1,43,Wind blowing from the south-southeast,0,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,19.8,,,1500-2000,,,7.0,4.3,No precipitation,12,,,,
15.03.2020 17:00,19.2,735.7,763.5,,31,Wind blowing from the east,2,,,70 – 80%., ,,,,,,,1500-2000,,,8.0,1.7,,,,,,
15.03.2020 14:00,19.4,737.3,765.1,-2.6,35,Wind blowing from the north-east,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,19.6,,,1500-2000,,,7.0,3.6,No precipitation,12,,,,
15.03.2020 11:00,15.6,739.9,767.8,,51,Wind blowing from the west-southwest,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,19.6,,,2500 or more  or no clouds.,,,6.0,5.5,No precipitation,6,,,,
15.03.2020 08:00,8.4,739.8,768.0,1.2,84,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,19.6,,,2500 or more  or no clouds.,,,6.0,5.9,No precipitation,12,,,,
15.03.2020 05:00,8.4,738.6,766.6,,79,Wind blowing from the north-east,1,,5,,Mist. ,,,8.0,19.6,,,,,,7.0,5.0,No precipitation,6,,,,
15.03.2020 02:00,10.2,739.6,767.4,,68,Wind blowing from the west,0,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,19.6,,,2500 or more  or no clouds.,,,6.0,4.6,No precipitation,12,,,,
