Local time in Lenghu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 17:00,9.2,545.1,761.8,-1.5,22,Wind blowing from the west-southwest,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,9.7,,,2500 or more  or no clouds.,,,19.0,-11.4,No precipitation,12,,,,
27.03.2020 14:00,7.7,546.6,763.6,-0.9,29,Wind blowing from the south-west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,9.7,,,2500 or more  or no clouds.,,,19.0,-9.2,No precipitation,12,,,,
27.03.2020 11:00,4.1,547.5,765.5,0.5,40,Wind blowing from the west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,9.7,,,2500 or more  or no clouds.,,,12.0,-8.3,No precipitation,12,,,,
27.03.2020 08:00,-4.4,547.0,767.0,0.9,61,Wind blowing from the west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,9.7,,,2500 or more  or no clouds.,,,23.0,-10.8,No precipitation,12,,,,
27.03.2020 05:00,-3.3,546.1,763.0,-0.5,46,Wind blowing from the east-southeast,1,,14,,Cloud development not observed or not observable. ,,,-6.8,9.7,,,2500 or more  or no clouds.,,,18.0,-13.3,No precipitation,12,,,,
27.03.2020 02:00,-1.2,546.6,763.8,0.1,35,Wind blowing from the west,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,9.7,,,2500 or more  or no clouds.,,,19.0,-14.7,No precipitation,12,,,,
26.03.2020 23:00,1.0,546.5,764.7,1.5,26,Wind blowing from the west,5,,14,,Cloud development not observed or not observable. ,,,-6.8,9.7,,,2500 or more  or no clouds.,,,12.0,-16.4,No precipitation,12,,,,
26.03.2020 20:00,4.6,545.0,764.5,0.6,21,Wind blowing from the west-northwest,8,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,9.7,,,2500 or more  or no clouds.,,,15.0,-15.9,No precipitation,12,,,,
26.03.2020 17:00,9.6,544.4,760.9,,21,Wind blowing from the west,4,,10,, ,,,-6.8,10.2,,,,,,19.0,-11.7,No precipitation,6,,,,
26.03.2020 14:00,7.4,545.3,761.8,-0.3,26,Wind blowing from the west-southwest,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,11.0,,,2500 or more  or no clouds.,,,18.0,-10.9,No precipitation,12,,,,
26.03.2020 11:00,2.7,545.6,764.1,,38,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,17.0,-10.2,,,,,,
26.03.2020 08:00,-5.2,544.4,763.6,1.1,50,Wind blowing from the north,0,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,11.0,,,2500 or more  or no clouds.,,,15.0,-14.0,No precipitation,12,,,,
26.03.2020 05:00,-4.0,543.3,759.1,,45,Wind blowing from the west-northwest,2,,,, ,,,-4.0,11.0,,,,,,17.0,-14.2,No precipitation,6,,,,
26.03.2020 02:00,-1.0,543.7,758.5,0.7,36,Wind blowing from the north-northwest,6,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,11.0,,,2500 or more  or no clouds.,,,14.0,-14.2,No precipitation,12,,,,
25.03.2020 23:00,-0.4,543.0,758.8,,33,Wind blowing from the west,7,,,, ,,,,,,,,,,11.0,-14.7,,,,,,
25.03.2020 20:00,5.0,541.2,756.2,,24,Wind blowing from the north-west,6,,,, ,,,,,,,,,,19.0,-13.9,,,,,,
25.03.2020 17:00,10.2,540.3,751.9,,18,Wind blowing from the north-west,10,,18,, ,,,0.9,12.7,,,,,,12.0,-13.1,No precipitation,6,,,,
25.03.2020 14:00,9.8,540.6,752.2,0.0,18,Wind blowing from the north-west,10,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,12.7,,,2500 or more  or no clouds.,,,8.0,-13.4,No precipitation,12,,,,
25.03.2020 11:00,6.6,540.6,753.0,,25,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,22.0,-12.0,,,,,,
25.03.2020 08:00,0.9,539.3,752.1,0.7,34,Wind blowing from the west,8,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,12.7,,,2500 or more  or no clouds.,,,26.0,-13.2,No precipitation,12,,,,
25.03.2020 05:00,3.0,538.6,748.4,,27,Wind blowing from the north-west,7,,,, ,,,,,,,,,,30.0,-14.2,,,,,,
25.03.2020 02:00,3.5,538.3,749.4,-1.1,15,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.7,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
24.03.2020 23:00,4.8,539.4,752.8,,18,Wind blowing from the north-west,5,,,, ,,,,,,,,,,27.0,-17.5,,,,,,
24.03.2020 20:00,8.4,538.9,756.3,-1.4,10,Wind blowing from the north-west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,12.7,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
24.03.2020 17:00,12.7,540.3,756.0,,8,Wind blowing from the west-southwest,2,,10,, ,,,-9.7,12.7,,,,,,18.0,-20.8,No precipitation,6,,,,
24.03.2020 14:00,8.9,542.6,759.5,-2.0,15,Wind blowing from the south-southeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,9.0,,,2500 or more  or no clouds.,,,23.0,-16.3,No precipitation,12,,,,
24.03.2020 11:00,3.1,544.6,763.2,,22,Wind blowing from the east-southeast,3,,,, ,,,-9.7,7.2,,,,,,28.0,-16.6,No precipitation,6,,,,
24.03.2020 08:00,-9.6,544.8,766.6,-0.6,54,Wind blowing from the north-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,7.2,,,2500 or more  or no clouds.,,,23.0,-17.2,No precipitation,12,,,,
24.03.2020 05:00,-9.0,545.4,766.0,,41,Wind blowing from the south-west,1,,,, ,,,-9.0,7.2,,,,,,27.0,-19.9,No precipitation,6,,,,
24.03.2020 02:00,-5.8,545.9,765.5,-0.7,35,Wind blowing from the south,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,7.2,,,2500 or more  or no clouds.,,,26.0,-18.8,No precipitation,12,,,,
23.03.2020 23:00,-1.8,546.6,767.5,,29,Wind blowing from the west,2,,,, ,,,,,,,,,,25.0,-17.5,,,,,,
23.03.2020 20:00,3.8,545.9,766.9,0.2,21,Wind blowing from the west-northwest,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,7.2,,,2500 or more  or no clouds.,,,27.0,-16.5,No precipitation,12,,,,
23.03.2020 17:00,6.6,545.7,765.0,,17,Wind blowing from the west-northwest,4,,13,, ,,,-7.1,8.2,,,,,,24.0,-16.7,No precipitation,6,,,,
23.03.2020 14:00,5.9,546.6,766.0,-0.6,15,Wind blowing from the west,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,8.2,,,2500 or more  or no clouds.,,,24.0,-18.8,No precipitation,12,,,,
23.03.2020 11:00,-0.2,547.2,768.1,,27,Wind blowing from the north,4,,,, ,,,,,,,,,,22.0,-17.0,,,,,,
23.03.2020 08:00,-6.6,546.2,767.5,,43,Wind blowing from the north-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,8.2,,,2500 or more  or no clouds.,,,20.0,-17.1,No precipitation,12,,,,
23.03.2020 05:00,-6.1,546.3,765.2,,37,Wind blowing from the north-west,2,,,, ,,,-8.6,8.2,,,,,,27.0,-18.4,No precipitation,6,,,,
23.03.2020 02:00,-4.8,546.6,765.8,,37,Wind blowing from the north-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,8.2,,,2500 or more  or no clouds.,,,23.0,-17.3,No precipitation,12,,,,
22.03.2020 23:00,-1.2,546.2,765.7,,26,Wind blowing from the south,1,,,, ,,,,,,,,,,22.0,-18.3,,,,,,
22.03.2020 20:00,3.3,544.9,766.3,0.7,17,Wind blowing from the west-northwest,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,8.2,,,2500 or more  or no clouds.,,,25.0,-19.4,No precipitation,12,,,,
22.03.2020 17:00,8.0,544.2,763.1,,12,Wind blowing from the west-northwest,6,,12,, ,,,-8.6,9.2,,,,,,25.0,-19.7,No precipitation,6,,,,
22.03.2020 14:00,6.5,544.9,763.1,-0.4,15,Wind blowing from the west,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,9.2,,,2500 or more  or no clouds.,,,20.0,-18.3,No precipitation,12,,,,
22.03.2020 11:00,1.8,545.3,763.2,,20,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,24.0,-18.8,,,,,,
22.03.2020 08:00,-7.8,544.2,764.3,0.6,48,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,9.2,,,2500 or more  or no clouds.,,,22.0,-16.9,No precipitation,12,,,,
22.03.2020 05:00,-7.8,543.6,761.8,,32,Wind blowing from the south-southeast,1,,,, ,,,-10.9,9.2,,,,,,23.0,-21.6,No precipitation,6,,,,
22.03.2020 02:00,-4.2,544.2,761.7,0.3,26,Wind blowing from the west-southwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,9.2,,,2500 or more  or no clouds.,,,19.0,-20.9,No precipitation,12,,,,
21.03.2020 23:00,1.5,543.9,762.0,,19,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,20.0,-19.6,,,,,,
21.03.2020 20:00,5.5,543.0,763.6,0.3,14,Wind blowing from the west-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,9.2,,,2500 or more  or no clouds.,,,24.0,-19.9,No precipitation,12,,,,
21.03.2020 17:00,8.8,542.7,760.8,,11,Wind blowing from the west,4,,9,, ,,,-10.9,9.0,,,,,,18.0,-20.1,No precipitation,6,,,,
21.03.2020 14:00,7.4,543.9,762.0,-1.2,11,Wind blowing from the south-southeast,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,7.9,,,2500 or more  or no clouds.,,,26.0,-21.2,No precipitation,12,,,,
21.03.2020 11:00,0.0,545.1,765.1,,19,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,22.0,-20.9,,,,,,
21.03.2020 08:00,-10.3,544.1,765.9,0.6,51,Wind blowing from the north-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,7.9,,,2500 or more  or no clouds.,,,18.0,-18.5,No precipitation,12,,,,
21.03.2020 05:00,-8.0,543.5,762.5,,32,Wind blowing from the east-southeast,1,,,, ,,,-8.0,7.9,,,,,,18.0,-21.8,No precipitation,6,,,,
21.03.2020 02:00,-5.8,543.9,762.9,0.2,20,Wind blowing from the north,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,7.9,,,2500 or more  or no clouds.,,,25.0,-25.2,No precipitation,12,,,,
20.03.2020 23:00,-1.4,543.7,762.4,,16,Wind blowing from the north-northeast,0,,,, ,,,,,,,,,,22.0,-24.0,,,,,,
20.03.2020 20:00,4.2,542.7,760.6,0.5,11,Wind blowing from the west-northwest,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,7.9,,,2500 or more  or no clouds.,,,25.0,-23.7,No precipitation,12,,,,
20.03.2020 17:00,7.2,542.2,759.0,,8,Wind blowing from the west-southwest,6,,,, ,,,-5.8,8.7,,,,,,21.0,-24.9,No precipitation,6,,,,
20.03.2020 14:00,5.4,543.2,760.4,-0.7,12,Wind blowing from the west-southwest,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,9.0,,,2500 or more  or no clouds.,,,18.0,-21.8,No precipitation,12,,,,
20.03.2020 11:00,1.5,543.9,762.1,,18,Wind blowing from the west,5,,,, ,,,,,,,,,,15.0,-20.3,,,,,,
20.03.2020 08:00,-3.2,542.9,761.1,0.2,22,Wind blowing from the north-west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,9.0,,,2500 or more  or no clouds.,,,21.0,-21.9,No precipitation,12,,,,
20.03.2020 05:00,-4.2,542.7,759.2,,24,Wind blowing from the west-northwest,2,,,, ,,,-8.6,9.0,,,,,,23.0,-21.8,No precipitation,6,,,,
20.03.2020 02:00,-2.5,543.6,760.1,-0.3,20,Wind blowing from the north-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,9.0,,,2500 or more  or no clouds.,,,17.0,-22.4,No precipitation,12,,,,
19.03.2020 23:00,-0.1,543.9,762.7,,15,Wind blowing from the north-west,3,,,, ,,,,,,,,,,18.0,-23.7,,,,,,
19.03.2020 20:00,3.8,543.1,763.8,,10,Wind blowing from the west,5,,10,, ,,,-8.6,9.0,,,,,,25.0,-25.1,No precipitation,6,,,,
19.03.2020 17:00,8.4,543.3,760.7,,8,Wind blowing from the west,6,,10,, ,,,-8.6,9.0,,,,,,12.0,-24.0,No precipitation,6,,,,
19.03.2020 14:00,7.3,545.3,763.4,,8,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,8.3,,,2500 or more  or no clouds.,,,26.0,-24.9,No precipitation,12,,,,
19.03.2020 11:00,0.1,546.4,766.9,,19,Wind blowing from the north,1,,,, ,,,,,,,,,,27.0,-20.8,,,,,,
19.03.2020 08:00,-8.4,546.1,767.8,0.1,33,Wind blowing from the north-west,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,8.3,,,2500 or more  or no clouds.,,,17.0,-21.8,No precipitation,12,,,,
19.03.2020 05:00,-5.9,546.0,764.8,,26,Wind blowing from the north-west,3,,,, ,,,-10.2,8.3,,,,,,20.0,-22.3,No precipitation,6,,,,
19.03.2020 02:00,-4.5,546.9,765.8,-0.3,26,Wind blowing from the north-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,8.3,,,2500 or more  or no clouds.,,,15.0,-21.1,No precipitation,12,,,,
