Local time in Jinghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,0.7,744.7,775.8,,66,Wind blowing from the south-southeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,6.1,,,2500 or more  or no clouds.,,,30.0,-4.9,No precipitation,12,,,,
25.03.2020 20:00,5.4,744.0,774.8,0.1,53,Wind blowing from the west,3,,11,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,7.1,,,1500-2000,,,30.0,-3.4,Trace of precipitation,12,,,,
25.03.2020 17:00,4.4,743.9,774.7,,64,Wind blowing from the west-southwest,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,,,,1500-2000,,,30.0,-1.8,No precipitation,6,,,,
25.03.2020 14:00,3.2,743.9,774.7,0.7,74,Wind blowing from the north-northeast,4,,12,90  or more  but not 100%,Rain and snow or ice pellets not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.8,,,,1500-2000,,,30.0,-1.0,Trace of precipitation,12,,,,
25.03.2020 11:00,2.0,743.2,774.1,,81,Wind blowing from the north-northeast,3,,12,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,10.1,,,1500-2000,,,30.0,-0.9,No precipitation,6,,,,
25.03.2020 08:00,2.0,741.0,771.7,1.5,62,Wind blowing from the north-east,7,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,10.1,,,1500-2000,,,30.0,-4.7,No precipitation,12,,,,
25.03.2020 05:00,4.1,739.5,769.8,,41,Wind blowing from the north-east,1,,10,, ,,,1.6,10.1,,,,,,30.0,-8.0,No precipitation,6,,,,
25.03.2020 02:00,4.7,739.2,769.5,,32,Wind blowing from the west-southwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,10.1,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,12,,,,
24.03.2020 20:00,7.1,737.7,768.2,,28,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,10.1,,,1500-2000,,,30.0,-10.2,No precipitation,12,,,,
24.03.2020 14:00,8.6,738.0,768.3,-1.5,34,Wind blowing from the north-northeast,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,13.7,,,1500-2000,,,30.0,-6.4,No precipitation,12,,,,
24.03.2020 11:00,4.4,739.5,770.0,,45,Wind blowing from the east-southeast,2,,13,70 – 80%., ,,,1.6,,,,1500-2000,,,30.0,-6.5,No precipitation,6,,,,
24.03.2020 08:00,2.2,739.5,770.1,-0.4,53,Wind blowing from the east-southeast,1,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,13.7,,,1500-2000,,,30.0,-6.6,No precipitation,12,,,,
24.03.2020 05:00,4.4,739.9,770.3,,50,Wind blowing from the east,1,,17,, ,,,3.7,13.7,,,,,,30.0,-5.1,No precipitation,6,,,,
24.03.2020 02:00,3.8,740.0,770.2,,46,Wind blowing from the north,1,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,13.7,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,12,,,,
23.03.2020 20:00,7.2,738.5,768.9,2.0,50,Wind blowing from the north,4,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,13.7,,,1500-2000,,,27.0,-2.5,No precipitation,12,,,,
23.03.2020 17:00,6.8,736.5,766.8,,57,Wind blowing from the north,11,,19,90  or more  but not 100%, ,,,4.2,13.7,,,1500-2000,,,15.0,-1.1,No precipitation,6,,,,
23.03.2020 14:00,13.6,735.2,764.9,-0.8,59,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,13.6,,,1500-2000,,,30.0,5.7,No precipitation,12,,,,
23.03.2020 11:00,9.8,736.0,766.0,,74,Wind blowing from the east-southeast,3,,4,20–30%., ,,,4.2,13.0,,,2500 or more  or no clouds.,,,30.0,5.4,No precipitation,6,,,,
23.03.2020 08:00,4.6,736.3,766.3,,92,Wind blowing from the south-southeast,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,13.0,,,2500 or more  or no clouds.,,,30.0,3.4,No precipitation,12,,,,
23.03.2020 05:00,5.0,737.0,767.1,,87,Wind blowing from the east-southeast,2,,,, ,,,1.9,13.0,,,,,,17.0,3.0,No precipitation,6,,,,
23.03.2020 02:00,8.3,738.1,768.0,,82,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.0,,,2500 or more  or no clouds.,,,19.0,5.4,Trace of precipitation,12,,,,
22.03.2020 20:00,11.3,738.6,768.9,0.2,72,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,13.0,,,1500-2000,,,21.0,6.4,Trace of precipitation,12,,,,
22.03.2020 17:00,11.9,738.4,768.5,,68,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,11.9,,,1500-2000,,,17.0,6.2,Trace of precipitation,6,,,,
22.03.2020 14:00,11.6,738.6,768.6,0.2,66,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,11.6,,,1500-2000,,,23.0,5.3,Trace of precipitation,12,,,,
22.03.2020 11:00,7.2,738.4,768.6,,72,Wind blowing from the south-southwest,2,,6,90  or more  but not 100%, ,,,1.9,8.6,,,1500-2000,,,30.0,2.5,No precipitation,6,,,,
22.03.2020 08:00,2.1,736.7,767.1,1.4,86,Wind blowing from the south-southwest,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,8.6,,,1500-2000,,,20.0,0.0,No precipitation,12,,,,
22.03.2020 05:00,5.0,735.3,765.4,,80,Wind blowing from the south,2,,4,, ,,,4.3,8.6,,,,,,24.0,1.8,No precipitation,6,,,,
22.03.2020 02:00,7.3,735.7,765.9,,77,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,8.6,,,2500 or more  or no clouds.,,,25.0,3.4,No precipitation,12,,,,
21.03.2020 20:00,8.0,734.5,764.7,0.3,70,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,8.6,,,1500-2000,,,30.0,2.9,No precipitation,12,,,,
21.03.2020 17:00,8.5,734.2,764.4,,70,Wind blowing from the east,2,,3,90  or more  but not 100%, ,,,4.3,8.6,,,1500-2000,,,30.0,3.3,No precipitation,6,,,,
21.03.2020 14:00,6.6,735.0,765.2,-0.3,87,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,6.8,,,1500-2000,,,9.0,4.6,No precipitation,12,,,,
21.03.2020 11:00,4.8,735.3,765.7,,93,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%, ,,,4.3,6.8,,,1500-2000,,,10.0,3.8,No precipitation,6,,,,
21.03.2020 08:00,4.4,734.5,764.8,0.0,93,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.8,,,1500-2000,,,10.0,3.4,No precipitation,12,,,,
21.03.2020 05:00,4.7,734.5,764.7,,93,Wind blowing from the north-northwest,1,,4,, ,,,4.7,6.8,,,,,,11.0,3.7,No precipitation,6,,,,
21.03.2020 02:00,5.7,735.3,765.6,,90,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,7.0,,,2500 or more  or no clouds.,,,18.0,4.2,1.0,12,,,,
20.03.2020 20:00,6.6,735.4,765.6,-0.3,83,Wind blowing from the north-northeast,1,,7,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,,,,1500-2000,,,30.0,3.9,3.0,12,,,,
20.03.2020 17:00,6.6,735.7,765.9,,85,Wind blowing from the north-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,,,,1500-2000,,,24.0,4.3,2.0,6,,,,
20.03.2020 14:00,5.1,736.8,767.1,1.7,94,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,,,,1500-2000,,,12.0,4.2,3.0,12,,,,
20.03.2020 11:00,5.0,735.1,765.2,,95,Wind blowing from the north-east,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,,,,1500-2000,,,7.0,4.3,1.0,6,,,,
20.03.2020 08:00,5.6,733.8,763.6,0.8,90,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,17.0,,,1500-2000,,,16.0,4.1,0.7,12,,,,
20.03.2020 05:00,6.3,733.0,762.5,,86,Wind blowing from the south-southwest,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.3,17.0,,,,,,22.0,4.1,0.4,6,,,,
20.03.2020 02:00,7.0,733.6,763.2,,77,Wind blowing from the west-northwest,1,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,17.0,,,2500 or more  or no clouds.,,,28.0,3.2,No precipitation,12,,,,
19.03.2020 20:00,12.0,732.4,762.1,,38,Wind blowing from the north-northeast,4,,10,90  or more  but not 100%, ,,,7.2,18.6,,,1500-2000,,,30.0,-1.9,No precipitation,6,,,,
19.03.2020 17:00,16.8,732.1,761.5,,32,Wind blowing from the north-northeast,3,,7,60%., ,,,7.2,25.4,,,1500-2000,,,23.0,0.0,No precipitation,6,,,,
19.03.2020 14:00,14.6,734.5,763.9,,38,Wind blowing from the north-northeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,25.4,,,1500-2000,,,28.0,0.5,No precipitation,12,,,,
19.03.2020 11:00,9.9,735.4,764.9,,53,Wind blowing from the north-east,2,,6,90  or more  but not 100%, ,,,7.2,,,,1500-2000,,,25.0,0.8,No precipitation,6,,,,
19.03.2020 08:00,8.0,735.2,764.7,-0.5,64,Wind blowing from the east-northeast,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,25.4,,,1500-2000,,,19.0,1.6,No precipitation,12,,,,
19.03.2020 05:00,8.7,735.7,764.8,,60,Wind blowing from the east-southeast,4,,12,, ,,,5.7,25.4,,,,,,26.0,1.4,No precipitation,6,,,,
19.03.2020 02:00,12.5,736.6,766.0,,48,Wind blowing from the east-northeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,25.4,,,2500 or more  or no clouds.,,,23.0,1.8,No precipitation,12,,,,
18.03.2020 20:00,18.6,736.0,765.7,1.2,35,Wind blowing from the north,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,25.4,,,1500-2000,,,18.0,2.9,No precipitation,12,,,,
18.03.2020 17:00,24.3,734.8,764.1,,18,Wind blowing from the west,2,,8,90  or more  but not 100%, ,,,5.7,24.3,,,1500-2000,,,23.0,-1.5,No precipitation,6,,,,
18.03.2020 14:00,17.7,737.0,766.6,0.1,27,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,18.8,,,1500-2000,,,16.0,-1.5,No precipitation,12,,,,
18.03.2020 11:00,12.2,736.9,766.6,,36,Wind blowing from the west,1,,4,50%., ,,,5.7,18.8,,,1500-2000,,,15.0,-2.4,No precipitation,6,,,,
18.03.2020 08:00,6.0,736.7,766.4,0.7,51,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,18.8,,,1500-2000,,,20.0,-3.6,No precipitation,12,,,,
18.03.2020 05:00,6.3,736.0,765.7,,50,Wind blowing from the south-southwest,2,,5,, ,,,2.3,18.8,,,,,,19.0,-3.6,No precipitation,6,,,,
18.03.2020 02:00,7.9,736.4,766.1,,46,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,18.8,,,2500 or more  or no clouds.,,,20.0,-3.0,No precipitation,12,,,,
17.03.2020 20:00,16.5,734.9,764.8,-0.1,27,Wind blowing from the north,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,18.8,,,1500-2000,,,16.0,-2.5,No precipitation,12,,,,
17.03.2020 17:00,18.2,735.0,764.7,,22,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%, ,,,2.3,18.5,,,1500-2000,,,20.0,-3.9,No precipitation,6,,,,
17.03.2020 14:00,15.6,736.4,766.1,-1.0,26,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,16.2,,,1500-2000,,,19.0,-3.8,No precipitation,12,,,,
