Local time in Dengqen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 05:00,-3.5,478.1,760.1,0.0,61,Wind blowing from the west-northwest,1,,,,Cloud development not observed or not observable. ,,,-6.2,10.5,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,12,,,,
27.03.2020 02:00,-3.7,478.1,759.7,0.3,49,Wind blowing from the north-west,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,10.5,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,12,,,,
26.03.2020 23:00,2.2,477.8,759.0,1.5,39,Wind blowing from the west-northwest,1,,15,,Cloud development not observed or not observable. ,,,-2.9,10.5,,,2500 or more  or no clouds.,,,29.0,-10.6,No precipitation,12,,,,
26.03.2020 20:00,4.9,476.3,759.3,1.2,31,Wind blowing from the north-west,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,10.5,,,2500 or more  or no clouds.,,,8.0,-10.8,No precipitation,12,,,,
26.03.2020 17:00,9.1,475.1,752.5,,12,Wind blowing from the north-west,6,,,90  or more  but not 100%, ,,,-2.9,12.0,,,,,,30.0,-18.8,No precipitation,6,,,,
26.03.2020 14:00,10.0,476.1,753.7,-1.0,17,Wind blowing from the north-west,6,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,12.0,,,1000-1500,,,21.0,-13.9,No precipitation,12,,,,
26.03.2020 11:00,4.4,477.1,757.4,,41,Wind blowing from the west,2,,6,40%., ,,,-2.9,12.0,,,1000-1500,,,27.0,-7.7,No precipitation,6,,,,
26.03.2020 08:00,-2.6,476.4,757.9,0.7,78,Wind blowing from the west,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,12.0,,,1000-1500,,,9.0,-5.9,Trace of precipitation,12,,,,
26.03.2020 05:00,1.1,475.7,752.2,,39,Wind blowing from the west-southwest,1,,11,, ,,,-9.2,12.0,,,,,,30.0,-11.3,No precipitation,6,,,,
26.03.2020 02:00,1.1,475.5,753.5,0.7,33,Wind blowing from the south-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.0,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
25.03.2020 23:00,3.0,474.8,755.2,,27,Wind blowing from the west-southwest,1,,11,, ,,,,12.0,,,,,,28.0,-14.2,No precipitation,6,,,,
25.03.2020 20:00,7.5,473.1,756.6,0.5,13,Wind blowing from the south,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,12.0,,,2500 or more  or no clouds.,,,24.0,-19.2,No precipitation,12,,,,
25.03.2020 17:00,11.3,472.6,751.9,,7,Wind blowing from the east,3,,7,40%., ,,,-9.2,11.8,,,1000-1500,,,30.0,-23.3,No precipitation,6,,,,
25.03.2020 14:00,8.4,475.5,756.5,-2.3,12,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,8.4,,,,,,30.0,-19.4,No precipitation,12,,,,
25.03.2020 11:00,1.9,477.8,762.1,,23,Wind blowing from the south-southeast,2,,3,10%  or less  but not 0, ,,,-9.2,8.3,,,1000-1500,,,24.0,-17.1,No precipitation,6,,,,
25.03.2020 08:00,-9.0,477.6,765.9,0.4,52,Wind blowing from the west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,8.3,,,,,,12.0,-17.1,No precipitation,12,,,,
25.03.2020 05:00,-6.5,477.2,761.2,,45,Wind blowing from the west,1,,11,, ,,,-6.8,8.3,,,,,,30.0,-16.5,No precipitation,6,,,,
25.03.2020 02:00,-3.8,477.3,760.9,-0.1,35,Wind blowing from the west-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.3,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
24.03.2020 23:00,-0.3,477.4,760.1,,21,Wind blowing from the east-northeast,1,,12,, ,,,-5.2,8.3,,,,,,18.0,-20.0,No precipitation,6,,,,
24.03.2020 20:00,4.3,476.0,760.3,,10,Wind blowing from the west-northwest,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.3,,,2500 or more  or no clouds.,,,15.0,-24.7,No precipitation,12,,,,
24.03.2020 14:00,6.2,476.7,759.3,-0.6,14,Wind blowing from the north-northwest,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,7.1,,,1000-1500,,,30.0,-19.3,No precipitation,12,,,,
24.03.2020 11:00,4.1,477.3,760.4,,28,Wind blowing from the north-west,4,,7,, ,,,-5.2,6.6,,,,,,23.0,-12.8,No precipitation,6,,,,
24.03.2020 08:00,-4.4,476.9,762.5,0.8,65,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.6,,,1000-1500,,,18.0,-10.0,No precipitation,12,,,,
24.03.2020 05:00,-4.4,476.1,760.2,,65,Wind blowing from the west-northwest,1,,9,, ,,,-8.7,6.6,,,,,,30.0,-10.0,No precipitation,6,,,,
24.03.2020 02:00,-2.8,476.4,760.0,0.0,58,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.6,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,12,,,,
23.03.2020 23:00,-0.9,476.4,761.2,,49,Wind blowing from the west,1,,9,, ,,,-8.7,6.6,,,,,,9.0,-10.5,No precipitation,6,,,,
23.03.2020 20:00,3.1,475.4,762.7,0.0,33,Wind blowing from the south-west,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.6,,,2500 or more  or no clouds.,,,17.0,-11.6,No precipitation,12,,,,
23.03.2020 17:00,4.7,475.4,760.8,,29,Wind blowing from the west-northwest,4,,8,90  or more  but not 100%, ,,,-8.7,6.6,,,,,,26.0,-11.8,No precipitation,6,,,,
23.03.2020 14:00,4.4,476.8,761.8,-1.8,26,Wind blowing from the north,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.0,,,1000-1500,,,30.0,-13.4,No precipitation,12,,,,
23.03.2020 11:00,0.3,478.6,765.7,,35,Wind blowing from the west,2,,3,10%  or less  but not 0, ,,,-8.7,6.0,,,1000-1500,,,22.0,-13.4,No precipitation,6,,,,
23.03.2020 08:00,-8.5,478.5,769.0,0.3,70,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,6.0,,,,,,17.0,-13.0,No precipitation,12,,,,
23.03.2020 05:00,-7.1,478.2,765.5,,64,Wind blowing from the west,1,,11,, ,,,-7.3,6.0,,,,,,30.0,-12.9,No precipitation,6,,,,
23.03.2020 02:00,-4.7,478.5,764.8,0.1,58,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,6.0,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
22.03.2020 23:00,-2.4,478.4,766.0,,49,Wind blowing from the west-northwest,1,,11,, ,,,-7.3,6.0,,,,,,14.0,-11.7,No precipitation,6,,,,
22.03.2020 20:00,1.1,477.3,765.7,0.9,36,Wind blowing from the north-east,1,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,6.0,,,2500 or more  or no clouds.,,,28.0,-12.3,No precipitation,12,,,,
22.03.2020 17:00,4.2,476.4,761.8,,20,Wind blowing from the north-west,3,,7,100%., ,,,-7.3,6.0,,,1000-1500,,,30.0,-16.8,No precipitation,6,,,,
22.03.2020 14:00,3.8,477.8,763.3,-1.3,29,Wind blowing from the south-southwest,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,4.9,,,1000-1500,,,30.0,-12.6,No precipitation,12,,,,
22.03.2020 11:00,-0.7,479.1,767.0,,45,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%, ,,,-7.3,5.4,,,1000-1500,,,30.0,-11.4,No precipitation,6,,,,
22.03.2020 08:00,-6.5,478.2,769.0,0.7,72,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,5.4,,,2500 or more  or no clouds.,,,17.0,-10.7,No precipitation,12,,,,
22.03.2020 05:00,-5.6,477.5,767.5,,73,Wind blowing from the north-northwest,2,,6,, ,,,-7.6,5.4,,,,,,30.0,-9.8,No precipitation,6,,,,
22.03.2020 02:00,-4.0,477.8,762.7,0.3,75,Wind blowing from the west-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,5.4,,,2500 or more  or no clouds.,,,30.0,-7.9,No precipitation,12,,,,
21.03.2020 23:00,-2.0,477.5,764.7,,67,Wind blowing from the east-southeast,2,,9,, ,,,-7.6,5.4,,,,,,14.0,-7.3,No precipitation,6,,,,
21.03.2020 20:00,-1.8,476.1,766.3,0.3,66,Wind blowing from the south-southwest,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,5.4,,,1000-1500,,,11.0,-7.3,No precipitation,12,,,,
21.03.2020 17:00,-2.0,475.8,764.3,,76,Wind blowing from the south-east,3,,9,100%., ,,,-7.6,5.4,,,1000-1500,,,6.0,-5.8,No precipitation,6,,,,
21.03.2020 14:00,4.7,475.4,758.5,-1.5,28,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,5.7,,,1000-1500,,,30.0,-12.3,No precipitation,12,,,,
21.03.2020 11:00,-1.2,476.9,764.2,,52,Wind blowing from the west,1,,4,, ,,,-7.6,6.0,,,,,,19.0,-9.8,No precipitation,6,,,,
21.03.2020 08:00,-7.5,475.8,764.8,0.7,68,Wind blowing from the north-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,6.0,,,2500 or more  or no clouds.,,,21.0,-12.4,1.0,12,,,,
21.03.2020 05:00,-4.8,475.1,760.7,,84,Wind blowing from the west,1,,15,, ,,,-5.3,6.0,,,,,,30.0,-7.2,No precipitation,6,,,,
21.03.2020 02:00,-3.4,475.3,757.8,0.2,83,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,6.0,,,2500 or more  or no clouds.,,,30.0,-5.9,1.0,12,,,,
20.03.2020 23:00,-2.8,475.1,759.0,,85,Wind blowing from the west,1,,15,,Rain (not freezing) not falling as shower(s). ,,,-5.3,6.0,,,,,,30.0,-5.0,1.0,6,,,,
20.03.2020 20:00,-0.1,473.7,760.0,0.7,54,Wind blowing from the north-northwest,3,,15,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,6.0,,,1000-1500,,,19.0,-8.5,Trace of precipitation,12,,,,
20.03.2020 17:00,1.8,473.0,756.7,,45,Wind blowing from the north-west,5,,13,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,6.0,,,1000-1500,,,30.0,-8.9,Trace of precipitation,6,,,,
20.03.2020 14:00,5.6,473.8,754.4,-1.4,23,Wind blowing from the west,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,6.0,,,1000-1500,,,30.0,-13.9,No precipitation,12,,,,
20.03.2020 11:00,2.5,475.2,757.1,,30,Wind blowing from the east-southeast,2,,8,, ,,,-5.3,5.8,,,,,,29.0,-13.3,No precipitation,6,,,,
20.03.2020 08:00,-5.3,474.7,759.7,0.1,64,Wind blowing from the west-northwest,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,5.8,,,2500 or more  or no clouds.,,,20.0,-11.1,No precipitation,12,,,,
20.03.2020 05:00,-3.8,474.6,757.3,,56,Wind blowing from the west-northwest,1,,10,, ,,,-11.9,5.8,,,,,,30.0,-11.3,No precipitation,6,,,,
20.03.2020 02:00,-1.8,475.2,757.7,0.0,48,Wind blowing from the south,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.8,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
19.03.2020 23:00,0.6,475.2,759.5,,45,Wind blowing from the west-northwest,3,,10,, ,,,,5.8,,,,,,30.0,-10.0,No precipitation,6,,,,
19.03.2020 20:00,3.0,473.6,760.9,,28,Wind blowing from the south-southeast,3,,10,100%., ,,,-12.9,5.8,,,1000-1500,,,8.0,-13.7,No precipitation,6,,,,
19.03.2020 17:00,5.1,473.1,757.6,,23,Wind blowing from the east-southeast,4,,10,, ,,,-12.9,5.8,,,,,,30.0,-14.3,No precipitation,6,,,,
19.03.2020 14:00,3.9,475.5,761.5,-2.1,21,Wind blowing from the south-east,3,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,4.7,,,1000-1500,,,30.0,-16.4,No precipitation,12,,,,
19.03.2020 11:00,-1.4,477.6,765.4,,27,Wind blowing from the south,1,,3,10%  or less  but not 0, ,,,-12.9,4.7,,,1000-1500,,,9.0,-18.0,No precipitation,6,,,,
19.03.2020 08:00,-10.0,477.3,768.6,0.4,63,Wind blowing from the west,0,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,4.7,,,1000-1500,,,15.0,-15.7,No precipitation,12,,,,
19.03.2020 05:00,-8.2,476.9,764.5,,56,Wind blowing from the west-southwest,1,,8,, ,,,-12.9,4.7,,,,,,30.0,-15.6,No precipitation,6,,,,
19.03.2020 02:00,-7.1,477.9,766.0,-0.3,43,Wind blowing from the west-southwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,4.7,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
18.03.2020 23:00,-2.6,478.2,765.9,,30,Wind blowing from the east-southeast,1,,11,, ,,,-6.7,4.7,,,,,,25.0,-17.8,No precipitation,6,,,,
18.03.2020 20:00,0.4,477.2,765.8,0.4,22,Wind blowing from the north-east,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,4.7,,,,,,30.0,-18.9,No precipitation,12,,,,
18.03.2020 17:00,3.7,476.8,761.5,,15,Wind blowing from the east,3,,11,50%., ,,,-6.7,4.1,,,1000-1500,,,30.0,-20.6,No precipitation,6,,,,
18.03.2020 14:00,3.0,478.4,763.7,-0.8,17,Wind blowing from the west-northwest,3,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,5.2,,,1000-1500,,,30.0,-19.7,No precipitation,12,,,,
