Local time in Hoboksar,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,-2.0,656.5,774.7,0.0,30,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,0.8,,,,,,30.0,-17.3,No precipitation,12,,,,
27.03.2020 08:00,-8.3,656.5,775.3,0.1,52,Wind blowing from the north,5,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,0.8,,,,,,30.0,-16.4,No precipitation,12,,,,
27.03.2020 05:00,-8.0,656.4,774.9,-0.7,51,Wind blowing from the north-northeast,3,,6,,Cloud development not observed or not observable. ,,,-9.4,0.8,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
27.03.2020 02:00,-7.1,657.1,775.9,-0.6,62,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,0.8,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
26.03.2020 23:00,-4.6,657.7,776.5,0.3,46,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,,,-9.4,0.8,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
26.03.2020 20:00,-0.6,657.4,776.5,0.1,28,Wind blowing from the east-southeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,0.8,,,,,,30.0,-16.9,No precipitation,12,,,,
26.03.2020 17:00,0.2,657.3,776.0,,23,Wind blowing from the east,3,,8,no clouds, ,,,-9.4,0.7,,,,,,30.0,-18.5,No precipitation,6,,,,
26.03.2020 14:00,-1.1,658.2,777.1,-0.4,26,Wind blowing from the east-southeast,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-0.3,,,,,,30.0,-18.2,No precipitation,12,,,,
26.03.2020 11:00,-3.1,658.6,777.3,,39,Wind blowing from the south-east,2,,5,no clouds, ,,,-9.4,-0.3,,,,,,30.0,-15.1,No precipitation,6,,,,
26.03.2020 08:00,-9.4,658.1,777.7,0.0,66,Wind blowing from the north-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.3,,,,,,30.0,-14.6,No precipitation,12,,,,
26.03.2020 05:00,-8.4,658.1,777.2,,62,Wind blowing from the north-northeast,4,,7,, ,,,-10.6,-0.3,,,,,,30.0,-14.4,No precipitation,6,,,,
26.03.2020 02:00,-7.1,658.4,777.5,0.0,58,Wind blowing from the north-east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-0.3,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
25.03.2020 23:00,-4.1,658.4,777.8,,46,Wind blowing from the south-southwest,3,,9,, ,,,-10.6,-0.3,,,,,,30.0,-14.0,No precipitation,6,,,,
25.03.2020 20:00,-1.7,657.6,777.1,,35,Wind blowing from the south,3,,,20–30%., ,,,-10.6,-0.3,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,6,,,,
25.03.2020 17:00,-0.6,656.8,776.0,,31,Wind blowing from the south-southeast,3,,9,20–30%., ,,,-10.6,-0.4,,,1500-2000,,,30.0,-15.6,No precipitation,6,,,,
25.03.2020 14:00,-1.7,656.7,775.7,0.6,18,Wind blowing from the north-west,2,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.7,,,1500-2000,,,30.0,-22.9,No precipitation,12,,,,
25.03.2020 11:00,-6.2,656.1,775.6,,33,Wind blowing from the west-northwest,2,,12,no clouds, ,,,-10.6,-1.7,,,,,,30.0,-19.9,No precipitation,6,,,,
25.03.2020 08:00,-9.5,654.4,773.7,0.9,40,Wind blowing from the north-west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.7,,,,,,30.0,-20.6,No precipitation,12,,,,
25.03.2020 05:00,-10.2,653.5,772.4,,61,Wind blowing from the west-northwest,6,,12,, ,,,-10.2,-1.7,,,,,,30.0,-16.3,No precipitation,6,,,,
25.03.2020 02:00,-8.2,653.3,772.0,0.2,53,Wind blowing from the west-southwest,7,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-1.7,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
24.03.2020 23:00,-6.0,653.1,771.8,,51,Wind blowing from the west-southwest,6,,10,, ,,,-9.7,-1.7,,,,,,30.0,-14.7,No precipitation,6,,,,
24.03.2020 20:00,-3.3,652.5,771.4,0.2,41,Wind blowing from the west-southwest,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-1.7,,,1500-2000,,,30.0,-14.7,No precipitation,12,,,,
24.03.2020 17:00,-2.0,652.3,770.4,,47,Wind blowing from the east-southeast,4,,11,70 – 80%., ,,,-9.7,0.5,,,1500-2000,,,30.0,-11.8,No precipitation,6,,,,
24.03.2020 14:00,-2.9,653.1,771.4,-0.4,58,Wind blowing from the east,4,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,5.7,,,1500-2000,,,30.0,-10.2,No precipitation,12,,,,
24.03.2020 11:00,-5.4,653.5,772.3,,62,Wind blowing from the east-southeast,2,,24,20–30%., ,,,-9.7,,,,1500-2000,,,30.0,-11.7,No precipitation,6,,,,
24.03.2020 08:00,-9.3,653.1,772.0,0.3,63,Wind blowing from the north,4,,24,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.7,,,1500-2000,,,30.0,-15.2,No precipitation,12,,,,
24.03.2020 05:00,-7.5,652.8,770.4,,49,Wind blowing from the west-northwest,6,,25,, ,,,-7.8,5.7,,,,,,30.0,-16.6,No precipitation,6,,,,
24.03.2020 02:00,-6.7,652.3,768.7,1.2,40,Wind blowing from the south-southeast,3,,25,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,5.7,,,2500 or more  or no clouds.,,,30.0,-18.1,2.0,12,,,,
23.03.2020 23:00,-5.6,651.1,767.5,,59,Wind blowing from the west,17,,25,, ,,,-5.6,5.7,,,,,,30.0,-12.5,0.6,6,,,,
23.03.2020 20:00,-2.8,649.9,766.0,0.3,60,Wind blowing from the west,16,,25,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-2.8,6.4,,,1500-2000,,,30.0,-9.5,2.0,12,,,,
23.03.2020 17:00,0.5,649.6,764.5,,87,Wind blowing from the west,9,,17,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,9.2,,,1000-1500,,,2.5,-1.4,1.0,6,,,,
23.03.2020 14:00,4.8,650.2,764.4,-1.9,81,Wind blowing from the east,2,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,10.6,,,1500-2000,,,29.0,1.8,0.1,12,,,,
23.03.2020 11:00,3.0,652.1,766.9,,85,Wind blowing from the east-northeast,1,,7,, ,,,0.1,,,,,,,19.0,0.7,No precipitation,6,,,,
23.03.2020 08:00,0.4,652.7,767.2,,91,Wind blowing from the north-northeast,3,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,10.6,,,1500-2000,,,21.0,-0.9,No precipitation,12,,,,
23.03.2020 05:00,1.9,653.5,767.3,,87,Wind blowing from the south-east,1,,12,,Rain  not freezing  intermittent  slight at time of observation. ,,,-2.5,10.6,,,,,,20.0,0.0,No precipitation,6,,,,
23.03.2020 02:00,1.4,654.4,768.4,,81,Wind blowing from the north,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,10.6,,,2500 or more  or no clouds.,,,23.0,-1.5,No precipitation,12,,,,
22.03.2020 23:00,2.2,654.5,769.0,,69,Wind blowing from the north-west,4,,17,, ,,,-2.5,10.6,,,,,,30.0,-2.9,No precipitation,6,,,,
22.03.2020 20:00,6.4,653.8,769.0,0.5,53,Wind blowing from the west-southwest,7,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,10.6,,,1500-2000,,,30.0,-2.7,No precipitation,12,,,,
22.03.2020 17:00,8.9,653.3,767.8,,39,Wind blowing from the west-southwest,10,,17,90  or more  but not 100%, ,,,-2.5,10.6,,,1500-2000,,,30.0,-4.3,No precipitation,6,,,,
22.03.2020 14:00,9.3,652.8,767.1,0.0,49,Wind blowing from the west,4,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.3,,,1500-2000,,,30.0,-1.1,No precipitation,12,,,,
22.03.2020 11:00,5.9,652.8,767.2,,48,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%, ,,,-2.5,8.8,,,2500 or more  or no clouds.,,,30.0,-4.3,No precipitation,6,,,,
22.03.2020 08:00,-1.8,651.4,766.3,0.6,73,Wind blowing from the north,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.8,,,1500-2000,,,30.0,-6.0,No precipitation,12,,,,
22.03.2020 05:00,-1.7,650.8,765.1,,79,Wind blowing from the north-west,3,,7,, ,,,-4.4,8.8,,,,,,30.0,-4.9,No precipitation,6,,,,
22.03.2020 02:00,-1.7,651.0,765.7,0.2,80,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.8,,,2500 or more  or no clouds.,,,30.0,-4.7,No precipitation,12,,,,
21.03.2020 23:00,1.0,650.8,765.8,,72,Calm  no wind,0,,,, ,,,-4.4,8.8,,,,,,30.0,-3.5,No precipitation,6,,,,
21.03.2020 20:00,6.0,650.0,765.1,0.2,51,Wind blowing from the south-east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.8,,,,,,30.0,-3.6,No precipitation,12,,,,
21.03.2020 17:00,8.2,649.8,764.3,,43,Wind blowing from the east-southeast,3,,,no clouds, ,,,-4.4,8.5,,,,,,30.0,-3.9,No precipitation,6,,,,
21.03.2020 14:00,6.0,650.3,765.2,-0.3,52,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,6.6,,,,,,30.0,-3.1,No precipitation,12,,,,
21.03.2020 11:00,1.8,650.6,765.9,,62,Wind blowing from the south-east,1,,6,50%., ,,,-4.4,6.6,,,1500-2000,,,30.0,-4.7,No precipitation,6,,,,
21.03.2020 08:00,-4.0,650.3,766.0,0.1,78,Wind blowing from the north-northwest,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,6.6,,,1500-2000,,,30.0,-7.3,No precipitation,12,,,,
21.03.2020 05:00,-3.9,650.2,765.3,,81,Wind blowing from the west-northwest,2,,8,, ,,,-4.9,6.6,,,,,,30.0,-6.7,No precipitation,6,,,,
21.03.2020 02:00,-2.9,650.9,766.2,-0.2,84,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,6.6,,,2500 or more  or no clouds.,,,30.0,-5.2,No precipitation,12,,,,
20.03.2020 23:00,-0.3,651.1,766.5,,78,Wind blowing from the east,3,,8,, ,,,-4.9,6.6,,,,,,30.0,-3.7,No precipitation,6,,,,
20.03.2020 20:00,3.6,650.2,766.1,0.3,58,Wind blowing from the south-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,6.6,,,,,,30.0,-3.9,No precipitation,12,,,,
20.03.2020 17:00,6.3,649.9,764.5,,36,Wind blowing from the east-southeast,3,,,40%., ,,,-4.9,6.6,,,1500-2000,,,30.0,-7.7,No precipitation,6,,,,
20.03.2020 14:00,4.8,650.4,765.4,0.2,44,Wind blowing from the south-east,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,7.4,,,1500-2000,,,30.0,-6.4,No precipitation,12,,,,
20.03.2020 11:00,1.8,650.2,765.3,,62,Wind blowing from the south-east,2,,6,50%., ,,,-4.9,7.4,,,1500-2000,,,30.0,-4.7,No precipitation,6,,,,
20.03.2020 08:00,-4.8,649.3,765.5,0.1,84,Wind blowing from the north-northeast,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,7.4,,,1500-2000,,,30.0,-7.1,No precipitation,12,,,,
20.03.2020 05:00,-2.2,649.2,763.8,,80,Wind blowing from the north,3,,9,, ,,,-3.7,7.4,,,,,,30.0,-5.2,No precipitation,6,,,,
20.03.2020 02:00,-2.5,649.6,764.1,-0.1,80,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,7.4,,,2500 or more  or no clouds.,,,30.0,-5.5,No precipitation,12,,,,
19.03.2020 23:00,0.4,649.7,764.3,,67,Wind blowing from the west-northwest,5,,12,, ,,,0.3,7.5,,,,,,30.0,-5.0,No precipitation,6,,,,
19.03.2020 20:00,1.0,649.6,764.3,,88,Wind blowing from the south-east,4,,12,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.9,,,1500-2000,,,22.0,-0.8,No precipitation,6,,,,
19.03.2020 17:00,5.7,649.4,762.9,,58,Wind blowing from the west,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,13.4,,,1500-2000,,,30.0,-2.1,No precipitation,6,,,,
19.03.2020 14:00,7.0,650.5,763.6,,46,Wind blowing from the west,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,13.4,,,1500-2000,,,30.0,-3.8,No precipitation,12,,,,
19.03.2020 11:00,3.4,651.5,764.9,,55,Wind blowing from the west,6,,,90  or more  but not 100%, ,,,1.4,13.4,,,1500-2000,,,30.0,-5.0,No precipitation,6,,,,
19.03.2020 08:00,2.2,651.7,765.1,-0.2,65,Wind blowing from the west-northwest,3,,21,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,13.4,,,1500-2000,,,30.0,-3.7,No precipitation,12,,,,
