Local time in Wenzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 23:00,19.2,757.1,760.6,0.4,97,Wind blowing from the west,2,,18,,Mist. ,,,16.7,22.3,,,2500 or more  or no clouds.,,,1.4,18.7,14.0,12,,,,
26.03.2020 20:00,19.8,756.7,760.1,2.1,96,Wind blowing from the north-west,2,,18,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,22.3,,,300-600,,,0.7,19.1,13.0,12,,,,
26.03.2020 17:00,21.8,754.6,757.9,,80,Wind blowing from the north-east,3,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,22.3,,,2500 or more  or no clouds.,,,5.0,18.2,No precipitation,6,,,,
26.03.2020 14:00,20.6,755.5,759.0,-2.1,83,Wind blowing from the east,3,,,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,21.4,,,1000-1500,,,4.2,17.6,No precipitation,12,,,,
26.03.2020 11:00,19.5,757.6,761.1,,94,Wind blowing from the east,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,19.7,,,1000-1500,,,1.9,18.5,No precipitation,6,,,,
26.03.2020 08:00,17.3,757.8,761.2,0.9,99,Wind blowing from the east-northeast,1,,3,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Drizzle.,16.2,,,,1000-1500,,,0.1,17.1,0.1,12,,,,
26.03.2020 05:00,16.9,756.9,760.3,,99,Calm  no wind,0,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,15.7,19.7,,,,,,0.2,16.7,No precipitation,6,,,,
26.03.2020 02:00,17.2,757.1,760.6,-0.8,98,Wind blowing from the south-west,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,19.7,,,2500 or more  or no clouds.,,,0.6,16.9,0.1,12,,,,
25.03.2020 23:00,17.6,757.9,761.4,,98,Wind blowing from the west,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,15.6,19.7,,,,,,0.6,17.3,0.1,6,,,,
25.03.2020 20:00,17.9,757.8,761.2,,94,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,19.7,,,1000-1500,,,1.0,16.9,Trace of precipitation,6,,,,
25.03.2020 17:00,18.9,757.3,760.7,,86,Wind blowing from the east-northeast,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,19.7,,,1000-1500,,,4.3,16.5,0.1,6,,,,
25.03.2020 14:00,19.7,757.9,761.3,-2.2,80,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,20.0,,,1000-1500,,,12.0,16.2,0.1,12,,,,
25.03.2020 11:00,17.8,760.1,763.6,,77,Wind blowing from the west,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,20.3,,,1000-1500,,,8.0,13.7,No precipitation,6,,,,
25.03.2020 08:00,16.2,760.5,763.9,0.7,83,Wind blowing from the west-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,,,,1000-1500,,,6.0,13.3,Trace of precipitation,12,,,,
25.03.2020 05:00,15.8,759.8,763.3,,84,Wind blowing from the west,1,,7,,Mist. ,,,13.0,,,,,,,5.0,13.1,No precipitation,6,,,,
25.03.2020 02:00,15.7,760.5,763.9,-0.8,83,Wind blowing from the north-west,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,20.3,,,2500 or more  or no clouds.,,,7.0,12.8,No precipitation,12,,,,
24.03.2020 23:00,15.9,761.3,764.8,,77,Wind blowing from the south-east,1,,,, ,,,12.8,20.3,,,,,,16.0,11.9,No precipitation,6,,,,
24.03.2020 20:00,15.9,761.2,764.7,0.6,80,Wind blowing from the east,3,,8,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,20.3,,,1000-1500,,,14.0,12.5,Trace of precipitation,12,,,,
24.03.2020 17:00,17.5,760.6,764.0,,73,Wind blowing from the east,3,,8,20–30%., ,,,12.8,20.3,,,1500-2000,,,16.0,12.6,No precipitation,6,,,,
24.03.2020 14:00,19.9,760.7,764.2,,54,Wind blowing from the south-east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,20.3,,,,,,19.0,10.3,No precipitation,12,,,,
24.03.2020 11:00,19.4,762.7,766.1,,40,Wind blowing from the south-southeast,2,,5,no clouds, ,,,12.8,19.8,,,,,,19.0,5.5,No precipitation,6,,,,
24.03.2020 08:00,15.6,762.3,765.8,0.8,62,Wind blowing from the east-southeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,19.8,,,1500-2000,,,10.0,8.4,No precipitation,12,,,,
24.03.2020 05:00,13.3,761.5,765.1,,71,Wind blowing from the east-northeast,2,,6,, ,,,12.8,19.8,,,,,,16.0,8.0,No precipitation,6,,,,
24.03.2020 02:00,13.2,761.6,765.1,-0.8,74,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,19.8,,,2500 or more  or no clouds.,,,19.0,8.7,No precipitation,12,,,,
23.03.2020 23:00,14.2,762.4,765.9,,70,Wind blowing from the south-southeast,1,,,, ,,,14.2,19.8,,,,,,19.0,8.8,No precipitation,6,,,,
23.03.2020 20:00,15.1,762.0,765.5,0.6,67,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,19.8,,,2500 or more  or no clouds.,,,19.0,9.0,No precipitation,12,,,,
23.03.2020 17:00,16.8,761.4,764.8,,54,Wind blowing from the south-southeast,2,,7,100%., ,,,14.9,20.6,,,1000-1500,,,20.0,7.4,No precipitation,6,,,,
23.03.2020 14:00,18.3,760.8,764.2,-1.3,52,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,25.9,,,1000-1500,,,20.0,8.3,Trace of precipitation,12,,,,
23.03.2020 11:00,18.8,762.1,765.6,,40,Wind blowing from the east-northeast,3,,7,100%., ,,,14.9,,,,1000-1500,,,18.0,4.9,No precipitation,6,,,,
23.03.2020 08:00,16.0,761.5,764.9,,93,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,,,,600-1000,,,1.6,14.9,3.0,12,,,,
23.03.2020 05:00,15.0,760.3,763.8,,97,Wind blowing from the east,2,,8,,Mist. ,,,14.9,26.4,,,,,,0.8,14.5,No precipitation,6,,,,
23.03.2020 02:00,15.1,759.9,763.3,-0.8,97,Wind blowing from the east-southeast,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,26.4,,,2500 or more  or no clouds.,,,1.9,14.6,18.0,12,,,,
22.03.2020 23:00,16.1,760.7,764.2,,97,Wind blowing from the south-east,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.7,26.4,,,,,,1.5,15.6,18.0,6,,,,
22.03.2020 20:00,17.3,759.7,763.2,3.5,96,Wind blowing from the south-southeast,1,,,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,26.4,,,300-600,,,1.2,16.7,15.0,12,,,,
22.03.2020 17:00,20.6,756.2,759.7,,74,Wind blowing from the east,4,,8,100%., ,,,15.7,26.4,,,600-1000,,,14.0,15.8,No precipitation,6,,,,
22.03.2020 14:00,25.9,755.6,759.0,-1.7,51,Wind blowing from the east-southeast,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,26.4,,,,,,20.0,15.0,No precipitation,12,,,,
22.03.2020 11:00,23.8,757.3,760.7,,65,Wind blowing from the south-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,24.0,,,1000-1500,,,5.0,16.8,No precipitation,6,,,,
22.03.2020 08:00,18.0,756.4,759.8,2.3,84,Wind blowing from the east,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,,,600-1000,,,2.3,15.3,No precipitation,12,,,,
22.03.2020 05:00,15.9,754.1,757.6,,92,Wind blowing from the east-northeast,0,,6,,Mist. ,,,11.6,22.4,,,,,,2.0,14.6,No precipitation,6,,,,
22.03.2020 02:00,16.1,754.4,757.9,-0.8,90,Wind blowing from the east,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,22.4,,,2500 or more  or no clouds.,,,3.9,14.5,No precipitation,12,,,,
21.03.2020 23:00,16.9,755.2,758.6,,85,Wind blowing from the east-northeast,1,,,,Mist. ,,,11.6,22.4,,,,,,5.0,14.4,No precipitation,6,,,,
21.03.2020 20:00,17.4,755.5,759.0,,82,Wind blowing from the east-northeast,3,,7,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,22.4,,,1000-1500,,,6.0,14.3,No precipitation,12,,,,
21.03.2020 17:00,19.0,754.8,758.2,,70,Wind blowing from the east-northeast,4,,7,20–30%., ,,,11.6,22.4,,,1500-2000,,,8.0,13.4,No precipitation,6,,,,
21.03.2020 14:00,20.5,756.3,759.7,-2.5,64,Wind blowing from the east,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,22.4,,,1000-1500,,,10.0,13.5,No precipitation,12,,,,
21.03.2020 11:00,21.1,758.8,762.3,,53,Wind blowing from the east-southeast,1,,,20–30%., ,,,11.6,21.1,,,1500-2000,,,12.0,11.2,No precipitation,6,,,,
21.03.2020 08:00,13.9,759.7,763.2,1.2,76,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,,,,9.0,9.7,No precipitation,12,,,,
21.03.2020 05:00,12.5,758.5,762.1,,80,Wind blowing from the west,2,,5,, ,,,11.6,18.0,,,,,,8.0,9.1,No precipitation,6,,,,
21.03.2020 02:00,12.5,759.2,762.7,-1.1,82,Wind blowing from the west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,18.0,,,2500 or more  or no clouds.,,,4.4,9.5,No precipitation,12,,,,
20.03.2020 23:00,12.7,760.3,763.8,,81,Wind blowing from the north-northeast,1,,,, ,,,11.6,18.0,,,,,,6.0,9.5,No precipitation,6,,,,
20.03.2020 20:00,13.8,760.0,763.6,0.5,74,Wind blowing from the east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,18.3,,,1500-2000,,,16.0,9.3,No precipitation,12,,,,
20.03.2020 17:00,15.9,759.5,763.0,,60,Wind blowing from the east-southeast,3,,4,70 – 80%., ,,,11.6,21.3,,,2000-2500,,,14.0,8.2,No precipitation,6,,,,
20.03.2020 14:00,17.7,760.4,763.9,-2.1,53,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,21.6,,,1500-2000,,,13.0,8.0,No precipitation,12,,,,
20.03.2020 11:00,15.4,762.5,766.0,,59,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,11.6,,,,1500-2000,,,11.0,7.4,No precipitation,6,,,,
20.03.2020 08:00,12.9,762.8,766.3,1.0,69,Wind blowing from the west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,22.7,,,1500-2000,,,13.0,7.4,No precipitation,12,,,,
20.03.2020 05:00,12.0,761.8,765.2,,70,Wind blowing from the north-west,1,,9,, ,,,12.0,22.7,,,,,,15.0,6.7,No precipitation,6,,,,
20.03.2020 02:00,12.3,761.9,765.4,0.0,70,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,22.7,,,2500 or more  or no clouds.,,,15.0,7.0,No precipitation,12,,,,
19.03.2020 23:00,13.5,761.9,765.4,,74,Wind blowing from the east,3,,,, ,,,13.5,22.7,,,,,,11.0,9.0,No precipitation,6,,,,
19.03.2020 20:00,18.3,759.7,763.2,,78,Wind blowing from the east,4,,9,50%., ,,,14.9,22.7,,,2500 or more  or no clouds.,,,6.0,14.4,No precipitation,6,,,,
19.03.2020 17:00,21.3,757.3,760.8,,60,Wind blowing from the north,1,,5,60%., ,,,14.9,22.7,,,2500 or more  or no clouds.,,,15.0,13.2,No precipitation,6,,,,
19.03.2020 14:00,21.6,757.2,760.6,,57,Wind blowing from the west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,22.7,,,1500-2000,,,18.0,12.7,No precipitation,12,,,,
19.03.2020 11:00,17.5,758.8,762.3,,78,Wind blowing from the west,3,,5,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,,,,1500-2000,,,6.0,13.6,No precipitation,6,,,,
19.03.2020 08:00,16.3,758.1,761.5,1.4,82,Wind blowing from the west-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,,,,1000-1500,,,4.4,13.2,No precipitation,12,,,,
19.03.2020 05:00,15.3,756.7,760.1,,87,Wind blowing from the west-southwest,2,,4,,Mist. ,,,14.5,,,,,,,2.1,13.2,No precipitation,6,,,,
19.03.2020 02:00,15.2,756.8,760.3,-0.8,87,Wind blowing from the west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,21.4,,,2500 or more  or no clouds.,,,1.8,13.1,No precipitation,12,,,,
18.03.2020 23:00,15.1,757.6,761.1,,89,Wind blowing from the north,1,,,,Mist. ,,,14.4,21.4,,,,,,3.1,13.3,No precipitation,6,,,,
18.03.2020 20:00,15.3,757.6,761.0,0.1,88,Wind blowing from the east-northeast,2,,6,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,21.4,,,1500-2000,,,2.2,13.3,No precipitation,12,,,,
18.03.2020 17:00,17.4,757.5,760.9,,72,Wind blowing from the east,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,21.4,,,1500-2000,,,7.0,12.3,No precipitation,6,,,,
18.03.2020 14:00,21.2,757.9,761.4,-2.0,60,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,21.4,,,1500-2000,,,6.0,13.1,0.2,12,,,,
18.03.2020 11:00,19.7,759.9,763.3,,59,Wind blowing from the south-southwest,1,,4,100%., ,,,14.4,19.7,,,1000-1500,,,12.0,11.5,No precipitation,6,,,,
18.03.2020 08:00,15.1,760.3,763.8,1.0,85,Wind blowing from the west,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,,,,1000-1500,,,4.2,12.6,0.2,12,,,,
18.03.2020 05:00,14.5,759.3,762.7,,89,Wind blowing from the west-southwest,2,,3,,Mist. ,,,12.7,19.5,,,,,,3.1,12.7,0.2,6,,,,
18.03.2020 02:00,15.3,759.8,763.3,-1.0,84,Wind blowing from the west,1,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,19.5,,,2500 or more  or no clouds.,,,2.2,12.6,No precipitation,12,,,,
17.03.2020 23:00,15.5,760.8,764.2,,79,Wind blowing from the west-northwest,1,,,,Mist. ,,,12.7,19.5,,,,,,4.5,11.9,No precipitation,6,,,,
17.03.2020 20:00,15.9,760.9,764.4,0.3,72,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,19.5,,,1000-1500,,,5.0,10.9,Trace of precipitation,12,,,,
