Local time in Changbai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 20:00,3.3,694.1,764.3,0.7,66,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,7.9,,,600-1000,,,22.0,-2.6,Trace of precipitation,12,,,,
25.03.2020 17:00,6.8,693.4,763.4,,51,Wind blowing from the west-southwest,1,,3,100%., ,,,-5.1,7.9,,,600-1000,,,16.0,-2.8,No precipitation,6,,,,
25.03.2020 14:00,6.5,694.1,764.1,-2.0,42,Wind blowing from the south-west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,9.1,,,600-1000,,,27.0,-5.7,Trace of precipitation,12,,,,
25.03.2020 11:00,3.3,696.1,766.5,,48,Wind blowing from the west-southwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,9.1,,,600-1000,,,30.0,-6.9,No precipitation,6,,,,
25.03.2020 08:00,-2.3,697.3,768.3,0.6,67,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,,,,600-1000,,,30.0,-7.7,No precipitation,12,,,,
25.03.2020 05:00,-4.9,696.7,767.2,,74,Wind blowing from the north-east,1,,4,, ,,,-8.9,9.1,,,,,,30.0,-8.9,No precipitation,6,,,,
25.03.2020 02:00,-4.3,696.3,766.5,,72,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,9.1,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
24.03.2020 20:00,0.1,695.4,766.4,,59,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,9.1,,,,,,30.0,-7.1,No precipitation,12,,,,
24.03.2020 14:00,6.6,694.7,765.0,-2.1,26,Wind blowing from the east-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,6.8,,,,,,30.0,-11.5,No precipitation,12,,,,
24.03.2020 11:00,2.7,696.8,767.3,,38,Wind blowing from the south-southeast,2,,6,no clouds, ,,,-8.9,5.3,,,,,,30.0,-10.5,No precipitation,6,,,,
24.03.2020 08:00,-4.5,697.7,769.0,,59,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.3,,,,,,30.0,-11.4,No precipitation,12,,,,
24.03.2020 05:00,-8.4,696.7,767.8,,84,Wind blowing from the north-east,3,,10,, ,,,-8.4,5.3,,,,,,30.0,-10.7,No precipitation,6,,,,
24.03.2020 02:00,-5.7,695.8,766.6,,80,Wind blowing from the north-northeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,5.3,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
23.03.2020 20:00,-0.1,694.9,765.4,1.6,53,Wind blowing from the east-southeast,1,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,5.3,,,600-1000,,,30.0,-8.7,No precipitation,12,,,,
23.03.2020 17:00,3.7,693.3,763.6,,28,Wind blowing from the east-southeast,2,,12,20–30%., ,,,-5.2,5.3,,,600-1000,,,30.0,-13.1,No precipitation,6,,,,
23.03.2020 14:00,3.7,692.9,763.0,-0.8,45,Wind blowing from the west-southwest,5,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,5.0,,,600-1000,,,30.0,-7.3,No precipitation,12,,,,
23.03.2020 11:00,2.2,693.7,764.1,,51,Wind blowing from the west-southwest,4,,9,70 – 80%., ,,,-5.2,5.0,,,2500 or more  or no clouds.,,,30.0,-7.1,No precipitation,6,,,,
23.03.2020 08:00,-1.5,693.9,764.4,,76,Wind blowing from the south,1,,6,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,5.0,,,2500 or more  or no clouds.,,,8.0,-5.3,No precipitation,12,,,,
23.03.2020 05:00,-4.5,692.8,763.3,,87,Wind blowing from the north-east,2,,6,,Snow not falling as shower(s). ,,,-9.3,5.0,,,,,,10.0,-6.4,No precipitation,6,,,,
23.03.2020 02:00,-3.5,692.3,762.2,,70,Wind blowing from the north,0,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.0,,,2500 or more  or no clouds.,,,30.0,-8.3,No precipitation,12,,,,
22.03.2020 20:00,-0.3,692.2,763.0,1.4,44,Wind blowing from the north-east,2,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.0,,,,,,30.0,-11.3,No precipitation,12,,,,
22.03.2020 17:00,2.7,690.8,761.6,,29,Wind blowing from the east-northeast,2,,19,50%., ,,,-9.3,5.0,,,600-1000,,,30.0,-13.5,No precipitation,6,,,,
22.03.2020 14:00,4.9,690.3,760.4,-0.7,25,Wind blowing from the south-west,4,,15,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,6.2,,,600-1000,,,30.0,-13.4,No precipitation,12,,,,
22.03.2020 11:00,2.8,691.0,761.0,,27,Wind blowing from the west-southwest,7,,11,no clouds, ,,,-9.3,6.2,,,,,,30.0,-14.3,No precipitation,6,,,,
22.03.2020 08:00,-4.9,691.9,762.5,0.6,63,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,6.2,,,,,,23.0,-11.0,No precipitation,12,,,,
22.03.2020 05:00,-8.8,691.3,762.0,,79,Wind blowing from the north-northeast,2,,9,, ,,,-8.8,6.2,,,,,,30.0,-11.8,No precipitation,6,,,,
22.03.2020 02:00,-6.6,691.1,761.2,,77,Wind blowing from the north-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,6.2,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,12,,,,
21.03.2020 20:00,0.7,690.2,759.8,,48,Wind blowing from the north,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,6.2,,,,,,30.0,-9.2,No precipitation,12,,,,
21.03.2020 17:00,4.4,688.2,757.9,,35,Wind blowing from the west-southwest,6,,11,no clouds, ,,,-4.6,6.2,,,,,,30.0,-10.0,No precipitation,6,,,,
21.03.2020 14:00,5.9,688.0,757.4,-1.0,27,Wind blowing from the west-southwest,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,6.2,,,,,,30.0,-11.6,No precipitation,12,,,,
21.03.2020 11:00,5.1,689.0,758.3,,32,Wind blowing from the south-west,4,,10,no clouds, ,,,-4.6,5.5,,,,,,30.0,-10.2,No precipitation,6,,,,
21.03.2020 08:00,1.4,689.3,759.0,0.9,66,Wind blowing from the south-east,2,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,4.4,,,2500 or more  or no clouds.,,,4.3,-4.4,No precipitation,12,,,,
21.03.2020 05:00,-4.1,688.4,758.5,,90,Wind blowing from the east,0,,4,, ,,,-4.3,4.4,,,,,,30.0,-5.5,No precipitation,6,,,,
21.03.2020 02:00,-3.9,687.5,757.3,,94,Wind blowing from the north-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.4,,,2500 or more  or no clouds.,,,30.0,-4.8,No precipitation,12,,,,
20.03.2020 20:00,-0.4,687.1,756.9,,88,Wind blowing from the north-northeast,2,,15,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,4.4,,,600-1000,,,30.0,-2.2,Trace of precipitation,12,,,,
20.03.2020 17:00,1.9,686.5,756.1,,71,Wind blowing from the east,0,,15,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,4.4,,,600-1000,,,30.0,-2.9,Trace of precipitation,6,,,,
20.03.2020 14:00,2.3,687.1,756.6,-0.2,66,Wind blowing from the west,5,,15,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,4.4,,,600-1000,,,30.0,-3.5,Trace of precipitation,12,,,,
20.03.2020 11:00,3.1,687.3,756.7,,50,Wind blowing from the west-southwest,5,,10,70 – 80%., ,,,-2.6,3.1,,,600-1000,,,30.0,-6.5,No precipitation,6,,,,
20.03.2020 08:00,-1.4,688.6,758.8,1.4,64,Wind blowing from the south-west,2,,10,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,600-1000,,,30.0,-7.4,0.3,12,,,,
20.03.2020 05:00,-1.9,687.2,757.2,,70,Wind blowing from the west-southwest,3,,10,, ,,,-2.6,,,,,,,30.0,-6.7,0.1,6,,,,
20.03.2020 02:00,-1.9,685.9,755.8,,68,Wind blowing from the south-southeast,3,,10,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,2500 or more  or no clouds.,,,29.0,-7.1,0.9,12,,,,
19.03.2020 20:00,-1.5,682.0,751.0,,85,Wind blowing from the south-west,4,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,4.9,,,600-1000,,,5.0,-3.8,0.6,6,,,,
19.03.2020 17:00,-1.1,679.4,748.6,,81,Wind blowing from the south,2,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-2.0,,,,600-1000,,,23.0,-4.0,4.0,6,,,,
19.03.2020 14:00,-0.6,676.9,745.6,,86,Wind blowing from the south-west,4,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,600-1000,,,13.0,-2.7,5.0,12,,,,
19.03.2020 11:00,-1.2,675.6,744.1,,96,Wind blowing from the west-southwest,5,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,600-1000,,,19.0,-1.8,0.8,6,,,,
19.03.2020 08:00,1.7,675.9,743.5,,68,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,10.8,,,600-1000,,,7.0,-3.7,No precipitation,12,,,,
19.03.2020 05:00,-1.8,678.4,746.2,,79,Wind blowing from the north-east,2,,12,, ,,,-6.8,10.8,,,,,,30.0,-5.0,No precipitation,6,,,,
19.03.2020 02:00,-0.8,682.3,750.2,,74,Wind blowing from the east-northeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,10.8,,,2500 or more  or no clouds.,,,30.0,-4.9,No precipitation,12,,,,
18.03.2020 20:00,4.9,684.5,753.6,0.7,50,Wind blowing from the east-northeast,1,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,10.8,,,600-1000,,,19.0,-4.8,No precipitation,12,,,,
18.03.2020 17:00,9.7,683.8,752.7,,34,Wind blowing from the west-southwest,4,,8,70 – 80%., ,,,-6.8,10.8,,,600-1000,,,29.0,-5.7,No precipitation,6,,,,
18.03.2020 14:00,9.7,684.4,752.8,-3.1,34,Wind blowing from the south,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,10.0,,,2500 or more  or no clouds.,,,29.0,-5.7,No precipitation,12,,,,
18.03.2020 11:00,3.7,687.5,756.6,,56,Wind blowing from the south,1,,4,40%., ,,,-6.8,4.5,,,600-1000,,,8.0,-4.4,No precipitation,6,,,,
18.03.2020 08:00,-2.9,690.2,760.4,0.6,77,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,4.5,,,,,,30.0,-6.4,No precipitation,12,,,,
18.03.2020 05:00,-6.3,689.6,760.2,,96,Wind blowing from the north-northeast,1,,9,, ,,,-6.3,4.5,,,,,,30.0,-6.9,No precipitation,6,,,,
18.03.2020 02:00,-3.4,689.5,759.2,,94,Wind blowing from the north-northeast,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,4.5,,,2500 or more  or no clouds.,,,30.0,-4.3,0.2,12,,,,
17.03.2020 20:00,0.6,689.5,759.7,1.8,85,Wind blowing from the south-west,3,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,4.5,,,600-1000,,,15.0,-1.7,0.2,12,,,,
17.03.2020 17:00,0.9,687.7,757.9,,83,Wind blowing from the west-southwest,4,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,4.5,,,600-1000,,,13.0,-1.7,0.1,6,,,,
17.03.2020 14:00,4.4,686.1,755.7,-1.4,45,Wind blowing from the west-southwest,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,4.4,,,600-1000,,,30.0,-6.7,2.0,12,,,,
17.03.2020 11:00,0.4,687.5,757.7,,75,Wind blowing from the south,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.4,,,600-1000,,,12.0,-3.6,0.5,6,,,,
17.03.2020 08:00,-3.5,688.4,759.0,,86,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,3.5,-5.6,2.0,12,,,,
