Local time in Jinghong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
08.02.2020 02:00,16.4,711.7,761.2,,74,Wind blowing from the south-west,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,29.9,,,2500 or more  or no clouds.,,,13.0,11.8,No precipitation,12,,,,
07.02.2020 20:00,24.2,709.6,759.7,0.7,45,Wind blowing from the north-east,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,29.9,,,1500-2000,,,14.0,11.5,No precipitation,12,,,,
07.02.2020 17:00,29.7,708.9,758.3,,28,Wind blowing from the north-east,1,,,40%., ,,,10.8,30.1,,,1500-2000,,,19.0,9.3,No precipitation,6,,,,
07.02.2020 14:00,26.7,711.0,760.6,-3.0,33,Wind blowing from the south,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,30.1,,,1500-2000,,,18.0,9.1,No precipitation,12,,,,
07.02.2020 11:00,18.6,714.0,764.3,,57,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%, ,,,10.8,,,,1500-2000,,,11.0,9.9,No precipitation,6,,,,
07.02.2020 08:00,10.9,712.2,762.5,1.7,83,Wind blowing from the south-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,30.1,,,600-1000,,,11.0,8.1,No precipitation,12,,,,
07.02.2020 05:00,12.5,710.5,760.0,,77,Wind blowing from the west,1,,3,, ,,,10.1,30.1,,,,,,13.0,8.6,No precipitation,6,,,,
07.02.2020 02:00,14.9,710.7,760.3,,66,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,30.1,,,2500 or more  or no clouds.,,,17.0,8.6,No precipitation,12,,,,
06.02.2020 20:00,23.6,708.3,758.4,0.8,33,Wind blowing from the north,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,30.1,,,1500-2000,,,10.0,6.4,No precipitation,12,,,,
06.02.2020 17:00,30.0,707.5,756.9,,22,Wind blowing from the north-northeast,1,,4,10%  or less  but not 0, ,,,10.1,30.0,,,1500-2000,,,20.0,6.0,No precipitation,6,,,,
06.02.2020 14:00,26.3,709.7,759.3,-3.0,27,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,29.0,,,,,,20.0,5.8,No precipitation,12,,,,
06.02.2020 11:00,18.3,712.7,763.0,,51,Wind blowing from the east,1,,3,no clouds, ,,,10.1,,,,,,,12.0,8.0,No precipitation,6,,,,
06.02.2020 08:00,10.2,711.3,761.6,1.5,82,Wind blowing from the west-northwest,0,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,29.0,,,1500-2000,,,15.0,7.3,No precipitation,12,,,,
06.02.2020 05:00,12.2,709.8,759.4,,72,Wind blowing from the south-southwest,1,,8,, ,,,11.0,29.0,,,,,,19.0,7.3,No precipitation,6,,,,
06.02.2020 02:00,14.7,709.9,759.5,,59,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,29.0,,,2500 or more  or no clouds.,,,22.0,6.8,No precipitation,12,,,,
05.02.2020 20:00,23.3,707.2,757.1,1.4,44,Wind blowing from the south-east,1,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,29.0,,,1500-2000,,,15.0,10.4,No precipitation,12,,,,
05.02.2020 17:00,28.4,705.8,755.1,,31,Wind blowing from the south,3,,8,50%., ,,,11.0,29.4,,,1500-2000,,,6.0,9.7,No precipitation,6,,,,
05.02.2020 14:00,26.3,708.1,757.6,-3.4,34,Wind blowing from the east-southeast,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,29.8,,,1500-2000,,,17.0,9.2,No precipitation,12,,,,
05.02.2020 11:00,18.8,711.5,761.5,,52,Wind blowing from the east,1,,2,20–30%., ,,,11.0,,,,1500-2000,,,15.0,8.7,No precipitation,6,,,,
05.02.2020 08:00,11.2,710.4,760.5,1.1,83,Wind blowing from the south-southwest,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,29.8,,,600-1000,,,13.0,8.4,No precipitation,12,,,,
05.02.2020 05:00,12.9,709.3,758.7,,77,Wind blowing from the south-southwest,1,,7,, ,,,10.6,29.8,,,,,,14.0,9.0,No precipitation,6,,,,
05.02.2020 02:00,15.0,709.9,759.4,,70,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,29.8,,,2500 or more  or no clouds.,,,19.0,9.6,No precipitation,12,,,,
04.02.2020 20:00,24.2,708.1,758.1,1.0,33,Wind blowing from the south-southeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,29.8,,,1500-2000,,,20.0,6.9,No precipitation,12,,,,
04.02.2020 17:00,29.2,707.1,756.4,,25,Wind blowing from the east-southeast,1,,3,20–30%., ,,,10.6,30.8,,,1500-2000,,,8.0,7.2,No precipitation,6,,,,
04.02.2020 14:00,26.6,709.6,759.1,-2.6,28,Wind blowing from the south-west,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,31.1,,,1500-2000,,,22.0,6.6,No precipitation,12,,,,
04.02.2020 11:00,18.5,712.2,762.4,,52,Wind blowing from the south,1,,2,no clouds, ,,,10.6,,,,,,,16.0,8.5,No precipitation,6,,,,
04.02.2020 08:00,10.7,710.9,761.1,1.3,82,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,,,,600-1000,,,14.0,7.8,No precipitation,12,,,,
04.02.2020 05:00,12.8,709.6,758.9,,73,Calm  no wind,0,,,, ,,,12.1,31.1,,,,,,18.0,8.1,No precipitation,6,,,,
04.02.2020 02:00,14.7,709.7,759.1,,67,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,31.1,,,2500 or more  or no clouds.,,,20.0,8.6,No precipitation,12,,,,
03.02.2020 20:00,24.1,708.1,757.9,1.0,38,Wind blowing from the west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,31.1,,,1500-2000,,,17.0,8.9,No precipitation,12,,,,
03.02.2020 17:00,30.8,707.1,756.1,,22,Wind blowing from the south,2,,6,20–30%., ,,,12.1,31.1,,,1500-2000,,,23.0,6.6,No precipitation,6,,,,
03.02.2020 14:00,27.8,709.4,758.7,-3.2,31,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,30.2,,,,,,18.0,9.1,No precipitation,12,,,,
03.02.2020 11:00,19.9,712.6,762.7,,54,Wind blowing from the east,1,,2,no clouds, ,,,12.1,30.2,,,,,,15.0,10.3,No precipitation,6,,,,
03.02.2020 08:00,12.5,711.4,761.6,1.1,83,Wind blowing from the west,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,30.2,,,1500-2000,,,11.0,9.7,No precipitation,12,,,,
03.02.2020 05:00,14.4,710.3,759.7,,76,Wind blowing from the south-east,1,,5,, ,,,12.2,30.2,,,,,,17.0,10.2,No precipitation,6,,,,
03.02.2020 02:00,16.6,710.7,760.1,,66,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,30.2,,,2500 or more  or no clouds.,,,19.0,10.2,No precipitation,12,,,,
02.02.2020 20:00,23.3,709.3,759.3,1.5,43,Wind blowing from the north-west,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,30.2,,,1500-2000,,,16.0,10.0,No precipitation,12,,,,
02.02.2020 17:00,29.9,707.8,757.0,,27,Wind blowing from the north-east,1,,6,50%., ,,,12.2,29.9,,,1500-2000,,,19.0,8.9,No precipitation,6,,,,
02.02.2020 14:00,26.5,710.2,759.7,-3.2,46,Wind blowing from the east-northeast,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,26.5,,,1500-2000,,,14.0,13.9,No precipitation,12,,,,
02.02.2020 11:00,18.8,713.4,763.6,,70,Wind blowing from the south-east,1,,2,10%  or less  but not 0, ,,,12.2,26.0,,,1500-2000,,,9.0,13.2,No precipitation,6,,,,
02.02.2020 08:00,12.4,712.0,762.4,1.0,94,Wind blowing from the south,0,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,26.0,,,1500-2000,,,5.0,11.5,No precipitation,12,,,,
02.02.2020 05:00,13.6,711.0,760.8,,92,Wind blowing from the south-west,0,,2,,Mist. ,,,11.3,26.0,,,,,,5.0,12.3,No precipitation,6,,,,
02.02.2020 02:00,14.8,711.2,761.2,,90,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,26.0,,,2500 or more  or no clouds.,,,6.0,13.2,No precipitation,12,,,,
01.02.2020 20:00,21.4,709.3,759.6,0.6,63,Wind blowing from the north-east,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,26.0,,,1500-2000,,,13.0,14.1,No precipitation,12,,,,
01.02.2020 17:00,25.5,708.7,758.5,,47,Wind blowing from the east-northeast,1,,,20–30%., ,,,11.3,25.8,,,1500-2000,,,16.0,13.4,No precipitation,6,,,,
01.02.2020 14:00,22.5,711.1,761.2,-2.5,54,Wind blowing from the south,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,22.6,,,1500-2000,,,14.0,12.7,No precipitation,12,,,,
01.02.2020 11:00,16.0,713.6,764.3,,76,Wind blowing from the west-southwest,1,,2,100%., ,,,11.3,22.4,,,1500-2000,,,11.0,11.8,No precipitation,6,,,,
01.02.2020 08:00,11.6,712.4,763.1,1.1,92,Wind blowing from the south-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,22.4,,,600-1000,,,7.0,10.3,No precipitation,12,,,,
01.02.2020 05:00,12.4,711.3,761.6,,92,Wind blowing from the west,1,,4,, ,,,10.9,22.4,,,,,,7.0,11.1,No precipitation,6,,,,
01.02.2020 02:00,13.7,711.3,761.5,,89,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,22.4,,,2500 or more  or no clouds.,,,8.0,11.9,No precipitation,12,,,,
31.01.2020 20:00,19.0,710.2,760.8,1.1,63,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,22.4,,,1500-2000,,,16.0,11.8,No precipitation,12,,,,
31.01.2020 17:00,21.6,709.1,759.4,,54,Wind blowing from the east-southeast,1,,4,70 – 80%., ,,,10.9,23.6,,,1500-2000,,,18.0,11.9,No precipitation,6,,,,
31.01.2020 14:00,21.2,711.1,761.4,-2.3,51,Wind blowing from the east,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,24.0,,,1500-2000,,,21.0,10.7,No precipitation,12,,,,
31.01.2020 11:00,14.9,713.4,764.2,,74,Wind blowing from the east-southeast,1,,2,40%., ,,,10.9,,,,2500 or more  or no clouds.,,,10.0,10.3,No precipitation,6,,,,
31.01.2020 08:00,11.0,712.3,763.0,1.2,89,Wind blowing from the west-southwest,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,24.0,,,1500-2000,,,11.0,9.3,No precipitation,12,,,,
31.01.2020 05:00,11.5,711.1,761.3,,88,Wind blowing from the west,1,,5,, ,,,9.3,24.0,,,,,,12.0,9.6,No precipitation,6,,,,
31.01.2020 02:00,13.4,712.0,762.3,,80,Wind blowing from the south,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,24.0,,,2500 or more  or no clouds.,,,17.0,10.0,No precipitation,12,,,,
30.01.2020 20:00,20.3,710.0,760.6,1.1,49,Wind blowing from the south-east,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,24.0,,,1500-2000,,,23.0,9.2,No precipitation,12,,,,
30.01.2020 17:00,23.6,708.9,759.0,,40,Wind blowing from the south-east,3,,5,, ,,,9.3,27.4,,,,,,22.0,9.2,No precipitation,6,,,,
30.01.2020 14:00,22.0,711.6,761.8,-3.1,45,Wind blowing from the south-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,27.6,,,1500-2000,,,22.0,9.5,No precipitation,12,,,,
30.01.2020 11:00,16.4,714.7,765.4,,59,Wind blowing from the west-southwest,1,,2,no clouds, ,,,9.3,,,,,,,15.0,8.4,No precipitation,6,,,,
30.01.2020 08:00,9.4,713.3,764.2,1.5,87,Wind blowing from the west,1,,2,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,27.6,,,1500-2000,,,11.0,7.3,No precipitation,12,,,,
30.01.2020 05:00,10.5,711.8,761.8,,82,Wind blowing from the west,1,,7,, ,,,7.9,27.6,,,,,,11.0,7.6,No precipitation,6,,,,
30.01.2020 02:00,12.7,712.0,762.2,,72,Wind blowing from the south-east,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,27.6,,,2500 or more  or no clouds.,,,13.0,7.8,No precipitation,12,,,,
29.01.2020 20:00,20.0,709.5,760.2,1.0,40,Wind blowing from the north,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,27.6,,,,,,16.0,6.0,No precipitation,12,,,,
29.01.2020 17:00,27.3,708.5,758.3,,21,Wind blowing from the west,3,,8,no clouds, ,,,7.9,27.6,,,,,,17.0,3.1,No precipitation,6,,,,
29.01.2020 14:00,23.3,710.9,761.1,-2.9,31,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,26.6,,,,,,23.0,5.2,No precipitation,12,,,,
29.01.2020 11:00,15.7,713.8,764.7,,57,Wind blowing from the south,1,,2,no clouds, ,,,7.9,,,,,,,19.0,7.2,No precipitation,6,,,,
29.01.2020 08:00,8.0,712.3,763.3,1.5,89,Wind blowing from the west,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,26.6,,,600-1000,,,13.0,6.3,No precipitation,12,,,,
29.01.2020 05:00,9.9,710.8,760.9,,78,Wind blowing from the south-west,1,,2,, ,,,8.0,26.6,,,,,,18.0,6.2,No precipitation,6,,,,
29.01.2020 02:00,11.6,710.8,760.9,,72,Wind blowing from the south,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,26.6,,,2500 or more  or no clouds.,,,20.0,6.7,No precipitation,12,,,,
28.01.2020 20:00,19.7,707.8,758.4,1.5,38,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,26.6,,,,,,19.0,5.0,No precipitation,12,,,,
28.01.2020 17:00,26.1,706.3,756.1,,20,Wind blowing from the east-northeast,1,,,no clouds, ,,,8.0,26.6,,,,,,30.0,1.4,No precipitation,6,,,,
28.01.2020 14:00,23.9,708.3,758.2,-2.9,25,Wind blowing from the south-east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,25.6,,,,,,23.0,2.7,No precipitation,12,,,,
28.01.2020 11:00,15.7,711.2,761.8,,59,Wind blowing from the north-east,1,,2,no clouds, ,,,8.0,25.6,,,,,,13.0,7.7,No precipitation,6,,,,
28.01.2020 08:00,8.2,709.8,760.5,1.5,85,Wind blowing from the south-southwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,25.6,,,,,,11.0,5.8,No precipitation,12,,,,
28.01.2020 05:00,9.6,708.3,758.3,,80,Wind blowing from the west-southwest,1,,4,, ,,,8.1,25.6,,,,,,15.0,6.3,No precipitation,6,,,,
28.01.2020 02:00,11.7,708.7,758.8,,72,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,25.6,,,2500 or more  or no clouds.,,,15.0,6.8,No precipitation,12,,,,
27.01.2020 20:00,19.8,705.7,756.1,0.9,39,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,25.6,,,,,,18.0,5.5,No precipitation,12,,,,
27.01.2020 17:00,25.5,704.8,754.5,,32,Wind blowing from the east,1,,4,no clouds, ,,,8.1,26.3,,,,,,22.0,7.6,No precipitation,6,,,,
27.01.2020 14:00,22.9,707.2,757.3,-3.0,37,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,26.5,,,,,,21.0,7.5,No precipitation,12,,,,
27.01.2020 11:00,16.0,710.2,760.8,,53,Wind blowing from the south,1,,2,no clouds, ,,,8.1,,,,,,,21.0,6.4,No precipitation,6,,,,
27.01.2020 08:00,8.4,708.8,759.5,1.3,84,Wind blowing from the west,1,,2,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,26.5,,,1500-2000,,,9.0,5.9,No precipitation,12,,,,
27.01.2020 05:00,9.5,707.5,757.4,,78,Wind blowing from the west-southwest,1,,3,, ,,,8.5,26.5,,,,,,15.0,5.9,No precipitation,6,,,,
27.01.2020 02:00,11.4,708.1,758.1,,69,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,26.5,,,2500 or more  or no clouds.,,,15.0,5.9,No precipitation,12,,,,
26.01.2020 20:00,18.9,706.6,757.2,,38,Wind blowing from the north-northwest,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,26.5,,,1500-2000,,,17.0,4.3,No precipitation,12,,,,
26.01.2020 17:00,26.4,706.1,755.8,,19,Wind blowing from the north-northwest,1,,4,10%  or less  but not 0, ,,,8.5,27.0,,,1500-2000,,,26.0,0.9,No precipitation,6,,,,
26.01.2020 14:00,23.7,709.0,759.0,-3.3,15,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,27.3,,,,,,28.0,-4.4,No precipitation,12,,,,
26.01.2020 11:00,17.0,712.3,762.7,,54,Wind blowing from the south-southwest,1,,3,no clouds, ,,,8.5,,,,,,,14.0,7.6,No precipitation,6,,,,
26.01.2020 08:00,8.5,710.6,761.3,1.3,86,Wind blowing from the west-southwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,27.3,,,1500-2000,,,9.0,6.3,No precipitation,12,,,,
26.01.2020 05:00,10.3,709.3,759.1,,83,Wind blowing from the west,1,,6,, ,,,10.2,27.3,,,,,,11.0,7.5,No precipitation,6,,,,
26.01.2020 02:00,12.6,710.0,760.0,,73,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,27.3,,,2500 or more  or no clouds.,,,15.0,7.9,No precipitation,12,,,,
25.01.2020 20:00,20.7,707.5,757.8,,39,Wind blowing from the west-southwest,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,27.3,,,1500-2000,,,15.0,6.3,No precipitation,12,,,,
25.01.2020 17:00,26.9,706.0,755.5,,21,Wind blowing from the west,3,,7,20–30%., ,,,10.2,29.7,,,1500-2000,,,21.0,2.8,No precipitation,6,,,,
25.01.2020 14:00,24.6,707.5,757.0,-2.6,34,Wind blowing from the south-east,2,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,29.7,,,1500-2000,,,18.0,7.7,No precipitation,12,,,,
25.01.2020 11:00,16.9,710.1,760.3,,62,Wind blowing from the west-southwest,1,,2,20–30%., ,,,10.2,,,,1500-2000,,,9.0,9.6,No precipitation,6,,,,
25.01.2020 08:00,10.7,709.1,759.3,1.1,86,Wind blowing from the south-southwest,1,,2,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,29.7,,,1500-2000,,,7.0,8.5,No precipitation,12,,,,
25.01.2020 05:00,11.9,708.0,757.4,,81,Wind blowing from the south-west,1,,7,,Mist. ,,,10.2,29.7,,,,,,7.0,8.7,No precipitation,6,,,,
25.01.2020 02:00,14.5,708.5,758.1,,70,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,29.7,,,2500 or more  or no clouds.,,,8.0,9.1,No precipitation,12,,,,
24.01.2020 20:00,23.0,707.7,757.8,1.2,39,Wind blowing from the west-northwest,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,29.7,,,1500-2000,,,17.0,8.3,No precipitation,12,,,,
24.01.2020 17:00,29.6,706.5,755.8,,20,Wind blowing from the west-southwest,4,,8,40%., ,,,10.2,30.5,,,1500-2000,,,14.0,4.3,No precipitation,6,,,,
24.01.2020 14:00,25.7,709.3,758.9,-3.1,32,Wind blowing from the west-southwest,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,30.5,,,1500-2000,,,21.0,7.8,No precipitation,12,,,,
24.01.2020 11:00,18.0,712.4,762.7,,57,Wind blowing from the south,1,,2,10%  or less  but not 0, ,,,10.2,,,,1500-2000,,,13.0,9.4,No precipitation,6,,,,
24.01.2020 08:00,10.3,711.1,761.5,1.3,88,Wind blowing from the west,1,,2,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,1500-2000,,,11.0,8.4,No precipitation,12,,,,
24.01.2020 05:00,11.9,709.8,759.3,,82,Wind blowing from the south-west,1,,2,, ,,,10.9,30.5,,,,,,13.0,8.9,No precipitation,6,,,,
24.01.2020 02:00,13.9,710.0,759.7,,72,Wind blowing from the west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,30.5,,,2500 or more  or no clouds.,,,12.0,8.9,No precipitation,12,,,,
23.01.2020 20:00,22.4,707.9,758.0,0.6,44,Wind blowing from the north-northeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,30.5,,,1500-2000,,,8.0,9.6,No precipitation,12,,,,
23.01.2020 17:00,29.9,707.3,756.6,,25,Wind blowing from the north-northeast,1,,3,no clouds, ,,,10.9,30.7,,,,,,26.0,7.8,No precipitation,6,,,,
