Local time in Zhongxiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 11:00,19.4,746.5,756.0,,99,Wind blowing from the south-southeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,300-600,,,0.9,19.2,1.0,6,,,,
25.03.2020 08:00,19.6,746.8,756.4,0.3,99,Wind blowing from the south-southeast,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,2.7,19.4,No precipitation,12,,,,
25.03.2020 05:00,19.1,746.5,756.0,,99,Wind blowing from the south-southeast,4,,7,,Mist. ,,,,,,,,,,2.6,18.9,No precipitation,6,,,,
25.03.2020 02:00,18.6,748.0,757.6,,99,Wind blowing from the south-east,3,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,23.6,,,2500 or more  or no clouds.,,,1.4,18.4,No precipitation,12,,,,
24.03.2020 20:00,20.0,749.0,758.7,,96,Wind blowing from the south-east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,23.6,,,2500 or more  or no clouds.,,,4.2,19.3,No precipitation,12,,,,
24.03.2020 14:00,22.1,750.4,760.0,-2.1,72,Wind blowing from the south,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,22.4,,,2500 or more  or no clouds.,,,8.0,16.8,No precipitation,12,,,,
24.03.2020 11:00,18.2,752.5,762.2,,84,Wind blowing from the west-northwest,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,20.7,,,2500 or more  or no clouds.,,,5.0,15.5,No precipitation,6,,,,
24.03.2020 08:00,13.8,752.2,762.0,0.8,99,Wind blowing from the north-northwest,3,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,20.7,,,2500 or more  or no clouds.,,,1.9,13.6,No precipitation,12,,,,
24.03.2020 05:00,14.1,751.4,761.1,,99,Wind blowing from the north,2,,5,,Mist. ,,,13.6,20.7,,,,,,2.6,13.9,No precipitation,6,,,,
24.03.2020 02:00,14.6,752.3,762.0,,96,Wind blowing from the north-northwest,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,20.7,,,2500 or more  or no clouds.,,,4.5,14.0,No precipitation,12,,,,
23.03.2020 20:00,16.4,752.5,762.3,0.3,86,Wind blowing from the north-northwest,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,20.7,,,2500 or more  or no clouds.,,,9.0,14.1,No precipitation,12,,,,
23.03.2020 17:00,19.5,752.2,761.9,,66,Wind blowing from the north-west,3,,,50%., ,,,,,,,2500 or more  or no clouds.,,,13.0,13.0,,,,,,
23.03.2020 14:00,19.9,753.3,763.0,-1.6,71,Wind blowing from the north-west,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,20.0,,,2500 or more  or no clouds.,,,10.0,14.5,No precipitation,12,,,,
23.03.2020 11:00,16.4,754.9,764.7,,88,Wind blowing from the north-west,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.8,,,2500 or more  or no clouds.,,,6.0,14.4,No precipitation,6,,,,
23.03.2020 08:00,14.1,754.3,764.0,1.2,97,Wind blowing from the north-northwest,3,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.8,,,2500 or more  or no clouds.,,,4.0,13.6,Trace of precipitation,12,,,,
23.03.2020 05:00,13.6,753.1,762.9,,99,Wind blowing from the north-west,4,,9,,Mist. ,,,13.3,19.8,,,,,,2.8,13.4,No precipitation,6,,,,
23.03.2020 02:00,13.3,753.2,763.0,,99,Wind blowing from the north-west,3,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.8,,,2500 or more  or no clouds.,,,2.8,13.1,No precipitation,12,,,,
22.03.2020 20:00,16.5,753.4,763.2,1.8,72,Wind blowing from the north-west,4,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,22.1,,,2500 or more  or no clouds.,,,10.0,11.4,No precipitation,12,,,,
22.03.2020 17:00,18.5,751.6,761.2,,67,Wind blowing from the north-west,6,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,12.3,,,,,,
22.03.2020 14:00,19.1,751.8,761.5,-1.5,68,Wind blowing from the north-west,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,,,,2500 or more  or no clouds.,,,8.0,13.1,No precipitation,12,,,,
22.03.2020 11:00,18.7,753.3,762.9,,72,Wind blowing from the north-northwest,5,,12,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,,,,2500 or more  or no clouds.,,,6.0,13.6,No precipitation,6,,,,
22.03.2020 08:00,17.2,751.6,761.2,2.0,92,Wind blowing from the north-northwest,5,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,25.5,,,2500 or more  or no clouds.,,,10.0,15.9,10.0,12,,,,
22.03.2020 05:00,16.3,749.6,759.1,,99,Wind blowing from the north-northwest,4,,14,, ,,,16.0,25.5,,,,,,19.0,16.1,7.0,6,,,,
22.03.2020 02:00,16.8,749.5,759.1,,99,Wind blowing from the north-northwest,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,25.5,,,2500 or more  or no clouds.,,,11.0,16.6,10.0,12,,,,
21.03.2020 20:00,22.1,746.4,755.9,2.0,79,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,25.5,,,2500 or more  or no clouds.,,,17.0,18.3,No precipitation,12,,,,
21.03.2020 17:00,24.4,744.4,753.9,,65,Wind blowing from the south-east,3,,,60%., ,,,,,,,2500 or more  or no clouds.,,,23.0,17.4,,,,,,
21.03.2020 14:00,24.3,744.8,754.3,-2.0,61,Wind blowing from the south,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,26.4,,,2500 or more  or no clouds.,,,27.0,16.3,No precipitation,12,,,,
21.03.2020 11:00,23.8,746.8,756.3,,57,Wind blowing from the south,6,,7,70 – 80%., ,,,17.0,26.4,,,2500 or more  or no clouds.,,,27.0,14.8,No precipitation,6,,,,
21.03.2020 08:00,19.9,746.7,756.2,0.8,64,Wind blowing from the south-east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,26.4,,,2500 or more  or no clouds.,,,25.0,12.9,No precipitation,12,,,,
21.03.2020 05:00,17.9,745.9,755.4,,72,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,20.0,12.8,,,,,,
21.03.2020 02:00,19.9,747.1,756.5,,57,Wind blowing from the south-southeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,26.4,,,2500 or more  or no clouds.,,,30.0,11.1,No precipitation,12,,,,
20.03.2020 20:00,21.6,746.5,756.1,,58,Wind blowing from the south-east,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,26.4,,,2500 or more  or no clouds.,,,29.0,13.0,No precipitation,12,,,,
20.03.2020 17:00,25.5,746.2,755.8,,49,Wind blowing from the south,7,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,27.0,14.0,,,,,,
20.03.2020 14:00,25.8,748.1,757.6,-2.8,49,Wind blowing from the south,5,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,26.3,,,2500 or more  or no clouds.,,,15.0,14.3,No precipitation,12,,,,
20.03.2020 11:00,21.2,750.9,760.5,,52,Wind blowing from the south,4,,7,no clouds, ,,,12.8,26.3,,,,,,17.0,11.0,No precipitation,6,,,,
20.03.2020 08:00,15.4,750.7,760.4,,52,Wind blowing from the south-southeast,2,,4,no clouds, ,,,12.8,26.3,,,,,,19.0,5.6,No precipitation,6,,,,
20.03.2020 05:00,13.5,750.5,760.1,,46,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,17.0,2.1,,,,,,
20.03.2020 02:00,14.6,751.6,761.2,,45,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,26.3,,,2500 or more  or no clouds.,,,18.0,2.8,No precipitation,12,,,,
19.03.2020 20:00,19.9,751.7,761.4,,48,Wind blowing from the south-southeast,3,,7,20–30%., ,,,13.4,26.3,,,2500 or more  or no clouds.,,,19.0,8.6,No precipitation,6,,,,
19.03.2020 17:00,25.6,750.7,760.3,,21,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,21.0,1.7,,,,,,
19.03.2020 14:00,25.3,752.4,762.0,,22,Wind blowing from the west-northwest,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,25.5,,,2500 or more  or no clouds.,,,17.0,2.1,No precipitation,12,,,,
19.03.2020 11:00,22.7,753.9,763.5,,37,Wind blowing from the north-northwest,4,,7,50%., ,,,13.4,24.7,,,2500 or more  or no clouds.,,,14.0,7.3,No precipitation,6,,,,
19.03.2020 08:00,13.8,752.7,762.4,2.6,83,Wind blowing from the north-northwest,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,24.7,,,2500 or more  or no clouds.,,,15.0,11.0,No precipitation,12,,,,
19.03.2020 05:00,15.0,750.1,759.7,,72,Wind blowing from the south-east,2,,,, ,,,,,,,,,,18.0,10.0,,,,,,
19.03.2020 02:00,14.4,750.4,760.0,,79,Wind blowing from the south-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,24.7,,,2500 or more  or no clouds.,,,16.0,10.8,No precipitation,12,,,,
18.03.2020 20:00,18.4,749.5,759.2,1.0,65,Wind blowing from the south,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,24.7,,,2500 or more  or no clouds.,,,22.0,11.7,No precipitation,12,,,,
18.03.2020 17:00,23.7,748.5,758.1,,47,Wind blowing from the south,5,,,50%., ,,,,,,,2500 or more  or no clouds.,,,23.0,11.7,,,,,,
18.03.2020 14:00,23.7,750.1,759.7,-2.4,48,Wind blowing from the south,5,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,24.3,,,2500 or more  or no clouds.,,,20.0,12.0,No precipitation,12,,,,
18.03.2020 11:00,19.1,752.5,762.2,,69,Wind blowing from the south,4,,,no clouds, ,,,,,,,,,,12.0,13.3,,,,,,
18.03.2020 08:00,14.1,752.7,762.4,0.8,91,Wind blowing from the south-east,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,24.3,,,,,,8.0,12.7,No precipitation,12,,,,
18.03.2020 05:00,12.8,751.9,761.5,,87,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,11.0,10.7,,,,,,
18.03.2020 02:00,14.1,752.8,762.4,,75,Wind blowing from the south-east,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,24.3,,,2500 or more  or no clouds.,,,16.0,9.7,No precipitation,12,,,,
17.03.2020 20:00,18.0,753.5,763.3,1.0,59,Wind blowing from the south,3,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,24.3,,,2500 or more  or no clouds.,,,5.0,9.9,No precipitation,12,,,,
17.03.2020 17:00,23.4,752.5,762.2,,35,Wind blowing from the south,3,,,40%., ,,,,,,,2500 or more  or no clouds.,,,30.0,7.1,,,,,,
17.03.2020 14:00,22.4,754.1,763.8,-2.1,32,Wind blowing from the north-west,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,22.9,,,2500 or more  or no clouds.,,,30.0,4.9,No precipitation,12,,,,
17.03.2020 11:00,18.6,756.2,766.0,,64,Wind blowing from the south,2,,,50%., ,,,,,,,2500 or more  or no clouds.,,,9.0,11.7,,,,,,
17.03.2020 08:00,12.9,756.3,766.1,,94,Wind blowing from the west-southwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,18.7,,,2500 or more  or no clouds.,,,7.0,12.0,No precipitation,12,,,,
17.03.2020 05:00,13.0,755.1,764.9,,88,Wind blowing from the east-northeast,2,,,,Mist. ,,,12.3,18.7,,,,,,6.0,11.1,No precipitation,6,,,,
17.03.2020 02:00,13.2,755.6,765.4,,91,Wind blowing from the south,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,18.7,,,2500 or more  or no clouds.,,,6.0,11.8,No precipitation,12,,,,
16.03.2020 20:00,17.2,756.3,766.0,1.5,71,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,18.7,,,2500 or more  or no clouds.,,,10.0,11.9,No precipitation,12,,,,
16.03.2020 17:00,17.8,754.8,764.5,,72,Calm  no wind,0,,,100%., ,,,,,,,2500 or more  or no clouds.,,,14.0,12.7,,,,,,
16.03.2020 14:00,17.9,755.2,764.9,-0.9,71,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.2,,,2500 or more  or no clouds.,,,13.0,12.6,No precipitation,12,,,,
16.03.2020 11:00,18.6,756.1,765.9,,60,Wind blowing from the west-northwest,1,,3,100%., ,,,14.5,22.2,,,2500 or more  or no clouds.,,,18.0,10.7,No precipitation,6,,,,
16.03.2020 08:00,15.5,756.1,765.9,1.4,54,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,,,,2500 or more  or no clouds.,,,22.0,6.2,No precipitation,12,,,,
16.03.2020 05:00,14.9,754.7,764.5,,70,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,22.0,9.5,,,,,,
16.03.2020 02:00,15.9,754.9,764.6,,54,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,22.2,,,2500 or more  or no clouds.,,,22.0,6.6,No precipitation,12,,,,
