Local time in Wulate Zhongqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,3.6,660.2,774.9,-1.0,8,Wind blowing from the west-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,3.7,,,,,,30.0,-27.7,No precipitation,12,,,,
27.03.2020 11:00,1.2,661.2,776.0,0.8,12,Wind blowing from the north-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.9,,,,,,30.0,-25.1,No precipitation,12,,,,
27.03.2020 08:00,-5.2,660.4,775.9,0.6,33,Wind blowing from the south-southwest,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.9,,,,,,7.0,-19.0,No precipitation,12,,,,
27.03.2020 05:00,-9.0,659.8,775.6,-0.3,45,Wind blowing from the north-northwest,1,,8,,Cloud development not observed or not observable. ,,,-9.7,1.9,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
27.03.2020 02:00,-6.2,660.1,775.4,-0.6,33,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,1.9,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
26.03.2020 23:00,-3.7,660.7,775.9,1.2,23,Wind blowing from the north-northeast,3,,8,,Cloud development not observed or not observable. ,,,-6.5,1.9,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,12,,,,
26.03.2020 20:00,-0.8,659.5,774.8,0.9,20,Wind blowing from the north-northeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,1.9,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
26.03.2020 17:00,1.6,658.6,773.4,,15,Wind blowing from the north-east,3,,8,, ,,,-6.5,1.9,,,,,,30.0,-22.3,No precipitation,6,,,,
26.03.2020 14:00,1.1,658.9,773.3,-0.5,21,Wind blowing from the north-east,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,2.4,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
26.03.2020 11:00,-0.7,659.4,773.8,,32,Wind blowing from the north-northeast,4,,7,no clouds, ,,,-6.5,5.7,,,,,,30.0,-15.3,No precipitation,6,,,,
26.03.2020 08:00,-5.3,658.3,773.5,1.6,34,Wind blowing from the north-northeast,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.7,,,2500 or more  or no clouds.,,,22.0,-18.7,No precipitation,12,,,,
26.03.2020 05:00,-5.7,656.7,771.8,,34,Wind blowing from the north-northeast,3,,11,, ,,,-5.8,6.8,,,,,,30.0,-19.1,No precipitation,6,,,,
26.03.2020 02:00,-3.7,655.9,769.6,1.1,34,Wind blowing from the north-northeast,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,6.8,,,2500 or more  or no clouds.,,,30.0,-17.3,2.0,12,,,,
25.03.2020 23:00,-1.5,654.8,767.2,,48,Wind blowing from the north-northeast,2,,17,, ,,,-1.6,6.8,,,,,,30.0,-11.3,No precipitation,6,,,,
25.03.2020 20:00,-0.9,653.5,765.6,,53,Wind blowing from the north-northeast,3,,17,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-1.6,11.2,,,2000-2500,,,30.0,-9.5,2.0,6,,,,
25.03.2020 17:00,-1.4,651.9,763.6,,83,Wind blowing from the north-northeast,5,,17,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-1.6,14.6,,,2000-2500,,,1.9,-3.9,2.0,6,,,,
25.03.2020 14:00,2.5,650.8,762.1,0.9,39,Wind blowing from the north-northeast,9,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,,,,2500 or more  or no clouds.,,,19.0,-10.1,No precipitation,12,,,,
25.03.2020 11:00,5.1,649.9,759.7,,13,Wind blowing from the north-northeast,8,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,2500 or more  or no clouds.,,,5.0,-21.1,No precipitation,6,,,,
25.03.2020 08:00,4.8,648.5,757.2,1.6,24,Wind blowing from the north,5,,9,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,15.4,,,2500 or more  or no clouds.,,,4.6,-14.1,No precipitation,12,,,,
25.03.2020 05:00,5.6,646.9,754.5,,54,Wind blowing from the north-northeast,1,,9,, ,,,2.9,15.4,,,,,,23.0,-3.0,No precipitation,6,,,,
25.03.2020 02:00,3.2,647.2,755.3,-0.3,65,Wind blowing from the south-southwest,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,15.4,,,2500 or more  or no clouds.,,,13.0,-2.9,No precipitation,12,,,,
24.03.2020 23:00,6.6,647.5,756.4,,57,Wind blowing from the south,1,,,, ,,,3.0,15.4,,,,,,16.0,-1.5,No precipitation,6,,,,
24.03.2020 20:00,11.2,647.5,756.1,0.0,45,Wind blowing from the south-west,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,15.4,,,2500 or more  or no clouds.,,,11.0,-0.3,No precipitation,12,,,,
24.03.2020 17:00,14.3,647.5,755.5,,37,Wind blowing from the south-southwest,4,,9,70 – 80%., ,,,3.0,15.5,,,2500 or more  or no clouds.,,,19.0,-0.2,No precipitation,6,,,,
24.03.2020 14:00,14.2,649.0,756.4,,38,Wind blowing from the south,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,15.9,,,2500 or more  or no clouds.,,,21.0,0.1,No precipitation,12,,,,
24.03.2020 11:00,7.6,651.0,759.7,,70,Wind blowing from the south-east,2,,6,90  or more  but not 100%, ,,,3.0,15.9,,,2500 or more  or no clouds.,,,12.0,2.5,No precipitation,6,,,,
24.03.2020 08:00,4.3,651.0,759.8,,72,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,15.9,,,2500 or more  or no clouds.,,,6.0,-0.3,No precipitation,12,,,,
24.03.2020 05:00,4.1,651.1,759.5,,67,Wind blowing from the south-east,2,,8,, ,,,-1.8,15.9,,,,,,12.0,-1.5,No precipitation,6,,,,
24.03.2020 02:00,8.2,651.6,759.4,-0.3,38,Wind blowing from the south-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,15.9,,,2500 or more  or no clouds.,,,16.0,-5.3,No precipitation,12,,,,
23.03.2020 23:00,10.3,651.9,759.7,,29,Wind blowing from the west,3,,8,, ,,,,15.9,,,,,,16.0,-7.0,No precipitation,6,,,,
23.03.2020 20:00,12.9,652.0,760.9,,36,Wind blowing from the west,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,15.9,,,2500 or more  or no clouds.,,,10.0,-1.8,No precipitation,12,,,,
23.03.2020 17:00,15.5,651.3,760.7,,24,Wind blowing from the south-west,1,,8,90  or more  but not 100%, ,,,-1.8,15.9,,,2500 or more  or no clouds.,,,26.0,-5.0,No precipitation,6,,,,
23.03.2020 14:00,14.7,652.7,762.1,-1.4,15,Wind blowing from the south-southwest,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,15.6,,,2500 or more  or no clouds.,,,19.0,-11.7,No precipitation,12,,,,
23.03.2020 11:00,12.8,654.1,763.1,,14,Wind blowing from the south,3,,4,90  or more  but not 100%, ,,,-1.8,15.3,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,6,,,,
23.03.2020 08:00,4.8,654.1,764.2,,23,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,15.3,,,2500 or more  or no clouds.,,,8.0,-14.6,No precipitation,12,,,,
23.03.2020 05:00,-0.8,654.0,764.1,,43,Wind blowing from the north-northwest,0,,4,, ,,,-3.7,15.3,,,,,,29.0,-11.8,No precipitation,6,,,,
23.03.2020 02:00,1.0,654.6,764.5,,40,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,15.3,,,2500 or more  or no clouds.,,,11.0,-11.1,No precipitation,12,,,,
22.03.2020 23:00,6.3,654.8,764.6,,28,Wind blowing from the north-east,2,,6,, ,,,-3.7,15.3,,,,,,30.0,-10.9,No precipitation,6,,,,
22.03.2020 20:00,9.3,654.4,765.6,0.6,24,Wind blowing from the west-southwest,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,15.3,,,2500 or more  or no clouds.,,,4.6,-10.2,No precipitation,12,,,,
22.03.2020 17:00,14.5,653.8,764.2,,14,Wind blowing from the south,2,,6,20–30%., ,,,-3.7,15.3,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,6,,,,
22.03.2020 14:00,13.8,655.0,765.1,-1.2,16,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,14.0,,,,,,30.0,-11.6,No precipitation,12,,,,
22.03.2020 11:00,9.5,656.2,767.2,,24,Wind blowing from the south,2,,4,no clouds, ,,,-3.7,11.0,,,,,,30.0,-10.1,No precipitation,6,,,,
22.03.2020 08:00,-0.7,655.6,767.5,0.8,47,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,11.0,,,,,,5.0,-10.6,No precipitation,12,,,,
22.03.2020 05:00,-2.6,654.8,766.3,,50,Wind blowing from the north,1,,6,, ,,,-2.8,11.0,,,,,,30.0,-11.8,No precipitation,6,,,,
22.03.2020 02:00,0.6,655.0,765.9,0.0,36,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,11.0,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
21.03.2020 23:00,2.1,655.0,766.4,,31,Wind blowing from the west-southwest,1,,8,, ,,,-1.1,11.0,,,,,,14.0,-13.3,No precipitation,6,,,,
21.03.2020 20:00,7.6,654.0,765.4,,21,Wind blowing from the north-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,12.6,,,,,,29.0,-13.3,No precipitation,12,,,,
21.03.2020 17:00,10.5,653.2,763.9,,17,Wind blowing from the north-west,3,,8,no clouds, ,,,-1.1,15.6,,,,,,30.0,-13.5,No precipitation,6,,,,
21.03.2020 14:00,9.9,653.8,764.2,,18,Wind blowing from the north-northwest,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,16.3,,,,,,30.0,-13.3,No precipitation,12,,,,
21.03.2020 11:00,6.2,654.3,763.8,,30,Wind blowing from the north-northeast,4,,15,no clouds, ,,,-1.1,16.3,,,,,,30.0,-10.1,No precipitation,6,,,,
21.03.2020 08:00,0.1,653.5,764.2,,75,Wind blowing from the north,4,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,16.3,,,1000-1500,,,30.0,-3.8,No precipitation,12,,,,
21.03.2020 05:00,-0.3,651.3,760.6,,78,Wind blowing from the north-northeast,3,,15,, ,,,-0.3,16.3,,,,,,30.0,-3.8,No precipitation,6,,,,
21.03.2020 02:00,1.8,649.6,758.6,1.6,68,Wind blowing from the north,7,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,16.3,,,2500 or more  or no clouds.,,,26.0,-3.5,No precipitation,12,,,,
20.03.2020 23:00,10.6,648.0,755.6,,34,Wind blowing from the north-west,7,,14,, ,,,1.6,16.3,,,,,,10.0,-4.6,No precipitation,6,,,,
20.03.2020 20:00,10.7,646.5,755.1,0.7,25,Wind blowing from the west,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,16.3,,,,,,6.0,-8.5,No precipitation,12,,,,
20.03.2020 17:00,15.3,645.8,753.3,,21,Wind blowing from the west-southwest,6,,,70 – 80%., ,,,1.6,16.3,,,600-1000,,,28.0,-6.9,No precipitation,6,,,,
20.03.2020 14:00,13.6,647.2,754.2,-1.5,20,Wind blowing from the south,3,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,14.7,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,12,,,,
20.03.2020 11:00,10.3,648.7,756.2,,26,Wind blowing from the east-southeast,2,,13,40%., ,,,1.6,14.7,,,2500 or more  or no clouds.,,,30.0,-8.4,No precipitation,6,,,,
20.03.2020 08:00,4.0,648.4,756.8,,41,Wind blowing from the north-northeast,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,14.7,,,2500 or more  or no clouds.,,,30.0,-8.1,No precipitation,12,,,,
20.03.2020 05:00,4.6,647.3,755.1,,33,Wind blowing from the north-east,4,,15,, ,,,,14.7,,,,,,30.0,-10.3,No precipitation,6,,,,
20.03.2020 02:00,9.5,646.5,753.7,,30,Wind blowing from the west-northwest,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.7,,,2500 or more  or no clouds.,,,13.0,-7.2,No precipitation,12,,,,
19.03.2020 23:00,11.5,646.8,755.2,,23,Wind blowing from the west,5,,15,,Haze. ,,,,14.7,,,,,,5.0,-8.9,No precipitation,6,,,,
19.03.2020 20:00,13.5,646.4,755.8,,15,Wind blowing from the west,7,,15,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,14.7,,,2500 or more  or no clouds.,,,7.0,-12.6,No precipitation,6,,,,
