Local time in Wanyuan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 20:00,18.8,695.2,752.7,0.3,72,Wind blowing from the north,0,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,25.3,,,1500-2000,,,12.0,13.7,No precipitation,12,,,,
25.03.2020 17:00,25.0,694.9,751.6,,46,Wind blowing from the south-west,2,,,70 – 80%., ,,,,,,,1500-2000,,,24.0,12.6,,,,,,
25.03.2020 14:00,24.8,696.1,752.8,-2.7,47,Wind blowing from the south-east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,24.8,,,1500-2000,,,25.0,12.7,No precipitation,12,,,,
25.03.2020 11:00,20.0,698.8,756.2,,65,Wind blowing from the south-southeast,1,,,20–30%., ,,,,,,,1500-2000,,,25.0,13.2,,,,,,
25.03.2020 08:00,12.9,699.0,757.0,0.5,99,Wind blowing from the east,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,,,,2000-2500,,,13.0,12.7,No precipitation,12,,,,
25.03.2020 05:00,13.4,698.5,756.3,,99,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,13.0,13.2,,,,,,
25.03.2020 02:00,13.9,699.6,757.3,,99,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,23.2,,,2500 or more  or no clouds.,,,6.0,13.7,2.0,12,,,,
24.03.2020 20:00,15.5,699.4,757.6,,98,Wind blowing from the north-northwest,1,,6,50%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,23.2,,,2000-2500,,,12.0,15.2,3.0,12,,,,
24.03.2020 14:00,18.4,700.3,758.1,-1.8,76,Wind blowing from the west-southwest,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,23.2,,,1500-2000,,,6.0,14.1,1.0,12,,,,
24.03.2020 11:00,20.3,702.1,759.9,,57,Wind blowing from the east-southeast,1,,,90  or more  but not 100%, ,,,,,,,,,,27.0,11.5,,,,,,
24.03.2020 08:00,12.3,702.5,760.7,0.2,95,Wind blowing from the north-west,0,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,23.1,,,2500 or more  or no clouds.,,,15.0,11.5,No precipitation,12,,,,
24.03.2020 05:00,13.1,702.3,759.9,,90,Wind blowing from the north-west,1,,,, ,,,,,,,,,,22.0,11.5,,,,,,
24.03.2020 02:00,13.4,703.4,761.1,,88,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,23.1,,,2500 or more  or no clouds.,,,24.0,11.5,No precipitation,12,,,,
23.03.2020 20:00,17.5,702.3,760.6,1.0,64,Wind blowing from the north-northeast,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,23.1,,,2000-2500,,,30.0,10.6,No precipitation,12,,,,
23.03.2020 17:00,22.3,701.3,759.1,,51,Wind blowing from the north,2,,,20–30%., ,,,,,,,1500-2000,,,30.0,11.7,,,,,,
23.03.2020 14:00,22.6,702.9,760.9,-2.2,49,Wind blowing from the south-southeast,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,23.1,,,1500-2000,,,29.0,11.4,No precipitation,12,,,,
23.03.2020 11:00,17.8,705.1,763.6,,65,Wind blowing from the north-east,2,,,70 – 80%., ,,,9.7,17.8,,,2000-2500,,,29.0,11.1,No precipitation,6,,,,
23.03.2020 08:00,11.3,704.8,763.7,0.4,99,Wind blowing from the north-northwest,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,17.0,,,2500 or more  or no clouds.,,,17.0,11.1,No precipitation,12,,,,
23.03.2020 05:00,10.4,704.4,763.1,,99,Wind blowing from the north-west,0,,,, ,,,,,,,,,,24.0,10.2,,,,,,
23.03.2020 02:00,9.8,704.7,763.6,,99,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,17.0,,,2500 or more  or no clouds.,,,21.0,9.7,No precipitation,12,,,,
22.03.2020 20:00,14.0,704.0,762.9,0.8,92,Wind blowing from the south-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,17.0,,,2500 or more  or no clouds.,,,17.0,12.7,2.0,12,,,,
22.03.2020 17:00,16.0,703.2,761.8,,77,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,17.0,,,2000-2500,,,27.0,12.0,2.0,6,,,,
22.03.2020 14:00,14.6,703.9,762.7,-0.2,94,Wind blowing from the south-west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,17.0,,,2000-2500,,,10.0,13.6,2.0,12,,,,
22.03.2020 11:00,14.9,704.1,762.9,,82,Wind blowing from the south,1,,3,100%., ,,,9.8,19.0,,,2000-2500,,,15.0,11.9,No precipitation,6,,,,
22.03.2020 08:00,10.6,703.4,762.4,1.8,99,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,,,,2000-2500,,,18.0,10.4,No precipitation,12,,,,
22.03.2020 05:00,10.4,701.6,760.3,,99,Wind blowing from the south-east,3,,,, ,,,,,,,,,,21.0,10.2,,,,,,
22.03.2020 02:00,10.2,702.4,761.1,,99,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,19.0,,,2500 or more  or no clouds.,,,26.0,10.0,6.0,12,,,,
21.03.2020 20:00,12.6,701.0,759.6,0.7,96,Wind blowing from the south-east,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.0,,,1500-2000,,,21.0,12.0,6.0,12,,,,
21.03.2020 17:00,13.8,700.3,758.8,,89,Wind blowing from the north,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,,,,1500-2000,,,10.0,12.0,4.0,6,,,,
21.03.2020 14:00,14.5,699.4,757.7,0.2,82,Wind blowing from the south-southeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,,,,2000-2500,,,12.0,11.5,0.2,12,,,,
21.03.2020 11:00,15.8,699.2,757.1,,58,Wind blowing from the south,1,,2,100%., ,,,12.0,,,,2000-2500,,,15.0,7.6,No precipitation,6,,,,
21.03.2020 08:00,13.0,699.0,756.7,1.6,66,Wind blowing from the north-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,26.2,,,2000-2500,,,18.0,6.8,No precipitation,12,,,,
21.03.2020 05:00,12.7,697.4,754.3,,66,Wind blowing from the north-west,1,,,, ,,,,,,,,,,26.0,6.5,,,,,,
21.03.2020 02:00,12.2,698.8,755.9,,67,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,26.2,,,2500 or more  or no clouds.,,,24.0,6.3,No precipitation,12,,,,
20.03.2020 20:00,18.2,697.6,755.8,0.7,45,Wind blowing from the north-northwest,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,26.2,,,2500 or more  or no clouds.,,,13.0,6.1,No precipitation,12,,,,
20.03.2020 17:00,25.7,696.9,754.2,,23,Wind blowing from the south-southwest,2,,,no clouds, ,,,,,,,,,,30.0,3.0,,,,,,
20.03.2020 14:00,25.0,699.0,756.4,-2.9,25,Wind blowing from the south-west,3,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,25.4,,,1000-1500,,,30.0,3.6,No precipitation,12,,,,
20.03.2020 11:00,18.3,701.9,760.0,,39,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,21.0,4.1,,,,,,
20.03.2020 08:00,8.0,702.8,761.5,0.7,75,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,24.7,,,2000-2500,,,17.0,3.8,No precipitation,12,,,,
20.03.2020 05:00,8.4,702.1,760.0,,73,Wind blowing from the north-west,1,,,, ,,,,,,,,,,27.0,3.7,,,,,,
20.03.2020 02:00,9.7,703.3,761.2,,67,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,24.7,,,2500 or more  or no clouds.,,,29.0,3.9,No precipitation,12,,,,
19.03.2020 20:00,17.7,702.5,761.2,,38,Wind blowing from the south-southwest,1,,5,50%., ,,,7.3,24.7,,,2000-2500,,,27.0,3.2,No precipitation,6,,,,
19.03.2020 17:00,23.1,701.2,759.1,,17,Wind blowing from the south,3,,,60%., ,,,,,,,2000-2500,,,30.0,-3.3,,,,,,
19.03.2020 14:00,23.7,703.5,761.3,-2.7,19,Wind blowing from the south-west,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,24.3,,,1000-1500,,,23.0,-1.3,No precipitation,12,,,,
19.03.2020 11:00,18.8,706.2,764.5,,40,Wind blowing from the east-northeast,1,,2,10%  or less  but not 0, ,,,7.3,24.3,,,1000-1500,,,22.0,4.9,No precipitation,6,,,,
19.03.2020 08:00,7.8,706.0,765.1,1.2,72,Wind blowing from the west-northwest,1,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,24.3,,,2000-2500,,,22.0,3.1,No precipitation,12,,,,
19.03.2020 05:00,8.7,704.8,762.9,,70,Wind blowing from the north-west,1,,,, ,,,,,,,,,,30.0,3.5,,,,,,
19.03.2020 02:00,10.6,705.2,763.3,,61,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,24.3,,,2500 or more  or no clouds.,,,30.0,3.4,No precipitation,12,,,,
18.03.2020 20:00,16.7,702.7,761.7,1.6,40,Wind blowing from the north-west,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,24.3,,,2500 or more  or no clouds.,,,22.0,3.0,No precipitation,12,,,,
18.03.2020 17:00,23.6,701.1,759.1,,19,Wind blowing from the west-northwest,2,,,60%., ,,,,,,,1500-2000,,,30.0,-1.4,,,,,,
18.03.2020 14:00,23.3,702.8,760.9,-2.9,22,Wind blowing from the east,2,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,23.4,,,1500-2000,,,30.0,0.4,No precipitation,12,,,,
18.03.2020 11:00,16.7,705.7,764.5,,49,Wind blowing from the east-northeast,1,,,60%., ,,,,,,,2500 or more  or no clouds.,,,19.0,5.9,,,,,,
18.03.2020 08:00,6.7,706.5,766.0,0.8,88,Wind blowing from the north,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,21.7,,,2500 or more  or no clouds.,,,15.0,4.9,No precipitation,12,,,,
18.03.2020 05:00,7.1,705.7,764.4,,88,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,21.0,5.2,,,,,,
18.03.2020 02:00,8.5,706.6,765.2,,81,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,21.7,,,2500 or more  or no clouds.,,,20.0,5.3,No precipitation,12,,,,
17.03.2020 20:00,14.4,706.2,765.4,1.3,53,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,21.7,,,,,,25.0,5.0,No precipitation,12,,,,
17.03.2020 17:00,20.3,704.9,763.5,,22,Wind blowing from the south,2,,,100%., ,,,,,,,2000-2500,,,30.0,-2.1,,,,,,
17.03.2020 14:00,20.5,706.5,765.1,-3.1,24,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,20.6,,,2500 or more  or no clouds.,,,30.0,-0.7,No precipitation,12,,,,
17.03.2020 11:00,11.9,709.6,769.3,,60,Wind blowing from the east,1,,3,100%., ,,,8.0,15.3,,,2500 or more  or no clouds.,,,16.0,4.2,No precipitation,6,,,,
17.03.2020 08:00,8.6,708.9,768.6,0.5,72,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,15.3,,,2500 or more  or no clouds.,,,17.0,3.8,No precipitation,12,,,,
17.03.2020 05:00,8.1,708.4,767.8,,73,Calm  no wind,0,,,, ,,,,,,,,,,30.0,3.4,,,,,,
17.03.2020 02:00,9.1,709.4,768.8,,65,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,15.3,,,2500 or more  or no clouds.,,,30.0,2.7,No precipitation,12,,,,
16.03.2020 20:00,12.4,708.2,767.7,1.4,45,Wind blowing from the west,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.3,,,2500 or more  or no clouds.,,,30.0,0.8,No precipitation,12,,,,
16.03.2020 17:00,14.6,706.8,765.9,,36,Wind blowing from the north-northwest,2,,6,100%., ,,,9.7,15.3,,,2500 or more  or no clouds.,,,30.0,-0.3,No precipitation,6,,,,
16.03.2020 14:00,15.0,706.6,765.7,-0.7,35,Wind blowing from the north-northwest,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.3,,,2500 or more  or no clouds.,,,30.0,-0.3,No precipitation,12,,,,
16.03.2020 11:00,12.4,707.3,766.6,,66,Wind blowing from the north-northeast,1,,,100%., ,,,9.1,15.2,,,2500 or more  or no clouds.,,,15.0,6.2,No precipitation,6,,,,
16.03.2020 08:00,9.9,705.9,765.2,0.8,77,Wind blowing from the south,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,15.2,,,2500 or more  or no clouds.,,,20.0,6.1,No precipitation,12,,,,
