Local time in Yichang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 23:00,15.1,741.1,763.8,3.7,68,Wind blowing from the north-northeast,5,,12,,Cloud development not observed or not observable. ,,,15.0,20.7,,,2500 or more  or no clouds.,,,23.0,9.2,8.0,12,,,,
26.03.2020 20:00,17.6,737.4,760.0,2.4,99,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,17.6,20.7,,,300-600,,,4.1,17.4,8.0,12,,,,
26.03.2020 17:00,18.2,735.0,757.5,,99,Wind blowing from the south,1,,5,no clouds,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,18.2,23.6,,,,,,0.8,18.0,2.0,6,,,,
26.03.2020 14:00,20.3,734.2,756.5,-0.5,97,Wind blowing from the east-southeast,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,2000-2500,,,2.9,19.8,No precipitation,12,,,,
26.03.2020 11:00,19.8,734.7,757.0,,99,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,2500 or more  or no clouds.,,,2.1,19.6,No precipitation,6,,,,
26.03.2020 08:00,18.5,733.3,755.7,0.9,99,Wind blowing from the west-southwest,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2000-2500,,,1.1,18.3,Trace of precipitation,12,,,,
26.03.2020 05:00,18.3,732.4,754.6,,99,Wind blowing from the north-west,1,,8,,Mist. ,,,14.3,24.3,,,,,,1.0,18.1,No precipitation,6,,,,
26.03.2020 02:00,18.3,732.6,754.9,-0.7,99,Wind blowing from the north-west,1,,8,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,24.3,,,2500 or more  or no clouds.,,,0.6,18.1,No precipitation,12,,,,
25.03.2020 23:00,19.5,733.3,755.7,,97,Wind blowing from the south-southeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.3,24.3,,,,,,3.5,19.0,No precipitation,6,,,,
25.03.2020 20:00,19.5,732.0,754.5,,98,Wind blowing from the east-northeast,3,,8,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,24.3,,,2500 or more  or no clouds.,,,3.7,19.2,No precipitation,6,,,,
25.03.2020 17:00,23.6,731.0,753.3,,63,Wind blowing from the east-southeast,4,,7,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,24.3,,,2500 or more  or no clouds.,,,6.0,16.1,0.2,6,,,,
25.03.2020 14:00,22.3,732.1,754.5,-1.5,67,Wind blowing from the south-southeast,2,,6,no clouds,Haze. ,Rain.,Fog or ice fog or thick haze.,14.3,22.4,,,,,,4.7,15.9,0.4,12,,,,
25.03.2020 11:00,18.5,733.6,756.1,,89,Wind blowing from the east,2,,6,90  or more  but not 100%,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,14.3,20.6,,,,,,1.9,16.7,0.2,6,,,,
25.03.2020 08:00,14.4,733.9,756.6,0.3,99,Wind blowing from the east-southeast,1,,3,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,20.6,,,1000-1500,,,0.5,14.2,No precipitation,12,,,,
25.03.2020 05:00,15.0,733.6,756.2,,99,Wind blowing from the west,1,,3,,Mist. ,,,14.7,20.6,,,,,,1.9,14.8,No precipitation,6,,,,
25.03.2020 02:00,16.1,735.3,757.8,-1.0,99,Wind blowing from the east-southeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,20.6,,,2500 or more  or no clouds.,,,2.0,15.9,No precipitation,12,,,,
24.03.2020 23:00,17.1,736.3,758.9,,89,Wind blowing from the north-east,1,,4,,Mist. ,,,15.3,20.6,,,,,,2.9,15.3,No precipitation,6,,,,
24.03.2020 20:00,17.8,736.0,758.6,0.0,83,Wind blowing from the east-southeast,3,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,20.6,,,2500 or more  or no clouds.,,,3.7,14.9,No precipitation,12,,,,
24.03.2020 17:00,19.0,736.0,758.5,,74,Wind blowing from the south-east,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,20.6,,,2500 or more  or no clouds.,,,4.0,14.3,No precipitation,6,,,,
24.03.2020 14:00,19.5,737.4,760.0,,70,Wind blowing from the north,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,21.6,,,2500 or more  or no clouds.,,,4.8,13.9,No precipitation,12,,,,
24.03.2020 11:00,17.3,739.5,762.2,,81,Wind blowing from the east-southeast,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,,,,2500 or more  or no clouds.,,,4.5,14.0,No precipitation,6,,,,
24.03.2020 08:00,15.8,739.0,761.8,0.6,93,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,,,2500 or more  or no clouds.,,,3.5,14.7,No precipitation,12,,,,
24.03.2020 05:00,15.8,738.4,761.0,,84,Wind blowing from the north-west,1,,5,,Mist. ,,,13.9,21.6,,,,,,3.9,13.1,No precipitation,6,,,,
24.03.2020 02:00,16.3,739.6,762.1,-1.0,80,Wind blowing from the west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,21.6,,,2500 or more  or no clouds.,,,3.9,12.8,No precipitation,12,,,,
23.03.2020 23:00,17.1,740.6,763.3,,70,Wind blowing from the west-southwest,1,,6,,Haze. ,,,13.9,21.6,,,,,,6.0,11.6,No precipitation,6,,,,
23.03.2020 20:00,16.9,739.6,762.4,0.7,74,Wind blowing from the south-southeast,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,21.6,,,2500 or more  or no clouds.,,,3.0,12.2,No precipitation,12,,,,
23.03.2020 17:00,19.5,738.9,761.6,,63,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,21.7,,,,,,6.0,12.3,No precipitation,6,,,,
23.03.2020 14:00,21.0,739.8,762.4,-1.8,55,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,24.9,,,2500 or more  or no clouds.,,,8.0,11.6,No precipitation,12,,,,
23.03.2020 11:00,18.3,741.6,764.3,,67,Calm  no wind,0,,,90  or more  but not 100%, ,,,13.9,,,,,,,9.0,12.1,No precipitation,6,,,,
23.03.2020 08:00,14.4,741.1,764.0,,77,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,,,2500 or more  or no clouds.,,,8.0,10.4,No precipitation,12,,,,
23.03.2020 05:00,14.7,740.0,762.7,,69,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,8.0,9.1,,,,,,
23.03.2020 02:00,15.3,740.5,763.1,-1.0,65,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,24.9,,,2500 or more  or no clouds.,,,8.0,8.8,Trace of precipitation,12,,,,
22.03.2020 23:00,16.4,741.5,764.2,,60,Wind blowing from the west-southwest,2,,8,, ,,,15.8,24.9,,,,,,10.0,8.6,Trace of precipitation,6,,,,
22.03.2020 20:00,17.4,739.6,762.3,1.8,57,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,24.9,,,2500 or more  or no clouds.,,,8.0,8.8,Trace of precipitation,12,,,,
22.03.2020 17:00,21.8,737.8,760.3,,46,Wind blowing from the east-southeast,5,,,90  or more  but not 100%, ,,,,,,,,,,16.0,9.7,,,,,,
22.03.2020 14:00,24.1,738.6,761.0,-1.6,47,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,26.4,,,2500 or more  or no clouds.,,,24.0,12.1,No precipitation,12,,,,
22.03.2020 11:00,18.2,740.2,763.0,,85,Wind blowing from the west-northwest,2,,5,100%., ,,,15.8,,,,2500 or more  or no clouds.,,,15.0,15.6,No precipitation,6,,,,
22.03.2020 08:00,16.8,738.8,761.3,1.9,85,Wind blowing from the west,2,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,26.4,,,1500-2000,,,14.0,14.3,1.0,12,,,,
22.03.2020 05:00,16.1,736.9,759.3,,99,Wind blowing from the west-northwest,2,,12,, ,,,14.7,26.4,,,,,,11.0,15.9,No precipitation,6,,,,
22.03.2020 02:00,17.3,736.2,758.5,0.3,83,Wind blowing from the north,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,26.4,,,2500 or more  or no clouds.,,,16.0,14.4,1.0,12,,,,
21.03.2020 23:00,16.7,735.9,758.4,,95,Wind blowing from the north-northeast,2,,12,,Rain (not freezing) not falling as shower(s). ,,,14.7,26.4,,,,,,13.0,15.9,1.0,6,,,,
21.03.2020 20:00,21.9,733.5,755.9,,62,Wind blowing from the east,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,26.4,,,2500 or more  or no clouds.,,,8.0,14.3,Trace of precipitation,12,,,,
21.03.2020 17:00,25.5,730.8,753.0,,46,Wind blowing from the east,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,18.0,13.0,,,,,,
21.03.2020 14:00,25.7,731.3,753.4,-2.6,44,Wind blowing from the south-west,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,26.7,,,2500 or more  or no clouds.,,,15.0,12.5,No precipitation,12,,,,
21.03.2020 11:00,20.4,733.9,756.2,,57,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%, ,,,14.7,26.7,,,,,,13.0,11.6,No precipitation,6,,,,
21.03.2020 08:00,14.9,733.8,756.3,1.0,79,Wind blowing from the west-northwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,26.7,,,2500 or more  or no clouds.,,,12.0,11.3,No precipitation,12,,,,
21.03.2020 05:00,15.9,732.8,755.0,,71,Wind blowing from the north,2,,,, ,,,,,,,,,,14.0,10.7,,,,,,
21.03.2020 02:00,17.3,733.9,756.1,-1.0,67,Wind blowing from the north-west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,26.7,,,2500 or more  or no clouds.,,,15.0,11.1,No precipitation,12,,,,
20.03.2020 23:00,19.5,734.9,757.3,,59,Wind blowing from the north-northeast,2,,10,, ,,,10.8,26.7,,,,,,15.0,11.3,No precipitation,6,,,,
20.03.2020 20:00,21.0,733.4,756.0,0.7,58,Wind blowing from the east,5,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,26.7,,,,,,6.0,12.4,No precipitation,12,,,,
20.03.2020 17:00,25.7,732.7,755.2,,38,Wind blowing from the east-southeast,5,,,no clouds, ,,,,,,,,,,20.0,10.3,,,,,,
20.03.2020 14:00,26.1,734.7,757.0,-3.2,29,Wind blowing from the east-southeast,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,26.2,,,,,,22.0,6.7,No precipitation,12,,,,
20.03.2020 11:00,20.9,737.9,760.4,,33,Wind blowing from the south-southwest,1,,,no clouds, ,,,,,,,,,,23.0,4.0,,,,,,
20.03.2020 08:00,11.1,738.1,760.9,0.5,62,Wind blowing from the west-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,26.1,,,,,,18.0,4.1,No precipitation,12,,,,
20.03.2020 05:00,11.5,737.6,760.3,,55,Wind blowing from the north,1,,,, ,,,,,,,,,,17.0,2.8,,,,,,
20.03.2020 02:00,13.1,738.7,761.2,-1.1,48,Wind blowing from the north-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,26.1,,,2500 or more  or no clouds.,,,18.0,2.3,No precipitation,12,,,,
19.03.2020 23:00,17.8,739.8,762.2,,46,Wind blowing from the east,1,,9,,Haze. ,,,13.0,26.1,,,,,,2.2,6.0,No precipitation,6,,,,
19.03.2020 20:00,19.6,738.9,761.5,,27,Wind blowing from the east-southeast,2,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,26.1,,,,,,6.0,0.1,No precipitation,6,,,,
19.03.2020 17:00,23.6,737.7,760.3,,13,Wind blowing from the east-southeast,5,,,no clouds, ,,,,,,,,,,27.0,-6.4,,,,,,
19.03.2020 14:00,25.5,739.1,761.6,,14,Wind blowing from the south-east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,26.7,,,,,,23.0,-3.9,No precipitation,12,,,,
19.03.2020 11:00,24.9,740.9,763.3,,21,Wind blowing from the north,1,,5,60%., ,,,13.0,26.7,,,2500 or more  or no clouds.,,,24.0,1.1,No precipitation,6,,,,
19.03.2020 08:00,15.3,739.7,762.4,2.3,50,Wind blowing from the north-west,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,26.7,,,2500 or more  or no clouds.,,,23.0,4.9,No precipitation,12,,,,
19.03.2020 05:00,13.4,737.4,760.0,,64,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,20.0,6.7,,,,,,
19.03.2020 02:00,14.4,737.5,759.9,-0.6,63,Wind blowing from the west-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,26.7,,,2500 or more  or no clouds.,,,17.0,7.5,No precipitation,12,,,,
18.03.2020 23:00,17.3,738.1,760.6,,50,Wind blowing from the north,2,,10,, ,,,10.7,26.7,,,,,,18.0,6.8,No precipitation,6,,,,
18.03.2020 20:00,18.5,736.9,759.7,1.8,48,Wind blowing from the east,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,26.7,,,2500 or more  or no clouds.,,,8.0,7.3,No precipitation,12,,,,
18.03.2020 17:00,23.5,735.1,757.6,,31,Wind blowing from the east-southeast,5,,,no clouds, ,,,,,,,,,,19.0,5.4,,,,,,
18.03.2020 14:00,25.6,736.8,759.3,-2.7,13,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,26.0,,,,,,30.0,-4.8,No precipitation,12,,,,
18.03.2020 11:00,20.7,739.5,762.1,,41,Wind blowing from the west-northwest,2,,,no clouds, ,,,,,,,,,,18.0,7.0,,,,,,
18.03.2020 08:00,12.3,739.8,762.7,1.0,58,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,23.7,,,,,,22.0,4.3,No precipitation,12,,,,
18.03.2020 05:00,12.2,738.8,761.5,,59,Wind blowing from the north-west,2,,,, ,,,,,,,,,,20.0,4.4,,,,,,
18.03.2020 02:00,12.1,739.6,762.4,-1.4,61,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,23.7,,,2500 or more  or no clouds.,,,24.0,4.8,No precipitation,12,,,,
