Local time in Chuxiong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 02:00,12.7,612.8,757.1,,57,Wind blowing from the west-northwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,22.2,,,2500 or more  or no clouds.,,,30.0,4.4,,,,,,
24.03.2020 20:00,19.2,610.4,755.7,,30,Wind blowing from the south-southwest,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,22.2,,,1000-1500,,,30.0,1.2,No precipitation,12,,,,
24.03.2020 14:00,22.0,611.6,755.5,-2.2,30,Wind blowing from the south-southwest,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,22.8,,,1000-1500,,,30.0,3.6,No precipitation,12,,,,
24.03.2020 11:00,18.2,613.8,758.8,,45,Wind blowing from the east,1,,3,no clouds, ,,,9.6,22.8,,,,,,18.0,6.1,No precipitation,6,,,,
24.03.2020 08:00,9.7,613.4,760.1,0.7,69,Wind blowing from the west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,22.8,,,2500 or more  or no clouds.,,,17.0,4.3,No precipitation,12,,,,
24.03.2020 05:00,11.2,612.7,758.6,,61,Wind blowing from the north-northeast,1,,6,, ,,,10.5,22.8,,,,,,24.0,4.0,No precipitation,6,,,,
24.03.2020 02:00,12.9,613.6,758.2,,56,Wind blowing from the south-east,1,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,22.8,,,2500 or more  or no clouds.,,,26.0,4.3,0.1,12,,,,
23.03.2020 20:00,16.7,611.6,757.6,0.4,43,Wind blowing from the north,0,,20,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,22.8,,,2500 or more  or no clouds.,,,24.0,4.1,0.1,12,,,,
23.03.2020 17:00,17.6,611.2,756.5,,36,Wind blowing from the north-west,3,,20,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,23.8,,,,,,30.0,2.4,0.1,6,,,,
23.03.2020 14:00,21.2,612.4,756.5,-2.2,27,Wind blowing from the south-west,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,23.8,,,2500 or more  or no clouds.,,,24.0,1.5,No precipitation,12,,,,
23.03.2020 11:00,18.4,614.6,759.4,,37,Wind blowing from the east-northeast,1,,3,no clouds, ,,,10.5,23.8,,,,,,16.0,3.5,No precipitation,6,,,,
23.03.2020 08:00,10.7,613.9,759.4,0.9,59,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,23.8,,,2500 or more  or no clouds.,,,21.0,3.0,No precipitation,12,,,,
23.03.2020 05:00,11.7,613.0,757.2,,54,Wind blowing from the west,1,,11,, ,,,11.5,23.8,,,,,,24.0,2.7,No precipitation,6,,,,
23.03.2020 02:00,13.9,613.7,757.6,,43,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,23.8,,,2500 or more  or no clouds.,,,21.0,1.5,No precipitation,12,,,,
22.03.2020 20:00,20.5,612.0,756.8,0.8,24,Wind blowing from the west-southwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,23.8,,,,,,28.0,-0.7,No precipitation,12,,,,
22.03.2020 17:00,23.7,611.2,754.6,,20,Wind blowing from the south-west,4,,,20–30%., ,,,11.5,23.8,,,1000-1500,,,28.0,-0.6,No precipitation,6,,,,
22.03.2020 14:00,23.1,612.5,755.8,-2.1,22,Wind blowing from the south-southwest,3,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,23.3,,,1000-1500,,,28.0,0.2,No precipitation,12,,,,
22.03.2020 11:00,19.3,614.6,758.5,,36,Wind blowing from the east-northeast,1,,5,60%., ,,,11.5,23.3,,,1000-1500,,,16.0,3.9,No precipitation,6,,,,
22.03.2020 08:00,11.5,613.9,759.2,1.2,56,Wind blowing from the north-east,0,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,23.3,,,1000-1500,,,23.0,3.0,No precipitation,12,,,,
22.03.2020 05:00,12.4,612.7,756.7,,52,Wind blowing from the west-northwest,1,,11,, ,,,10.4,23.3,,,,,,25.0,2.6,No precipitation,6,,,,
22.03.2020 02:00,15.0,613.3,757.1,,41,Wind blowing from the north,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,23.3,,,2500 or more  or no clouds.,,,25.0,1.9,No precipitation,12,,,,
21.03.2020 20:00,20.4,611.8,756.8,0.7,25,Wind blowing from the west,3,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,23.3,,,1000-1500,,,30.0,-0.3,No precipitation,12,,,,
21.03.2020 17:00,22.8,611.1,754.9,,19,Wind blowing from the west,7,,15,90  or more  but not 100%, ,,,10.4,23.8,,,,,,30.0,-2.0,No precipitation,6,,,,
21.03.2020 14:00,21.9,612.7,756.4,-1.7,22,Wind blowing from the south-west,6,,14,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,24.2,,,1000-1500,,,30.0,-0.8,No precipitation,12,,,,
21.03.2020 11:00,19.2,614.4,758.4,,28,Wind blowing from the west,5,,9,20–30%., ,,,10.4,24.2,,,1000-1500,,,30.0,0.3,No precipitation,6,,,,
21.03.2020 08:00,10.8,613.4,758.6,1.0,56,Wind blowing from the south-southwest,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,24.2,,,2500 or more  or no clouds.,,,27.0,2.4,No precipitation,12,,,,
21.03.2020 05:00,12.0,612.4,756.2,,53,Wind blowing from the west,1,,,, ,,,9.2,24.2,,,,,,28.0,2.5,No precipitation,6,,,,
21.03.2020 02:00,14.5,612.8,756.3,,43,Wind blowing from the west,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,24.2,,,2500 or more  or no clouds.,,,29.0,2.1,No precipitation,12,,,,
20.03.2020 20:00,20.9,610.9,755.8,0.9,20,Wind blowing from the west,3,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,24.2,,,,,,30.0,-2.9,No precipitation,12,,,,
20.03.2020 17:00,23.8,610.0,753.6,,17,Wind blowing from the south-west,7,,16,, ,,,9.2,24.2,,,,,,30.0,-2.7,No precipitation,6,,,,
20.03.2020 14:00,23.0,612.1,755.8,-2.5,16,Wind blowing from the south-west,7,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,23.8,,,,,,28.0,-4.2,No precipitation,12,,,,
20.03.2020 11:00,19.2,614.6,759.1,,21,Wind blowing from the west,4,,10,no clouds, ,,,9.2,23.8,,,,,,27.0,-3.6,No precipitation,6,,,,
20.03.2020 08:00,9.6,613.8,759.7,1.1,57,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,23.8,,,,,,22.0,1.5,No precipitation,12,,,,
20.03.2020 05:00,11.1,612.7,757.0,,49,Calm  no wind,0,,,, ,,,10.6,23.8,,,,,,25.0,0.8,No precipitation,6,,,,
20.03.2020 02:00,13.2,613.4,757.6,,41,Wind blowing from the north,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,23.8,,,2500 or more  or no clouds.,,,22.0,0.2,No precipitation,12,,,,
19.03.2020 20:00,20.1,611.8,757.0,,19,Wind blowing from the south-west,3,,,10%  or less  but not 0, ,,,10.6,23.8,,,1000-1500,,,30.0,-4.2,No precipitation,6,,,,
19.03.2020 17:00,23.7,610.6,753.9,,17,Wind blowing from the south-west,4,,,20–30%., ,,,10.6,23.8,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,-2.8,No precipitation,6,,,,
19.03.2020 14:00,22.1,612.5,755.8,,20,Wind blowing from the south-southwest,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,23.8,,,1000-1500,,,30.0,-1.9,No precipitation,12,,,,
19.03.2020 11:00,19.2,614.1,757.9,,32,Wind blowing from the north-east,1,,7,20–30%., ,,,10.6,23.8,,,2500 or more  or no clouds.,,,23.0,2.1,No precipitation,6,,,,
19.03.2020 08:00,10.6,613.2,758.5,1.2,61,Wind blowing from the north,0,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,23.8,,,2500 or more  or no clouds.,,,22.0,3.4,No precipitation,12,,,,
19.03.2020 05:00,12.5,612.0,755.7,,55,Wind blowing from the east-southeast,1,,14,, ,,,11.3,23.8,,,,,,25.0,3.5,No precipitation,6,,,,
19.03.2020 02:00,16.2,612.3,755.5,,39,Wind blowing from the west-southwest,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,23.8,,,2500 or more  or no clouds.,,,28.0,2.2,No precipitation,12,,,,
18.03.2020 20:00,20.6,610.9,755.2,1.3,28,Wind blowing from the west-southwest,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,23.8,,,,,,30.0,1.5,No precipitation,12,,,,
18.03.2020 17:00,23.6,609.6,752.7,,22,Wind blowing from the west,6,,14,50%., ,,,11.3,23.6,,,1000-1500,,,30.0,0.7,No precipitation,6,,,,
18.03.2020 14:00,22.2,611.2,754.7,-2.1,26,Wind blowing from the west,5,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,23.7,,,1000-1500,,,25.0,1.8,No precipitation,12,,,,
18.03.2020 11:00,20.2,613.3,757.5,,30,Wind blowing from the west-southwest,4,,9,60%., ,,,11.3,23.7,,,1000-1500,,,22.0,2.1,No precipitation,6,,,,
18.03.2020 08:00,11.9,613.3,758.5,1.0,70,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,23.7,,,,,,19.0,6.6,No precipitation,12,,,,
18.03.2020 05:00,12.5,612.3,756.1,,66,Wind blowing from the west-northwest,1,,15,, ,,,12.4,23.7,,,,,,24.0,6.3,No precipitation,6,,,,
18.03.2020 02:00,13.6,613.3,757.5,,62,Wind blowing from the north-west,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,23.7,,,2500 or more  or no clouds.,,,23.0,6.5,No precipitation,12,,,,
17.03.2020 20:00,19.7,613.0,757.8,0.8,38,Wind blowing from the west-southwest,1,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,23.7,,,2500 or more  or no clouds.,,,30.0,5.0,No precipitation,12,,,,
17.03.2020 17:00,23.3,612.2,755.6,,27,Wind blowing from the west,3,,,90  or more  but not 100%, ,,,13.3,25.6,,,,,,30.0,3.3,No precipitation,6,,,,
17.03.2020 14:00,22.0,613.6,757.0,-1.9,29,Wind blowing from the west-southwest,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,26.0,,,2500 or more  or no clouds.,,,30.0,3.2,No precipitation,12,,,,
17.03.2020 11:00,20.4,615.5,759.0,,36,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%, ,,,13.3,26.0,,,,,,24.0,4.8,No precipitation,6,,,,
17.03.2020 08:00,13.4,614.9,759.2,,56,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,26.0,,,2500 or more  or no clouds.,,,24.0,4.8,No precipitation,12,,,,
17.03.2020 05:00,14.1,613.9,757.1,,51,Wind blowing from the south,1,,16,, ,,,12.8,26.0,,,,,,27.0,4.1,No precipitation,6,,,,
17.03.2020 02:00,16.3,613.8,756.7,,42,Wind blowing from the north,0,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,26.0,,,2500 or more  or no clouds.,,,26.0,3.4,No precipitation,12,,,,
16.03.2020 20:00,23.1,612.8,756.7,1.0,21,Wind blowing from the west-southwest,4,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,26.0,,,,,,30.0,-0.4,No precipitation,12,,,,
16.03.2020 17:00,25.3,611.8,754.3,,18,Wind blowing from the south-west,9,,18,20–30%., ,,,12.8,26.9,,,1000-1500,,,30.0,-0.7,No precipitation,6,,,,
16.03.2020 14:00,24.3,613.0,755.1,-1.8,22,Wind blowing from the west-southwest,8,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,27.4,,,2500 or more  or no clouds.,,,28.0,1.2,No precipitation,12,,,,
16.03.2020 11:00,22.0,614.8,757.3,,29,Wind blowing from the west,1,,8,70 – 80%., ,,,12.8,27.4,,,1000-1500,,,26.0,3.2,No precipitation,6,,,,
16.03.2020 08:00,12.8,614.2,758.5,1.0,50,Wind blowing from the north,0,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,27.4,,,2500 or more  or no clouds.,,,30.0,2.6,No precipitation,12,,,,
16.03.2020 05:00,14.7,613.2,755.8,,43,Calm  no wind,0,,,, ,,,12.4,27.4,,,,,,30.0,2.3,No precipitation,6,,,,
16.03.2020 02:00,18.4,613.6,755.5,,30,Wind blowing from the south-southwest,3,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,27.4,,,2500 or more  or no clouds.,,,30.0,0.5,No precipitation,12,,,,
